Q2,Q2_corr,xbj,xbj_corr,z,z_corr,RunGroup,y_RD,error_RD,y_RD_rho,yield_neg,yield_pos,charge_neg,charge_pos,yield_neg_rho,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,Residual
4.0,3.74771,0.425,0.422602,0.525,0.521423,130.0,3.53056,0.528845,3.19225,18.0212,29.9544,154.833,64.4966,1.1443,1.1443,25.7276,21.7058,42.5072,35.6627,6.00296,3.2043,0.405021,0.499804,2.46613,-0.23065682221829387
4.0,4.16497,0.475,0.462657,0.525,0.515394,130.0,2.54028,0.839213,2.27821,3.16606,5.84896,154.833,64.4966,0.195992,0.195992,4.33824,3.6434,7.22019,6.08753,5.71798,3.08945,0.435765,0.482735,2.47411,-1.3121426242182614
4.0,3.17295,0.325,0.337993,0.525,0.525027,120.0,3.77851,1.13641,3.02202,5.62385,9.15457,88.5775,67.6945,0.717046,0.717046,10.7564,9.00829,17.3076,14.939,7.09896,3.70735,0.327826,0.509029,2.62907,-0.03756221180874051
4.0,3.45238,0.375,0.374907,0.525,0.528608,120.0,6.19051,1.34456,5.50769,16.2669,23.0537,88.5775,67.6945,1.14428,1.14428,22.1583,18.6954,36.2541,32.6822,6.64106,3.46929,0.361566,0.510759,2.59608,1.8633370735262282
4.0,3.87901,0.425,0.422444,0.525,0.529194,120.0,3.87325,0.841779,3.45584,11.1664,18.0405,88.5775,67.6945,0.815669,0.815669,15.0416,12.5681,25.0251,20.6283,6.18543,3.24699,0.405772,0.508865,2.59061,0.3508775162234936
4.0,3.16859,0.325,0.337946,0.575,0.573931,120.0,9.27798,4.24187,7.44044,5.35132,6.9133,88.5775,67.6945,0.725992,0.725992,9.41731,7.93079,15.5565,13.633,7.09204,3.39033,0.327859,0.555908,2.87148,1.3989018807577662
4.0,3.42369,0.375,0.37477,0.575,0.571849,120.0,3.98953,0.678395,3.3592,17.0635,27.3231,88.5775,67.6945,1.76612,1.76612,23.6867,19.9155,39.7602,34.0443,6.59689,3.19872,0.361451,0.551949,2.78771,1.0599320049143757
4.0,3.82025,0.425,0.416103,0.575,0.564533,120.0,3.62355,0.990261,2.95425,6.02174,9.92895,88.5775,67.6945,0.706798,0.706798,8.83793,7.45465,15.0077,13.0577,6.24133,3.08578,0.397038,0.54107,2.76468,0.3725868864167529
4.0,3.1676,0.325,0.337357,0.625,0.617724,120.0,3.90193,1.62955,2.46051,2.42419,3.9078,88.5775,67.6945,0.613067,0.613067,5.24513,4.70748,8.82801,8.23396,7.10645,3.11963,0.327058,0.599887,3.09551,0.5913781849336022
4.0,3.30457,0.375,0.37903,0.325,0.338537,350.0,6.58991,2.20442,6.2047,5.31784,7.41977,167.857,90.7974,0.25617,0.25617,10.0527,9.61844,14.3045,13.7327,6.29855,4.34032,0.365564,0.326025,1.57039,0.4747433252866603
4.0,3.65849,0.425,0.423205,0.325,0.340161,350.0,7.31146,2.53786,6.90058,5.73051,7.79892,167.857,90.7974,0.232838,0.232838,8.98433,7.95746,12.907,11.779,5.86901,4.0471,0.406068,0.326574,1.56399,0.7503685218556911
4.0,3.29851,0.375,0.381243,0.375,0.373756,350.0,5.33349,0.964713,4.94743,12.5514,18.4966,167.857,90.7974,0.705226,0.705226,21.4726,20.2223,31.3892,29.8888,6.23925,4.11018,0.36721,0.359362,1.72213,0.126773613421902
4.0,3.56557,0.425,0.425171,0.375,0.375148,350.0,6.53531,1.00073,6.20121,23.3338,32.6235,167.857,90.7974,0.881743,0.881743,31.1789,28.3567,45.8549,42.904,5.7057,3.77308,0.407414,0.358751,1.67476,1.4514042379615337
4.0,3.89258,0.475,0.473417,0.375,0.377519,350.0,5.62627,0.917321,5.39348,18.7935,27.3022,167.857,90.7974,0.598943,0.598943,24.6539,22.4497,36.442,33.2433,5.2133,3.44828,0.451204,0.359117,1.65115,0.7258425725627042
4.0,4.24419,0.525,0.518535,0.375,0.375734,350.0,7.26137,2.09377,6.87325,8.29756,11.3107,167.857,90.7974,0.326287,0.326287,9.06812,8.01772,13.4085,12.1154,4.82319,3.20188,0.491179,0.35414,1.63625,1.12725400014534
4.0,3.29742,0.375,0.382415,0.425,0.419107,350.0,6.29352,1.44976,5.75292,7.77198,10.9688,167.857,90.7974,0.48938,0.48938,11.9201,11.2412,17.9822,17.83,6.21091,3.84687,0.367972,0.403219,1.92547,1.0561424006621951
4.0,3.54319,0.425,0.426318,0.425,0.421966,350.0,6.73186,1.10703,6.01653,17.3802,24.1238,167.857,90.7974,1.38246,1.38246,22.7487,21.5472,34.6474,34.3092,5.65373,3.51366,0.408418,0.403644,1.86828,1.9019808630928832
4.0,3.83157,0.475,0.472268,0.425,0.421221,350.0,5.07895,0.803661,4.71076,16.1843,24.1714,167.857,90.7974,0.867857,0.867857,21.7498,19.5292,33.2968,30.1218,5.16402,3.22779,0.449051,0.399608,1.81986,0.6660646780184603
4.0,4.26086,0.525,0.512872,0.425,0.41618,350.0,7.49724,3.09804,6.94329,3.61879,4.89643,167.857,90.7974,0.2198,0.2198,4.22398,3.70251,6.48971,5.56414,4.92909,3.1033,0.478606,0.378343,1.84169,0.9586015928716571
4.0,3.46306,0.425,0.431262,0.475,0.460364,350.0,5.04725,1.67572,5.02373,2.84294,4.25331,167.857,90.7974,0.014317,0.014317,3.40751,3.56615,5.34118,5.10198,5.45197,3.22718,0.410271,0.439385,1.96981,0.4845252673234786
4.0,3.7147,0.475,0.46388,0.475,0.458363,350.0,5.93051,3.18395,4.366,1.56901,2.24819,167.857,90.7974,0.259518,0.259518,2.40537,2.12538,3.7913,3.78589,5.17405,3.07918,,,1.95521,0.5453861018652654
4.0,3.30364,0.375,0.379813,0.425,0.429619,340.0,4.2883,0.947747,3.83151,9.48428,14.8646,163.336,72.9859,0.7384,0.7384,16.9355,14.9712,25.8034,22.5415,6.27963,3.82796,0.366013,0.414042,1.99124,-0.39637326051441485
4.0,3.63118,0.425,0.423581,0.425,0.432724,340.0,5.7549,1.31751,5.43674,11.8071,17.0509,163.336,72.9859,0.427677,0.427677,17.4474,14.7563,26.911,23.8701,5.82468,3.55346,0.406205,0.415002,1.97575,0.9329093311090431
4.0,4.04689,0.475,0.472558,0.425,0.432982,340.0,7.29127,2.45069,6.95571,7.51665,10.2364,163.336,72.9859,0.257991,0.257991,10.2438,8.70991,15.9674,13.5899,5.39984,3.3034,0.452985,0.41391,1.97485,1.167981057529728
4.0,4.36026,0.525,0.510712,0.425,0.432315,340.0,1.91159,1.04746,1.78518,1.32686,2.69401,163.336,72.9859,0.0443459,0.0443459,1.5147,1.18029,2.37369,1.87427,5.0603,3.10671,0.484565,0.406521,1.9659,-2.351962298130141
4.0,3.29885,0.375,0.381496,0.475,0.473531,340.0,3.34324,0.629576,2.83389,10.0871,17.0545,163.336,72.9859,1.03691,1.03691,18.7719,16.283,29.5376,25.4141,6.23404,3.562,0.367613,0.456009,2.18331,-1.3876506255434091
4.0,3.56363,0.425,0.425161,0.475,0.473386,340.0,5.00978,0.811997,4.5398,18.7235,28.07,163.336,72.9859,1.25323,1.25323,26.753,23.7238,42.5834,38.514,5.70313,3.2865,0.40747,0.453228,2.11532,1.097489546421067
4.0,3.94823,0.475,0.46786,0.475,0.469357,340.0,4.04361,0.926568,3.67417,8.68485,13.8507,163.336,72.9859,0.534471,0.534471,13.3131,11.2198,21.3507,18.0296,5.37123,3.12434,0.444599,0.445415,2.11092,-0.03914808316131635
4.0,3.29671,0.375,0.382046,0.525,0.521697,340.0,7.33925,2.10149,5.98793,7.41599,10.0838,163.336,72.9859,1.05581,1.05581,11.3197,10.479,18.3911,17.4265,6.21821,3.28892,0.367643,0.502355,2.40113,1.7144577452484655
4.0,3.55598,0.425,0.419412,0.525,0.517165,340.0,4.51444,0.936064,3.98696,8.98675,13.8758,163.336,72.9859,0.777968,0.777968,12.9675,11.6253,21.2941,18.9825,5.80452,3.11924,0.400561,0.494754,2.33795,0.8700823080004408
4.0,3.30029,0.375,0.380537,0.525,0.524847,330.0,6.02912,1.50615,5.27076,10.6811,15.2397,86.0119,112.713,0.932527,0.932527,16.3396,14.1978,26.6498,24.0036,6.25778,3.29194,0.366463,0.505279,2.42777,1.5404233230099618
4.0,3.61146,0.425,0.419211,0.525,0.522797,330.0,3.80144,0.901138,3.49681,8.79454,14.2895,86.0119,112.713,0.473577,0.473577,13.9202,11.75,22.9841,19.3304,5.885,3.12673,0.401296,0.500765,2.4011,0.172745646494315
4.0,3.27242,0.375,0.375445,0.575,0.565427,330.0,6.78484,2.55249,4.6927,4.955,6.86448,86.0119,112.713,1.01733,1.01733,8.75992,7.3625,14.6378,12.9881,6.32901,3.09856,0.360522,0.544455,2.62969,1.3535183256107421
4.75,4.70778,0.425,0.422497,0.325,0.344853,180.0,6.05671,3.30062,5.9491,1.15024,1.63923,227.573,140.285,0.0156478,0.0156478,1.46676,1.38956,2.22222,2.16312,7.31875,4.98376,0.409098,0.333995,2.0476,0.20875244456206613
4.75,4.16517,0.375,0.378695,0.375,0.374483,180.0,4.31549,0.56908,4.14818,13.3297,20.8529,227.573,140.285,0.364687,0.364687,17.1063,15.3318,25.9921,23.727,7.7203,5.05005,0.367623,0.362833,2.19608,-1.5700657831746703
4.75,4.5664,0.425,0.424416,0.375,0.377035,180.0,5.16479,0.676346,4.99286,16.525,24.5667,227.573,140.285,0.404461,0.404461,20.561,18.5795,31.5709,28.9575,7.07844,4.62874,0.409972,0.363774,2.16204,0.14452626205632554
4.75,4.94878,0.475,0.47111,0.375,0.379773,180.0,4.10271,0.658736,3.9465,9.71377,15.4247,227.573,140.285,0.25928,0.25928,10.5729,9.31225,16.3379,14.4791,6.44161,4.20402,0.455207,0.366694,2.1257,-1.281285112221149
4.75,5.32048,0.525,0.519438,0.375,0.384221,180.0,4.72852,1.39895,4.57694,3.43407,5.23248,227.573,140.285,0.0808195,0.0808195,2.9133,2.43219,4.52297,3.65538,5.80751,3.76588,0.497687,0.367794,2.09713,-0.06981784706403132
4.75,4.16514,0.375,0.379235,0.425,0.423033,180.0,3.7341,0.495172,3.48897,9.75579,15.938,227.573,140.285,0.465227,0.465227,13.8343,13.1742,21.5835,21.0319,7.70495,4.70515,0.367814,0.41016,2.47846,-2.0096347425667624
4.75,4.54311,0.425,0.425473,0.425,0.42332,180.0,4.79334,0.571804,4.4921,16.358,24.8288,227.573,140.285,0.741004,0.741004,21.2976,19.1518,33.5669,30.7259,7.02119,4.30548,0.411453,0.408951,2.41093,0.3117331721099091
4.75,4.90145,0.475,0.472231,0.425,0.423598,180.0,5.36178,0.797596,5.10213,12.3043,18.1065,227.573,140.285,0.438985,0.438985,13.547,12.143,21.5002,19.5154,6.36318,3.90935,0.454475,0.40672,2.34456,1.0509210713915667
4.75,5.28682,0.525,0.520494,0.425,0.423916,180.0,5.11836,1.18564,4.87703,5.13253,7.64915,227.573,140.285,0.15801,0.15801,5.08916,4.35932,8.11032,7.31102,5.75544,3.53254,0.498711,0.405167,2.29594,0.5668500539479473
4.75,4.16288,0.375,0.385303,0.475,0.458126,180.0,5.15855,1.86608,4.59275,1.5795,2.34891,227.573,140.285,0.125261,0.125261,2.09821,1.96985,3.33786,3.28817,7.52761,4.37046,0.372902,0.444171,2.64064,0.42782907271562015
4.75,4.47788,0.425,0.428121,0.475,0.465151,180.0,4.36121,0.822409,4.09311,5.78794,9.02673,227.573,140.285,0.249621,0.249621,7.69915,6.84265,12.4225,11.2425,6.86826,3.96723,0.413023,0.448702,2.59493,0.20254014156012037
4.75,4.84032,0.475,0.472844,0.475,0.469159,180.0,5.96322,1.18762,5.55808,6.82815,9.76996,227.573,140.285,0.337778,0.337778,7.47061,6.74279,12.1905,11.3217,6.28002,3.61193,0.454419,0.450681,2.56068,1.5891565162047616
4.75,5.27226,0.525,0.520654,0.475,0.471025,180.0,3.1824,0.750749,2.92096,3.35659,5.76424,227.573,140.285,0.183305,0.183305,3.56762,3.01219,5.8759,4.83683,5.73812,3.28877,0.497854,0.450355,2.54372,-1.0746779742467063
4.75,4.16922,0.375,0.376276,0.425,0.438207,170.0,4.09056,0.877003,3.93404,4.93421,7.84207,261.768,150.52,0.123217,0.123217,6.33145,5.34945,9.96693,8.63256,7.7962,4.65232,0.365179,0.42558,2.58974,-0.5631398209242038
4.75,4.66785,0.425,0.42315,0.425,0.439474,170.0,5.71481,1.63566,5.47086,3.67705,5.31986,261.768,150.52,0.105145,0.105145,4.70985,4.13322,7.51509,6.96625,7.24699,4.32928,0.409248,0.425163,2.58525,0.7672037232514107
4.75,5.07752,0.475,0.466445,0.425,0.442223,170.0,2.11993,0.895361,2.09663,0.994976,1.95171,261.768,150.52,0.00633463,0.00633463,1.11453,0.948808,1.79854,1.52893,6.69366,3.99105,0.449908,0.426519,2.56757,-2.492336085115979
4.75,3.87146,0.325,0.344925,0.475,0.473603,170.0,4.00689,2.06382,3.64478,0.687044,1.0987,261.768,150.52,0.0467258,0.0467258,1.43585,1.31904,2.27692,2.06091,8.23652,4.63386,0.335853,0.46041,2.83583,-0.14977780789673456
4.75,4.16506,0.375,0.379031,0.475,0.473894,170.0,3.8184,0.503024,3.60232,10.9142,17.7096,261.768,150.52,0.454605,0.454605,14.536,12.9518,23.34,20.2593,7.71048,4.35696,0.367724,0.45984,2.77873,-0.7926705001691469
4.75,4.5562,0.425,0.424846,0.475,0.47486,170.0,5.64855,0.757968,5.24704,15.9847,23.1974,261.768,150.52,0.756138,0.756138,19.5287,16.5177,31.7801,27.952,7.05409,4.00039,0.410363,0.458696,2.71674,2.0365481644561627
4.75,4.93852,0.475,0.471475,0.475,0.477899,170.0,4.06953,0.6343,3.82925,9.94036,15.8228,261.768,150.52,0.418404,0.418404,10.8601,8.91745,17.8654,14.0136,6.42165,3.63487,0.454181,0.460046,2.6698,0.12089969527188148
4.75,5.30805,0.525,0.518497,0.475,0.480536,170.0,3.82129,1.07032,3.55706,3.01419,4.88973,261.768,150.52,0.120116,0.120116,2.99659,2.4011,4.97833,4.2761,5.81409,3.27803,0.496549,0.460256,2.62356,-0.07375269666173974
4.75,3.87332,0.325,0.345023,0.525,0.523889,170.0,2.89054,1.49502,2.41832,0.46363,0.821136,261.768,150.52,0.0611363,0.0611363,1.04748,1.05347,1.70146,1.60648,8.23684,4.2533,0.336046,0.508984,3.13831,-0.613834169595261
4.75,4.16523,0.375,0.37914,0.525,0.523676,170.0,5.41128,0.869869,4.80611,8.56667,12.5752,261.768,150.52,0.679666,0.679666,11.2089,10.1867,18.452,17.5039,7.70756,4.00971,0.368011,0.507547,3.07067,1.9424775215397339
4.75,4.54286,0.425,0.425758,0.525,0.523813,170.0,4.63486,0.60703,4.21254,13.0333,19.9722,261.768,150.52,0.780184,0.780184,17.2393,14.6518,28.8017,25.4167,7.01396,3.67447,0.41061,0.505208,2.98291,1.6656281684999477
4.75,4.90277,0.475,0.471727,0.525,0.523425,170.0,3.88288,0.534269,3.56252,10.3222,16.664,261.768,150.52,0.534625,0.534625,11.2048,9.36317,18.946,16.4657,6.37601,3.35433,0.45353,0.503108,2.903,0.6187187494084128
4.75,5.26101,0.525,0.513326,0.525,0.518126,170.0,5.03337,1.53937,4.72036,2.6114,3.90988,261.768,150.52,0.101862,0.101862,2.51254,2.05337,4.2742,3.66001,5.87141,3.12004,0.485407,0.483238,2.83344,0.965804758200694
4.75,4.15999,0.375,0.381337,0.575,0.563261,170.0,4.44697,1.07464,4.01534,3.18964,4.94638,261.768,150.52,0.218089,0.218089,4.36435,3.8597,7.32482,6.5759,7.63649,3.7073,0.369959,0.546573,3.27973,1.0345213990114854
4.75,4.50315,0.425,0.426245,0.575,0.569241,170.0,3.63938,0.611176,3.22487,6.92405,11.4014,261.768,150.52,0.499481,0.499481,10.2106,8.37473,17.4711,14.4932,6.9481,3.36448,0.411573,0.549764,3.20928,0.7302841949610056
4.75,4.87618,0.475,0.467628,0.575,0.566341,170.0,4.7398,1.0589,4.17953,4.50431,6.85856,261.768,150.52,0.333987,0.333987,5.49642,4.48055,9.51266,8.09742,6.43394,3.14409,0.447963,0.543594,3.15095,1.495465365864889
4.75,4.16634,0.375,0.376902,0.525,0.530912,160.0,4.63289,1.0174,4.30861,6.90893,10.5885,197.632,109.779,0.344718,0.344718,8.80447,7.44834,14.5485,12.1435,7.77365,3.99104,0.366288,0.515795,3.13174,0.9601406283075081
4.75,4.63928,0.425,0.423207,0.525,0.533866,160.0,3.51083,0.711945,3.17606,6.42964,10.7058,197.632,109.779,0.400764,0.400764,7.51375,6.35108,12.6284,10.7239,7.20662,3.69953,0.40916,0.516664,3.12206,-0.02946587031107121
4.75,5.07125,0.475,0.468924,0.525,0.537502,160.0,4.08806,1.65278,3.78144,1.99756,3.17535,197.632,109.779,0.0968374,0.0968374,2.08453,1.72397,3.55603,2.99368,6.62906,3.3936,0.450625,0.518002,3.10129,0.4021907963801198
4.75,4.16688,0.375,0.379034,0.575,0.574128,160.0,3.88268,0.65659,3.39584,8.59564,13.8769,197.632,109.779,0.752683,0.752683,11.267,10.0251,18.9845,17.0448,7.71337,3.66137,0.367809,0.557144,3.36924,0.9819674896010213
4.75,4.54862,0.425,0.424718,0.575,0.57434,160.0,3.89334,0.574549,3.4098,12.8651,20.7525,197.632,109.779,0.981991,0.981991,15.9425,13.0774,27.3463,23.4188,7.04683,3.37179,0.410454,0.555157,3.2829,1.296312558877309
4.75,4.94598,0.475,0.46682,0.575,0.571389,160.0,5.82487,1.4658,5.47184,6.19194,8.91372,197.632,109.779,0.245894,0.245894,6.13759,5.11365,10.6513,9.23948,6.53264,3.15544,0.448821,0.548746,3.23071,1.851271709981381
4.75,4.1603,0.375,0.378683,0.625,0.623458,160.0,3.49147,0.623527,2.82233,7.03602,11.7356,197.632,109.779,0.89812,0.89812,9.3333,7.89782,16.0139,13.4206,7.71291,3.31592,0.367552,0.60554,3.65689,1.1256090279559363
4.75,4.5465,0.425,0.420524,0.625,0.618235,160.0,3.73051,0.728822,3.0043,6.73591,11.0077,197.632,109.779,0.822689,0.822689,9.08607,7.47596,15.8397,13.3755,7.14827,3.13619,0.405575,0.596827,3.56785,1.330814732088448
4.75,4.12325,0.375,0.372756,0.675,0.660433,160.0,3.11966,0.974816,2.28688,2.01016,3.47399,197.632,109.779,0.368778,0.368778,2.69919,2.32066,4.66989,3.83092,7.82319,3.10015,0.358219,0.64143,3.90004,0.654036563247298
4.75,4.16688,0.375,0.377657,0.625,0.626305,150.0,2.744,0.481968,2.19195,6.79109,12.2327,185.963,109.477,0.81021,0.81021,8.86401,7.5458,15.217,13.6209,7.75267,3.31293,0.366419,0.607329,3.68875,-0.04675559655024
4.75,4.61673,0.425,0.41967,0.625,0.624261,150.0,7.12963,2.1532,6.21422,5.07532,6.94822,185.963,109.477,0.455909,0.455909,5.7926,4.8738,10.1145,8.70822,7.26663,3.14258,0.405252,0.603796,3.66475,2.0529029150817424
4.75,4.11986,0.375,0.372055,0.675,0.662687,150.0,3.44289,0.940651,2.92682,2.91486,4.88307,185.963,109.477,0.314427,0.314427,3.74142,3.28736,6.47366,5.46315,7.83917,3.09468,0.359668,0.642958,3.91796,1.0401330662527941
4.75,4.15372,0.375,0.389798,0.375,0.374036,300.0,5.8648,1.73869,5.48159,2.72461,3.9153,284.343,183.995,0.116996,0.116996,4.17268,3.54222,6.32453,5.63928,7.38661,4.83135,0.377998,0.362142,2.1245,0.39266785071780747
4.75,4.44955,0.425,0.426566,0.375,0.374072,300.0,5.1806,0.715801,4.91067,11.2391,16.6945,284.343,183.995,0.41779,0.41779,14.5413,13.005,22.1867,20.3672,6.86773,4.50699,0.411678,0.360663,2.07991,0.12641688555231426
4.75,4.84739,0.475,0.474666,0.375,0.376968,300.0,5.15461,0.738685,4.93026,11.5023,17.109,284.343,183.995,0.343891,0.343891,14.7515,12.799,22.6531,20.2474,6.24988,4.09846,0.456322,0.361764,2.05113,0.25501382942274275
4.75,5.20423,0.525,0.521772,0.375,0.380209,300.0,4.91076,0.919169,4.72688,6.84604,10.3207,284.343,183.995,0.189231,0.189231,7.38524,6.34572,11.3712,9.6049,5.65529,3.69903,0.498702,0.362475,2.02004,0.055772970731255686
4.75,5.53416,0.575,0.569356,0.375,0.384054,300.0,3.33295,1.01274,3.19567,2.11354,3.57689,284.343,183.995,0.0558233,0.0558233,2.19039,1.84498,3.37886,2.86734,5.07046,3.29653,0.541825,0.365449,1.98862,-1.4083415346174473
4.75,4.15604,0.375,0.390386,0.425,0.422209,300.0,9.91629,4.22221,9.40821,2.00775,2.55952,284.343,183.995,0.0809491,0.0809491,3.15868,2.90693,4.92086,4.61157,7.37426,4.50433,0.378558,0.408546,2.39687,1.2335065513364167
4.75,4.45249,0.425,0.427625,0.425,0.423023,300.0,4.88632,0.670409,4.5675,8.78998,13.2698,284.343,183.995,0.448946,0.448946,11.9069,11.3844,18.7139,18.0282,6.84597,4.19655,0.412824,0.407264,2.34916,0.40705787137853877
4.75,4.80879,0.475,0.47514,0.425,0.423367,300.0,5.23849,0.695113,4.95847,11.5573,17.115,284.343,183.995,0.446242,0.446242,15.006,13.3437,23.7363,21.4713,6.19807,3.81508,0.456825,0.406609,2.28495,1.0328038020105583
4.75,5.13417,0.525,0.522715,0.425,0.423841,300.0,5.26301,0.832917,5.00459,9.00122,13.3128,284.343,183.995,0.300062,0.300062,10.1178,8.56159,16.0517,13.912,5.57317,3.43571,0.499863,0.404488,2.21966,0.9843276261621006
4.75,5.47408,0.575,0.565759,0.425,0.420404,300.0,9.92322,3.90277,9.24618,3.10366,3.95606,284.343,183.995,0.117896,0.117896,3.02155,2.45939,4.79473,4.31743,5.08474,3.15044,0.535494,0.393023,2.1684,1.4098985236989265
4.75,4.41122,0.425,0.432584,0.475,0.458884,300.0,8.84578,3.75336,8.34342,1.68206,2.19458,284.343,183.995,0.0572199,0.0572199,1.90113,1.66085,3.05273,2.96204,6.67235,3.89153,0.417029,0.44236,2.49592,1.224994215324982
4.75,4.71485,0.475,0.477576,0.475,0.465848,300.0,4.99034,1.04784,4.54825,4.15557,6.23671,284.343,183.995,0.255429,0.255429,5.39237,4.75103,8.75664,7.96434,6.04382,3.50556,0.458284,0.44692,2.45243,0.8493302521767653
4.75,5.06183,0.525,0.521416,0.475,0.467171,300.0,5.25467,1.12641,4.84869,4.39678,6.50566,284.343,183.995,0.240673,0.240673,4.9921,4.3276,8.16523,7.18129,5.52877,3.20505,0.496765,0.444436,2.41762,1.0919821646775967
4.75,4.15431,0.375,0.389454,0.425,0.43508,290.0,4.67187,1.88665,4.28735,1.2647,1.93363,287.998,164.403,0.0819665,0.0819665,2.12805,2.01118,3.3423,3.1384,7.39718,4.43359,0.376996,0.421891,2.47512,0.04783540042861599
4.75,4.46664,0.425,0.423873,0.425,0.437803,290.0,4.43303,1.02821,4.29261,4.09362,6.35403,287.998,164.403,0.0822962,0.0822962,5.50735,4.72444,8.74331,7.96494,6.95538,4.16652,0.409548,0.423064,2.46006,-0.04075082952389622
4.75,4.96471,0.475,0.47283,0.425,0.438402,290.0,7.08618,2.36004,6.86703,3.16858,4.34414,287.998,164.403,0.058406,0.058406,3.69433,3.08006,5.92387,5.40431,6.41884,3.85487,0.455167,0.421966,2.45427,1.1475604547416904
4.75,4.15122,0.375,0.389582,0.475,0.474562,290.0,2.23951,0.64701,1.79877,1.6954,3.26544,287.998,164.403,0.225236,0.225236,3.58251,3.21765,5.75184,4.75713,7.38882,4.16599,0.378042,0.459371,2.69754,-3.006346922514313
4.75,4.44921,0.425,0.42701,0.475,0.473885,290.0,5.88228,0.956535,5.49197,9.73448,13.9778,287.998,164.403,0.438526,0.438526,12.5193,10.941,20.3118,18.6131,6.85677,3.89311,0.412261,0.457291,2.63438,1.8525422149651338
4.75,4.82583,0.475,0.474526,0.475,0.475387,290.0,3.92567,0.526837,3.70717,11.0393,17.7629,287.998,164.403,0.414276,0.414276,14.0224,11.8327,22.9898,19.3685,6.22922,3.54764,0.451683,0.45163,2.5786,-0.1643458769148898
4.75,5.19525,0.525,0.519766,0.475,0.475776,290.0,3.04062,0.55978,2.83674,5.45307,9.50176,287.998,164.403,0.245605,0.245605,6.64024,5.61957,10.9687,8.92072,5.68381,3.24391,0.497197,0.454499,2.53574,-1.6139986078673756
4.75,4.1551,0.375,0.390125,0.525,0.523677,290.0,5.25301,1.85958,4.47666,1.54567,2.28723,287.998,164.403,0.16961,0.16961,2.59794,2.34282,4.28398,3.90681,7.38001,3.83478,0.378229,0.507962,2.97606,0.8368946523666102
4.75,4.44909,0.425,0.427287,0.525,0.523673,290.0,3.8324,0.584003,3.50605,7.24226,11.7383,287.998,164.403,0.437782,0.437782,10.4848,9.0602,17.5013,14.7829,6.84979,3.58466,0.412852,0.505067,2.90993,0.3597571740931374
4.75,4.8115,0.475,0.474327,0.525,0.522775,290.0,4.48135,0.656115,4.09066,8.95453,13.8554,287.998,164.403,0.513254,0.513254,11.6541,10.0408,19.6838,17.7041,6.21742,3.28201,0.455523,0.501848,2.82958,1.4127154330727538
4.75,5.18815,0.525,0.513504,0.525,0.516049,290.0,4.9712,1.43578,4.60658,2.62037,3.93688,287.998,164.403,0.132505,0.132505,3.14905,2.712,5.34534,4.70404,5.7976,3.10421,0.482428,0.480413,2.78178,0.978804837431256
4.75,4.43094,0.425,0.430035,0.575,0.564136,290.0,3.42648,0.809271,2.86822,2.65696,4.45769,287.998,164.403,0.283735,0.283735,3.59268,3.10088,6.13397,5.3749,6.75905,3.30297,0.414407,0.544525,3.10193,0.23786458180896
4.75,4.77393,0.475,0.468454,0.575,0.561457,290.0,3.15559,0.838124,2.97967,2.20031,3.78876,287.998,164.403,0.0719486,0.0719486,3.17121,2.63493,5.47041,4.82048,6.29895,3.11078,0.43896,0.535599,3.05252,-0.05279342947124291
4.75,4.1543,0.375,0.389447,0.525,0.526519,280.0,3.15708,0.78425,2.72853,1.50845,2.59704,460.266,270.746,0.145373,0.145373,2.69351,2.44928,4.45114,3.96061,7.39705,3.82761,0.377863,0.510809,2.99677,-0.6546855492149048
4.75,4.46863,0.425,0.425375,0.525,0.530566,280.0,3.99555,0.548819,3.6539,5.88499,9.41913,460.266,270.746,0.354932,0.354932,7.73947,6.76349,12.9721,11.2707,6.92164,3.57516,0.41089,0.512652,2.97368,0.7945949049157542
4.75,4.93072,0.475,0.4726,0.525,0.532558,280.0,3.62415,0.563818,3.31309,4.65606,7.67676,460.266,270.746,0.261249,0.261249,5.6327,4.60541,9.57919,7.72585,6.38611,3.30478,0.455862,0.512893,2.96372,0.283400070670199
4.75,5.31237,0.525,0.510501,0.525,0.531325,280.0,1.92055,0.633376,1.81731,0.80551,1.63293,460.266,270.746,0.0240804,0.0240804,0.86518,0.719006,1.48405,1.21106,5.97742,3.11137,0.489432,0.508592,2.94953,-2.3765957188964473
4.75,4.15344,0.375,0.389583,0.575,0.574211,280.0,4.5617,1.13634,3.93566,1.72366,2.65341,460.266,270.746,0.14874,0.14874,2.72081,2.28645,4.5997,4.10537,7.39211,3.50307,0.377861,0.556245,3.26706,1.1849957020133264
4.75,4.45158,0.425,0.426997,0.575,0.573472,280.0,3.6655,0.416758,3.1435,7.53905,12.3868,460.266,270.746,0.693714,0.693714,9.91148,8.36966,16.992,14.6323,6.8598,3.28446,0.41249,0.553696,3.19117,1.2305188772796156
4.75,4.83457,0.475,0.467826,0.575,0.567162,280.0,4.99464,0.819636,4.59576,4.89186,7.33997,460.266,270.746,0.261817,0.261817,5.96156,4.95169,10.3222,8.72636,6.38145,3.11229,0.448163,0.543702,3.12747,2.2525691821653373
