Q2,Q2_corr,xbj,xbj_corr,z,z_corr,RunGroup,y_RD,error_RD,y_RD_rho,yield_neg,yield_pos,charge_neg,charge_pos,yield_neg_rho,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad
5.5,5.41637,0.575000,0.573687,0.475000,0.472283,520,4.75438,0.893804,4.27595,3.70827,5.64155,461.197,272.206,0.237803,0.237803,5.10437,4.20654,8.42105,7.22091
5.5,5.76654,0.625000,0.609735,0.475000,0.465832,520,3.15147,1.38937,2.86501,0.550252,0.947884,461.197,272.206,0.0340831,0.0340831,0.777432,0.656946,1.27961,1.03421
5.5,5.01108,0.525000,0.5284,0.525000,0.512459,520,8.43438,3.70068,7.41577,1.1393,1.50158,461.197,272.206,0.105468,0.105468,1.57991,1.35218,2.67037,2.28399
5.5,5.32997,0.575000,0.566621,0.525000,0.511234,520,8.32785,4.23056,7.3598,0.89913,1.18831,461.197,272.206,0.0606145,0.0606145,1.27504,1.01007,2.16458,1.86138
5.5,4.75903,0.475000,0.480264,0.475000,0.480485,510,2.63776,0.598696,2.40774,1.64838,3.00777,498.407,243.451,0.0859913,0.0859913,1.85535,1.56339,3.05021,2.61945
5.5,5.12567,0.525000,0.524375,0.475000,0.483782,510,3.21722,0.65404,2.99883,2.35323,4.02725,498.407,243.451,0.0967445,0.0967445,2.70196,2.21582,4.48294,3.7697
5.5,5.56205,0.575000,0.57116,0.475000,0.484789,510,3.68532,1.00134,3.3251,1.54108,2.52783,498.407,243.451,0.0901896,0.0901896,1.63657,1.26318,2.73648,2.1328
5.5,4.75658,0.475000,0.481543,0.525000,0.52421,510,3.62682,0.760592,3.23056,2.15718,3.55587,498.407,243.451,0.148542,0.148542,2.59012,2.10895,4.37669,3.59601
5.5,5.07758,0.525000,0.525519,0.525000,0.524225,510,2.98862,0.434658,2.69473,4.02525,7.05281,498.407,243.451,0.235634,0.235634,5.13046,4.21092,8.75008,7.38
5.5,5.44124,0.575000,0.566273,0.525000,0.519293,510,4.04684,0.893713,3.66268,2.19617,3.50164,498.407,243.451,0.12378,0.12378,2.60672,2.0764,4.46298,3.73719
5.5,4.76149,0.475000,0.48166,0.575000,0.574028,510,3.41806,0.748841,2.91955,1.64556,2.76295,498.407,243.451,0.151107,0.151107,2.00887,1.69441,3.4977,3.03478
5.5,5.06704,0.525000,0.520901,0.575000,0.568918,510,4.76574,1.03294,4.23551,2.30578,3.50552,498.407,243.451,0.161402,0.161402,2.7163,2.20645,4.76446,4.02513
5.5,4.74731,0.475000,0.481807,0.625000,0.607922,510,2.37509,1.06849,2.07545,0.305669,0.577367,498.407,243.451,0.0233775,0.0233775,0.462418,0.41128,0.820614,0.753713
5.5,4.76227,0.475000,0.481304,0.575000,0.575201,500,2.21707,0.502895,1.92185,1.88859,3.64975,333.597,176.721,0.13929,0.13929,2.14391,1.74822,3.73908,3.09534
5.5,5.0849,0.525000,0.518162,0.575000,0.573666,500,3.96861,0.998312,3.49408,2.04229,3.2754,333.597,176.721,0.147293,0.147293,2.06068,1.65933,3.62623,3.05525
5.5,4.74687,0.475000,0.478701,0.625000,0.615572,500,7.58945,3.55382,7.15452,1.00098,1.35059,333.597,176.721,0.043997,0.043997,1.0396,0.915571,1.84746,1.63582
5.5,4.77354,0.525000,0.524635,0.325000,0.341341,450,4.27804,1.21567,4.11787,1.00942,1.58317,1083.42,332.659,0.0251254,0.0251254,1.08916,0.951467,1.59721,1.45066
5.5,5.1945,0.575000,0.572285,0.325000,0.341751,450,5.68862,2.24361,5.48992,0.781038,1.13135,1083.42,332.659,0.0196585,0.0196585,0.823172,0.670165,1.20646,0.964771
5.5,4.76119,0.525000,0.52724,0.375000,0.374356,450,5.76323,0.988917,5.47893,3.2753,4.72814,1083.42,332.659,0.126795,0.126795,4.12586,3.74546,6.20696,5.59768
5.5,5.06882,0.575000,0.574386,0.375000,0.375065,450,7.46938,1.36906,7.05042,4.17004,5.64715,1083.42,332.659,0.171793,0.171793,5.13,4.43953,7.71019,6.77121
5.5,5.42685,0.625000,0.618416,0.375000,0.374552,450,6.87104,1.60876,6.53475,2.36854,3.2713,1083.42,332.659,0.0913954,0.0913954,2.99464,2.64968,4.48961,3.94058
5.5,4.51858,0.475000,0.491063,0.425000,0.418412,450,3.4899,1.40288,3.25931,0.324648,0.541566,1083.42,332.659,0.0143828,0.0143828,0.504439,0.450306,0.786461,0.719717
5.5,4.75278,0.525000,0.527473,0.425000,0.420823,450,5.65878,1.06848,5.29374,2.33044,3.38037,1083.42,332.659,0.112482,0.112482,3.15605,2.83638,4.93709,4.48138
5.5,5.04335,0.575000,0.574997,0.425000,0.422011,450,7.23594,1.37737,6.59034,3.27728,4.47105,1083.42,332.659,0.201848,0.201848,4.62974,4.00706,7.243,6.53103
5.5,4.92181,0.575000,0.571557,0.475000,0.45824,450,4.62679,2.04998,4.16532,0.348017,0.533567,1083.42,332.659,0.0328614,0.0328614,0.593936,0.588982,0.95716,0.878413
5.5,4.52139,0.475000,0.490713,0.425000,0.430009,440,3.40747,1.36209,3.15206,0.358703,0.602859,852.698,497.192,0.017461,0.017461,0.435533,0.387019,0.68557,0.635782
5.5,4.77397,0.525000,0.525601,0.425000,0.432751,440,4.57085,0.917599,4.37631,1.83547,2.8239,852.698,497.192,0.0495132,0.0495132,2.19268,1.8406,3.47085,3.06157
5.5,5.15861,0.575000,0.573089,0.425000,0.434611,440,6.65963,1.7189,6.2562,1.69029,2.35231,852.698,497.192,0.0627834,0.0627834,1.96516,1.5799,3.12433,2.66614
5.5,5.55745,0.625000,0.612655,0.425000,0.432039,440,6.86489,3.32152,6.61797,0.539336,0.745062,852.698,497.192,0.00953,0.00953,0.601917,0.434885,0.959057,0.780064
5.5,4.5123,0.475000,0.489954,0.475000,0.473404,440,2.90888,0.963933,2.79654,0.444984,0.786501,852.698,497.192,0.00991263,0.00991263,0.643818,0.528126,1.04544,0.89898
5.5,4.76629,0.525000,0.527321,0.475000,0.473756,440,5.67844,0.970268,5.31166,2.72421,3.94794,852.698,497.192,0.125537,0.125537,3.58654,3.14164,5.85816,5.24098
5.5,5.06659,0.575000,0.569685,0.475000,0.470731,440,4.20843,0.69656,3.8053,2.49329,3.92939,852.698,497.192,0.152627,0.152627,3.49001,2.84396,5.71056,4.74324
5.5,4.52397,0.475000,0.491346,0.525000,0.521539,440,2.19272,0.735441,2.05007,0.346553,0.672188,852.698,497.192,0.0136664,0.0136664,0.472196,0.40093,0.794786,0.650508
5.5,4.75295,0.525000,0.524994,0.525000,0.520907,440,6.2012,1.33883,5.33569,1.90124,2.6933,852.698,497.192,0.160311,0.160311,2.53202,2.03316,4.28785,3.69609
5.5,5.05684,0.575000,0.559833,0.525000,0.510442,440,3.83006,1.65245,3.40995,0.334414,0.542122,852.698,497.192,0.0239986,0.0239986,0.48886,0.392073,0.825587,0.649779
5.5,4.84762,0.525000,0.524982,0.475000,0.496001,430,1.2551,0.84586,1.2168,0.165701,0.386136,471.799,266.696,0.00297102,0.00297102,0.0985537,0.0844576,0.16391,0.111938
5.5,4.51577,0.475000,0.490373,0.525000,0.524295,430,3.48102,1.4635,2.99969,0.433165,0.723165,471.799,266.696,0.0330374,0.0330374,0.517341,0.436813,0.87291,0.858889
5.5,4.76434,0.525000,0.524017,0.525000,0.524465,430,3.02559,0.614971,2.73964,1.96225,3.42458,471.799,266.696,0.130944,0.130944,2.41993,2.10952,4.11249,3.38901
5.5,4.51856,0.475000,0.490297,0.575000,0.570247,430,2.55602,1.28327,2.30778,0.319906,0.589791,471.799,266.696,0.0137689,0.0137689,0.400369,0.274698,0.696436,0.53229
5.5,4.68969,0.525000,0.51282,0.575000,0.561371,430,2.69148,1.15472,2.44561,0.433696,0.786153,471.799,266.696,0.0224282,0.0224282,0.492533,0.368322,0.855949,0.620185
