xbj,Q2,z,x,y_neg_H2,err_neg_H2,y_pos_H2,err_pos_H2,y_neg_D2,err_neg_D2,y_pos_D2,err_pos_D2,y_neg_Dummy,err_neg_Dummy,y_pos_Dummy,err_pos_Dummy,y_H2_neg_delta,y_H2_neg_rho,y_H2_neg_Dummy,y_H2_neg_incnorad,y_H2_pos_delta,y_H2_pos_exc,y_H2_pos_rho,y_H2_pos_Dummy,y_H2_pos_incnorad,xs_H2_pos,xs_H2_neg,y_H2_neg_incnorad_yield,y_H2_pos_incnorad_yield,y_D2_neg_delta,y_D2_neg_exc,y_D2_neg_rho,y_D2_neg_Dummy,y_D2_neg_incnorad,y_D2_pos_delta,y_D2_pos_exc,y_D2_pos_rho,y_D2_pos_Dummy,y_D2_pos_incnorad,xs_D2_pos,xs_D2_neg,y_D2_neg_incnorad_yield,y_D2_pos_incnorad_yield
0.45,4,0.4,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18563,0,0,0,0,1.1651,0,0,0,0,0,0,0,0,1.18563,0,0,0,0,1.1651,1.19834e-08,7.27475e-09,2.93632,4.83687
0.45,4,0.4,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19885,0,0,0,0,1.1686,0,0,0,0,0,0,0,0,1.19885,0,0,0,0,1.1686,0,0,0,0
0.45,4,0.4,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20949,0,0,0,0,1.16582,0,0,0,0,0,0,0,0,1.20949,0,0,0,0,1.16582,0,0,0,0
0.45,4,0.4,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21753,0,0,0,0,1.15675,0,0,0,0,0,0,0,0,1.21753,0,0,0,0,1.15675,0,0,0,0
0.45,4,0.4,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,0,0,0,0
0.45,4,0.4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0
0.45,4,0.4,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0
0.45,4,0.4,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0
0.45,4,0.4,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0
0.45,4,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869295,0,-0,0,-0,0.71206,0,0,0,0,0,-0,0,0,0.869295,0,-0,0,-0,0.71206,0,0,0,0
0.45,4,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910998,0,-0,0,-0,0.784651,0,0,0,0,0,-0,0,0,0.910998,0,-0,0,-0,0.784651,0,0,0,0
0.45,4,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950111,0,-0,0,0,0.850961,0,0,0,0,0,-0,0,0,0.950111,0,-0,0,0,0.850961,0,0,0,0
0.45,4,0.5,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986636,0,-0,0,0,0.91099,0,0,0,0,0,-0,0,0,0.986636,0,-0,0,0,0.91099,0,0,0,0
0.45,4,0.5,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02057,0,-0,0,0,0.964737,0,0,0,0,0,-0,0,0,1.02057,0,-0,0,0,0.964737,0,0,0,0
0.45,4,0.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05192,0,-0,0,0,1.0122,0,0,0,0,0,-0,0,0,1.05192,0,-0,0,0,1.0122,0,0,0,0
0.45,4,0.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08068,0,0,0,0,1.05339,0,0,0,0,0,0,0,0,1.08068,0,0,0,0,1.05339,0,0,0,0
0.45,4,0.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10684,0,0,0,0,1.08829,0,0,0,0,0,0,0,0,1.10684,0,0,0,0,1.08829,0,0,0,0
0.45,4,0.5,0.425,13.0806,0.2436,26.4012,0.541953,25.2069,0.442323,43.2042,0.89129,4.55697,0.210873,6.06478,0.327407,0.0745641,0.544329,1.60188,1.13042,0.39449,0.409417,0.707105,2.98808,1.11692,0,0,0,0,0.143689,0.212648,1.04895,3.08689,1.13042,0.645563,0.66999,1.15714,4.88983,1.11692,0,0,0,0
0.45,4,0.5,0.475,32.2134,0.38228,72.2771,0.896706,67.3629,0.723087,110.921,1.42811,11.0243,0.327987,15.7699,0.527953,0.235472,1.70679,4.00972,1.15142,1.28849,1.60483,2.37922,8.42923,1.13926,3.50308e-09,1.89626e-09,6.42034,11.8606,0.492407,0.790702,3.56914,8.38491,1.15142,1.9774,2.46287,3.6513,12.936,1.13926,1.68372e-08,1.09134e-08,43.6836,67.3951
0.45,4,0.5,0.525,32.2749,0.382645,73.5618,0.90464,66.9315,0.720768,115.407,1.4567,10.7497,0.323878,15.9222,0.530497,0.295729,2.18247,4.0303,1.16982,1.5663,2.15958,2.9797,8.55658,1.15532,2.75731e-09,1.43097e-09,9.06166,17.4607,0.613281,0.997333,4.52599,8.358,1.16982,2.45727,3.38804,4.67466,13.4239,1.15532,1.46387e-08,9.1805e-09,100.375,160.052
0.45,4,0.5,0.575,15.195,0.262551,34.1141,0.616051,30.9958,0.490492,50.8391,0.96684,4.74607,0.215203,7.40528,0.361786,0.171088,1.29956,1.87906,1.18563,0.864373,1.26113,1.69025,3.82974,1.1651,2.37067e-09,1.18403e-09,3.93412,7.87686,0.348998,0.555589,2.65094,3.83304,1.18563,1.28815,1.87942,2.51892,5.70733,1.1651,1.33765e-08,8.10358e-09,93.0495,153.596
0.45,4,0.5,0.625,1.49675,0.082402,3.47529,0.196628,3.4604,0.163887,6.00857,0.332385,0.550626,0.0733011,0.695494,0.110873,0.0203556,0.159699,0.180869,1.19885,0.104131,0.156513,0.208659,0.363018,1.1686,2.34876e-09,1.14148e-09,0.198237,0.407902,0.0470611,0.0720095,0.369217,0.41816,1.19885,0.180037,0.270602,0.360759,0.627637,1.1686,1.26261e-08,7.3803e-09,40.9289,70.0206
0.45,4,0.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20949,0,0,0,0,1.16582,0,0,0,0,0,0,0,0,1.20949,0,0,0,0,1.16582,1.40893e-08,8.01315e-09,4.45699,7.83663
0.45,4,0.5,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21753,0,0,0,0,1.15675,0,0,0,0,0,0,0,0,1.21753,0,0,0,0,1.15675,0,0,0,0
0.45,4,0.5,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,0,0,0,0
0.45,4,0.5,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0
0.45,4,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0
0.45,4,0.5,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0
0.45,4,0.5,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0
0.45,4,0.6,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869295,0,-0,0,-0,0.71206,0,0,0,0,0,-0,0,0,0.869295,0,-0,0,-0,0.71206,0,0,0,0
0.45,4,0.6,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910998,0,-0,0,-0,0.784651,0,0,0,0,0,-0,0,0,0.910998,0,-0,0,-0,0.784651,0,0,0,0
0.45,4,0.6,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950111,0,-0,0,0,0.850961,0,0,0,0,0,-0,0,0,0.950111,0,-0,0,0,0.850961,0,0,0,0
0.45,4,0.6,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986636,0,-0,0,0,0.91099,0,0,0,0,0,-0,0,0,0.986636,0,-0,0,0,0.91099,0,0,0,0
0.45,4,0.6,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02057,0,-0,0,0,0.964737,0,0,0,0,0,-0,0,0,1.02057,0,-0,0,0,0.964737,0,0,0,0
0.45,4,0.6,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05192,0,-0,0,0,1.0122,0,0,0,0,0,-0,0,0,1.05192,0,-0,0,0,1.0122,0,0,0,0
0.45,4,0.6,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08068,0,0,0,0,1.05339,0,0,0,0,0,0,0,0,1.08068,0,0,0,0,1.05339,0,0,0,0
0.45,4,0.6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10684,0,0,0,0,1.08829,0,0,0,0,0,0,0,0,1.10684,0,0,0,0,1.08829,0,0,0,0
0.45,4,0.6,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13042,0,0,0,0,1.11692,0,0,0,0,0,0,0,0,1.13042,0,0,0,0,1.11692,0,0,0,0
0.45,4,0.6,0.475,0.899843,0.0793994,1.7594,0.160089,1.70001,0.150767,2.68545,0.217013,0.229244,0.0528103,0.647346,0.13478,0.00657764,0.0476771,0.112007,1.15142,0.031365,0.0390654,0.0579159,0.205188,1.13926,0,0,0,0,0.0124266,0.0199546,0.0900728,0.211606,1.15142,0.0478737,0.0596273,0.0883997,0.313187,1.13926,0,0,0,0
0.45,4,0.6,0.525,17.8534,0.353667,36.572,0.729885,35.0528,0.684607,56.029,0.991253,5.45547,0.257624,7.91809,0.471374,0.163588,1.20727,2.22943,1.16982,0.778703,1.07366,1.48139,4.254,1.15532,2.58615e-09,1.32603e-09,0.530979,1.03556,0.321182,0.522314,2.37031,4.37718,1.16982,1.19299,1.64487,2.26951,6.5172,1.15532,1.5767e-08,9.84928e-09,4.68865,7.50569
0.45,4,0.6,0.575,26.5941,0.431645,63.758,0.963711,54.799,0.855986,91.8314,1.26904,8.22884,0.316402,14.8284,0.645063,0.299436,2.27448,3.28871,1.18563,1.61548,2.35701,3.15901,7.15765,1.1651,2.27434e-09,1.13355e-09,3.60486,7.23274,0.61701,0.982253,4.68673,6.77662,1.18563,2.3268,3.39483,4.54996,10.3092,1.1651,1.43351e-08,8.7161e-09,53.9829,88.7838
0.45,4,0.6,0.625,18.839,0.363297,46.7526,0.825244,41.9303,0.748762,71.8355,1.1224,6.26663,0.276113,10.887,0.552727,0.256208,2.01007,2.27653,1.19885,1.40086,2.10555,2.80706,4.88364,1.1686,2.13985e-09,1.0394e-09,1.51682,3.12272,0.570247,0.87255,4.47386,5.06691,1.19885,2.15243,3.23518,4.31306,7.50372,1.1686,1.28272e-08,7.54114e-09,80.1391,136.314
0.45,4,0.6,0.675,5.07274,0.188519,12.5216,0.42708,13.4882,0.424675,20.6493,0.601771,1.77001,0.146743,3.41001,0.309338,0.0820968,0.665221,0.59051,1.20949,0.440374,0.670668,0.901399,1.16327,1.16582,2.1423e-09,1.02615e-09,0.150668,0.314549,0.218292,0.317721,1.76879,1.57014,1.20949,0.72622,1.106,1.4865,1.91835,1.16582,1.2443e-08,7.14479e-09,60.3028,105.02
0.45,4,0.6,0.725,0.0358737,0.0173782,0.0291087,0.0205916,0.0283479,0.0309267,0.0376048,0.0256803,0,0,0,0,0.000682018,0.00569828,0.00395919,1.21753,0.00119215,0.00182055,0.00248552,0.00225871,1.15675,0,0,0,0,0.000538939,0.000741649,0.00450285,0.0031286,1.21753,0.00154011,0.00235192,0.00321097,0.00291797,1.15675,1.31844e-08,7.45621e-09,16.8934,29.8717
0.45,4,0.6,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,1.81065e-08,1.01605e-08,0.0208324,0.0371243
0.45,4,0.6,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0
0.45,4,0.6,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0
0.45,4,0.6,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0
0.45,4,0.6,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0
0.45,4,0.7,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869295,0,-0,0,-0,0.71206,0,0,0,0,0,-0,0,0,0.869295,0,-0,0,-0,0.71206,0,0,0,0
0.45,4,0.7,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910998,0,-0,0,-0,0.784651,0,0,0,0,0,-0,0,0,0.910998,0,-0,0,-0,0.784651,0,0,0,0
0.45,4,0.7,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950111,0,-0,0,0,0.850961,0,0,0,0,0,-0,0,0,0.950111,0,-0,0,0,0.850961,0,0,0,0
0.45,4,0.7,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986636,0,-0,0,0,0.91099,0,0,0,0,0,-0,0,0,0.986636,0,-0,0,0,0.91099,0,0,0,0
0.45,4,0.7,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02057,0,-0,0,0,0.964737,0,0,0,0,0,-0,0,0,1.02057,0,-0,0,0,0.964737,0,0,0,0
0.45,4,0.7,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05192,0,-0,0,0,1.0122,0,0,0,0,0,-0,0,0,1.05192,0,-0,0,0,1.0122,0,0,0,0
0.45,4,0.7,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08068,0,0,0,0,1.05339,0,0,0,0,0,0,0,0,1.08068,0,0,0,0,1.05339,0,0,0,0
0.45,4,0.7,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10684,0,0,0,0,1.08829,0,0,0,0,0,0,0,0,1.10684,0,0,0,0,1.08829,0,0,0,0
0.45,4,0.7,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13042,0,0,0,0,1.11692,0,0,0,0,0,0,0,0,1.13042,0,0,0,0,1.11692,0,0,0,0
0.45,4,0.7,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15142,0,0,0,0,1.13926,0,0,0,0,0,0,0,0,1.15142,0,0,0,0,1.13926,0,0,0,0
0.45,4,0.7,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16982,0,0,0,0,1.15532,0,0,0,0,0,0,0,0,1.16982,0,0,0,0,1.15532,0,0,0,0
0.45,4,0.7,0.575,3.57118,0.188249,7.97911,0.234934,7.85054,0.446453,11.7804,0.537665,1.29085,0.104675,1.86346,0.176969,0.0402098,0.305428,0.441624,1.18563,0.202172,0.294972,0.39534,0.895756,1.1651,0,0,0,0,0.0883933,0.140718,0.671423,0.970822,1.18563,0.298488,0.435498,0.583681,1.3225,1.1651,0,0,0,0
0.45,4,0.7,0.625,16.2211,0.401205,38.1069,0.513418,32.569,0.909345,52.4217,1.1342,5.74928,0.220909,7.96963,0.365979,0.220606,1.73076,1.96018,1.19885,1.14181,1.71618,2.28797,3.98054,1.1686,2.05859e-09,9.95033e-10,0.469178,0.970664,0.442935,0.677747,3.47504,3.93569,1.19885,1.57073,2.36086,3.14744,5.47581,1.1686,1.31822e-08,7.79316e-09,14.615,24.7213
0.45,4,0.7,0.675,12.1397,0.34708,27.9791,0.439932,26.7027,0.823387,42.4772,1.02096,4.47818,0.194965,6.61962,0.333544,0.196468,1.59196,1.41316,1.20949,0.984002,1.49859,2.01415,2.5993,1.16582,2.1586e-09,1.03551e-09,0.155658,0.324481,0.432155,0.628995,3.5017,3.10842,1.20949,1.49389,2.27512,3.05783,3.94619,1.16582,1.22803e-08,7.07922e-09,49.5945,86.0314
0.45,4,0.7,0.725,1.87565,0.136427,4.65937,0.179528,3.50874,0.298471,7.0757,0.416694,0.727196,0.0785656,1.07617,0.134486,0.0356591,0.297932,0.207005,1.21753,0.190826,0.291412,0.397852,0.361547,1.15675,0,0,0,0,0.0667069,0.0917972,0.557338,0.387241,1.21753,0.289787,0.442536,0.604176,0.549044,1.15675,1.24454e-08,7.06724e-09,39.322,69.2459
0.45,4,0.7,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,0,0,0,0,0,0,0,0,1.22299,0,0,0,0,1.14141,1.36396e-08,7.76716e-09,7.43926,13.0638
0.45,4,0.7,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0,0,0,0,0,1.22586,0,0,0,0,1.11978,0,0,0,0
0.45,4,0.7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0,0,0,0,0,1.22614,0,0,0,0,1.09188,0,0,0,0
0.45,4,0.7,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0,0,0,0,0,1.22383,0,0,0,-0,1.05769,0,0,0,0
0.45,4,0.7,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0,0,0,0,0,1.21893,0,0,0,-0,1.01722,0,0,0,0
0.45,4.75,0.4,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.78414,-0,0,0,0,0.913031,0,0,0,0,-0,-0,0,0,0.784215,-0,0,0,0,0.913031,0,0,0,0
0.45,4.75,0.4,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.842622,-0,-0,0,0,0.939108,0,0,0,0,-0,-0,0,0,0.842682,-0,-0,0,0,0.939108,0,0,0,0
0.45,4.75,0.4,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.896708,-0,-0,0,0,0.964571,0,0,0,0,-0,-0,0,0,0.896754,-0,-0,0,0,0.964571,0,0,0,0
0.45,4.75,0.4,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.946398,-0,0,0,0,0.989419,0,0,0,0,-0,-0,0,0,0.946433,-0,0,0,0,0.989419,0,0,0,0
0.45,4.75,0.4,0.225,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.991693,-0,0,0,0,1.01365,0,0,0,0,-0,-0,0,0,0.991717,-0,0,0,0,1.01365,0,0,0,0
0.45,4.75,0.4,0.275,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,1.03259,-0,0,0,0,1.03727,0,0,0,0,-0,0,0,0,1.03261,-0,0,0,0,1.03727,0,0,0,0
0.45,4.75,0.4,0.325,1.78373,0.0682514,3.10273,0.132085,3.57389,0.137227,5.07219,0.207037,0.540736,0.0599579,0.724414,0.0737852,0.00261133,0.0303045,0.214778,1.0691,0.0135775,0.0149161,0.0342724,0.386086,1.06027,0,0,0,0,0.00523208,0.00808954,0.0607184,0.43033,1.0691,0.0221959,0.0243841,0.0560268,0.631154,1.06027,0,0,0,0
0.45,4.75,0.4,0.375,21.4441,0.236647,40.55,0.477505,41.5664,0.467994,65.0222,0.741278,6.06597,0.200818,9.77064,0.27098,0.082145,0.510922,2.75911,1.1012,0.349487,0.306116,0.6124,5.05256,1.08266,2.66971e-09,1.49002e-09,0.975236,1.74736,0.159227,0.176463,0.990351,5.34814,1.10121,0.560404,0.49086,0.981987,8.10181,1.08266,8.95185e-09,5.95791e-09,4.38871,6.5941
0.45,4.75,0.4,0.425,22.3056,0.241354,45.2503,0.504421,43.3579,0.477973,67.9039,0.757526,6.97652,0.215364,9.58568,0.268403,0.133706,0.737078,2.99438,1.12892,0.562257,0.491675,0.921227,5.66811,1.10444,1.86355e-09,1.00769e-09,9.09485,16.8193,0.259899,0.284468,1.43274,5.82053,1.12891,0.84374,0.737823,1.38242,8.50574,1.10444,7.76843e-09,5.06916e-09,53.2447,81.5969
0.45,4.75,0.4,0.475,8.83095,0.151863,18.3596,0.321302,17.5487,0.304082,27.6157,0.48309,2.58134,0.131001,3.94895,0.172273,0.0702487,0.394266,1.21113,1.15223,0.290018,0.270935,0.4923,2.32096,1.1256,1.36982e-09,7.10179e-10,7.32883,14.1361,0.139597,0.161628,0.783477,2.40672,1.15223,0.436232,0.407529,0.740497,3.49109,1.1256,7.09351e-09,4.50092e-09,55.9058,88.1084
0.45,4.75,0.4,0.525,0.291207,0.0275771,0.715849,0.0634444,0.516502,0.0521681,1.11696,0.0971556,0.0578173,0.0196057,0.0784598,0.0242828,0.0028283,0.0170734,0.0400033,1.17115,0.0134091,0.0137611,0.0246753,0.0916765,1.14614,9.70122e-10,4.81147e-10,1.75362,3.53577,0.00501644,0.0062979,0.0302825,0.0709523,1.17115,0.0209225,0.0214718,0.0385014,0.143045,1.14614,6.08036e-09,3.74223e-09,21.6573,35.1887
0.45,4.75,0.4,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18568,0,0,0,0,1.16607,8.29937e-10,3.9588e-10,0.0130687,0.0273976,0,0,0,0,1.18568,0,0,0,0,1.16607,4.97548e-09,2.9737e-09,0.554364,0.927541
0.45,4.75,0.4,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19581,0,0,0,0,1.18538,0,0,0,0,0,0,0,0,1.19581,0,0,0,0,1.18538,0,0,0,0
0.45,4.75,0.4,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20154,0,0,0,0,1.20408,0,0,0,0,0,0,0,0,1.20155,0,0,0,0,1.20408,0,0,0,0
0.45,4.75,0.4,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20288,0,0,0,0,1.22217,0,0,0,0,0,0,0,0,1.20289,0,0,0,0,1.22217,0,0,0,0
0.45,4.75,0.4,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19982,0,0,0,0,1.23964,0,0,0,0,0,0,0,0,1.19984,0,0,0,0,1.23964,0,0,0,0
0.45,4.75,0.4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19237,0,0,0,0,1.25649,0,0,0,0,0,0,0,0,1.1924,0,0,0,0,1.25649,0,0,0,0
0.45,4.75,0.4,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18052,0,0,0,0,1.27273,0,0,0,0,0,0,0,0,1.18056,0,0,0,0,1.27273,0,0,0,0
0.45,4.75,0.4,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16427,0,0,0,0,1.28836,0,0,0,0,0,0,0,0,1.16433,0,0,0,0,1.28836,0,0,0,0
0.45,4.75,0.4,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14363,0,0,0,0,1.30337,0,0,0,0,0,0,0,0,1.1437,0,0,0,0,1.30337,0,0,0,0
0.45,4.75,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.78414,-0,0,0,0,0.913031,0,0,0,0,-0,-0,0,0,0.784215,-0,0,0,0,0.913031,0,0,0,0
0.45,4.75,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.842622,-0,-0,0,0,0.939108,0,0,0,0,-0,-0,0,0,0.842682,-0,-0,0,0,0.939108,0,0,0,0
0.45,4.75,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.896708,-0,-0,0,0,0.964571,0,0,0,0,-0,-0,0,0,0.896754,-0,-0,0,0,0.964571,0,0,0,0
0.45,4.75,0.5,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.946398,-0,0,0,0,0.989419,0,0,0,0,-0,-0,0,0,0.946433,-0,0,0,0,0.989419,0,0,0,0
0.45,4.75,0.5,0.225,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0.991693,-0,0,0,0,1.01365,0,0,0,0,-0,-0,0,0,0.991717,-0,0,0,0,1.01365,0,0,0,0
0.45,4.75,0.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,1.03259,-0,0,0,0,1.03727,0,0,0,0,-0,0,0,0,1.03261,-0,0,0,0,1.03727,0,0,0,0
0.45,4.75,0.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,1.06027,0,0,0,0,0,0,0,0,1.0691,0,0,0,0,1.06027,0,0,0,0
0.45,4.75,0.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1012,0,0,0,0,1.08266,0,0,0,0,0,0,0,0,1.10121,0,0,0,0,1.08266,0,0,0,0
0.45,4.75,0.5,0.425,4.49343,0.101946,9.71334,0.223224,9.39238,0.208555,15.4632,0.350168,1.45814,0.0817874,2.32544,0.113527,0.0269348,0.148483,0.603214,1.12892,0.120693,0.105542,0.197749,1.21671,1.10444,0,0,0,0,0.0563005,0.0616225,0.310367,1.26087,1.12891,0.192138,0.168018,0.314807,1.93694,1.10444,0,0,0,0
0.45,4.75,0.5,0.475,18.902,0.209091,39.1244,0.448003,37.8041,0.418411,59.7947,0.688586,5.80547,0.163194,9.02904,0.223701,0.150362,0.843898,2.59233,1.15223,0.61803,0.577365,1.0491,4.94598,1.1256,1.55294e-09,8.0193e-10,1.74283,3.37499,0.300726,0.348186,1.6878,5.18467,1.15223,0.944548,0.882399,1.60336,7.55905,1.1256,8.12589e-09,5.12934e-09,13.0017,20.5972
0.45,4.75,0.5,0.525,17.5804,0.201649,37.9572,0.441269,35.8574,0.407496,60.4386,0.692284,5.19875,0.154431,8.71126,0.219729,0.170747,1.03074,2.41503,1.17115,0.711005,0.72967,1.30838,4.86106,1.14614,1.05972e-09,5.26825e-10,4.72092,9.49621,0.348259,0.437223,2.10232,4.92576,1.17115,1.13212,1.16184,2.08332,7.74018,1.14614,6.80965e-09,4.18739e-09,49.8668,81.0948
0.45,4.75,0.5,0.575,9.98024,0.151933,23.5735,0.347751,20.4814,0.307973,35.445,0.530157,3.14787,0.120169,5.16885,0.169256,0.112445,0.748481,1.34652,1.18568,0.500493,0.572005,1.02133,3.06954,1.16607,8.2369e-10,3.94891e-10,2.78054,5.79982,0.230759,0.317671,1.53603,2.76333,1.18568,0.752538,0.860063,1.53566,4.61534,1.16607,6.02672e-09,3.60239e-09,45.7078,76.4682
