xbj,Q2,z,x,y_neg_H2,err_neg_H2,y_pos_H2,err_pos_H2,y_neg_D2,err_neg_D2,y_pos_D2,err_pos_D2,y_neg_Dummy,err_neg_Dummy,y_pos_Dummy,err_pos_Dummy,y_H2_neg_delta,y_H2_neg_rho,y_H2_neg_Dummy,y_H2_neg_incnorad,y_H2_pos_delta,y_H2_pos_exc,y_H2_pos_rho,y_H2_pos_Dummy,y_H2_pos_incnorad,xs_H2_pos,xs_H2_neg,y_H2_neg_incnorad_yield,y_H2_pos_incnorad_yield,y_D2_neg_delta,y_D2_neg_exc,y_D2_neg_rho,y_D2_neg_Dummy,y_D2_neg_incnorad,y_D2_pos_delta,y_D2_pos_exc,y_D2_pos_rho,y_D2_pos_Dummy,y_D2_pos_incnorad,xs_D2_pos,xs_D2_neg,y_D2_neg_incnorad_yield,y_D2_pos_incnorad_yield
0.55,4.75,0.6,0.575,8.84867,0.176075,20.9758,0.394453,17.2202,0.337503,31.0004,0.56673,2.55764,0.10288,4.13356,0.169233,0.0828145,0.613351,0.870691,1.19574,0.440713,0.59266,0.865599,1.98974,1.1679,1.34189e-09,6.50159e-10,0.388489,0.801818,0.161164,0.303447,1.19363,1.69443,1.19574,0.651336,0.8759,1.27928,2.94067,1.1679,7.17663e-09,4.25782e-09,24.9383,42.034
0.55,4.75,0.6,0.625,4.57878,0.126658,10.389,0.277603,8.96133,0.243469,15.7575,0.404051,1.29542,0.0732177,2.3645,0.127995,0.0467867,0.328296,0.388656,1.21315,0.219319,0.346728,0.44419,0.905621,1.17347,1.30987e-09,6.19225e-10,0.0212801,0.0450145,0.0915682,0.189258,0.642522,0.760655,1.21315,0.33265,0.525896,0.673721,1.37359,1.17347,6.93651e-09,3.99392e-09,28.1176,48.8337
0.55,4.75,0.6,0.675,0.445238,0.0394961,0.9282,0.0829769,0.845832,0.0747997,1.68267,0.132036,0.112561,0.0215826,0.261708,0.0425825,0.00489256,0.0319914,0.0301042,1.22899,0.019234,0.0360182,0.0400327,0.0717668,1.17296,0,0,0,0,0.00929454,0.020948,0.060775,0.0571899,1.22899,0.0348681,0.065295,0.0725726,0.130101,1.17296,7.07604e-09,3.99108e-09,15.2497,27.0371
0.55,4.75,0.6,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24326,0,0,0,0,1.16636,0,0,0,0,0,0,0,0,1.24326,0,0,0,0,1.16636,7.87996e-09,4.39186e-09,1.2122,2.17496
0.55,4.75,0.6,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0
0.55,4.75,0.6,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0
0.55,4.75,0.6,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0
0.55,4.75,0.6,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0
0.55,4.75,0.6,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0
0.55,4.75,0.7,0.025,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0,-0,-0,-0,-0,0.90085,-0,-0,-0,0,0.704903,0,0,0,0
0.55,4.75,0.7,0.075,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0.935493,-0,-0,-0,0,0.777426,0,0,0,0,-0,-0,-0,0,0.935493,-0,-0,-0,0,0.777426,0,0,0,0
0.55,4.75,0.7,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0.968569,-0,-0,-0,0,0.843863,0,0,0,0,-0,-0,-0,0,0.968569,-0,-0,-0,0,0.843863,0,0,0,0
0.55,4.75,0.7,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.00008,0,-0,-0,0,0.904214,0,0,0,0,-0,-0,-0,0,1.00008,0,-0,-0,0,0.904214,0,0,0,0
0.55,4.75,0.7,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.03002,0,0,-0,0,0.958478,0,0,0,0,0,-0,-0,0,1.03002,0,0,-0,0,0.958478,0,0,0,0
0.55,4.75,0.7,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0584,0,0,0,0,1.00666,0,0,0,0,0,-0,0,0,1.0584,0,0,0,0,1.00666,0,0,0,0
0.55,4.75,0.7,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0852,0,0,0,0,1.04875,0,0,0,0,0,0,0,0,1.0852,0,0,0,0,1.04875,0,0,0,0
0.55,4.75,0.7,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11045,0,0,0,0,1.08475,0,0,0,0,0,0,0,0,1.11045,0,0,0,0,1.08475,0,0,0,0
0.55,4.75,0.7,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13412,0,0,0,0,1.11467,0,0,0,0,0,0,0,0,1.13412,0,0,0,0,1.11467,0,0,0,0
0.55,4.75,0.7,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15623,0,0,0,0,1.1385,0,0,0,0,0,0,0,0,1.15623,0,0,0,0,1.1385,0,0,0,0
0.55,4.75,0.7,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17677,0,0,0,0,1.15624,0,0,0,0,0,0,0,0,1.17677,0,0,0,0,1.15624,0,0,0,0
0.55,4.75,0.7,0.575,1.67298,0.0752892,4.2613,0.179938,3.75747,0.156263,5.94596,0.238717,0.529614,0.0449295,0.624052,0.0838503,0.0156574,0.115964,0.164618,1.19574,0.0895325,0.120401,0.17585,0.404223,1.1679,0,0,0,0,0.0351661,0.0662124,0.260451,0.369727,1.19574,0.124928,0.168,0.24537,0.564029,1.1679,0,0,0,0
0.55,4.75,0.7,0.625,4.76275,0.127033,11.1809,0.291468,9.88728,0.253482,15.1904,0.381554,1.40338,0.0731374,2.15207,0.155712,0.0486665,0.341486,0.404271,1.21315,0.236036,0.373157,0.478048,0.97465,1.17347,1.33501e-09,6.26863e-10,0.00235019,0.00500514,0.10103,0.208813,0.708913,0.839251,1.21315,0.320678,0.50697,0.649475,1.32416,1.17347,6.67676e-09,3.83401e-09,6.65104,11.5825
0.55,4.75,0.7,0.675,1.11001,0.0613268,2.96069,0.149985,2.57708,0.129411,4.22483,0.201222,0.352764,0.0366686,0.63318,0.0844613,0.0121975,0.0797568,0.075052,1.22899,0.0613509,0.114888,0.127693,0.228915,1.17296,0,0,0,0,0.0283186,0.0638244,0.185169,0.174246,1.22899,0.0875462,0.163942,0.182214,0.326656,1.17296,7.01665e-09,3.95514e-09,15.5474,27.5821
0.55,4.75,0.7,0.725,0,0,0.029868,0.0210452,0.0184237,0.010942,0.0108951,0.0118934,0,0,0,0,0,0,0,1.24326,0.00059271,0.00133045,0.00126604,0.00195043,1.16636,0,0,0,0,0.000215013,0.000526219,0.0012855,0.000858428,1.24326,0.000216206,0.000485316,0.000461819,0.000711468,1.16636,7.73029e-09,4.31818e-09,4.67892,8.37609
0.55,4.75,0.7,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,0,0,0,0,0,0,0,0,1.25597,0,0,0,0,1.15367,8.86667e-09,4.97586e-09,0.0358165,0.0638229
0.55,4.75,0.7,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0,0,0,0,-0,1.26711,0,0,0,0,1.13489,0,0,0,0
0.55,4.75,0.7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0,0,0,0,-0,1.27668,0,0,0,0,1.11003,0,0,0,0
0.55,4.75,0.7,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0,0,0,0,-0,1.28468,0,0,0,-0,1.07908,0,0,0,0
0.55,4.75,0.7,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0,0,0,0,-0,1.29112,0,0,0,-0,1.04205,0,0,0,0
0.6,5.5,0.45,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.739919,0,-0,-0,-0,0.918523,0,0,0,0,0,0,-0,0,0.739919,0,-0,-0,-0,0.918523,0,0,0,0
0.6,5.5,0.45,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.823355,0,-0,-0,-0,0.964718,0,0,0,0,0,0,-0,0,0.823355,0,-0,-0,-0,0.964719,0,0,0,0
0.6,5.5,0.45,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.89858,0,-0,-0,0,1.00616,0,0,0,0,0,0,-0,0,0.89858,0,-0,-0,0,1.00616,0,0,0,0
0.6,5.5,0.45,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.965596,0,-0,-0,0,1.04285,0,0,0,0,0,0,-0,0,0.965596,0,-0,-0,0,1.04285,0,0,0,0
0.6,5.5,0.45,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.0244,0,0,-0,0,1.07478,0,0,0,0,0,0,-0,0,1.0244,0,0,-0,0,1.07478,0,0,0,0
0.6,5.5,0.45,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.075,0,0,-0,0,1.10195,0,0,0,0,0,0,-0,0,1.075,0,0,-0,0,1.10195,0,0,0,0
0.6,5.5,0.45,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.11738,0,0,0,0,1.12438,0,0,0,0,0,0,-0,0,1.11738,0,0,0,0,1.12438,0,0,0,0
0.6,5.5,0.45,0.375,1.27762,0.0694673,3.11852,0.162877,2.92433,0.0876681,4.38548,0.138508,0.385382,0.0354619,0.706613,0.0683225,0.00937063,0.0288255,0.153611,1.15156,0.0728985,0.0751365,0.0463302,0.334581,1.14204,0,0,0,0,0.0214483,0.0551429,0.0659782,0.351598,1.15156,0.102515,0.105662,0.0651527,0.470511,1.14204,0,0,0,0
0.6,5.5,0.45,0.425,5.99996,0.150541,14.3847,0.349813,12.496,0.181223,19.3773,0.291147,1.73747,0.0752967,2.47565,0.127884,0.0425565,0.246068,0.715307,1.17753,0.276998,0.37806,0.362484,1.60147,1.15496,2.7391e-09,1.42365e-09,1.76359,3.39315,0.0886315,0.171408,0.512481,1.48975,1.17753,0.373138,0.509276,0.488295,2.1573,1.15496,4.02042e-09,2.59877e-09,3.61125,5.58676
0.6,5.5,0.45,0.475,5.16468,0.139669,12.5719,0.327029,10.3672,0.165067,17.7014,0.278272,1.44098,0.0685719,2.30771,0.123471,0.0385323,0.28525,0.601836,1.19528,0.220434,0.324335,0.411408,1.39317,1.16311,2.42582e-09,1.20708e-09,8.3612,16.8032,0.0773473,0.109608,0.572593,1.20809,1.19528,0.310375,0.456669,0.57927,1.9616,1.16311,3.47492e-09,2.19089e-09,17.2714,27.3938
0.6,5.5,0.45,0.525,1.37928,0.0721782,3.79189,0.179603,3.15158,0.0910106,4.91062,0.146566,0.386737,0.0355242,0.604472,0.0631919,0.0116388,0.0899568,0.154706,1.20483,0.0690436,0.0858584,0.141938,0.400962,1.16652,2.34247e-09,1.09882e-09,7.31323,15.5904,0.0265938,0.0296977,0.205546,0.353493,1.20483,0.0894138,0.11119,0.183814,0.51926,1.16652,3.34707e-09,2.0343e-09,15.7885,25.9771
0.6,5.5,0.45,0.575,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.00810361,0.00806295,0,0,-nan,-nan,-nan,1.20617,-nan,-nan,-nan,-nan,1.16517,2.3283e-09,1.03537e-09,2.19331,4.93226,-nan,-nan,-nan,-nan,1.20617,-nan,-nan,-nan,-nan,1.16517,3.30431e-09,1.94527e-09,4.87784,8.28568
0.6,5.5,0.45,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19929,0,0,0,0,1.15906,2.64377e-09,1.12023e-09,0.0102627,0.0242203,0,0,0,0,1.19929,0,0,0,0,1.15906,3.74617e-09,2.14382e-09,0.0227806,0.0398074
0.6,5.5,0.45,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18421,0,-0,0,0,1.1482,0,0,0,0,0,0,0,0,1.18421,0,-0,0,0,1.1482,0,0,0,0
0.6,5.5,0.45,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16092,0,-0,0,0,1.13258,0,0,0,0,0,0,0,0,1.16092,0,-0,0,0,1.13258,0,0,0,0
0.6,5.5,0.45,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12941,0,-0,0,0,1.11221,0,0,0,0,0,0,0,0,1.12941,0,-0,0,0,1.11221,0,0,0,0
0.6,5.5,0.45,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0897,0,-0,0,-0,1.08709,0,0,0,0,0,0,0,0,1.0897,0,-0,0,-0,1.08709,0,0,0,0
0.6,5.5,0.45,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04178,0,-0,-0,-0,1.05721,0,0,0,0,0,0,0,0,1.04178,0,-0,-0,-0,1.05721,0,0,0,0
0.6,5.5,0.45,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.985646,0,-0,-0,-0,1.02257,0,0,0,0,0,0,-0,0,0.985646,0,-0,-0,-0,1.02257,0,0,0,0
0.6,5.5,0.45,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.921304,0,-0,-0,-0,0.983182,0,0,0,0,0,0,-0,-0,0.921304,0,-0,-0,-0,0.983183,0,0,0,0
0.6,5.5,0.55,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.739919,0,-0,-0,-0,0.918523,0,0,0,0,0,0,-0,0,0.739919,0,-0,-0,-0,0.918523,0,0,0,0
0.6,5.5,0.55,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.823355,0,-0,-0,-0,0.964718,0,0,0,0,0,0,-0,0,0.823355,0,-0,-0,-0,0.964719,0,0,0,0
0.6,5.5,0.55,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.89858,0,-0,-0,0,1.00616,0,0,0,0,0,0,-0,0,0.89858,0,-0,-0,0,1.00616,0,0,0,0
0.6,5.5,0.55,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.965596,0,-0,-0,0,1.04285,0,0,0,0,0,0,-0,0,0.965596,0,-0,-0,0,1.04285,0,0,0,0
0.6,5.5,0.55,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.0244,0,0,-0,0,1.07478,0,0,0,0,0,0,-0,0,1.0244,0,0,-0,0,1.07478,0,0,0,0
0.6,5.5,0.55,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.075,0,0,-0,0,1.10195,0,0,0,0,0,0,-0,0,1.075,0,0,-0,0,1.10195,0,0,0,0
0.6,5.5,0.55,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.11738,0,0,0,0,1.12438,0,0,0,0,0,0,-0,0,1.11738,0,0,0,0,1.12438,0,0,0,0
0.6,5.5,0.55,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15156,0,0,0,0,1.14204,0,0,0,0,0,0,0,0,1.15156,0,0,0,0,1.14204,0,0,0,0
0.6,5.5,0.55,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17753,0,0,0,0,1.15496,0,0,0,0,0,0,0,0,1.17753,0,0,0,0,1.15496,0,0,0,0
0.6,5.5,0.55,0.475,2.40976,0.0956086,6.64147,0.239697,4.95133,0.109168,8.83754,0.206614,0.801047,0.0579249,1.23419,0.0868589,0.0179786,0.133093,0.280808,1.19528,0.116451,0.17134,0.217339,0.735982,1.16311,0,0,0,0,0.0369406,0.0523482,0.273467,0.576974,1.19528,0.154956,0.227995,0.289204,0.979341,1.16311,0,0,0,0
0.6,5.5,0.55,0.525,4.38295,0.128942,11.101,0.309894,8.99531,0.147144,15.6994,0.275383,1.37359,0.0758516,2.23373,0.116853,0.0369845,0.285856,0.491608,1.20483,0.202131,0.251357,0.415534,1.17385,1.16652,2.48442e-09,1.15557e-09,3.09788,6.66027,0.0759048,0.0847639,0.586674,1.00895,1.20483,0.285859,0.355476,0.587659,1.66009,1.16652,3.57097e-09,2.15172e-09,6.59511,10.9452
0.6,5.5,0.55,0.575,2.92995,0.105424,6.89413,0.244214,5.74604,0.117603,9.75129,0.217033,0.711173,0.0545788,1.40727,0.0927497,0.0293738,0.207963,0.310933,1.20617,0.146704,0.115923,0.271088,0.662592,1.16517,2.36504e-09,1.04754e-09,6.01664,13.5838,0.0576062,0.0590045,0.407846,0.609784,1.20617,0.207503,0.163965,0.383436,0.937193,1.16517,3.3803e-09,1.97884e-09,13.1845,22.522
0.6,5.5,0.55,0.625,0.646921,0.0495377,1.34523,0.107877,1.2534,0.054926,2.23146,0.103822,0.164965,0.0262865,0.312329,0.0436948,0.0079067,0.0469061,0.0636603,1.19929,0.0359817,0.0111849,0.051648,0.110199,1.15906,2.38912e-09,1.01224e-09,3.73739,8.82113,0.0153191,0.0164313,0.0908798,0.123341,1.19929,0.0596862,0.0185535,0.0856734,0.182798,1.15906,3.42964e-09,1.94986e-09,8.20533,14.4325
0.6,5.5,0.55,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18421,0,-0,0,0,1.1482,2.53522e-09,1.04584e-09,0.868186,2.10457,0,0,0,0,1.18421,0,-0,0,0,1.1482,3.63135e-09,2.02574e-09,1.8721,3.35594
0.6,5.5,0.55,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16092,0,-0,0,0,1.13258,0,0,0,0,0,0,0,0,1.16092,0,-0,0,0,1.13258,0,0,0,0
0.6,5.5,0.55,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12941,0,-0,0,0,1.11221,0,0,0,0,0,0,0,0,1.12941,0,-0,0,0,1.11221,0,0,0,0
0.6,5.5,0.55,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0897,0,-0,0,-0,1.08709,0,0,0,0,0,0,0,0,1.0897,0,-0,0,-0,1.08709,0,0,0,0
0.6,5.5,0.55,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04178,0,-0,-0,-0,1.05721,0,0,0,0,0,0,0,0,1.04178,0,-0,-0,-0,1.05721,0,0,0,0
0.6,5.5,0.55,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.985646,0,-0,-0,-0,1.02257,0,0,0,0,0,0,-0,0,0.985646,0,-0,-0,-0,1.02257,0,0,0,0
0.6,5.5,0.55,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.921304,0,-0,-0,-0,0.983182,0,0,0,0,0,0,-0,-0,0.921304,0,-0,-0,-0,0.983183,0,0,0,0
0.6,5.5,0.65,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.739919,0,-0,-0,-0,0.918523,0,0,0,0,0,0,-0,0,0.739919,0,-0,-0,-0,0.918523,0,0,0,0
0.6,5.5,0.65,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.823355,0,-0,-0,-0,0.964718,0,0,0,0,0,0,-0,0,0.823355,0,-0,-0,-0,0.964719,0,0,0,0
0.6,5.5,0.65,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.89858,0,-0,-0,0,1.00616,0,0,0,0,0,0,-0,0,0.89858,0,-0,-0,0,1.00616,0,0,0,0
0.6,5.5,0.65,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.965596,0,-0,-0,0,1.04285,0,0,0,0,0,0,-0,0,0.965596,0,-0,-0,0,1.04285,0,0,0,0
0.6,5.5,0.65,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.0244,0,0,-0,0,1.07478,0,0,0,0,0,0,-0,0,1.0244,0,0,-0,0,1.07478,0,0,0,0
0.6,5.5,0.65,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.075,0,0,-0,0,1.10195,0,0,0,0,0,0,-0,0,1.075,0,0,-0,0,1.10195,0,0,0,0
0.6,5.5,0.65,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.11738,0,0,0,0,1.12438,0,0,0,0,0,0,-0,0,1.11738,0,0,0,0,1.12438,0,0,0,0
0.6,5.5,0.65,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15156,0,0,0,0,1.14204,0,0,0,0,0,0,0,0,1.15156,0,0,0,0,1.14204,0,0,0,0
0.6,5.5,0.65,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17753,0,0,0,0,1.15496,0,0,0,0,0,0,0,0,1.17753,0,0,0,0,1.15496,0,0,0,0
0.6,5.5,0.65,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19528,0,0,0,0,1.16311,0,0,0,0,0,0,0,0,1.19528,0,0,0,0,1.16311,0,0,0,0
0.6,5.5,0.65,0.525,0.195209,0.0286717,0.581263,0.0734262,0.424265,0.0389632,0.578937,0.0619775,0.038438,0.0133573,0.0813864,0.0270063,0.00164723,0.0127315,0.0218954,1.20483,0.0105838,0.0131613,0.0217578,0.0614639,1.16652,0,0,0,0,0.00358006,0.0039979,0.0276705,0.0475872,1.20483,0.0105414,0.0131087,0.0216707,0.0612181,1.16652,0,0,0,0
0.6,5.5,0.65,0.575,2.65096,0.105659,6.0898,0.237666,5.10355,0.135136,9.0266,0.242476,0.662114,0.0554378,1.10603,0.099557,0.0265768,0.188161,0.281326,1.20617,0.129588,0.102398,0.239461,0.585289,1.16517,2.42418e-09,1.065e-09,0.130201,0.296364,0.051165,0.0524069,0.362243,0.541601,1.20617,0.192082,0.151779,0.35494,0.867543,1.16517,3.44181e-09,1.9931e-09,0.253768,0.438222
0.6,5.5,0.65,0.625,1.45022,0.0781483,3.59191,0.182527,3.26161,0.108032,5.36385,0.186915,0.369591,0.041419,0.521044,0.0683323,0.0177246,0.10515,0.142708,1.19929,0.0960751,0.029865,0.137906,0.294244,1.15906,2.38103e-09,1.00747e-09,2.92039,6.90198,0.0398635,0.0427576,0.236488,0.320958,1.19929,0.14347,0.0445978,0.205937,0.439399,1.15906,3.4075e-09,1.9335e-09,6.52227,11.4945
0.6,5.5,0.65,0.675,0.174063,0.0270743,0.478529,0.0666222,0.409205,0.0382654,0.596475,0.0623308,0.0652826,0.0174076,0.0902859,0.0284445,0.00261588,0.0121504,0.0154936,1.18421,0.0165632,-0.00136754,0.0165799,0.0302282,1.1482,2.5359e-09,1.04421e-09,1.88591,4.57998,0.00614965,0.00734321,0.0285643,0.0364239,1.18421,0.0206456,-0.0017046,0.0206665,0.0376787,1.1482,3.64653e-09,2.02937e-09,4.15608,7.46798
0.6,5.5,0.65,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16092,0,-0,0,0,1.13258,2.79385e-09,1.14259e-09,0.220963,0.540297,0,0,0,0,1.16092,0,-0,0,0,1.13258,4.06509e-09,2.24076e-09,0.47815,0.867437
0.6,5.5,0.65,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12941,0,-0,0,0,1.11221,0,0,0,0,0,0,0,0,1.12941,0,-0,0,0,1.11221,0,0,0,0
0.6,5.5,0.65,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0897,0,-0,0,-0,1.08709,0,0,0,0,0,0,0,0,1.0897,0,-0,0,-0,1.08709,0,0,0,0
0.6,5.5,0.65,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04178,0,-0,-0,-0,1.05721,0,0,0,0,0,0,0,0,1.04178,0,-0,-0,-0,1.05721,0,0,0,0
0.6,5.5,0.65,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0.985646,0,-0,-0,-0,1.02257,0,0,0,0,0,0,-0,0,0.985646,0,-0,-0,-0,1.02257,0,0,0,0
0.6,5.5,0.65,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0.921304,0,-0,-0,-0,0.983182,0,0,0,0,0,0,-0,-0,0.921304,0,-0,-0,-0,0.983183,0,0,0,0
