Q2,Q2_corr,Q2_corr_err,xbj,xbj_corr,xbj_corr_err,z,z_corr,z_corr_err,RunGroup,y_RD,error_RD,y_RD_rho,RY,RY_rho,error,yield_neg,yield_pos,yield_neg_data,error_neg,yield_pos_data,error_pos,charge_neg_all,charge_pos_all,yield_neg_exc,yield_neg_delta,yield_neg_rho,yield_pos_exc,yield_pos_delta,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p_corr,shms_dp_corr
4,4.04592,0.0253696,0.475000,0.468098,8.3398e-05,0.525000,0.519537,9.14562e-05,130,2.90933,0.537428,2.56699,0.565805,0.543169,0.033773,10.8606,19.195,10.0706,0.465105,18.2384,0.798139,154.833,64.4966,0.65679,0.151653,0.823098,1.53758,0.529045,0.823098,13.9062,11.8595,23.2054,19.5505,5.47872,2.9485,0.445056,0.49428,2.39478,4.14833
4,3.65976,0.0145546,0.425000,0.421418,9.11127e-05,0.575000,0.564548,5.94846e-05,130,4.90517,1.36679,3.97419,0.663117,0.623786,0.0517057,6.92192,10.4385,6.56038,0.363529,12.2368,0.601612,154.833,64.4966,0.817193,0.0786204,0.790452,2.6791,0.289899,0.790452,10.5681,8.64846,17.9433,15.931,5.90682,2.94332,0.400989,0.539895,2.61474,13.7144
4,3.1725,0.00263235,0.325000,0.337908,3.57962e-05,0.525000,0.524868,9.50781e-05,120,3.76228,1.09841,3.02571,0.613516,0.572997,0.0546901,5.89116,9.60229,5.13428,0.410277,8.72615,0.534307,88.5775,67.6945,0.123576,0.0514863,0.740499,0.234668,0.186439,0.740499,11.2479,9.46856,18.0984,15.6533,7.10043,3.70735,0.32777,0.508897,2.62854,-4.81361
4,3.45176,0.0100959,0.375000,0.374851,0.000100394,0.525000,0.528621,8.9793e-05,120,6.02738,1.2759,5.32945,0.700819,0.678438,0.0380683,16.7011,23.8309,14.569,0.690563,22.6071,0.839495,88.5775,67.6945,0.236088,0.182124,1.25641,0.573289,0.639334,1.25641,23.3722,19.8032,38.2453,34.3352,6.64136,3.46856,0.361602,0.510828,2.59604,-5.99046
4,3.87559,0.0146332,0.425000,0.423242,0.000100966,0.525000,0.530025,9.01343e-05,120,3.99895,0.847061,3.56502,0.624951,0.603438,0.0397164,12.1442,19.4323,10.3395,0.594177,16.688,0.788131,88.5775,67.6945,0.185091,0.0602905,0.887663,0.447795,0.224251,0.887663,16.5771,13.7786,27.6014,22.7489,6.16466,3.23119,0.406735,0.509736,2.58764,-6.29455
4,4.23031,0.00829163,0.475000,0.466672,7.6668e-05,0.525000,0.531592,7.57015e-05,120,5.60474,2.09752,5.23419,0.687654,0.67512,0.0682112,5.03039,7.31529,4.17339,0.375858,6.53561,0.477279,88.5775,67.6945,0.0236774,0.0424049,0.211464,0.121988,0.171239,0.211464,4.68678,3.82675,7.91381,6.75312,5.71912,3.00358,0.446192,0.508874,2.56968,-6.94523
4,3.42325,0.00882009,0.375000,0.376642,9.96622e-05,0.575000,0.573652,0.000104561,120,3.93209,0.619035,3.32015,0.621789,0.590172,0.0295163,19.7459,31.7566,17.1581,0.716492,29.6566,0.971949,88.5775,67.6945,0.313755,0.22738,2.02316,1.74584,0.828125,2.02316,27.3611,23.0254,45.9987,39.2286,6.55232,3.16885,0.36645,0.557228,2.78242,0.758869
4,3.77214,0.0208743,0.425000,0.421071,9.55172e-05,0.575000,0.571668,9.29514e-05,120,3.68404,0.622174,3.14728,0.609581,0.58026,0.0316121,17.0042,27.8949,14.62,0.679754,25.0477,0.921494,88.5775,67.6945,0.296862,0.213579,1.58857,0.817287,0.781673,1.58857,22.8795,18.9848,39.0637,32.8374,6.06768,2.9688,0.403844,0.548558,2.73172,-1.07719
4,4.1719,0.00883356,0.475000,0.460426,3.25937e-05,0.575000,0.563491,5.69194e-05,120,5.82748,3.10619,5.35784,0.694734,0.679413,0.0964859,2.58556,3.72166,2.26118,0.260674,3.42747,0.355484,88.5775,67.6945,0.0482001,0.0766824,0.15296,0.130467,0.277977,0.15296,3.01059,2.48747,5.17739,4.19993,5.77182,2.87556,0.411768,0.492727,2.72424,-1.34821
4,3.41852,0.00942971,0.375000,0.373335,9.08962e-05,0.625000,0.619032,8.28911e-05,120,7.78261,2.2055,6.135,0.745387,0.703996,0.0476591,12.504,16.7752,12.1442,0.615176,18.0662,0.685058,88.5775,67.6945,0.287484,1.23077,1.76125,1.04725,1.92684,1.76125,16.0464,13.6362,27.5482,24.7842,6.62316,2.93451,0.359739,0.597135,3.02562,9.56557
4,3.30479,0.00565165,0.375000,0.379063,8.41532e-05,0.325000,0.338528,2.65263e-05,350,6.18353,1.9504,5.75464,0.705407,0.692454,0.0564219,5.5433,7.8583,5.38158,0.325416,7.87043,0.426915,167.857,90.7974,0.0440317,0.0448175,0.309533,0.0960727,0.200946,0.309533,10.6772,10.1946,15.1958,14.645,6.2982,4.33989,0.365543,0.325965,1.57031,-6.95119
4,3.65755,0.0109415,0.425000,0.423128,0.00010467,0.325000,0.34016,2.48107e-05,350,6.5295,2.13442,6.12619,0.715086,0.703738,0.0577544,5.73242,8.0164,5.15946,0.340001,7.47147,0.439455,167.857,90.7974,0.0273682,0.0127203,0.260144,0.0752765,0.0702138,0.260144,9.59689,8.57057,13.7878,12.6003,5.86934,4.04692,0.405947,0.326561,1.5639,-7.33096
4,3.2988,0.00468283,0.375000,0.381316,7.96816e-05,0.375000,0.373586,0.000100195,350,5.35264,0.962205,4.95753,0.679235,0.665086,0.0330005,12.7721,18.8037,12.1199,0.451998,18.4135,0.625933,167.857,90.7974,0.109785,0.0459438,0.724256,0.327533,0.225163,0.724256,22.4743,21.0525,32.8541,31.2067,6.2381,4.10973,0.367249,0.359242,1.72118,1.98855
4,3.56518,0.0114714,0.425000,0.425224,0.00010201,0.375000,0.374923,9.81651e-05,350,6.38791,0.962159,6.06013,0.711203,0.701793,0.0267493,23.6722,33.2847,21.8342,0.645855,32.4122,0.861704,167.857,90.7974,0.140411,0.214661,0.897455,0.572496,0.823112,0.897455,32.7771,29.7405,48.2052,44.9203,5.70417,3.77291,0.407437,0.358482,1.67337,-0.844026
4,3.8894,0.0226766,0.475000,0.473563,0.000101749,0.375000,0.377448,9.53824e-05,350,5.4177,0.855031,5.18728,0.681451,0.673462,0.028921,19.3921,28.457,17.865,0.60254,26.9088,0.822672,167.857,90.7974,0.084679,0.164197,0.635261,0.331054,0.781695,0.635261,26.1433,23.7491,38.6447,35.0311,5.2075,3.44477,0.451027,0.35874,1.64898,-2.28933
4,4.20367,0.0209304,0.525000,0.521291,9.96628e-05,0.375000,0.378641,9.35308e-05,350,6.88699,1.6939,6.48561,0.724442,0.713894,0.0428738,10.9072,15.0561,9.80675,0.46338,14.1156,0.620344,167.857,90.7974,0.0735298,0.0773213,0.480325,0.266586,0.39597,0.480325,12.1748,10.778,18.0105,16.0929,4.74391,3.13891,0.494073,0.357997,1.62401,-3.769
4,3.29743,0.00422061,0.375000,0.382397,7.37276e-05,0.425000,0.419056,7.3774e-05,350,6.72137,1.62094,6.10979,0.720185,0.703258,0.0423045,7.63238,10.5978,7.32988,0.318389,10.901,0.438285,167.857,90.7974,0.0714096,0.0552999,0.508979,0.101133,0.26021,0.508979,12.0302,11.3537,18.148,18.0485,6.21135,3.84712,0.367963,0.40308,1.92532,14.0852
4,3.54288,0.0103978,0.425000,0.426405,0.000100282,0.425000,0.421866,9.45759e-05,350,7.00292,1.1857,6.2205,0.727345,0.706472,0.0293818,17.1396,23.5645,16.5414,0.487862,24.8063,0.675457,167.857,90.7974,0.093598,0.170092,1.4328,0.553843,0.793704,1.4328,23.1633,21.9986,35.275,35.1165,5.65167,3.51281,0.408519,0.403661,1.8673,10.6471
4,3.80461,0.021956,0.475000,0.474788,0.000103223,0.425000,0.422622,9.92733e-05,350,4.54725,0.651111,4.1847,0.64901,0.633463,0.0267377,18.5845,28.6351,16.9145,0.558081,26.8403,0.807635,167.857,90.7974,0.125501,0.183567,1.0959,0.498659,0.898889,1.0959,26.0568,23.282,39.8837,35.4373,5.09391,3.18091,0.451656,0.401134,1.80372,6.87957
4,4.1187,0.0290459,0.525000,0.517784,8.24237e-05,0.425000,0.420064,9.1643e-05,350,8.87096,2.51685,8.23567,0.766917,0.754815,0.0455782,10.068,13.1279,9.22915,0.408948,12.7594,0.569533,167.857,90.7974,0.0893099,0.15822,0.593428,0.424992,0.720818,0.593428,12.1032,10.7971,18.5518,16.4118,4.71669,2.96099,0.488402,0.39367,1.77933,5.4346
4,3.46103,0.00409775,0.425000,0.431872,8.08693e-05,0.475000,0.461471,4.23608e-05,350,4.59855,1.45971,4.57317,0.651104,0.650071,0.0592292,2.86524,4.40058,3.06306,0.18186,4.45663,0.286763,167.857,90.7974,0.0338327,0.0370586,0.016167,0.0724132,0.154604,0.016167,3.57139,3.72961,5.60243,5.38477,5.43842,3.21494,0.412285,0.440718,1.97059,16.7672
4,3.68861,0.0109067,0.475000,0.472625,8.95747e-05,0.475000,0.465228,5.85989e-05,350,4.64405,1.29533,3.84914,0.652941,0.617793,0.0520075,4.76394,7.29613,4.64299,0.27559,7.93287,0.399478,167.857,90.7974,0.127155,0.170764,0.580883,0.332989,0.717466,0.580883,7.22213,6.58712,11.4232,10.7755,4.99859,2.95231,0.445874,0.439546,1.93397,14.5977
4,3.30336,0.00536673,0.375000,0.379864,8.28025e-05,0.425000,0.429695,7.6208e-05,340,4.21537,0.905365,3.72787,0.634831,0.611795,0.040243,9.7561,15.368,9.06958,0.444466,14.8184,0.677416,163.336,72.9859,0.245188,0.121401,0.824741,0.695359,0.531481,0.824741,17.7791,15.8599,27.0874,23.9562,6.278,3.82617,0.36603,0.414052,1.99116,-5.71117
4,3.63109,0.0119144,0.425000,0.423533,0.000105071,0.425000,0.432655,7.32226e-05,340,6.03557,1.39949,5.66708,0.701063,0.689669,0.0416878,12.148,17.328,10.7347,0.510108,17.2244,0.729565,163.336,72.9859,0.300694,0.114845,0.494652,1.34911,0.51598,0.494652,18.5238,15.735,28.5798,25.3327,5.82551,3.55354,0.406109,0.414986,1.9756,-6.44804
4,4.04764,0.0128144,0.475000,0.472695,9.97346e-05,0.425000,0.432912,6.88295e-05,340,7.55167,2.53569,7.18988,0.740297,0.731901,0.0570069,7.75716,10.4784,6.94832,0.408147,9.76658,0.589167,163.336,72.9859,0.236949,0.0338345,0.282285,0.58601,0.157992,0.282285,10.8215,9.3154,16.8679,14.5243,5.39834,3.30174,0.451911,0.413067,1.97434,-6.50782
4,4.36221,0.00700532,0.525000,0.517504,7.69461e-05,0.425000,0.436239,4.49532e-05,340,2.17444,0.873307,2.04733,0.514126,0.503913,0.0687215,2.4749,4.81381,1.99776,0.259636,4.01283,0.398738,163.336,72.9859,0.0476125,0.00745587,0.0767006,0.136348,0.0441868,0.0767006,2.81521,2.20982,4.42257,3.52083,4.95139,3.02466,0.491862,0.413988,1.95885,-7.24121
4,3.2989,0.00491138,0.375000,0.381504,8.15516e-05,0.475000,0.473399,0.000103161,340,3.5534,0.683297,3.02252,0.602828,0.572803,0.035929,10.0861,16.7312,9.36744,0.431137,16.1571,0.694909,163.336,72.9859,0.376098,0.192701,1.0425,0.841988,0.891431,1.0425,19.433,16.9525,30.5795,26.362,6.23392,3.56211,0.367651,0.455847,2.18269,3.35822
4,3.5603,0.0116109,0.425000,0.425649,0.000102716,0.475000,0.473704,0.000100606,340,5.13821,0.832309,4.64935,0.671708,0.653153,0.0299009,19.3987,28.8796,18.1339,0.609908,28.912,0.910071,163.336,72.9859,0.763405,0.183318,1.32397,2.09496,0.760781,1.32397,28.481,25.2342,45.3427,40.9098,5.68969,3.27788,0.40769,0.453267,2.11235,0.027428
4,3.88624,0.022119,0.475000,0.471755,9.53349e-05,0.475000,0.474271,9.36503e-05,340,4.63981,0.828272,4.20577,0.65277,0.634403,0.0332879,16.2377,24.875,14.3047,0.58819,22.827,0.89284,163.336,72.9859,0.469416,0.148561,1.06586,1.44501,0.555903,1.06586,22.8811,19.2865,36.7628,30.7789,5.2337,3.02828,0.449097,0.451175,2.08172,-1.42299
4,4.27556,0.0106038,0.525000,0.512645,4.85047e-05,0.475000,0.467363,8.20434e-05,340,7.17583,3.93438,6.60754,0.731564,0.717182,0.0945013,3.26977,4.46956,3.01304,0.291178,4.70522,0.418245,163.336,72.9859,0.218059,0.24855,0.166179,0.496545,0.636151,0.166179,4.30122,3.34971,6.92379,5.5342,4.94723,2.89846,0.459273,0.387255,2.07777,-1.60971
4,3.29717,0.00435788,0.375000,0.382141,7.57516e-05,0.525000,0.521745,8.89628e-05,340,7.46222,2.18501,6.06068,0.738271,0.70181,0.0498928,7.24078,9.80776,7.25625,0.316454,11.3474,0.505558,163.336,72.9859,0.216613,0.310833,1.05581,0.77865,1.23423,1.05581,11.434,10.6255,18.5756,17.6793,6.21683,3.28799,0.367567,0.502309,2.40108,13.6999
4,3.54723,0.0108332,0.425000,0.425127,9.83902e-05,0.525000,0.521916,9.16475e-05,340,4.05212,0.63887,3.59905,0.627427,0.605214,0.0295606,14.5782,23.2349,13.6708,0.479755,23.6223,0.783374,163.336,72.9859,0.617285,0.114684,1.14619,2.34218,0.490733,1.14619,20.2767,17.9965,33.4145,29.8975,5.68197,3.03675,0.406832,0.499616,2.32254,9.98083
4,3.91415,0.0209893,0.475000,0.466411,7.34375e-05,0.525000,0.516213,6.73587e-05,340,4.48365,1.25016,3.88799,0.646379,0.619675,0.0521101,5.79111,8.95931,5.31323,0.323549,9.19121,0.520711,163.336,72.9859,0.33919,0.0783611,0.525467,1.22931,0.331518,0.525467,9.27194,7.83831,15.3947,13.1112,5.35798,2.90289,0.441484,0.489084,2.30944,9.36065
4,3.30026,0.00495011,0.375000,0.380643,8.00273e-05,0.525000,0.524895,9.70139e-05,330,5.67154,1.36117,4.92968,0.689811,0.664042,0.0436559,10.9913,15.9338,9.77826,0.587911,15.1926,0.538969,86.0119,112.713,0.158378,0.134443,0.981981,0.364552,0.541628,0.981981,17.3217,14.9485,28.2562,25.3349,6.25532,3.28966,0.366646,0.505548,2.42726,-4.28461
4,3.60388,0.0122012,0.425000,0.423087,9.91295e-05,0.525000,0.527913,8.80266e-05,330,3.34933,0.625371,3.04033,0.5918,0.573884,0.0347347,13.2748,22.4313,11.5455,0.676646,20.1098,0.652727,86.0119,112.713,0.180077,0.0677435,0.79668,0.633349,0.279241,0.79668,20.0049,17.0254,33.1543,28.3742,5.79716,3.0575,0.405614,0.506099,2.39722,-5.46948
4,4.03969,0.0127402,0.475000,0.468718,8.36741e-05,0.525000,0.522338,8.16722e-05,330,4.05639,1.19164,3.67719,0.627625,0.609232,0.0550791,6.06294,9.66014,5.03177,0.455745,8.34267,0.4375,86.0119,112.713,0.0457178,0.0386731,0.363604,0.202146,0.15334,0.363604,8.45289,6.89759,14.1436,11.6942,5.45967,2.91798,0.44609,0.49738,2.3996,-5.37549
4,3.29801,0.00494454,0.375000,0.380859,8.29575e-05,0.575000,0.57301,0.000100154,330,5.78818,1.46212,4.40305,0.693508,0.642987,0.0457826,9.21744,13.291,8.0324,0.50841,12.7102,0.482113,86.0119,112.713,0.260618,0.112139,1.42172,0.575097,0.445522,1.42172,14.4517,12.0093,24.2831,21.3572,6.24706,3.01814,0.366657,0.551913,2.6476,4.40417
4,3.56807,0.0127773,0.425000,0.418342,8.00716e-05,0.575000,0.566025,6.71026e-05,330,3.39415,0.846831,2.81211,0.594274,0.559608,0.0464667,6.80808,11.4561,6.25847,0.456959,10.9959,0.459485,86.0119,112.713,0.175001,0.148346,0.787676,0.437425,0.586529,0.787676,11.7498,10.2432,19.9641,17.3778,5.8423,2.89064,0.397838,0.540848,2.5748,1.53324
4,3.65952,0.00785577,0.425000,0.416885,7.51382e-05,0.575000,0.581247,3.64835e-05,320,3.59888,1.85653,2.17034,0.605205,0.513803,0.0964549,1.74111,2.8769,1.67508,0.207143,2.89097,0.305092,102.643,72.8146,0.100543,0.0826919,0.461344,0.100391,0.315064,0.461344,4.30551,3.68912,7.37193,6.3434,6.0009,2.87464,0.399629,0.558891,2.72137,-8.0638
4.75,4.70714,0.0133252,0.425000,0.422418,0.000102174,0.325000,0.344901,6.30388e-06,180,4.10276,1.9154,4.02845,0.629756,0.626329,0.0875212,1.12827,1.7916,1.08293,0.121251,1.73324,0.157879,227.573,140.285,0.00837728,0.00284196,0.0156478,0.0225989,0.0114837,0.0156478,1.55834,1.48022,2.36147,2.23962,7.31995,4.9833,0.409186,0.334011,2.04798,-8.6339
4.75,4.16438,0.00910324,0.375000,0.37865,9.25485e-05,0.375000,0.374262,9.95608e-05,180,4.42782,0.577042,4.24458,0.644036,0.636124,0.0243724,13.8482,21.5022,12.569,0.396819,19.9985,0.531502,227.573,140.285,0.0451108,0.0822479,0.410473,0.151905,0.267485,0.410473,18.01,16.1808,27.365,24.9176,7.72032,5.05097,0.36752,0.362622,2.19462,-2.09164
4.75,4.56555,0.017393,0.425000,0.42442,0.000101774,0.375000,0.376885,9.07132e-05,180,4.85233,0.610394,4.68603,0.661106,0.654618,0.0233677,16.8307,25.4584,15.4155,0.450029,24.0406,0.588533,227.573,140.285,0.092203,0.0801011,0.418637,0.251873,0.302339,0.418637,21.6747,19.6303,33.2841,30.7059,7.07723,4.62818,0.409932,0.363733,2.16076,-3.60245
4.75,4.9477,0.0176761,0.475000,0.471053,9.68459e-05,0.375000,0.379703,8.04562e-05,180,4.16267,0.655149,3.9837,0.632473,0.624234,0.0294983,10.0707,15.9227,9.02506,0.361302,14.6534,0.47452,227.573,140.285,0.0381127,0.0703676,0.303537,0.155401,0.242527,0.303537,11.1139,9.84022,17.1757,15.3772,6.44164,4.20351,0.454299,0.365998,2.12508,-5.19406
4.75,5.32079,0.0108144,0.525000,0.519465,9.36024e-05,0.375000,0.384111,5.1024e-05,180,4.75259,1.37247,4.58158,0.657244,0.650414,0.0537464,3.58864,5.46014,3.0426,0.220291,4.5523,0.295001,227.573,140.285,0.0190499,0.0256452,0.0946495,0.0414854,0.0882924,0.0946495,3.10457,2.59352,4.82113,3.90494,5.80728,3.76542,0.497682,0.367744,2.0965,-6.46909
4.75,4.16501,0.00873283,0.375000,0.379233,9.17845e-05,0.425000,0.422993,0.000102846,180,3.85433,0.515153,3.603,0.618045,0.605419,0.0250518,9.75675,15.7865,9.43086,0.297867,15.8215,0.420929,227.573,140.285,0.0631071,0.0466278,0.465355,0.197978,0.168832,0.465355,14.0935,13.4642,21.9861,21.524,7.70476,4.70509,0.367838,0.410149,2.47816,10.5576
4.75,4.54247,0.0169879,0.425000,0.425548,0.000103471,0.425000,0.423278,0.000102871,180,4.62211,0.54079,4.33249,0.652057,0.639963,0.0218234,16.3777,25.117,15.026,0.407663,23.5944,0.561953,227.573,140.285,0.12363,0.106386,0.744837,0.234835,0.36652,0.744837,21.8318,19.7233,34.405,31.4956,7.01852,4.30384,0.411452,0.408885,2.40993,7.51374
4.75,4.90027,0.0194887,0.475000,0.472268,0.000101362,0.425000,0.423514,0.000105897,180,5.49385,0.821097,5.23148,0.684006,0.675025,0.0273294,12.4336,18.1777,11.3523,0.365169,17.0934,0.492422,227.573,140.285,0.053452,0.108029,0.444458,0.234788,0.360563,0.444458,14.0192,12.6179,22.2474,20.1917,6.36102,3.90799,0.45448,0.406636,2.34336,4.54373
4.75,5.28673,0.0121141,0.525000,0.520539,9.68501e-05,0.425000,0.423779,0.000102568,180,5.34764,1.24539,5.10194,0.679063,0.6704,0.0427584,5.22921,7.70062,4.59602,0.248327,7.23095,0.318405,227.573,140.285,0.0427812,0.049886,0.158201,0.0815177,0.168137,0.158201,5.27743,4.54488,8.40969,7.62413,5.75445,3.53209,0.498812,0.405049,2.29496,2.38477
4.75,4.1634,0.00489795,0.375000,0.385323,5.61378e-05,0.475000,0.45815,1.96148e-05,180,5.4664,2.02619,4.8673,0.68309,0.661678,0.0678317,1.57334,2.30326,1.50886,0.114149,2.3657,0.156162,227.573,140.285,0.00869418,0.0162579,0.125261,0.0187429,0.0605359,0.125261,2.10456,1.98494,3.34788,3.32339,7.52789,4.37061,0.373046,0.444243,2.64094,17.8199
4.75,4.47754,0.0114253,0.425000,0.428131,9.7027e-05,0.475000,0.46513,6.41093e-05,180,4.56957,0.879319,4.2785,0.649924,0.637615,0.0359211,5.73826,8.82912,5.27167,0.232927,8.44658,0.331183,227.573,140.285,0.0641125,0.0847552,0.259358,0.128621,0.288558,0.259358,7.74263,6.91219,12.4922,11.3607,6.86754,3.96691,0.413015,0.448713,2.59455,15.7501
4.75,4.83926,0.0187361,0.475000,0.472762,9.8426e-05,0.475000,0.46909,8.81186e-05,180,5.76023,1.13302,5.36436,0.69263,0.679637,0.035681,6.71589,9.69621,6.22235,0.250304,9.44396,0.344828,227.573,140.285,0.0450431,0.0851531,0.337778,0.122367,0.286742,0.337778,7.5398,6.83955,12.3028,11.4637,6.28067,3.6126,0.454338,0.450606,2.5602,14.2178
4.75,5.27241,0.0123995,0.525000,0.520979,9.72604e-05,0.475000,0.471154,8.68529e-05,180,3.39301,0.810604,3.10623,0.594211,0.577835,0.0444926,3.3771,5.68333,2.94647,0.189343,4.97568,0.28206,227.573,140.285,0.0269087,0.0575484,0.192833,0.0724252,0.193858,0.192833,3.65166,3.0947,6.01492,4.98417,5.73202,3.28403,0.498589,0.451069,2.54292,13.4467
4.75,4.16961,0.0108154,0.375000,0.376323,9.37549e-05,0.425000,0.438203,2.82509e-05,170,3.60499,0.740025,3.46307,0.605522,0.598021,0.0383857,4.9196,8.12456,4.4282,0.237714,7.54744,0.333389,261.768,150.52,0.195695,0.0252687,0.125263,0.345682,0.0856821,0.125263,6.62536,5.666,10.4314,9.13658,7.79546,4.65065,0.365256,0.425556,2.58962,-7.65787
4.75,4.66947,0.0153035,0.425000,0.423325,0.000101009,0.425000,0.439479,2.75851e-05,170,5.46623,1.49991,5.24489,0.683084,0.675497,0.0502148,3.80229,5.56635,3.57204,0.207264,5.61613,0.274543,261.768,150.52,0.180981,0.0272221,0.105145,0.354019,0.101933,0.105145,4.93863,4.36914,7.881,7.30592,7.24464,4.32683,0.409396,0.425149,2.58511,-7.81874
4.75,5.07675,0.0074136,0.475000,0.466262,7.84503e-05,0.425000,0.442211,1.79254e-05,170,2.2894,0.952863,2.22609,0.523007,0.518156,0.0722658,1.0562,2.01948,0.909621,0.115586,1.77371,0.170353,261.768,150.52,0.0254355,0.0021365,0.0169708,0.0769331,0.00962864,0.0169708,1.18085,0.986143,1.90602,1.59236,6.6969,3.99213,0.449689,0.426547,2.56809,-8.42563
4.75,3.87124,0.000821516,0.325000,0.344931,7.77264e-06,0.475000,0.47374,0.000100356,170,4.20107,2.20385,3.82882,0.634194,0.6168,0.0983019,0.700092,1.10391,0.664864,0.0787456,1.07841,0.117732,261.768,150.52,0.0152991,0.0101987,0.0467258,0.0472861,0.035738,0.0467258,1.48906,1.3599,2.3608,2.12872,8.23591,4.63225,0.335906,0.46052,2.83643,1.14303
4.75,4.16517,0.00873481,0.375000,0.379085,9.06312e-05,0.475000,0.473772,0.00010397,170,3.95314,0.51983,3.73132,0.62279,0.611968,0.024655,11.2967,18.1389,10.5323,0.327865,16.7717,0.488363,261.768,150.52,0.445397,0.0787021,0.464868,0.79875,0.260132,0.464868,15.2876,13.5439,24.5459,21.2629,7.70912,4.35621,0.367803,0.459765,2.7777,-0.951318
4.75,4.55519,0.016869,0.425000,0.42481,0.000100992,0.475000,0.474786,9.81978e-05,170,5.76473,0.772215,5.35627,0.692772,0.679359,0.0242963,16.4887,23.8011,14.6592,0.42005,22.6602,0.573703,261.768,150.52,0.541039,0.177944,0.785346,1.31856,0.513524,0.785346,20.5645,17.3861,33.4662,29.286,7.05366,3.99982,0.410363,0.458679,2.71592,-3.15422
4.75,4.93835,0.018156,0.475000,0.471498,9.62165e-05,0.475000,0.477894,9.33406e-05,170,4.31208,0.668144,4.04992,0.639079,0.627325,0.0290116,10.424,16.3109,8.809,0.346606,13.6251,0.504102,261.768,150.52,0.12631,0.120986,0.456521,0.426696,0.368939,0.456521,11.4538,9.4076,18.8437,14.8217,6.4209,3.63379,0.454343,0.460109,2.66953,-4.80855
4.75,5.30937,0.0113607,0.525000,0.519144,9.33617e-05,0.475000,0.481003,7.47419e-05,170,3.87036,1.04359,3.59502,0.618823,0.605004,0.0505431,3.26659,5.27872,2.64665,0.206909,4.60763,0.272196,261.768,150.52,0.0153922,0.018958,0.134423,0.0299126,0.0657638,0.134423,3.2355,2.58744,5.37654,4.59557,5.80291,3.26835,0.497188,0.460757,2.62359,-6.44669
4.75,4.90156,0.0200742,0.475000,0.471925,0.000101588,0.525000,0.523416,0.000102695,170,5.62499,0.874495,5.22854,0.688311,0.674922,0.028319,11.5453,16.7734,10.1006,0.351348,15.8189,0.464419,261.768,150.52,0.317257,0.0761971,0.542774,0.96582,0.256601,0.542774,11.6282,9.77682,19.6639,17.1119,6.37052,3.3509,0.453981,0.503283,2.90102,3.44618
4.75,5.28207,0.0123521,0.525000,0.519814,8.87388e-05,0.525000,0.522862,9.83294e-05,170,3.87803,0.840328,3.64834,0.619194,0.607758,0.0406195,4.47207,7.2224,3.72253,0.220603,6.35206,0.31233,261.768,150.52,0.0370606,0.0811621,0.163373,0.103269,0.278176,0.163373,4.20282,3.38731,7.17839,5.93422,5.76413,3.03531,0.49724,0.499689,2.83494,1.08987
4.75,5.00558,0.0122127,0.475000,0.472482,9.75086e-05,0.325000,0.344276,7.98351e-06,300,9.64504,6.17762,9.37933,0.78014,0.775773,0.0995389,1.17169,1.5019,1.06742,0.108835,1.4131,0.131376,284.343,183.995,0.00222152,0.00503722,0.0251715,0.0113801,0.0223265,0.0251715,1.41125,1.27691,2.13365,1.95961,6.47217,4.41854,0.455688,0.331245,1.94306,-8.50802
4.75,4.15387,0.0023419,0.375000,0.389827,2.54261e-05,0.375000,0.373771,0.000102503,300,5.72522,1.6672,5.26262,0.691524,0.676117,0.0528823,2.75204,3.97968,2.38205,0.157721,3.69571,0.201495,284.343,183.995,0.0166881,0.0192865,0.147493,0.0624012,0.0804817,0.147493,4.36028,3.71708,6.60827,5.89949,7.38604,4.83215,0.377989,0.361953,2.1229,-0.0398805
4.75,4.44942,0.0100604,0.425000,0.426587,9.83602e-05,0.375000,0.373925,9.87687e-05,300,5.01736,0.674044,4.71696,0.667309,0.655843,0.0248685,11.5737,17.3438,10.4033,0.328032,16.1782,0.419669,284.343,183.995,0.0485405,0.0395427,0.491825,0.158379,0.170685,0.491825,15.3614,13.6911,23.4394,21.4194,6.86702,4.50709,0.411688,0.360502,2.07892,-2.11064
4.75,4.84653,0.0198139,0.475000,0.474715,0.000102082,0.375000,0.376987,9.16216e-05,300,5.10795,0.721369,4.8812,0.670618,0.662208,0.0260878,11.7359,17.5001,10.3559,0.349219,16.2276,0.438499,284.343,183.995,0.0602852,0.0862293,0.357354,0.213832,0.304234,0.357354,15.5597,13.5358,23.8947,21.4499,6.2479,4.09655,0.456373,0.361721,2.05064,-3.44241
4.75,5.20425,0.0205125,0.525000,0.521785,9.80402e-05,0.375000,0.3801,8.58657e-05,300,4.75206,0.863234,4.56204,0.657224,0.649616,0.0338087,7.02371,10.6869,6.1782,0.276041,9.44321,0.354713,284.343,183.995,0.0416767,0.0644626,0.206549,0.113799,0.231903,0.206549,7.78111,6.72684,11.9813,10.1994,5.65509,3.69873,0.498584,0.362217,2.01941,-4.91287
