Q2,Q2_corr,xbj,xbj_corr,z,z_corr,RunGroup,y_RD,error_RD,y_RD_rho,yield_neg,yield_pos,charge_neg,charge_pos,yield_neg_rho,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp,Residual
4.0,3.98252,0.425,0.423536,0.425,0.442652,130.0,3.10829,1.60963,2.54511,1.57591,2.72669,154.833,64.4966,0.182863,0.182863,3.06049,2.6245,4.81012,4.17108,6.30343,3.77562,0.407318,0.426489,2.21853,-3.5165,-0.871733705938481
4.0,3.17436,0.325,0.338414,0.475,0.474312,130.0,3.77203,0.980767,3.22914,6.04239,9.84103,154.833,64.4966,0.663261,0.663261,11.9552,10.5917,18.6323,15.602,7.09018,4.02019,0.328242,0.459396,2.37266,3.18647,-0.5652469608136519
4.0,3.43372,0.375,0.375535,0.475,0.47603,130.0,4.31606,0.670886,3.7914,18.2434,28.5387,154.833,64.4966,1.66517,1.66517,28.6217,26.8005,45.3007,42.7521,6.59563,3.75545,0.362307,0.459394,2.32086,0.933712,0.06518837728663816
4.0,3.82103,0.425,0.423275,0.475,0.478746,130.0,3.93574,0.677282,3.51582,15.9075,25.5762,154.833,64.4966,1.19483,1.19483,24.0065,20.4666,38.5563,32.1381,6.08939,3.47088,0.406584,0.459915,2.30316,0.163815,-0.45503392875893295
4.0,4.19033,0.475,0.470628,0.475,0.4807,130.0,2.83852,0.625976,2.56762,7.81151,13.9166,154.833,64.4966,0.441837,0.441837,9.1333,7.62102,14.8445,12.8302,5.59804,3.19267,0.449977,0.459558,2.28101,-0.799273,-2.283852256181679
4.0,3.17271,0.325,0.338435,0.525,0.522021,130.0,6.38012,2.38556,5.45603,4.1382,5.82037,154.833,64.4966,0.447372,0.447372,8.21503,7.52532,13.1753,12.4212,7.08643,3.71456,0.3279,0.506398,2.61049,13.5296,1.0183766087166812
4.0,3.42254,0.375,0.376983,0.525,0.523621,130.0,3.41731,0.485549,2.99483,17.8425,29.9601,154.833,64.4966,1.44061,1.44061,26.1226,22.4865,42.6009,37.2209,6.54292,3.45398,0.357415,0.501735,2.53622,10.2997,-0.9901183882918849
4.0,3.72616,0.425,0.425231,0.525,0.523766,130.0,3.55182,0.48503,3.19755,21.9123,36.3542,154.833,64.4966,1.42398,1.42398,30.3293,25.3903,50.2028,42.1065,5.92209,3.15324,0.408146,0.502629,2.44785,6.45654,-0.6967320593417922
4.0,4.0179,0.475,0.471849,0.525,0.524957,130.0,3.04287,0.486624,2.70029,15.2406,26.5498,154.833,64.4966,1.10573,1.10573,18.1744,15.3355,30.4355,25.3832,5.38113,2.87322,0.449848,0.500645,2.38335,3.65121,-1.7937417117674197
4.0,4.37594,0.525,0.513643,0.525,0.519221,130.0,4.94535,1.89441,4.46119,3.6514,5.49388,154.833,64.4966,0.230945,0.230945,3.79296,3.13478,6.38776,5.47199,5.02647,2.71134,0.479724,0.477901,2.35906,2.59487,0.4804943439120095
4.0,3.64685,0.425,0.426215,0.575,0.570072,130.0,4.77461,1.00625,4.02022,11.4384,17.3808,154.833,64.4966,1.11689,1.11689,15.7834,12.8489,26.9207,23.1493,5.79507,2.86523,0.407907,0.545897,2.60196,13.1586,1.2556488580628367
4.0,4.00008,0.475,0.467737,0.575,0.564622,130.0,4.87869,1.46565,4.13491,6.20525,9.3719,154.833,64.4966,0.617278,0.617278,7.85503,6.17638,13.5309,10.6398,5.43209,2.71904,0.438025,0.53379,2.57473,11.9743,0.8818985510221264
4.0,3.17614,0.325,0.337341,0.525,0.535435,120.0,2.53195,0.930685,2.11706,2.91605,5.39292,88.5775,67.6945,0.29248,0.29248,6.186,5.25212,10.0054,8.44895,7.12314,3.65132,0.327131,0.519794,2.68914,-2.61911,-1.4089089652393847
4.0,3.49202,0.375,0.373587,0.525,0.537975,120.0,8.1346,3.42613,6.60028,5.83054,7.74542,88.5775,67.6945,0.724636,0.724636,9.0331,7.51644,14.854,12.9993,6.73807,3.45179,0.360229,0.520697,2.68179,-2.88537,1.2696815183641408
4.0,3.96395,0.425,0.423916,0.525,0.537552,120.0,2.76984,0.982276,2.32523,3.42914,6.158,88.5775,67.6945,0.339569,0.339569,5.5526,4.56971,9.28808,7.50967,6.26992,3.2362,0.408299,0.51758,2.68075,-2.92295,-1.029490464913871
4.0,3.16859,0.325,0.337946,0.575,0.573931,120.0,9.36724,4.31177,7.51218,5.35132,6.89985,88.5775,67.6945,0.725992,0.725992,9.41731,7.93079,15.5565,13.633,7.09204,3.39033,0.327861,0.555912,2.87148,3.98387,1.3550461010620416
4.0,3.42917,0.375,0.375598,0.575,0.575018,120.0,3.92022,0.648792,3.31467,17.7661,28.5986,88.5775,67.6945,1.7925,1.7925,24.7677,20.7694,41.6479,35.4902,6.58626,3.17486,0.362424,0.555159,2.80097,1.4304,0.6805049466139426
4.0,3.81272,0.425,0.423132,0.575,0.577738,120.0,3.57266,0.62074,3.07007,15.2702,25.2886,88.5775,67.6945,1.3895,1.3895,20.4537,17.145,35.0503,29.6541,6.08084,2.93878,0.406588,0.555422,2.77615,0.531731,0.1986369611179277
4.0,4.19348,0.475,0.467328,0.575,0.575231,120.0,4.38864,1.32985,3.85362,6.10953,9.51086,88.5775,67.6945,0.484346,0.484346,6.8899,5.54055,11.9623,9.66215,5.66346,2.76246,0.44619,0.549414,2.75351,-0.288154,0.6669874397032894
4.0,3.17474,0.325,0.338705,0.625,0.624127,120.0,4.24036,1.48856,2.70802,3.67017,5.77127,88.5775,67.6945,0.859148,0.859148,6.92406,5.96406,11.6883,10.727,7.08289,3.06616,0.328648,0.605681,3.122,13.0559,0.7620568129099958
4.0,3.42418,0.375,0.37685,0.625,0.62372,120.0,3.79981,0.658178,2.85126,14.6097,23.7411,88.5775,67.6945,2.25487,2.25487,20.8412,17.6395,35.9133,32.5169,6.54892,2.87751,0.36367,0.602029,3.02525,9.55228,1.1008650997712341
4.0,3.76197,0.425,0.42014,0.625,0.61835,120.0,4.28729,0.902602,3.37822,11.0473,17.3156,88.5775,67.6945,1.69113,1.69113,15.2898,13.2961,26.7773,22.9199,6.07335,2.72517,0.40229,0.593161,2.95424,6.98099,1.3012513525043148
4.0,3.38698,0.375,0.371509,0.675,0.660096,120.0,5.91525,2.33033,4.62734,4.16545,5.97252,88.5775,67.6945,0.725699,0.725699,4.69312,3.86596,8.19986,6.35042,6.61356,2.69311,0.344245,0.634955,3.21158,16.2997,1.345443922792058
4.0,3.47947,0.375,0.373917,0.625,0.633141,110.0,4.25227,1.51117,3.05198,6.86577,10.7874,46.6482,49.077,1.27993,1.27993,11.7373,9.64739,20.2504,16.7388,6.70912,2.87316,0.360849,0.612278,3.14311,-2.46504,0.8289423446691181
4.0,3.92318,0.425,0.420111,0.625,0.63088,110.0,6.98808,3.90932,5.59818,4.21101,5.7925,46.6482,49.077,0.585034,0.585034,6.10777,5.08376,10.7327,9.10902,6.29761,2.7366,0.403341,0.607549,3.14306,-2.46632,1.017253896788264
4.0,3.1738,0.325,0.338343,0.675,0.671334,110.0,5.33703,2.63989,4.20102,3.74449,5.51715,46.6482,49.077,0.526697,0.526697,6.7349,5.76975,11.5772,10.4729,7.09125,2.77257,0.327898,0.651007,3.36141,4.30923,0.9921615372533108
4.0,3.40914,0.375,0.369993,0.675,0.66413,110.0,8.18526,3.55372,6.86123,8.24027,10.9316,46.6482,49.077,0.874987,0.874987,10.1783,8.2702,17.7862,15.0434,6.68951,2.69526,0.354302,0.640856,3.26637,1.3602,1.5299806667077418
4.0,3.2993,0.375,0.380713,0.375,0.374775,350.0,5.29414,0.975652,4.88828,11.845,17.4907,167.857,90.7974,0.705069,0.705069,20.704,19.6365,30.2877,29.1328,6.25228,4.1124,0.366674,0.360468,1.72947,2.47986,0.364286583075381
4.0,3.58854,0.425,0.424283,0.375,0.378608,350.0,6.91254,1.18948,6.54814,18.6987,25.7882,167.857,90.7974,0.746722,0.746722,25.7417,23.7944,37.9992,36.0707,5.75378,3.78437,0.406933,0.362481,1.70429,0.98774,1.6828573219579095
4.0,3.96891,0.475,0.47284,0.375,0.380275,350.0,4.41382,0.777426,4.1943,11.983,18.6233,167.857,90.7974,0.466988,0.466988,17.0694,16.1475,25.3702,23.7839,5.30767,3.49257,0.450952,0.362037,1.69785,0.606058,-0.6837308769478234
4.0,4.28964,0.525,0.520405,0.375,0.382716,350.0,7.27631,2.41626,6.89326,5.91059,8.05306,167.857,90.7974,0.230915,0.230915,6.3499,5.72527,9.46486,8.76072,4.83783,3.18127,0.493971,0.362747,1.67862,-0.533182,0.930309372771687
4.0,3.29754,0.375,0.382428,0.425,0.419121,350.0,6.23269,1.43009,5.69574,7.75298,10.9688,167.857,90.7974,0.48938,0.48938,11.9201,11.2412,17.9822,17.83,6.2108,3.8467,0.367999,0.403246,1.92553,14.0978,1.091369724396922
4.0,3.54324,0.425,0.426319,0.425,0.421965,350.0,6.7695,1.11531,6.05133,17.4038,24.1238,167.857,90.7974,1.38246,1.38246,22.7487,21.5472,34.6474,34.3092,5.6538,3.51369,0.408523,0.403747,1.8683,10.7064,1.9029370093031768
4.0,3.81035,0.475,0.474645,0.425,0.423287,350.0,4.59965,0.65778,4.25723,18.5499,28.488,167.857,90.7974,1.02054,1.02054,24.9316,22.2883,38.1889,34.0168,5.10247,3.18331,0.451739,0.402202,1.80956,7.22568,-0.12040193597128339
4.0,4.08458,0.525,0.521573,0.425,0.424675,350.0,6.80284,1.47268,6.34255,13.0188,18.0242,167.857,90.7974,0.743758,0.743758,15.4608,13.8103,23.7662,20.5761,4.63002,2.89011,0.493333,0.400418,1.77049,4.91078,1.387222697896979
4.0,4.43504,0.575,0.56382,0.425,0.419642,350.0,5.63402,2.2968,5.19121,3.1615,4.59117,167.857,90.7974,0.170395,0.170395,3.52309,2.92435,5.40541,4.54845,4.31344,2.71072,,,1.75774,4.1553,0.30544944548949743
4.0,3.46222,0.425,0.431941,0.475,0.461438,350.0,5.04444,1.63207,5.01825,2.9891,4.47266,167.857,90.7974,0.016167,0.016167,3.55409,3.69181,5.57552,5.34437,5.43858,3.21525,0.412391,0.44073,1.97076,16.7778,0.41302747062738654
4.0,3.67829,0.475,0.476876,0.475,0.46877,350.0,4.69135,1.11228,4.0464,6.77818,10.3511,167.857,90.7974,0.664922,0.664922,9.61242,8.61301,15.2454,13.9513,4.92,2.8939,0.452343,0.444756,1.92619,14.1364,0.3037085178523949
4.0,3.30675,0.375,0.377964,0.425,0.439944,340.0,5.41727,2.00193,4.75934,3.99615,5.86431,163.336,72.9859,0.334102,0.334102,7.85482,6.81386,12.0545,10.8163,6.32647,3.79332,0.364021,0.424534,2.05131,-2.86288,0.4413813201415229
4.0,3.6927,0.425,0.423123,0.425,0.440702,340.0,6.77558,3.03324,6.32302,3.3259,4.60911,163.336,72.9859,0.163401,0.163401,5.97952,5.38647,9.29767,8.61251,5.91753,3.55902,0.406733,0.423176,2.04933,-2.9569,0.7433197779870424
4.0,4.1196,0.475,0.472474,0.425,0.440505,340.0,5.31187,2.70512,5.10782,2.26794,3.34588,163.336,72.9859,0.0632372,0.0632372,3.52932,2.92343,5.54203,4.5029,5.48269,3.31148,0.452202,0.421037,2.0465,-3.0907,0.275859806353217
4.0,3.29911,0.375,0.381362,0.475,0.47375,340.0,3.41654,0.64999,2.89494,10.0211,16.8282,163.336,72.9859,1.03691,1.03691,18.67,16.2063,29.38,25.3225,6.23742,3.5624,0.367527,0.456198,2.18521,3.47774,-1.3357966098116647
4.0,3.58073,0.425,0.424564,0.475,0.476249,340.0,5.44271,0.964,4.95359,16.4352,24.0882,163.336,72.9859,1.08335,1.08335,23.9874,21.6083,38.2522,35.1222,5.73765,3.28902,0.40716,0.456423,2.14068,1.36927,1.2271802127473204
4.0,3.94545,0.475,0.472737,0.475,0.478265,340.0,4.09472,0.773974,3.70917,12.559,19.9543,163.336,72.9859,0.778882,0.778882,17.7184,14.8043,28.581,24.1812,5.28361,3.03406,0.451095,0.456188,2.12642,0.693976,-0.24407163767223694
4.0,4.29009,0.525,0.518813,0.475,0.477626,340.0,4.65136,1.49822,4.31965,5.24814,8.0341,163.336,72.9859,0.218744,0.218744,6.2887,4.9643,10.2136,8.60448,4.86237,2.80646,0.491776,0.4518,2.10434,-0.351779,0.18505825083617045
4.0,3.29663,0.375,0.382074,0.525,0.521777,340.0,7.16658,2.02015,5.84689,7.43526,10.1666,163.336,72.9859,1.05581,1.05581,11.3332,10.4907,18.4135,17.4531,6.21747,3.28801,0.367571,0.502372,2.40127,13.7088,1.6125589613148994
4.0,3.54557,0.425,0.425962,0.525,0.522741,340.0,4.44244,0.702689,3.97819,15.7119,24.3726,163.336,72.9859,1.15255,1.15255,20.7508,18.2189,34.2215,30.4308,5.66413,3.02434,0.40811,0.500689,2.32057,9.88757,0.7782118995219113
4.0,3.83977,0.475,0.472007,0.525,0.521517,340.0,5.20308,1.03149,4.62332,13.4391,19.9387,163.336,72.9859,1.06239,1.06239,18.7334,15.8921,31.219,26.5263,5.17769,2.7914,0.448875,0.49589,2.26189,7.10861,1.2248237753037048
4.0,4.25527,0.525,0.51263,0.525,0.515801,340.0,6.37775,3.31887,5.40891,2.52517,3.55197,163.336,72.9859,0.240258,0.240258,3.3625,2.7615,5.63319,4.93472,4.92773,2.68352,0.471027,0.462498,2.2831,8.11321,0.6991902848936895
4.0,3.46726,0.425,0.426899,0.575,0.564449,340.0,5.28943,1.79902,4.64612,4.44833,6.57014,163.336,72.9859,0.293052,0.293052,5.74423,4.56011,9.75028,8.83167,5.54057,2.77704,0.405929,0.539786,2.44562,15.809,0.9640609657332515
4.0,3.30497,0.375,0.378666,0.525,0.533183,330.0,4.62975,1.3559,4.0653,6.2178,9.53116,86.0119,112.713,0.508567,0.508567,11.4545,9.64923,18.7374,16.0953,6.30754,3.26533,0.365057,0.514136,2.48183,-2.13303,0.5979061574551423
4.0,3.66698,0.425,0.42302,0.525,0.534945,330.0,3.42536,0.947102,2.98948,5.62083,9.43126,86.0119,112.713,0.46363,0.46363,9.60857,8.18685,15.9892,13.8043,5.88454,3.05718,0.405975,0.513399,2.47238,-2.50563,-0.39367540841494253
4.0,4.09959,0.475,0.472868,0.525,0.534587,330.0,3.08683,1.19105,2.62087,3.16651,5.49093,86.0119,112.713,0.281532,0.281532,5.36726,4.3523,9.05451,7.59303,5.45267,2.85094,0.451499,0.510755,2.47063,-2.5746,-0.6326809526221917
4.0,3.29859,0.375,0.38111,0.575,0.573581,330.0,5.63991,1.39837,4.30785,9.38588,13.6265,86.0119,112.713,1.43062,1.43062,14.3054,11.8467,24.0452,20.979,6.24239,3.01261,0.36702,0.552415,2.64897,4.45808,1.5398939574165889
4.0,3.57409,0.425,0.423424,0.575,0.574315,330.0,4.77941,0.936313,3.96514,14.1655,21.5187,86.0119,112.713,1.55386,1.55386,20.0506,16.5311,34.2706,29.2988,5.74995,2.80479,0.405402,0.550419,2.58547,1.95398,1.393512979352711
4.0,3.99293,0.475,0.467705,0.575,0.567428,330.0,5.24208,1.71445,4.31695,5.025,7.44006,86.0119,112.713,0.641585,0.641585,7.17877,6.31417,12.3942,11.0321,5.4257,2.69336,0.441827,0.538562,2.58366,1.88255,0.9795138374667047
4.0,3.29359,0.375,0.380273,0.625,0.620779,330.0,6.68372,2.0298,5.8873,6.60181,9.1794,86.0119,112.713,0.483252,0.483252,9.26726,7.57657,15.9636,14.0135,6.25304,2.75635,0.36584,0.59852,2.86942,13.1511,1.7670624699698108
4.0,3.56315,0.425,0.416602,0.625,0.612031,330.0,6.1918,2.39109,4.47005,3.84491,5.44878,86.0119,112.713,0.775025,0.775025,5.74392,5.09923,10.0144,9.16372,5.87135,2.66752,0.383703,0.580407,2.79253,10.1189,1.266965429767389
4.0,3.29775,0.375,0.377795,0.625,0.625711,320.0,4.55013,1.26446,3.57166,5.94189,9.15364,102.643,72.8146,0.819789,0.819789,9.97063,8.41692,17.2063,15.316,6.31549,2.75519,0.363798,0.603257,2.91418,-1.5501,1.1803142777216655
4.0,3.64561,0.425,0.416381,0.625,0.618873,320.0,1.86011,0.795653,0.895717,1.92967,3.95372,102.643,72.8146,0.516896,0.516896,4.44959,3.60495,7.77973,6.50717,5.99215,2.67222,0.391279,0.590947,2.89036,-2.35479,-1.5669169486700956
4.75,4.16697,0.375,0.377678,0.375,0.380602,180.0,4.13238,0.627627,3.9908,9.62531,15.2515,227.573,140.285,0.226525,0.226525,12.8484,11.4569,19.5815,17.9486,7.7525,5.02719,0.36667,0.369267,2.23879,-0.121414,-0.9335566121999865
4.75,4.60083,0.425,0.423606,0.375,0.383649,180.0,5.13932,0.839446,4.94315,10.1462,15.1041,227.573,140.285,0.276515,0.276515,12.7831,11.4758,19.7234,18.1891,7.14479,4.62777,0.409452,0.37067,2.22058,-0.933643,0.5137889420868393
4.75,5.01085,0.475,0.469479,0.375,0.386845,180.0,3.70357,0.897961,3.53684,3.92181,6.42319,227.573,140.285,0.123646,0.123646,4.77833,4.27311,7.43007,6.66864,6.5484,4.23095,0.452321,0.372321,2.20062,-1.82421,-1.1586447269494733
4.75,5.36951,0.525,0.51689,0.375,0.392077,180.0,2.60149,1.24884,2.43342,0.885829,1.62371,227.573,140.285,0.0400721,0.0400721,0.823318,0.704809,1.28885,1.00111,5.90392,3.79014,0.49582,0.375859,2.17098,-3.14627,-1.7772591730620195
4.75,4.16513,0.375,0.379232,0.425,0.42303,180.0,3.72479,0.493887,3.47996,9.74833,15.938,227.573,140.285,0.465227,0.465227,13.8343,13.1742,21.5835,21.0319,7.70502,4.7052,0.367809,0.410154,2.47845,10.5708,-1.4702575261313897
4.75,4.54325,0.425,0.425469,0.425,0.423331,180.0,4.76371,0.567764,4.46373,16.3259,24.8235,227.573,140.285,0.741004,0.741004,21.2801,19.1408,33.5398,30.6976,7.02147,4.30559,0.411455,0.408969,2.41107,7.56452,0.540633242558619
4.75,4.90475,0.475,0.472196,0.425,0.423919,180.0,5.14779,0.760457,4.89217,12.0433,17.9201,227.573,140.285,0.438434,0.438434,13.4345,12.0407,21.3253,19.3456,6.36763,3.91027,0.454449,0.407113,2.34798,4.75008,0.8422479007406524
4.75,5.28941,0.525,0.520443,0.425,0.424346,180.0,5.09195,1.18654,4.84934,5.02752,7.50333,227.573,140.285,0.157951,0.157951,5.00186,4.30049,7.97397,7.18701,5.75883,3.53256,0.498713,0.405646,2.29956,2.58991,0.40194895907811523
4.75,4.16288,0.375,0.385303,0.475,0.458126,180.0,5.14732,1.86103,4.5823,1.57855,2.34891,227.573,140.285,0.125261,0.125261,2.09821,1.96985,3.33786,3.28817,7.52761,4.37046,0.372902,0.444171,2.64064,17.8063,0.5085024121037046
4.75,4.47788,0.425,0.428133,0.475,0.465151,180.0,4.38706,0.829133,4.1181,5.79792,9.02673,227.573,140.285,0.249621,0.249621,7.69915,6.84265,12.4225,11.2425,6.86796,3.96707,0.413045,0.4487,2.59486,15.7639,0.27494393028553143
4.75,4.84036,0.475,0.472847,0.475,0.469165,180.0,5.87742,1.16548,5.47607,6.8026,9.76996,227.573,140.285,0.337778,0.337778,7.47061,6.74279,12.1905,11.3217,6.27999,3.61188,0.454426,0.450692,2.56071,14.2406,1.4562013718382352
4.75,5.27411,0.525,0.520993,0.475,0.471299,180.0,3.18105,0.74624,2.91855,3.39946,5.83865,227.573,140.285,0.186741,0.186741,3.6068,3.04756,5.94166,4.89204,5.73335,3.28431,0.498613,0.451086,2.54446,13.5156,-1.4604044018663596
4.75,3.87165,0.325,0.344936,0.475,0.473652,170.0,3.67195,1.86242,3.32499,0.672689,1.10464,261.768,150.52,0.0467258,0.0467258,1.43585,1.31387,2.27692,2.05258,8.23653,4.63354,0.335875,0.460509,2.83618,1.13402,-0.23585931296070323
4.75,4.16513,0.375,0.377884,0.475,0.476495,170.0,3.98385,0.566054,3.73723,9.518,15.2473,261.768,150.52,0.446446,0.446446,12.8313,11.5551,20.6265,18.0058,7.74342,4.35573,0.36677,0.462502,2.8021,-0.0812876,-0.1463925474601971
4.75,4.59923,0.425,0.423708,0.475,0.479726,170.0,5.90605,0.978955,5.50711,10.7588,15.4325,261.768,150.52,0.490297,0.490297,13.3563,11.2993,21.8041,19.083,7.14019,4.01403,0.409496,0.463887,2.77716,-0.970476,1.8968709695557633
4.75,5.01198,0.475,0.469546,0.475,0.484001,170.0,3.3369,0.687011,3.11403,4.67097,7.90206,261.768,150.52,0.2096,0.2096,5.20138,4.29509,8.59672,6.82836,6.54783,3.66754,0.452471,0.465921,2.75555,-1.74109,-1.0616807363685374
4.75,3.87332,0.325,0.345023,0.525,0.523889,170.0,2.95129,1.52881,2.47472,0.465952,0.819724,261.768,150.52,0.0611363,0.0611363,1.04748,1.05347,1.70146,1.60648,8.23684,4.2533,0.336046,0.508984,3.13831,11.9075,-0.5032021513907274
4.75,4.16541,0.375,0.379158,0.525,0.523668,170.0,5.40415,0.867671,4.79994,8.56992,12.5845,261.768,150.52,0.679666,0.679666,11.2089,10.1867,18.452,17.5039,7.70735,4.00961,0.368039,0.507553,3.07062,9.49376,1.963735127850881
4.75,4.54295,0.425,0.425732,0.525,0.523847,170.0,4.74816,0.626783,4.31855,13.0904,19.9223,261.768,150.52,0.780184,0.780184,17.2178,14.6363,28.7662,25.3987,7.01464,3.67457,0.410628,0.505331,2.98331,6.38042,1.6627160829388645
4.75,4.90649,0.475,0.47183,0.525,0.523894,170.0,3.95411,0.548686,3.62797,10.2655,16.4819,261.768,150.52,0.534625,0.534625,11.1571,9.32702,18.8694,16.3767,6.37811,3.3526,0.453838,0.50388,2.90708,3.66199,0.3652019314095938
4.75,5.29188,0.525,0.520817,0.525,0.524593,170.0,3.19167,0.649507,2.99198,4.34567,7.45589,261.768,150.52,0.163721,0.163721,4.10649,3.32059,7.01977,5.77405,5.75408,3.0203,0.49893,0.502127,2.84395,1.41105,-1.0109798278096789
4.75,4.15987,0.375,0.381328,0.575,0.56327,170.0,4.47406,1.0827,4.04119,3.19668,4.94859,261.768,150.52,0.218089,0.218089,4.36435,3.8597,7.32482,6.5759,7.63654,3.70733,0.369941,0.546588,3.27975,16.9511,1.0072562906392641
4.75,4.50346,0.425,0.426472,0.575,0.569508,170.0,3.66495,0.613191,3.25088,7.02028,11.535,261.768,150.52,0.499481,0.499481,10.2795,8.40677,17.5916,14.5955,6.94309,3.36052,0.411986,0.550154,3.20932,14.4396,0.528746886922039
4.75,4.86946,0.475,0.472564,0.575,0.57213,170.0,4.19053,0.701049,3.69564,7.15533,11.2909,261.768,150.52,0.539483,0.539483,8.19961,6.73459,14.249,11.9994,6.31958,3.05604,0.4542,0.54995,3.14573,12.172,1.1773110393608799
4.75,5.28139,0.525,0.519213,0.575,0.571887,170.0,2.84974,0.628671,2.65373,3.14866,5.60232,261.768,150.52,0.141615,0.141615,3.10355,2.61527,5.46255,4.43545,5.77501,2.79517,0.495964,0.54636,3.10453,10.7029,-0.9662160185228856
4.75,4.42225,0.425,0.434374,0.625,0.610172,170.0,1.32327,0.619938,0.834963,0.617264,1.41433,261.768,150.52,0.101761,0.101761,0.995173,0.833943,1.73998,1.64157,6.64431,2.99391,0.418266,0.588343,3.31534,18.22,-2.732492264255328
4.75,4.74733,0.475,0.472191,0.625,0.612275,170.0,2.87333,0.863866,2.62505,1.69311,3.00448,261.768,150.52,0.0841123,0.0841123,1.81782,1.44653,3.22484,2.62424,6.18955,2.7831,0.448853,0.586694,3.28459,17.1234,-0.190617699588345
4.75,4.17544,0.375,0.373816,0.525,0.543243,160.0,2.36732,1.02903,2.2014,1.14574,2.1665,197.632,109.779,0.0624285,0.0624285,1.9015,1.76607,3.15441,2.54755,7.87882,3.94645,0.363541,0.528032,3.2381,-3.80713,-1.1462150280769974
4.75,4.72762,0.425,0.423373,0.525,0.543132,160.0,4.71316,2.35378,4.27851,1.3202,2.01343,197.632,109.779,0.0721997,0.0721997,1.31513,1.00205,2.22143,1.7523,7.32278,3.68957,0.410329,0.526129,3.23629,-3.8607,0.49252843698166265
4.75,4.16733,0.375,0.37839,0.575,0.575181,160.0,4.14373,0.731314,3.63554,8.19142,12.9689,197.632,109.779,0.697425,0.697425,10.6401,9.46453,17.9321,16.2901,7.73232,3.66177,0.367213,0.558235,3.38119,0.443697,1.1688488566326674
4.75,4.58853,0.425,0.423636,0.575,0.578056,160.0,3.69533,0.60326,3.19603,9.62405,15.7732,197.632,109.779,0.787963,0.787963,11.8025,9.70712,20.2692,17.5259,7.12725,3.38167,0.409694,0.559159,3.34067,-0.759932,0.701870321027243
4.75,5.00806,0.475,0.46974,0.575,0.581187,160.0,3.7573,0.874548,3.45053,4.65459,7.58982,197.632,109.779,0.2365,0.2365,4.68782,3.96484,8.18431,7.28236,6.53904,3.09732,0.452517,0.559542,3.30622,-1.78329,0.533192606948493
4.75,4.16057,0.375,0.378785,0.625,0.623579,160.0,3.41221,0.603307,2.75669,7.04067,11.8278,197.632,109.779,0.89812,0.89812,9.35568,7.93761,16.0529,13.492,7.71048,3.31394,0.36751,0.605552,3.65687,8.63324,0.8462129659541985
4.75,4.54137,0.425,0.42564,0.625,0.624204,160.0,3.53125,0.527223,2.95003,11.1047,18.4567,197.632,109.779,1.10259,1.10259,14.2599,11.5504,24.9692,20.9635,7.01467,3.04517,0.411328,0.60309,3.55537,5.61794,1.1919469009256203
4.75,4.90211,0.475,0.470375,0.625,0.62288,160.0,2.83665,0.483805,2.37996,7.52882,13.4158,197.632,109.779,0.758596,0.758596,8.47295,7.03564,15.0827,12.3163,6.40437,2.80448,0.451596,0.598473,3.4651,2.93642,-0.2417907988941509
4.75,4.15791,0.375,0.380151,0.675,0.669502,160.0,2.65548,0.557342,2.01311,4.14529,7.54727,197.632,109.779,0.646169,0.646169,5.4911,4.69803,9.55721,7.89774,7.66694,2.98171,0.367863,0.649802,3.90964,16.1423,0.2057226067191598
4.75,4.51994,0.425,0.423375,0.675,0.669044,160.0,4.02702,0.845997,3.319,6.1217,9.77497,197.632,109.779,0.728566,0.728566,8.27829,6.89446,14.7047,12.1253,7.04154,2.77571,0.407877,0.646297,3.81316,13.2761,1.746610632726101
4.75,4.93541,0.475,0.46239,0.675,0.661595,160.0,2.57508,1.03546,2.06556,1.24171,2.28368,197.632,109.779,0.15952,0.15952,1.78433,1.52127,3.21201,2.6006,6.62116,2.66857,0.409388,0.614371,3.76991,11.9912,-0.06146626999264117
4.75,4.16789,0.375,0.37444,0.625,0.639374,150.0,1.92797,0.574708,1.55675,2.10355,4.25884,185.963,109.477,0.207411,0.207411,3.10337,2.57835,5.33679,4.82019,7.84754,3.25079,0.364068,0.621576,3.79881,-3.29198,-1.4794699390643178
4.75,4.69888,0.425,0.422658,0.625,0.63948,150.0,3.16752,1.13469,2.60445,1.67501,2.88078,185.963,109.477,0.207655,0.207655,2.0393,1.75808,3.57996,2.93844,7.30264,3.04588,0.40884,0.619319,3.79458,-3.39981,0.3393306590520491
4.75,3.86914,0.325,0.344853,0.675,0.674053,150.0,1.11116,0.86322,0.0742638,0.36652,0.887351,185.963,109.477,0.14725,0.14725,0.84053,0.70198,1.43547,1.27355,8.23448,3.13559,0.336092,0.654946,4.03768,2.78886,-1.6365550539808393
4.75,4.16523,0.375,0.378711,0.675,0.6752,150.0,2.94271,0.471602,2.49088,7.61781,13.4142,185.963,109.477,0.77758,0.77758,9.01784,7.75024,15.6996,13.0976,7.72031,2.95904,0.367353,0.654997,3.96515,0.942379,0.9445206174731524
4.75,4.58555,0.425,0.421852,0.675,0.674535,150.0,2.77366,0.470032,2.22512,7.04943,12.6536,185.963,109.477,0.839838,0.839838,8.68648,7.25708,15.4334,13.1299,7.1675,2.78093,0.407173,0.652035,3.91317,-0.380814,0.5670558285852197
