Q2,Q2_corr,xbj,xbj_corr,z,z_corr,RunGroup,y_RD,error_RD,y_RD_rho,yield_neg,yield_pos,charge_neg,charge_pos,yield_neg_rho,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp,Residual
4.75,5.03167,0.475,0.462611,0.675,0.664921,150.0,6.53127,3.61189,5.11145,1.47782,2.0665,185.963,109.477,0.183159,0.183159,1.36055,0.982683,2.44921,1.859,6.72922,2.68013,0.430322,0.628033,3.86069,-1.71675,1.0844364430711142
4.75,3.87352,0.325,0.345017,0.725,0.722519,150.0,0.24124,0.440091,0.0405178,0.268453,0.917286,185.963,109.477,0.0367664,0.0367664,0.637686,0.517957,1.0988,0.798256,8.2379,2.76634,0.336044,0.704275,4.33086,10.2525,-4.350223200917636
4.75,4.14115,0.375,0.375145,0.725,0.714425,150.0,3.37168,0.829095,2.74866,3.49471,5.89291,185.963,109.477,0.412386,0.412386,4.226,3.48331,7.41037,6.08594,7.78403,2.70786,0.362193,0.693713,4.21128,7.2083,1.4125564024694635
4.75,4.15468,0.375,0.389627,0.375,0.376968,300.0,6.13439,1.97474,5.66228,2.46526,3.50189,284.343,183.995,0.116996,0.116996,3.81599,3.1372,5.79055,5.09631,7.39278,4.81565,0.377879,0.365245,2.14258,0.886901,0.7086893330193968
4.75,4.4579,0.425,0.425408,0.375,0.379706,300.0,5.74789,0.96206,5.41878,8.30187,11.9927,284.343,183.995,0.337396,0.337396,11.0646,9.88748,16.9436,15.6713,6.90685,4.4963,0.410787,0.366542,2.1207,-0.143499,1.0586316227351331
4.75,4.89364,0.475,0.473681,0.375,0.382574,300.0,4.78404,0.815745,4.54254,7.1292,10.8269,284.343,183.995,0.249923,0.249923,9.34467,8.22714,14.424,13.0421,6.32142,4.11151,0.455652,0.367774,2.10562,-0.853426,0.013542688788738443
4.75,5.2824,0.525,0.520243,0.375,0.386391,300.0,3.76409,0.916742,3.56589,2.94359,4.79719,284.343,183.995,0.116848,0.116848,3.29833,2.99681,5.11677,4.50755,5.75689,3.73236,0.498385,0.369703,2.09056,-1.56256,-1.1976909585227824
4.75,5.60633,0.575,0.567935,0.375,0.391431,300.0,1.49065,0.8432,1.39561,0.515053,1.13544,284.343,183.995,0.0170741,0.0170741,0.646996,0.564047,1.00551,0.880492,5.14987,3.31638,0.541273,0.372978,2.05913,-3.04252,-4.173529479967153
4.75,4.1561,0.375,0.390384,0.425,0.422219,300.0,9.70239,4.08958,9.20198,1.99621,2.55577,284.343,183.995,0.0809491,0.0809491,3.15868,2.90693,4.92086,4.61157,7.37441,4.50438,0.378554,0.408564,2.39697,12.8655,1.2836016191964048
4.75,4.45247,0.425,0.427625,0.425,0.423025,300.0,4.8475,0.663751,4.53028,8.77516,13.2772,284.343,183.995,0.448946,0.448946,11.9069,11.3844,18.7139,18.0282,6.84594,4.19653,0.412821,0.407274,2.34916,10.614,0.5860433474826414
4.75,4.8091,0.475,0.475115,0.425,0.423395,300.0,5.17632,0.686584,4.8978,11.4995,17.0852,284.343,183.995,0.446242,0.446242,14.9898,13.3241,23.7109,21.4355,6.19888,3.81536,0.456811,0.406632,2.28534,7.60917,0.966075584977533
4.75,5.14044,0.525,0.522615,0.425,0.424365,300.0,4.92329,0.768656,4.67583,8.72414,13.1427,284.343,183.995,0.294006,0.294006,9.96226,8.41327,15.8106,13.6918,5.58075,3.43787,0.49987,0.405298,2.22532,4.7828,0.4001576794060407
4.75,4.41132,0.425,0.432612,0.475,0.458908,300.0,8.82205,3.73737,8.32166,1.68367,2.19793,284.343,183.995,0.0572199,0.0572199,1.90113,1.66085,3.05273,2.96204,6.67184,3.89114,0.417052,0.442375,2.49595,17.5261,1.2349047875553019
4.75,4.71468,0.475,0.477575,0.475,0.465856,300.0,4.99126,1.05301,4.54747,4.14029,6.21346,284.343,183.995,0.255429,0.255429,5.39237,4.75103,8.75664,7.96434,6.04368,3.50547,0.458314,0.44697,2.45239,15.4751,0.742785640158092
4.75,5.06125,0.525,0.523483,0.475,0.469212,300.0,5.35937,1.09497,4.97153,4.95495,7.29243,284.343,183.995,0.251165,0.251165,5.53978,4.80189,9.074,8.03859,5.49098,3.17307,0.500078,0.447742,2.41838,13.8735,0.9799476252516688
4.75,5.46102,0.575,0.57111,0.475,0.471375,300.0,6.66675,2.02169,6.20326,2.90038,4.0353,284.343,183.995,0.142505,0.142505,2.81498,2.37121,4.63873,3.96772,4.98501,2.86864,0.542604,0.446529,2.40341,13.1686,1.1014580619803582
4.75,4.15132,0.375,0.389553,0.475,0.474756,290.0,2.26684,0.655191,1.81847,1.69222,3.24623,287.998,164.403,0.225236,0.225236,3.55779,3.19098,5.71267,4.74414,7.38975,4.16506,0.378004,0.459615,2.69887,1.58841,-2.7615807281043803
4.75,4.4562,0.425,0.426004,0.475,0.476465,290.0,5.47747,0.922973,5.1013,8.34155,12.2049,287.998,164.403,0.393118,0.393118,11.0022,9.67067,17.8757,16.3821,6.89005,3.89425,0.411316,0.46021,2.65866,0.0745811,1.5219203214858323
4.75,4.8806,0.475,0.473365,0.475,0.479819,290.0,5.0793,0.892633,4.84803,7.61475,11.3725,287.998,164.403,0.240421,0.240421,9.55883,8.13608,15.7268,13.5639,6.31403,3.56666,0.45556,0.46122,2.63792,-0.706124,1.096055324128631
4.75,5.27863,0.525,0.519806,0.475,0.482435,290.0,3.74724,0.986449,3.51275,2.85384,4.65732,287.998,164.403,0.12643,0.12643,3.523,3.06451,5.85692,4.99455,5.76183,3.25053,0.497939,0.462025,2.61262,-1.65826,-0.4404984559752682
4.75,4.15514,0.375,0.390136,0.525,0.523706,290.0,5.11108,1.79549,4.3461,1.53232,2.28456,287.998,164.403,0.16961,0.16961,2.59794,2.34282,4.28398,3.90681,7.37975,3.83465,0.378213,0.508007,2.97616,12.0256,0.7875984272756248
4.75,4.449,0.425,0.427297,0.525,0.523693,290.0,3.83988,0.585583,3.51312,7.2439,11.734,287.998,164.403,0.437782,0.437782,10.4848,9.0602,17.5013,14.7829,6.84944,3.58437,0.412856,0.505112,2.90992,9.53224,0.22760465124079243
4.75,4.80731,0.475,0.475113,0.525,0.523608,290.0,4.46497,0.636678,4.07148,9.4443,14.6288,287.998,164.403,0.546291,0.546291,12.1729,10.4262,20.5707,18.3366,6.1969,3.26735,0.456711,0.503072,2.82694,6.40897,1.1098588250386678
4.75,5.13542,0.525,0.522517,0.525,0.523938,290.0,4.68481,0.810414,4.2761,7.26624,11.1008,287.998,164.403,0.408307,0.408307,8.07041,6.64676,13.7755,11.7032,5.57777,2.95059,0.499612,0.50095,2.74709,3.40322,1.0263975454363472
4.75,5.48964,0.575,0.564601,0.525,0.520473,290.0,3.2154,1.05044,2.94148,1.78797,3.06042,287.998,164.403,0.0947041,0.0947041,2.15979,1.75983,3.70629,3.01906,5.1162,2.72531,0.528659,0.478465,2.6994,1.60816,-0.7647846277377216
4.75,4.43118,0.425,0.430247,0.575,0.564468,290.0,3.33311,0.779768,2.79217,2.65433,4.49204,287.998,164.403,0.283735,0.283735,3.64664,3.16967,6.22806,5.47895,6.75442,3.29889,0.414947,0.544923,3.10238,16.7767,-0.06272651523040215
4.75,4.74876,0.475,0.475851,0.575,0.570149,290.0,3.7167,0.695468,3.43183,5.07714,8.30639,287.998,164.403,0.243831,0.243831,7.03532,5.76859,12.2175,10.2336,6.1164,2.98115,0.456545,0.548037,3.0359,14.2745,0.47987604478668316
4.75,5.10286,0.525,0.519223,0.575,0.5681,290.0,5.42742,1.32583,4.91243,4.00348,5.8721,287.998,164.403,0.242153,0.242153,4.63625,3.74473,8.13622,6.81351,5.60806,2.7547,0.493666,0.540768,2.97877,12.124,1.466294200174255
4.75,4.15485,0.375,0.388927,0.525,0.540957,280.0,3.08829,1.17653,2.47491,0.61688,1.06955,460.266,270.746,0.0936891,0.0936891,1.10778,0.987627,1.84223,1.48908,7.4121,3.73602,0.377221,0.52477,3.08345,-3.29811,-0.4010349692077979
4.75,4.50312,0.425,0.423731,0.525,0.541938,280.0,4.05071,1.09223,3.78382,1.45946,2.32634,460.266,270.746,0.061557,0.061557,1.96577,1.6748,3.31296,2.94716,7.00773,3.53863,0.409401,0.524065,3.0728,-3.63201,0.4487919001443781
4.75,5.01593,0.475,0.47202,0.525,0.542222,280.0,3.28059,1.06226,2.8582,0.971511,1.65238,460.266,270.746,0.0755474,0.0755474,1.21018,0.957649,2.07021,1.64352,6.49405,3.29498,0.454282,0.522591,3.07415,-3.58952,-0.30932679692323806
4.75,4.15344,0.375,0.389583,0.575,0.574211,280.0,4.57906,1.14131,3.95166,1.72578,2.65378,460.266,270.746,0.14874,0.14874,2.72081,2.28645,4.5997,4.10537,7.39211,3.50307,0.377861,0.556245,3.26706,2.46024,1.1262079132567961
4.75,4.45425,0.425,0.426492,0.575,0.574988,280.0,3.6877,0.427336,3.16382,7.19224,11.7951,460.266,270.746,0.660663,0.660663,9.41563,7.97258,16.1539,13.9819,6.87538,3.28131,0.41213,0.555261,3.20494,0.512064,0.9165591797051396
4.75,4.87342,0.475,0.47348,0.575,0.578135,280.0,4.0573,0.507438,3.62864,7.0762,11.2738,460.266,270.746,0.467847,0.467847,8.64618,7.01104,15.0759,12.5465,6.30331,3.01183,0.455088,0.555269,3.17451,-0.442266,1.457362530515329
4.75,5.28404,0.525,0.51824,0.575,0.578163,280.0,4.12915,0.80139,3.69541,2.94643,4.66978,460.266,270.746,0.194774,0.194774,2.96912,2.41605,5.24606,4.38358,5.79585,2.78165,0.495961,0.552923,3.14506,-1.36572,0.9054594413878473
4.75,4.15222,0.375,0.389569,0.625,0.62427,280.0,2.66985,0.689303,1.77967,1.12541,2.0454,460.266,270.746,0.239744,0.239744,1.99939,1.74737,3.44591,2.99583,7.39056,3.16514,0.37762,0.60609,3.55138,11.3772,-0.32455077377918357
4.75,4.44988,0.425,0.427337,0.625,0.623504,280.0,3.09153,0.361244,2.55581,5.91986,10.2604,460.266,270.746,0.615704,0.615704,8.14642,6.886,14.2751,12.7567,6.84936,2.97244,0.412628,0.602417,3.4659,8.69628,0.5082071090147555
4.75,4.82378,0.475,0.472367,0.625,0.620944,280.0,3.45223,0.437279,2.90911,5.94509,9.95101,460.266,270.746,0.569868,0.569868,8.13295,6.73682,14.4737,12.5091,6.27202,2.76333,0.453483,0.595744,3.38459,6.14615,1.1027514269691776
4.75,5.23304,0.525,0.510404,0.625,0.611309,280.0,4.03251,1.35167,3.54433,0.921519,1.47086,460.266,270.746,0.0706476,0.0706476,0.992491,0.817583,1.78054,1.50894,5.90261,2.6652,,,3.34516,4.90958,0.6789522689494176
4.75,4.15575,0.375,0.390759,0.675,0.661314,280.0,4.07449,1.71642,2.7279,0.49774,0.791999,460.266,270.746,0.133201,0.133201,0.714759,0.642815,1.24825,1.03269,7.36518,2.91131,0.379429,0.642177,3.75482,17.7574,0.8577965997775302
4.75,4.42966,0.425,0.425272,0.675,0.663782,280.0,2.51392,0.424645,1.87464,2.46046,4.56107,460.266,270.746,0.394665,0.394665,3.33598,2.90215,5.92873,5.08711,6.87155,2.73606,0.408248,0.640555,3.69088,15.7519,-0.17887007233687677
4.75,4.83746,0.475,0.462514,0.675,0.657632,280.0,7.35726,3.88357,6.18872,0.603287,0.819849,460.266,270.746,0.0803418,0.0803418,0.855408,0.774637,1.53805,1.3648,6.50327,2.6493,,,3.67088,15.1246,1.2073641746569534
4.75,4.49005,0.425,0.424062,0.625,0.638455,270.0,1.29811,0.712495,0.511684,1.00829,2.32454,141.348,238.035,0.295346,0.295346,2.79041,2.45359,4.90715,4.56155,6.98173,2.92289,0.409985,0.61798,3.60753,-3.06367,-2.0920020499679963
4.75,4.99187,0.475,0.470793,0.625,0.636688,270.0,1.64801,0.656509,1.27784,1.14848,2.44963,141.348,238.035,0.128808,0.128808,1.68042,1.36585,3.00635,2.4864,6.49405,2.74927,0.4544,0.61348,3.60284,-3.18957,-1.823852526718236
4.75,4.15071,0.375,0.389582,0.675,0.674371,270.0,1.60436,0.645514,0.460476,1.05054,2.26067,141.348,238.035,0.412827,0.412827,2.09486,1.8074,3.66597,2.94699,7.38778,2.83691,0.377495,0.654469,3.83534,3.05788,-1.3892869035958786
4.75,4.43565,0.425,0.423006,0.675,0.668356,270.0,2.07134,0.42962,1.46645,3.91265,7.73442,141.348,238.035,0.605615,0.605615,5.59633,4.52015,9.94773,8.31505,6.93499,2.73014,0.407355,0.644802,3.74113,0.526402,-1.1225607645984865
4.75,4.86191,0.475,0.46246,0.675,0.659074,270.0,1.16343,0.77824,0.899043,0.503052,1.20063,141.348,238.035,0.0494178,0.0494178,1.04343,0.861649,1.87707,1.61989,6.53382,2.65024,,,3.69817,-0.628103,-1.919673184617036
4.75,4.01329,0.425,0.42999,0.375,0.37507,220.0,6.733,1.42568,6.23311,6.20156,8.60745,256.992,210.156,0.353148,0.353148,10.3599,9.714,15.5247,14.9564,6.20538,4.07198,0.413719,0.36006,1.86485,1.44329,1.390931979567429
4.75,4.33754,0.475,0.474348,0.375,0.379004,220.0,6.1822,1.12408,5.71223,8.21601,11.6478,256.992,210.156,0.469892,0.469892,12.2601,11.288,18.4964,17.4463,5.6911,3.73149,0.454133,0.362685,1.84542,0.386493,1.2474760773737577
4.75,4.73862,0.525,0.523107,0.375,0.380823,220.0,5.59634,1.11265,5.28681,6.42277,9.34383,256.992,210.156,0.253722,0.253722,8.36706,7.46121,12.6751,11.6318,5.20336,3.41192,0.498598,0.36215,1.83614,-0.118138,0.6405835552309613
4.75,5.07034,0.575,0.570769,0.375,0.384368,220.0,9.60783,3.91403,9.05276,2.91115,3.73445,256.992,210.156,0.12812,0.12812,3.04654,2.67574,4.61708,4.1094,4.69757,3.07272,0.541185,0.363944,1.81783,-1.11448,1.1670689217222283
4.75,5.32815,0.625,0.61406,0.375,0.388942,220.0,2.45771,1.30019,2.28157,0.574981,1.07385,256.992,210.156,0.0261417,0.0261417,0.582365,0.510606,0.881045,0.760246,4.23199,2.75346,0.573967,0.358436,1.79639,-2.28074,-2.1455660269634054
4.75,4.01291,0.425,0.431472,0.425,0.420509,220.0,4.55263,0.872858,4.05348,4.48314,6.90531,256.992,210.156,0.381197,0.381197,7.32774,6.88081,11.3239,10.5876,6.17309,3.80483,0.414796,0.403922,2.08458,13.3961,0.0950621969418381
4.75,4.29931,0.475,0.476425,0.425,0.422166,220.0,7.10575,1.20586,6.5529,9.30647,12.7509,256.992,210.156,0.522961,0.522961,12.4827,11.4362,19.4198,18.6199,5.6102,3.47301,0.456022,0.403523,2.03035,10.446,2.152707551577155
4.75,4.59447,0.525,0.524684,0.425,0.423153,220.0,5.97353,0.965104,5.4962,9.71048,13.8879,256.992,210.156,0.542672,0.542672,13.0223,11.4708,20.3263,18.5814,5.04751,3.13519,0.499401,0.401843,1.97442,7.40367,1.4129826198376643
4.75,4.20638,0.475,0.480317,0.475,0.460835,220.0,5.01597,1.68933,4.4885,1.39905,2.09672,256.992,210.156,0.175614,0.175614,2.09372,2.31445,3.34909,3.29214,5.43725,3.1996,0.458269,0.440151,2.15148,17.0355,0.46105389403857255
4.75,4.45984,0.525,0.526367,0.475,0.467515,220.0,8.13783,2.51897,7.31918,3.51394,4.66758,256.992,210.156,0.258951,0.258951,4.8034,4.29005,7.75025,7.14296,4.89788,2.86848,0.499439,0.442816,2.11115,14.8414,1.5294774683953385
4.75,4.80681,0.575,0.565793,0.475,0.461863,220.0,6.38355,2.60314,5.77469,1.67117,2.35018,256.992,210.156,0.124521,0.124521,2.34842,2.03536,3.78916,3.22571,4.56912,2.69976,,,2.09022,13.703,0.7375778627406134
4.75,4.02111,0.425,0.426606,0.425,0.442124,210.0,2.01833,0.726031,1.87224,1.13817,2.26942,303.691,155.463,0.0507954,0.0507954,2.6361,2.39687,4.13996,3.71046,6.2887,3.74791,0.411162,0.425728,2.22157,-3.38465,-3.1674858106578907
4.75,4.01197,0.425,0.430344,0.475,0.474428,210.0,3.7669,0.69166,3.26074,5.22333,8.51058,303.691,155.463,0.539464,0.539464,9.21684,8.42566,14.82,12.9974,6.19609,3.52345,0.413801,0.455986,2.35879,2.58336,-0.4568261295476509
4.75,4.32329,0.475,0.474325,0.475,0.476776,210.0,4.50499,0.717689,4.06147,8.48587,13.1103,303.691,155.463,0.543418,0.543418,12.27,10.4521,19.9386,17.7383,5.67603,3.23916,0.453988,0.456236,2.31681,0.757412,0.547565038386675
4.75,4.71562,0.525,0.522907,0.475,0.479081,210.0,4.54109,0.848358,4.14291,6.6435,10.2404,303.691,155.463,0.37964,0.37964,8.73031,7.15583,14.3138,11.9465,5.18576,2.96222,0.49813,0.456032,2.30227,0.125125,0.40542561117232206
4.75,5.08188,0.575,0.565592,0.475,0.47727,210.0,5.10688,1.75562,4.64236,2.22279,3.31473,303.691,155.463,0.123888,0.123888,2.4136,1.92932,3.97416,3.33816,4.78616,2.74975,0.533327,0.445763,2.28554,-0.602531,0.42810966176252546
4.75,4.01262,0.425,0.431078,0.525,0.523035,210.0,6.16016,1.74152,5.14824,3.61291,5.12666,303.691,155.463,0.438067,0.438067,6.71995,6.04095,11.1507,10.2635,6.18102,3.24807,0.414444,0.503133,2.59721,12.952,1.408828026128726
4.75,4.30443,0.475,0.476037,0.525,0.523218,210.0,4.27216,0.674371,3.72719,7.84074,12.3023,303.691,155.463,0.703884,0.703884,11.2988,9.65014,18.9729,16.0357,5.62344,2.98419,0.45519,0.500414,2.52387,9.76238,0.773013311332135
4.75,4.63466,0.525,0.520865,0.525,0.520754,210.0,5.17431,1.01778,4.52312,6.40525,9.51746,303.691,155.463,0.53757,0.53757,8.87933,7.32604,15.0152,12.6414,5.14515,2.75932,0.494245,0.493812,2.47097,7.46202,1.2922580617193897
4.75,3.99977,0.425,0.438019,0.575,0.557881,210.0,1.77502,0.919039,1.68726,0.400127,0.832694,303.691,155.463,0.0147143,0.0147143,0.609511,0.612117,1.03676,0.903681,6.0166,3.00015,0.420426,0.536059,2.71796,18.2034,-1.803024849899986
4.75,4.01942,0.425,0.428079,0.525,0.536227,200.0,4.08168,1.42318,3.63436,2.49132,3.96208,183.22,116.124,0.176483,0.176483,4.46972,3.58962,7.4812,6.0001,6.25462,3.20749,0.411865,0.516818,2.68595,-2.73469,0.3379701790488511
4.75,4.42388,0.475,0.472993,0.525,0.537523,200.0,9.15681,4.69543,7.56163,2.41505,3.12838,183.22,116.124,0.270644,0.270644,3.51875,2.94483,5.97211,5.32033,5.81201,2.99238,0.453533,0.515442,2.68123,-2.90551,1.1759003211164196
4.75,4.86923,0.525,0.522132,0.525,0.538201,200.0,4.52394,2.27505,3.78033,1.21416,1.87356,183.22,116.124,0.133254,0.133254,1.78501,1.50907,3.06416,2.65197,5.34001,2.76477,0.498021,0.514069,2.67683,-3.0648,0.3499175703842772
4.75,4.01235,0.425,0.430588,0.575,0.573204,200.0,4.8559,1.19689,4.17697,4.81308,7.27884,183.22,116.124,0.448423,0.448423,7.25288,6.13766,12.4266,10.8495,6.19187,2.97779,0.413959,0.551307,2.85049,3.22384,1.295260736362855
4.75,4.31951,0.475,0.472569,0.575,0.573443,200.0,2.77734,0.513707,2.30006,6.50073,11.6637,183.22,116.124,0.648257,0.648257,9.4483,7.62713,16.4087,13.5268,5.70374,2.77167,0.452224,0.548209,2.79598,1.24981,-1.1009028153768936
4.75,4.76325,0.525,0.514374,0.575,0.564225,200.0,4.39201,1.84628,3.53978,1.60294,2.49477,183.22,116.124,0.197715,0.197715,2.13521,1.76678,3.72979,3.21429,5.37797,2.6693,0.473272,0.524442,2.78695,0.922737,0.4857060110107898
4.75,4.00165,0.425,0.428598,0.625,0.619651,200.0,2.89498,0.817057,1.97433,2.57736,4.5625,183.22,116.124,0.482261,0.482261,4.90025,4.02052,8.59261,7.31903,6.22009,2.73379,0.41146,0.596453,3.08787,11.8199,-0.04642439359562666
4.75,4.29683,0.475,0.463737,0.625,0.609578,200.0,3.37139,1.46768,2.82382,1.10754,1.86762,183.22,116.124,0.112739,0.112739,1.89535,1.62045,3.35121,2.98717,5.85073,2.65788,0.407629,0.566193,3.01342,9.12375,0.2245750783558319
4.75,3.86671,0.425,0.439791,0.375,0.373708,260.0,6.67577,2.67365,5.97141,1.59925,2.2243,287.19,205.234,0.131085,0.131085,4.27615,3.98748,6.34456,6.0303,5.80906,3.81549,0.421963,0.358314,1.74955,3.66983,0.7163839331457719
4.75,4.10532,0.475,0.476789,0.375,0.375594,260.0,7.40091,1.47869,6.87046,7.58364,10.2918,287.19,205.234,0.399284,0.399284,11.2387,10.1376,16.7333,15.5794,5.38975,3.54636,0.455479,0.358328,1.72187,2.02951,1.7615623385729133
4.75,4.42691,0.525,0.524016,0.375,0.378521,260.0,5.22498,0.954714,4.91846,6.84587,10.1451,287.19,205.234,0.301621,0.301621,10.4597,9.45436,15.6204,14.1923,4.9048,3.2297,0.497851,0.35902,1.70158,0.82707,0.3540919627457761
4.75,4.79264,0.575,0.572355,0.375,0.379982,260.0,6.90261,1.75252,6.47279,4.82375,6.65495,287.19,205.234,0.22703,0.22703,6.2336,5.54523,9.31514,8.38067,4.46399,2.94058,0.540957,0.358288,1.69252,0.290746,1.0522370382719766
4.75,3.86796,0.425,0.440393,0.425,0.415401,260.0,2.06808,0.809227,1.6313,0.699666,1.38381,287.19,205.234,0.113283,0.113283,2.03535,2.01601,3.11171,2.6867,5.79857,3.59599,0.422779,0.398521,1.94382,15.1815,-3.012736102621293
4.75,4.08907,0.475,0.478331,0.425,0.419951,260.0,4.56671,0.830641,4.05042,4.9687,7.64642,287.19,205.234,0.40546,0.40546,7.44582,6.76791,11.4696,10.6342,5.34493,3.31402,0.456334,0.400241,1.9127,13.3371,0.05438072448226319
4.75,4.3542,0.525,0.525501,0.425,0.421778,260.0,4.99709,0.835222,4.61074,7.09982,10.6514,287.19,205.234,0.380945,0.380945,10.1589,8.96555,15.6982,14.3105,4.8162,2.99979,0.498433,0.399467,1.86137,10.2959,0.4613828580608554
4.75,4.66735,0.575,0.569894,0.425,0.420125,260.0,8.88735,2.33452,7.99669,5.69152,7.41843,287.19,205.234,0.392903,0.392903,7.08892,5.99522,10.9555,9.59665,4.40383,2.75824,0.535192,0.391083,1.83225,8.57044,1.7594689728852284
4.75,4.13529,0.475,0.473848,0.425,0.440442,250.0,6.62288,2.55711,6.15259,1.94059,2.70431,308.574,196.574,0.0956628,0.0956628,3.47276,3.00009,5.45668,4.88015,5.47486,3.28543,0.453019,0.421232,2.04814,-3.01287,0.8792542538163567
4.75,4.56725,0.525,0.523199,0.425,0.440697,250.0,4.9274,2.36077,4.73681,1.1119,1.67465,308.574,196.574,0.030118,0.030118,2.37381,1.99886,3.75842,3.16406,5.04478,3.03736,0.497728,0.419207,2.04974,-2.93748,0.18916121689419071
4.75,3.86615,0.425,0.439775,0.475,0.473745,250.0,2.82647,1.04172,1.83475,1.08411,1.93407,308.574,196.574,0.244163,0.244163,3.6003,3.18115,5.7637,5.1848,5.80863,3.30351,0.421969,0.454114,2.22027,5.13776,-1.2133380553650075
4.75,4.10015,0.475,0.477223,0.475,0.47387,250.0,3.04876,0.504068,2.70371,5.66389,9.86064,308.574,196.574,0.416511,0.416511,10.0989,8.75122,16.2897,14.1645,5.3766,3.0792,0.455778,0.451984,2.17059,2.78547,-2.148918277239352
4.75,4.4154,0.525,0.522905,0.475,0.475853,250.0,7.13791,1.59799,6.46602,6.87855,9.4143,308.574,196.574,0.485917,0.485917,9.97911,8.22841,16.2245,13.1858,4.91139,2.82416,0.496706,0.451221,2.1412,1.39357,1.8315509869361482
4.75,4.84119,0.575,0.564487,0.475,0.469026,250.0,3.34039,1.10729,3.07971,1.61001,2.72282,308.574,196.574,0.0832381,0.0832381,2.73059,2.32086,4.44197,3.74069,4.61685,2.68803,0.50379,0.389589,2.14359,1.50673,-0.9614041758123183
4.75,3.86658,0.425,0.440042,0.525,0.519354,250.0,3.13378,1.18413,2.90447,0.830768,1.43368,308.574,196.574,0.0445488,0.0445488,1.97003,1.80195,3.25127,2.85581,5.804,3.06578,0.422338,0.497554,2.43345,15.2327,-0.5101345848023928
4.75,4.09285,0.475,0.477523,0.525,0.521563,250.0,4.21774,0.791413,3.62155,4.71174,7.42081,308.574,196.574,0.457137,0.457137,7.01044,6.01446,11.7112,10.1155,5.36325,2.85027,0.455784,0.497462,2.38404,12.8931,0.5777396472985838
4.75,3.87391,0.425,0.439756,0.525,0.530549,240.0,3.74989,1.69829,3.39387,0.972364,1.5865,237.687,168.562,0.0676562,0.0676562,2.89601,2.42522,4.82232,3.78542,5.81875,3.01681,0.421797,0.509161,2.49255,-1.71022,0.0593308585480433
4.75,4.12375,0.475,0.474387,0.525,0.53407,240.0,4.1438,1.08656,3.46349,2.89916,4.59003,237.687,168.562,0.3382,0.3382,5.09939,4.45017,8.59955,7.45171,5.45265,2.82758,0.45312,0.511102,2.47538,-2.38711,0.447481688226892
4.75,3.86418,0.425,0.439546,0.575,0.573054,240.0,8.97263,5.45646,6.01736,1.13713,1.4792,237.687,168.562,0.24917,0.24917,2.69045,2.25038,4.60837,4.08361,5.81059,2.79453,0.421513,0.549929,2.68737,5.97241,1.0380264643710944
4.75,4.07937,0.475,0.470837,0.575,0.566603,240.0,3.12649,0.77392,2.47309,2.70349,4.66896,237.687,168.562,0.37739,0.37739,4.57028,3.87649,7.88755,6.47822,5.46844,2.68852,0.444206,0.537228,2.61888,3.27153,-0.3413215731302839
5.5,4.57636,0.375,0.395084,0.375,0.379424,480.0,2.02274,1.10068,1.96958,0.313733,0.625105,403.717,235.704,0.00545483,0.00545483,0.386835,0.331034,0.597087,0.449875,7.89079,5.11281,0.383895,0.369058,2.34326,0.297115,-2.4929335757237245
5.5,4.88622,0.425,0.427792,0.375,0.381608,480.0,4.54647,0.847473,4.42655,3.72839,5.74501,403.717,235.704,0.0834263,0.0834263,4.61257,4.32687,7.17017,6.39531,7.42133,4.80549,0.414309,0.369531,2.32405,-0.524937,-0.28749265679988856
5.5,5.32813,0.475,0.474048,0.375,0.384714,480.0,5.18533,1.02219,4.97559,3.89761,5.78802,403.717,235.704,0.117913,0.117913,4.8083,4.40022,7.53617,6.98693,6.7964,4.39417,0.457216,0.370893,2.30494,-1.3432,0.30384759467368805
5.5,5.73221,0.525,0.519265,0.375,0.388446,480.0,4.15243,1.13873,3.94859,1.74328,2.75831,403.717,235.704,0.0645822,0.0645822,1.91826,1.70124,3.02212,2.59693,6.19287,3.98903,0.499876,0.37345,2.28596,-2.15547,-0.7594666155590027
5.5,4.57219,0.375,0.394737,0.425,0.422939,480.0,1.99452,1.06939,1.93377,0.217003,0.434403,403.717,235.704,0.00462354,0.00462354,0.335457,0.366375,0.529107,0.602458,7.89479,4.80204,0.383242,0.410002,2.61295,11.8405,-2.1907928413162394
5.5,4.88499,0.425,0.429099,0.425,0.423443,480.0,6.14393,1.09644,5.83525,4.59336,6.52228,403.717,235.704,0.180789,0.180789,5.69568,5.40413,9.05029,8.74682,7.38553,4.50785,0.415485,0.409696,2.57154,10.0681,1.6115943971167632
5.5,5.29317,0.475,0.475906,0.425,0.42372,480.0,5.95715,0.882763,5.659,7.22213,10.3364,403.717,235.704,0.259006,0.259006,9.12424,8.03312,14.606,13.1682,6.71561,4.11288,0.456556,0.404866,2.51399,7.60497,1.6672783307829606
5.5,5.65241,0.525,0.521943,0.425,0.423947,480.0,5.02953,0.814744,4.77688,5.28451,7.91382,403.717,235.704,0.181811,0.181811,6.349,5.57426,10.2051,9.29421,6.06235,3.71923,0.501007,0.406373,2.44854,4.80353,0.45562466954062936
