xbj,Q2,z,zi,y_neg_H2,err_neg_H2,y_pos_H2,err_pos_H2,y_neg_D2,err_neg_D2,y_pos_D2,err_pos_D2,y_neg_Dummy,err_neg_Dummy,y_pos_Dummy,err_pos_Dummy,y_H2_neg_delta,y_H2_neg_rho,y_H2_neg_Dummy,y_H2_neg_incnorad,y_H2_pos_delta,y_H2_pos_exc,y_H2_pos_rho,y_H2_pos_Dummy,y_H2_pos_incnorad,xs_H2_pos,xs_H2_neg,y_H2_neg_incnorad_yield,y_H2_pos_incnorad_yield,y_D2_neg_delta,y_D2_neg_exc,y_D2_neg_rho,y_D2_neg_Dummy,y_D2_neg_incnorad,y_D2_pos_delta,y_D2_pos_exc,y_D2_pos_rho,y_D2_pos_Dummy,y_D2_pos_incnorad,xs_D2_pos,xs_D2_neg,y_D2_neg_incnorad_yield,y_D2_pos_incnorad_yield
0.45,4.75,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16236,0,0,0,0,0.964452,0,0,0,0,-0,-0,0,0,0.938028,0,-0,0,0,0.979387,0,0,0,0
0.45,4.75,0.5,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.17105,0,0,0,0,1.01976,0,0,0,0,-0,-0,0,0,0.971911,0,-0,0,0,0.997147,0,0,0,0
0.45,4.75,0.5,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1823,0,0,0,0,1.07136,0,0,0,0,-0,-0,0,0,1.00387,0,-0,0,0,1.01532,0,0,0,0
0.45,4.75,0.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1961,0,0,0,0,1.11927,0,0,0,0,0,-0,0,0,1.03389,0,-0,0,0,1.0339,0,0,0,0
0.45,4.75,0.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21247,0,0,0,0,1.16348,0,0,0,0,0,0,0,0,1.06199,0,0,0,0,1.0529,0,0,0,0
0.45,4.75,0.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23139,0,0,0,0,1.20399,0,0,0,0,0,0,0,0,1.08816,0,0,0,0,1.07231,0,0,0,0
0.45,4.75,0.5,0.425,8.97464,0.144075,18.7221,0.309909,18.5794,0.293325,29.3228,0.482203,2.80118,0.113359,4.38937,0.155973,0.0236408,0.327423,9.00677,1.25287,0.152181,0.0707318,0.260919,16.0068,1.24081,0,0,0,0,0.109636,0.150208,0.640186,2.48959,1.1124,0.342206,0.406767,0.628697,3.68178,1.09213,0,0,0,0
0.45,4.75,0.5,0.475,26.7927,0.248937,56.1856,0.53687,54.3831,0.50184,84.6866,0.819472,8.03024,0.191933,12.9525,0.267932,0.104866,1.17562,52.6199,1.27691,0.64667,0.288389,0.676444,79.2233,1.27392,1.69204e-09,8.79818e-10,3.29332,6.33362,0.4157,0.631686,2.48274,7.78209,1.13471,1.21694,1.61422,2.32875,10.5611,1.11237,8.47477e-09,5.36918e-09,23.4003,36.9353
0.45,4.75,0.5,0.525,30.0696,0.263721,54.6287,0.529379,61.1878,0.532311,86.3808,0.827629,9.07292,0.204014,12.8691,0.267067,0.172792,1.39859,109.574,1.3035,0.866675,0.393757,0.82387,124.712,1.30334,1.19504e-09,5.98664e-10,6.56495,13.1048,0.57531,0.942178,3.66098,9.59409,1.1551,1.50618,2.09573,3.03565,10.7046,1.13301,6.94221e-09,4.27762e-09,69.8598,113.376
0.45,4.75,0.5,0.575,22.3452,0.227339,36.9221,0.435211,46.0855,0.461972,55.6958,0.664566,6.97846,0.178923,7.86765,0.208819,0.181701,0.99177,135.048,1.33265,0.782538,0.369342,0.851493,128.253,1.32906,9.71281e-10,4.70888e-10,3.63209,7.49174,0.515065,0.895564,3.54831,8.06941,1.17356,1.16238,1.64153,2.47139,6.86208,1.15407,6.02659e-09,3.60623e-09,67.226,112.345
0.45,4.75,0.5,0.625,5.33055,0.111037,9.28464,0.218243,11.817,0.233931,14.3973,0.337884,1.88957,0.0931038,1.75864,0.0987268,0.0590059,0.199869,48.8442,1.36436,0.255309,0.125519,0.334073,46.2574,1.35108,8.58504e-10,4.0715e-10,1.10875,2.33787,0.153217,0.280289,1.1479,2.33972,1.19008,0.355196,0.499528,0.794585,1.76448,1.17555,5.66937e-09,3.30557e-09,45.4276,77.9126
0.45,4.75,0.5,0.675,0.0547678,0.011255,0.102781,0.0229622,0.121424,0.0237129,-nan,-nan,-nan,-nan,0.0188502,0.0102213,0.000797413,0.00141544,0.712096,1.39863,0.00357428,0.00182486,0.00553366,0.699782,1.36941,9.32559e-10,4.3201e-10,0.00375396,0.00810349,0.00179351,0.00343111,0.0146034,0.0273803,1.20468,-nan,-nan,-nan,-nan,1.19743,5.45996e-09,3.09723e-09,11.7458,20.7061
0.45,4.75,0.5,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43546,0,0,0,0,1.38403,0,0,0,0,0,0,0,0,1.21735,0,0,0,0,1.21973,6.43022e-09,3.5945e-09,0.16317,0.291897
0.45,4.75,0.5,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.47484,0,0,0,0,1.39496,0,0,0,0,0,0,0,0,1.2281,0,0,0,0,1.24244,0,0,0,0
0.45,4.75,0.5,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.51678,0,0,0,0,1.40219,0,0,0,0,0,0,0,0,1.23691,0,0,0,0,1.26556,0,0,0,0
0.45,4.75,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.56128,0,0,0,0,1.40572,0,0,0,0,0,0,0,0,1.2438,0,0,0,0,1.28909,0,0,0,0
0.45,4.75,0.5,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.60834,0,0,0,0,1.40555,0,0,0,0,0,0,0,0,1.24875,0,0,0,0,1.31304,0,0,0,0
0.45,4.75,0.5,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.65795,0,0,0,0,1.40169,0,0,0,0,0,0,0,0,1.25178,0,0,0,0,1.3374,0,0,0,0
0.45,4.75,0.6,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15265,0,0,0,0,0.842749,0,0,0,0,-0,-0,0,0,0.864476,0,-0,0,0,0.945105,0,0,0,0
0.45,4.75,0.6,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15623,0,0,0,0,0.90545,0,0,0,0,-0,-0,0,0,0.902216,0,-0,0,0,0.96204,0,0,0,0
0.45,4.75,0.6,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16236,0,0,0,0,0.964452,0,0,0,0,-0,-0,0,0,0.938028,0,-0,0,0,0.979387,0,0,0,0
0.45,4.75,0.6,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.17105,0,0,0,0,1.01976,0,0,0,0,-0,-0,0,0,0.971911,0,-0,0,0,0.997147,0,0,0,0
0.45,4.75,0.6,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1823,0,0,0,0,1.07136,0,0,0,0,-0,-0,0,0,1.00387,0,-0,0,0,1.01532,0,0,0,0
0.45,4.75,0.6,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1961,0,0,0,0,1.11927,0,0,0,0,0,-0,0,0,1.03389,0,-0,0,0,1.0339,0,0,0,0
0.45,4.75,0.6,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21247,0,0,0,0,1.16348,0,0,0,0,0,0,0,0,1.06199,0,0,0,0,1.0529,0,0,0,0
0.45,4.75,0.6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23139,0,0,0,0,1.20399,0,0,0,0,0,0,0,0,1.08816,0,0,0,0,1.07231,0,0,0,0
0.45,4.75,0.6,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25287,0,0,0,0,1.24081,0,0,0,0,0,0,0,0,1.1124,0,0,0,0,1.09213,0,0,0,0
0.45,4.75,0.6,0.475,0.212742,0.0269996,0.363136,0.0485279,0.311673,0.0442191,0.589461,0.0805543,0.051943,0.0187941,0.0924234,0.0341427,0.000832665,0.00933474,0.417818,1.27691,0.00417953,0.0018639,0.00437196,0.512032,1.27392,0,0,0,0,0.0023824,0.00362023,0.0142287,0.0445996,1.13471,0.00847049,0.0112358,0.0162093,0.0735107,1.11237,0,0,0,0
0.45,4.75,0.6,0.525,17.3502,0.243828,24.9081,0.401908,33.5061,0.458482,38.5638,0.651555,5.64373,0.195904,6.00516,0.275213,0.0997013,0.806987,63.224,1.3035,0.395163,0.179535,0.375646,56.8629,1.30334,1.36802e-09,6.87114e-10,0.0540974,0.107706,0.315036,0.515931,2.00473,5.25366,1.1551,0.672419,0.935617,1.35523,4.77897,1.13301,8.035e-09,4.95533e-09,0.460363,0.746475
0.45,4.75,0.6,0.575,29.7664,0.31937,44.7223,0.538541,60.99,0.618571,68.9801,0.871411,9.67475,0.256495,10.1401,0.357625,0.242047,1.32115,179.899,1.33265,0.947859,0.44737,1.03138,155.348,1.32906,9.42574e-10,4.57069e-10,2.48558,5.12579,0.681643,1.1852,4.69587,10.6791,1.17356,1.43963,2.03306,3.06086,8.49879,1.15407,6.98527e-09,4.20767e-09,32.0132,53.1459
0.45,4.75,0.6,0.625,24.0678,0.287177,38.2594,0.49811,50.9866,0.565573,55.7225,0.783207,7.37441,0.223935,8.26703,0.32291,0.266415,0.90242,220.535,1.36436,1.05205,0.517226,1.37662,190.614,1.35108,8.11889e-10,3.84773e-10,1.75181,3.6964,0.661079,1.20935,4.95282,10.0951,1.19008,1.37473,1.93334,3.07531,6.82914,1.17555,5.8561e-09,3.42633e-09,55.5577,94.956
0.45,4.75,0.6,0.675,13.8358,0.217737,20.9751,0.368815,29.7541,0.43205,30.2846,0.577394,4.66536,0.178116,4.68702,0.243139,0.201447,0.357577,179.894,1.39863,0.729427,0.372412,1.12929,142.809,1.36941,8.10901e-10,3.81586e-10,0.4246,0.902308,0.439488,0.840771,3.57847,6.70936,1.20468,0.87337,1.20926,2.04702,3.69392,1.19743,5.5531e-09,3.18658e-09,46.324,80.7267
0.45,4.75,0.6,0.725,1.1442,0.0626154,1.73578,0.106097,2.64955,0.128928,2.71829,0.172985,0.479269,0.0570885,0.436075,0.0741629,0.0212856,0.0107927,20.093,1.43546,0.0746868,0.0394216,0.133024,15.5399,1.38403,9.61868e-10,4.53871e-10,0.0145192,0.0307698,0.0439589,0.0875607,0.38784,0.6825,1.21735,0.0907192,0.122799,0.221763,0.330158,1.21973,5.49845e-09,3.13058e-09,25.5644,44.9004
0.45,4.75,0.6,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.47484,0,0,0,0,1.39496,0,0,0,0,0,0,0,0,1.2281,0,0,0,0,1.24244,6.17895e-09,3.51044e-09,2.41576,4.25214
0.45,4.75,0.6,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.51678,0,0,0,0,1.40219,0,0,0,0,0,0,0,0,1.23691,0,0,0,0,1.26556,0,0,0,0
0.45,4.75,0.6,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.56128,0,0,0,0,1.40572,0,0,0,0,0,0,0,0,1.2438,0,0,0,0,1.28909,0,0,0,0
0.45,4.75,0.6,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.60834,0,0,0,0,1.40555,0,0,0,0,0,0,0,0,1.24875,0,0,0,0,1.31304,0,0,0,0
0.45,4.75,0.6,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.65795,0,0,0,0,1.40169,0,0,0,0,0,0,0,0,1.25178,0,0,0,0,1.3374,0,0,0,0
0.45,4.75,0.7,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15265,0,0,0,0,0.842749,0,0,0,0,-0,-0,0,0,0.864476,0,-0,0,0,0.945105,0,0,0,0
0.45,4.75,0.7,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15623,0,0,0,0,0.90545,0,0,0,0,-0,-0,0,0,0.902216,0,-0,0,0,0.96204,0,0,0,0
0.45,4.75,0.7,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16236,0,0,0,0,0.964452,0,0,0,0,-0,-0,0,0,0.938028,0,-0,0,0,0.979387,0,0,0,0
0.45,4.75,0.7,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.17105,0,0,0,0,1.01976,0,0,0,0,-0,-0,0,0,0.971911,0,-0,0,0,0.997147,0,0,0,0
0.45,4.75,0.7,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1823,0,0,0,0,1.07136,0,0,0,0,-0,-0,0,0,1.00387,0,-0,0,0,1.01532,0,0,0,0
0.45,4.75,0.7,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1961,0,0,0,0,1.11927,0,0,0,0,0,-0,0,0,1.03389,0,-0,0,0,1.0339,0,0,0,0
0.45,4.75,0.7,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21247,0,0,0,0,1.16348,0,0,0,0,0,0,0,0,1.06199,0,0,0,0,1.0529,0,0,0,0
0.45,4.75,0.7,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23139,0,0,0,0,1.20399,0,0,0,0,0,0,0,0,1.08816,0,0,0,0,1.07231,0,0,0,0
0.45,4.75,0.7,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25287,0,0,0,0,1.24081,0,0,0,0,0,0,0,0,1.1124,0,0,0,0,1.09213,0,0,0,0
0.45,4.75,0.7,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27691,0,0,0,0,1.27392,0,0,0,0,0,0,0,0,1.13471,0,0,0,0,1.11237,0,0,0,0
0.45,4.75,0.7,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3035,0,0,0,0,1.30334,0,0,0,0,0,0,0,0,1.1551,0,0,0,0,1.13301,0,0,0,0
0.45,4.75,0.7,0.575,2.84906,0.102251,3.85391,0.176192,5.45454,0.191052,5.75543,0.253007,0.898142,0.0744006,0.979539,0.106953,0.0231673,0.126453,17.2189,1.33265,0.081681,0.0385517,0.0888785,13.387,1.32906,0,0,0,0,0.0609617,0.105996,0.419968,0.955073,1.17356,0.120117,0.16963,0.255386,0.709105,1.15407,0,0,0,0
0.45,4.75,0.7,0.625,18.5919,0.261203,26.9878,0.466251,37.8575,0.503325,39.8925,0.666101,5.41651,0.182711,6.09249,0.266734,0.2058,0.697101,170.359,1.36436,0.74211,0.364847,0.971056,134.457,1.35108,7.72681e-10,3.65631e-10,0.259026,0.547393,0.490851,0.897945,3.67747,7.49562,1.19008,0.984188,1.38411,2.20166,4.88908,1.17555,6.39e-09,3.77527e-09,5.0062,8.47346
0.45,4.75,0.7,0.675,18.6452,0.261577,28.8497,0.482066,40.7437,0.522158,41.1752,0.676724,5.90003,0.190691,6.04047,0.265593,0.271472,0.481874,242.426,1.39863,1.00327,0.512224,1.55325,196.423,1.36941,7.8954e-10,3.71713e-10,0.432326,0.918285,0.601811,1.15131,4.90016,9.18743,1.20468,1.18744,1.64412,2.78314,5.02228,1.19743,5.66844e-09,3.27538e-09,31.5162,54.5426
0.45,4.75,0.7,0.725,6.03829,0.148858,8.87894,0.267434,13.8383,0.304308,13.1585,0.382558,2.03264,0.111927,1.94696,0.150786,0.112331,0.0569567,106.037,1.43546,0.382041,0.201651,0.68045,79.4901,1.38403,8.95405e-10,4.22538e-10,0.0120752,0.0255888,0.229593,0.457321,2.02565,3.56463,1.21735,0.439147,0.594437,1.0735,1.5982,1.21973,5.48503e-09,3.12631e-09,32.8887,57.7023
0.45,4.75,0.7,0.775,0.0162251,0.00883124,0.0540432,0.0208644,0.0796928,0.0230931,0.0970277,0.0328505,0,0,0.030098,0.0187478,0.000376406,-0.000190494,0.370568,1.47484,0.00282397,0.00153416,0.0056406,0.616884,1.39496,0,0,0,0,0.0014685,0.00303545,0.0139841,0.0234526,1.2281,0.00371379,0.00489326,0.00942696,0.0117413,1.24244,5.79742e-09,3.3201e-09,10.172,17.762
0.45,4.75,0.7,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.51678,0,0,0,0,1.40219,0,0,0,0,0,0,0,0,1.23691,0,0,0,0,1.26556,6.79169e-09,3.95304e-09,0.0845546,0.145273
0.45,4.75,0.7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.56128,0,0,0,0,1.40572,0,0,0,0,0,0,0,0,1.2438,0,0,0,0,1.28909,0,0,0,0
0.45,4.75,0.7,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.60834,0,0,0,0,1.40555,0,0,0,0,0,0,0,0,1.24875,0,0,0,0,1.31304,0,0,0,0
0.45,4.75,0.7,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.65795,0,0,0,0,1.40169,0,0,0,0,0,0,0,0,1.25178,0,0,0,0,1.3374,0,0,0,0
0.55,4.75,0.4,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.0004,-0,0,-0,0,1.14054,0,0,0,0,-0,0,-0,-0,1.01131,-0,0,-0,-0,0.987466,0,0,0,0
0.55,4.75,0.4,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.04246,-0,0,-0,0,1.15229,0,0,0,0,-0,0,-0,-0,1.01878,-0,0,-0,-0,0.993662,0,0,0,0
0.55,4.75,0.4,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.08245,-0,0,-0,0,1.1653,0,0,0,0,-0,0,-0,-0,1.02796,-0,0,-0,-0,1.00177,0,0,0,0
0.55,4.75,0.4,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.12037,-0,0,-0,0,1.17957,0,0,0,0,-0,-0,-0,-0,1.03886,-0,0,-0,-0,1.01178,0,0,0,0
0.55,4.75,0.4,0.225,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,1.15622,0,0,-0,0,1.1951,0,0,0,0,-0,-0,0,-0,1.05148,-0,0,0,-0,1.02371,0,0,0,0
0.55,4.75,0.4,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,1.2119,0,0,0,0,0,-0,0,-0,1.06581,0,0,0,-0,1.03755,0,0,0,0
0.55,4.75,0.4,0.325,6.73874,0.1167,13.433,0.224509,14.349,0.258033,20.7326,0.341368,2.16207,0.092673,3.08499,0.1434,0.00721932,0.143446,0.0948756,1.22172,0.0507384,0.0597083,0.377944,0.315615,1.22995,0,0,0,0,0.0420586,-0.0237688,0.351777,0.0489518,1.08186,0.213736,0.187564,0.344866,0.126487,1.0533,0,0,0,0
0.55,4.75,0.4,0.375,23.0756,0.215953,49.5881,0.431356,48.2984,0.473404,72.5799,0.638711,7.6637,0.174477,10.6489,0.266424,0.0462492,0.67778,8.89426,1.25136,0.308614,0.210575,2.01057,14.6464,1.24926,2.73391e-09,1.5778e-09,4.31258,7.47253,0.244457,0.0339423,1.71284,2.16009,1.09963,1.12611,0.75459,1.66286,3.10751,1.07096,9.45842e-09,6.45283e-09,20.5825,30.1693
0.55,4.75,0.4,0.425,19.8473,0.200278,45.5696,0.413509,42.9196,0.446265,65.1804,0.605278,6.65277,0.162562,8.8972,0.243527,0.0631011,0.7219,28.63,1.27894,0.417822,0.209485,2.12142,50.5739,1.26984,2.32707e-09,1.29635e-09,9.24315,16.5923,0.296115,0.182536,2.00894,3.32429,1.11912,1.28319,0.842189,1.89853,4.6135,1.09052,8.30106e-09,5.5269e-09,68.7907,103.32
0.55,4.75,0.4,0.475,6.36591,0.113426,16.2582,0.246992,13.8753,0.253739,22.2866,0.353931,1.92718,0.0874942,2.96534,0.140591,0.0292614,0.269205,20.2773,1.30445,0.205066,0.0893643,0.750466,40.1067,1.29167,2.05083e-09,1.08902e-09,4.25,8.00353,0.117175,0.124796,0.812343,1.40975,1.14032,0.508649,0.370391,0.786354,2.00573,1.112,8.01998e-09,5.1568e-09,61.6568,95.8902
0.55,4.75,0.4,0.525,0.303747,0.0247764,0.625653,0.0484522,0.516977,0.048978,0.949137,0.07304,0.0925623,0.019175,0.0661315,0.0209954,0.00190023,0.0143124,1.70517,1.32789,0.0103584,0.0043452,0.0246278,2.73191,1.31477,1.95737e-09,1.00474e-09,0.27137,0.528664,0.00501364,0.00771654,0.0365402,0.060572,1.16324,0.0236567,0.0203992,0.0392752,0.095355,1.13539,7.73059e-09,4.79623e-09,20.1798,32.5259
0.55,4.75,0.4,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34926,0,0,0,0,1.33913,0,0,0,0,0,0,0,0,1.18787,0,0,0,0,1.16069,8.7946e-09,5.29345e-09,0.919429,1.52755
0.55,4.75,0.4,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36856,0,0,0,0,1.36474,0,0,0,0,0,0,0,0,1.21422,0,0,0,0,1.1879,0,0,0,0
0.55,4.75,0.4,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38579,0,0,-0,0,1.39162,0,0,0,0,0,0,0,0,1.24229,0,0,0,0,1.21702,0,0,0,0
0.55,4.75,0.4,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40096,0,0,-0,0,1.41976,0,0,0,0,0,0,0,0,1.27208,0,0,0,0,1.24805,0,0,0,0
0.55,4.75,0.4,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41405,0,0,-0,0,1.44916,0,0,0,0,0,0,0,0,1.30358,0,0,0,0,1.281,0,0,0,0
0.55,4.75,0.4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42508,0,0,-0,0,1.47982,0,0,0,0,0,0,0,0,1.3368,0,0,0,-0,1.31585,0,0,0,0
0.55,4.75,0.4,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43404,0,0,-0,0,1.51174,0,0,0,0,0,0,0,-0,1.37174,0,0,0,-0,1.35261,0,0,0,0
0.55,4.75,0.4,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44093,0,0,-0,0,1.54492,0,0,0,0,0,0,0,-0,1.40839,0,0,0,-0,1.39128,0,0,0,0
0.55,4.75,0.4,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44575,0,0,-0,0,1.57936,0,0,0,0,0,0,0,-0,1.44676,-0,0,0,-0,1.43187,0,0,0,0
0.55,4.75,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.0004,-0,0,-0,0,1.14054,0,0,0,0,-0,0,-0,-0,1.01131,-0,0,-0,-0,0.987466,0,0,0,0
0.55,4.75,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.04246,-0,0,-0,0,1.15229,0,0,0,0,-0,0,-0,-0,1.01878,-0,0,-0,-0,0.993662,0,0,0,0
0.55,4.75,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.08245,-0,0,-0,0,1.1653,0,0,0,0,-0,0,-0,-0,1.02796,-0,0,-0,-0,1.00177,0,0,0,0
0.55,4.75,0.5,0.175,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,1.12037,-0,0,-0,0,1.17957,0,0,0,0,-0,-0,-0,-0,1.03886,-0,0,-0,-0,1.01178,0,0,0,0
0.55,4.75,0.5,0.225,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,1.15622,0,0,-0,0,1.1951,0,0,0,0,-0,-0,0,-0,1.05148,-0,0,0,-0,1.02371,0,0,0,0
0.55,4.75,0.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,1.2119,0,0,0,0,0,-0,0,-0,1.06581,0,0,0,-0,1.03755,0,0,0,0
0.55,4.75,0.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22172,0,0,0,0,1.22995,0,0,0,0,0,-0,0,0,1.08186,0,0,0,0,1.0533,0,0,0,0
0.55,4.75,0.5,0.375,0.016213,0.00623818,0.0999886,0.0222162,0.00951138,0.00615279,-nan,-nan,0.00368844,0.00399716,0.0164657,0.0109198,3.24948e-05,0.000476209,0.00624912,1.25136,0.000622284,0.000424599,0.00405408,0.0295327,1.24926,0,0,0,0,4.81408e-05,6.68423e-06,0.000337308,0.000425386,1.09963,-nan,-nan,-nan,-nan,1.07096,0,0,0,0
0.55,4.75,0.5,0.425,12.3,0.171822,25.2002,0.352693,24.5115,0.312345,38.9903,0.545344,3.59375,0.124768,5.60641,0.201497,0.0391058,0.447385,17.7429,1.27894,0.231057,0.115846,1.17315,27.9676,1.26984,2.38033e-09,1.29256e-09,0.0876839,0.161475,0.169112,0.104247,1.14731,1.89851,1.11912,0.767593,0.50379,1.13569,2.75975,1.09052,1.02174e-08,6.68319e-09,0.656764,1.00408
0.55,4.75,0.5,0.475,19.3261,0.215377,43.7662,0.464798,38.9025,0.393495,63.5215,0.696069,5.88649,0.159683,9.11646,0.256944,0.0888337,0.81727,61.5593,1.30445,0.552026,0.240564,2.02022,107.965,1.29167,1.98068e-09,1.04396e-09,3.86112,7.32559,0.328525,0.349894,2.27758,3.95253,1.14032,1.44976,1.05569,2.24128,5.71675,1.112,8.74445e-09,5.57698e-09,37.1899,58.3121
0.55,4.75,0.5,0.525,14.4167,0.18602,32.719,0.401878,27.3903,0.330178,47.0146,0.598837,4.10644,0.133371,6.97628,0.22477,0.0901906,0.679307,80.9326,1.32789,0.5417,0.227236,1.28793,142.867,1.31477,1.78004e-09,9.03122e-10,2.31167,4.55625,0.265631,0.408835,1.93596,3.2092,1.16324,1.17181,1.01046,1.94546,4.72332,1.13539,7.99775e-09,4.93728e-09,57.6752,93.4265
0.55,4.75,0.5,0.575,4.60435,0.105126,10.593,0.228667,8.80198,0.187172,15.2775,0.341365,1.17963,0.071483,2.13073,0.124219,0.03756,0.234202,40.1868,1.34926,0.222433,0.0947284,0.277169,72.1247,1.33913,1.65558e-09,8.12418e-10,0.528227,1.07644,0.0938184,0.194078,0.732419,1.09275,1.18787,0.397077,0.420739,0.724399,1.56112,1.16069,7.81397e-09,4.66828e-09,41.422,69.3339
0.55,4.75,0.5,0.625,0.00726484,0.0041758,0.0724354,0.0189091,0.0529139,0.0145123,0.127255,0.0311551,0.00501761,0.00611695,0.0116728,0.0116196,7.48366e-05,0.000388862,0.0910134,1.36856,0.0018789,0.000832211,0.000475568,0.709399,1.36474,1.79944e-09,8.66557e-10,0.00514513,0.010684,0.000599367,0.00160665,0.00508696,0.00648446,1.21422,0.00331146,0.00442355,0.00679435,0.0121088,1.1879,8.00546e-09,4.65328e-09,12.6574,21.7757
0.55,4.75,0.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38579,0,0,-0,0,1.39162,0,0,0,0,0,0,0,0,1.24229,0,0,0,0,1.21702,9.9605e-09,5.67318e-09,0.150692,0.264573
0.55,4.75,0.5,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40096,0,0,-0,0,1.41976,0,0,0,0,0,0,0,0,1.27208,0,0,0,0,1.24805,0,0,0,0
0.55,4.75,0.5,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41405,0,0,-0,0,1.44916,0,0,0,0,0,0,0,0,1.30358,0,0,0,0,1.281,0,0,0,0
0.55,4.75,0.5,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42508,0,0,-0,0,1.47982,0,0,0,0,0,0,0,0,1.3368,0,0,0,-0,1.31585,0,0,0,0
