xbj,Q2,z,zi,y_neg_H2,err_neg_H2,y_pos_H2,err_pos_H2,y_neg_D2,err_neg_D2,y_pos_D2,err_pos_D2,y_neg_Dummy,err_neg_Dummy,y_pos_Dummy,err_pos_Dummy,y_H2_neg_delta,y_H2_neg_rho,y_H2_neg_Dummy,y_H2_neg_incnorad,y_H2_pos_delta,y_H2_pos_exc,y_H2_pos_rho,y_H2_pos_Dummy,y_H2_pos_incnorad,xs_H2_pos,xs_H2_neg,y_H2_neg_incnorad_yield,y_H2_pos_incnorad_yield,y_D2_neg_delta,y_D2_neg_exc,y_D2_neg_rho,y_D2_neg_Dummy,y_D2_neg_incnorad,y_D2_pos_delta,y_D2_pos_exc,y_D2_pos_rho,y_D2_pos_Dummy,y_D2_pos_incnorad,xs_D2_pos,xs_D2_neg,y_D2_neg_incnorad_yield,y_D2_pos_incnorad_yield
0.45,4,0.4,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.08701,0,0,-0,0,1.07811,0,0,0,0,-0,-0,0,0,0.918461,-0,-0,0,0,0.902741,0,0,0,0
0.45,4,0.4,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.12782,0,0,-0,0,1.1182,0,0,0,0,-0,-0,0,0,0.967402,-0,-0,0,0,0.951447,0,0,0,0
0.45,4,0.4,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16598,0,0,-0,0,1.15533,0,0,0,0,0,-0,0,0,1.01165,0,-0,0,0,0.995218,0,0,0,0
0.45,4,0.4,0.325,13.6018,0.240485,26.615,0.517868,27.318,0.498072,42.7143,0.837467,4.68306,0.218319,6.01857,0.293349,0.0290295,-0.0692871,8.71296,1.2015,0.259057,0.0708039,-0.693628,12.3267,1.18949,0,0,0,0,0.0706467,0.0464891,0.886806,3.42884,1.0512,0.376159,0.106053,0.948271,4.36553,1.03405,0,0,0,0
0.45,4,0.4,0.375,52.5823,0.472834,104.718,1.02723,108.96,0.994722,166.965,1.65574,17.0894,0.417052,23.0712,0.574345,0.103743,0.246694,33.7256,1.23438,0.991265,0.441349,0.0248665,54.8428,1.22069,6.09201e-09,3.63791e-09,10.3128,17.2697,0.522836,0.661968,3.79731,12.6926,1.08605,2.24575,1.71798,3.88366,17.9478,1.06796,1.89482e-08,1.31494e-08,42.3442,61.0173
0.45,4,0.4,0.425,56.3277,0.489385,117.65,1.08881,119.598,1.04215,179.756,1.718,16.6369,0.411493,25.6517,0.605614,0.152035,1.10928,57.0221,1.26461,1.3643,0.723414,2.88761,98.3377,1.24893,4.66193e-09,2.67945e-09,28.5996,49.7599,0.843436,1.20277,5.00094,13.5923,1.11621,3.23442,3.19007,4.81807,20.0285,1.09692,1.68646e-08,1.14e-08,155.019,229.328
0.45,4,0.4,0.475,26.1022,0.33314,57.4897,0.761115,56.0153,0.713216,87.1615,1.19631,8.11654,0.287417,12.4577,0.422043,0.11257,1.04176,45.7674,1.29221,0.926972,0.486531,2.69386,80.4589,1.2742,3.90329e-09,2.142e-09,18.3177,33.3797,0.523609,0.764397,2.98868,6.55384,1.14167,1.95548,2.16636,2.86145,9.93471,1.12096,1.53465e-08,1.00247e-08,164.713,252.154
0.45,4,0.4,0.525,4.5762,0.13949,10.7502,0.329127,10.1289,0.303283,15.1374,0.498548,1.08799,0.10523,1.93065,0.166146,0.0311807,0.299032,13.1089,1.31716,0.24779,0.119939,0.722196,23.8094,1.29652,3.38486e-09,1.78059e-09,3.14985,5.9878,0.118351,0.170607,0.703664,1.28173,1.16244,0.405313,0.478539,0.625751,1.74345,1.14005,1.42147e-08,8.93745e-09,74.0085,117.708
0.45,4,0.4,0.575,-nan,-nan,0.0437443,0.020995,0.013017,0.0108723,-nan,-nan,0,0,0,0,-nan,-nan,-nan,1.33947,0.00141614,0.000622512,0.00374052,0.143551,1.31587,3.53232e-09,1.78844e-09,0.00858201,0.0169503,0.000183057,0.00025577,0.00117366,0.00185197,1.17851,-nan,-nan,-nan,-nan,1.15422,1.47535e-08,8.94741e-09,13.5713,22.3779
0.45,4,0.4,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35914,0,0,0,0,1.33225,0,0,0,0,0,0,0,0,1.18989,0,0,0,0,1.16345,1.78266e-08,1.052e-08,0.0599618,0.101608
0.45,4,0.4,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37617,0,0,0,0,1.34568,0,0,0,0,0,0,0,0,1.19657,0,0,0,0,1.16774,0,0,0,0
0.45,4,0.4,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39055,0,0,0,0,1.35614,0,0,0,0,0,0,0,0,1.19856,0,0,0,0,1.1671,0,0,0,0
0.45,4,0.4,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4023,0,0,0,0,1.36364,0,0,0,0,0,0,0,0,1.19585,0,0,0,0,1.16153,0,0,0,0
0.45,4,0.4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4114,0,0,0,0,1.36818,0,0,0,0,0,0,0,0,1.18844,0,0,0,0,1.15102,0,0,0,0
0.45,4,0.4,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41786,0,0,0,0,1.36975,0,0,0,0,0,0,0,0,1.17634,0,0,0,0,1.13558,0,0,0,0
0.45,4,0.4,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42168,0,0,0,0,1.36836,0,0,0,0,0,0,0,0,1.15954,0,0,0,0,1.1152,0,0,0,0
0.45,4,0.4,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42286,0,0,0,0,1.36401,0,0,0,0,0,0,0,0,1.13805,0,0,0,0,1.08989,0,0,0,0
0.45,4,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948752,0,0,-0,0,0.940069,0,0,0,0,-0,-0,0,0,0.743465,-0,-0,0,0,0.727019,0,0,0,0
0.45,4,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99748,0,0,-0,0,0.989045,0,0,0,0,-0,-0,0,0,0.806493,-0,-0,0,0,0.790528,0,0,0,0
0.45,4,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04357,0,0,-0,0,1.03506,0,0,0,0,-0,-0,0,0,0.864825,-0,-0,0,0,0.849102,0,0,0,0
0.45,4,0.5,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.08701,0,0,-0,0,1.07811,0,0,0,0,-0,-0,0,0,0.918461,-0,-0,0,0,0.902741,0,0,0,0
0.45,4,0.5,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.12782,0,0,-0,0,1.1182,0,0,0,0,-0,-0,0,0,0.967402,-0,-0,0,0,0.951447,0,0,0,0
0.45,4,0.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16598,0,0,-0,0,1.15533,0,0,0,0,0,-0,0,0,1.01165,0,-0,0,0,0.995218,0,0,0,0
0.45,4,0.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.2015,0,0,-0,0,1.18949,0,0,0,0,0,0,0,0,1.0512,0,0,0,0,1.03405,0,0,0,0
0.45,4,0.5,0.375,0.0667488,0.0174014,0.218542,0.049308,0.0743342,0.0240201,0.321452,0.0768801,0.0416927,0.0201703,-nan,-nan,0.000131693,0.000313158,0.0428118,1.23438,0.00206873,0.000921076,5.18953e-05,0.114455,1.22069,0,0,0,0,0.000356685,0.000451603,0.00259058,0.00865903,1.08605,0.00432369,0.00330757,0.00747711,0.0345544,1.06796,0,0,0,0
0.45,4,0.5,0.425,24.7173,0.334861,50.5188,0.74968,48.7653,0.615227,82.2788,1.22999,8.29469,0.2845,11.9389,0.45937,0.0667147,0.486764,25.022,1.26461,0.585828,0.310632,1.23993,42.226,1.24893,5.42114e-09,3.06842e-09,0.239374,0.422913,0.343905,0.490422,2.0391,5.54215,1.11621,1.48047,1.46018,2.20535,9.16754,1.09692,2.06058e-08,1.37852e-08,1.15057,1.71985
0.45,4,0.5,0.475,45.3317,0.453487,99.5394,1.05232,94.0577,0.854432,155.899,1.69308,14.2536,0.372945,22.3546,0.628584,0.195501,1.80924,79.4845,1.29221,1.60499,0.842394,4.66422,139.309,1.2742,3.93429e-09,2.14826e-09,11.8919,21.7786,0.879214,1.28353,5.01842,11.0048,1.14167,3.4976,3.87479,5.11804,17.7694,1.12096,1.75769e-08,1.1447e-08,76.6994,117.772
0.45,4,0.5,0.525,41.6779,0.434827,93.472,1.01974,85.9582,0.816815,148.649,1.65325,13.7039,0.365682,19.4116,0.585748,0.283979,2.72344,119.39,1.31716,2.15451,1.04286,6.27942,207.02,1.29652,3.17231e-09,1.66121e-09,12.2895,23.4683,1.00438,1.44784,5.9716,10.8773,1.16244,3.98018,4.69925,6.14488,17.1207,1.14005,1.53258e-08,9.64236e-09,137.598,218.702
0.45,4,0.5,0.575,18.9912,0.293521,45.5653,0.711978,40.849,0.563081,68.9475,1.12594,6.15925,0.245158,10.0014,0.420447,0.193749,1.82306,82.5339,1.33947,1.47509,0.648426,3.89624,149.527,1.31587,2.79713e-09,1.41337e-09,5.30084,10.4906,0.574456,0.802638,3.68309,5.81171,1.17851,2.1384,2.62153,3.60801,7.92918,1.15422,1.43901e-08,8.75576e-09,122.318,201.029
0.45,4,0.5,0.625,2.20815,0.100087,4.68046,0.228188,4.23738,0.181355,7.77746,0.378159,0.73521,0.0847009,1.00652,0.13338,0.0319694,0.291169,13.6847,1.35914,0.206381,0.0827712,0.476684,21.5299,1.33225,2.74421e-09,1.35505e-09,0.502695,1.01805,0.0698441,0.0934859,0.48913,0.695751,1.18989,0.273401,0.342844,0.51179,0.882475,1.16345,1.40584e-08,8.29405e-09,57.3107,97.1416
0.45,4,0.5,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37617,0,0,0,0,1.34568,0,0,0,0,0,0,0,0,1.19657,0,0,0,0,1.16774,1.58526e-08,9.1362e-09,5.90929,10.2534
0.45,4,0.5,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39055,0,0,0,0,1.35614,0,0,0,0,0,0,0,0,1.19856,0,0,0,0,1.1671,0,0,0,0
0.45,4,0.5,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4023,0,0,0,0,1.36364,0,0,0,0,0,0,0,0,1.19585,0,0,0,0,1.16153,0,0,0,0
0.45,4,0.5,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4114,0,0,0,0,1.36818,0,0,0,0,0,0,0,0,1.18844,0,0,0,0,1.15102,0,0,0,0
0.45,4,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41786,0,0,0,0,1.36975,0,0,0,0,0,0,0,0,1.17634,0,0,0,0,1.13558,0,0,0,0
0.45,4,0.5,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42168,0,0,0,0,1.36836,0,0,0,0,0,0,0,0,1.15954,0,0,0,0,1.1152,0,0,0,0
0.45,4,0.5,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42286,0,0,0,0,1.36401,0,0,0,0,0,0,0,0,1.13805,0,0,0,0,1.08989,0,0,0,0
0.45,4,0.6,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948752,0,0,-0,0,0.940069,0,0,0,0,-0,-0,0,0,0.743465,-0,-0,0,0,0.727019,0,0,0,0
0.45,4,0.6,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99748,0,0,-0,0,0.989045,0,0,0,0,-0,-0,0,0,0.806493,-0,-0,0,0,0.790528,0,0,0,0
0.45,4,0.6,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04357,0,0,-0,0,1.03506,0,0,0,0,-0,-0,0,0,0.864825,-0,-0,0,0,0.849102,0,0,0,0
0.45,4,0.6,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.08701,0,0,-0,0,1.07811,0,0,0,0,-0,-0,0,0,0.918461,-0,-0,0,0,0.902741,0,0,0,0
0.45,4,0.6,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.12782,0,0,-0,0,1.1182,0,0,0,0,-0,-0,0,0,0.967402,-0,-0,0,0,0.951447,0,0,0,0
0.45,4,0.6,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16598,0,0,-0,0,1.15533,0,0,0,0,0,-0,0,0,1.01165,0,-0,0,0,0.995218,0,0,0,0
0.45,4,0.6,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.2015,0,0,-0,0,1.18949,0,0,0,0,0,0,0,0,1.0512,0,0,0,0,1.03405,0,0,0,0
0.45,4,0.6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23438,0,0,0,0,1.22069,0,0,0,0,0,0,0,0,1.08605,0,0,0,0,1.06796,0,0,0,0
0.45,4,0.6,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26461,0,0,0,0,1.24893,0,0,0,0,0,0,0,0,1.11621,0,0,0,0,1.09692,0,0,0,0
0.45,4,0.6,0.475,4.1866,0.171263,8.27706,0.34723,8.95501,0.34603,13.181,0.480786,1.42115,0.131489,2.38593,0.258753,0.0180554,0.167092,7.34076,1.29221,0.133461,0.0700482,0.387847,11.584,1.2742,0,0,0,0,0.0837079,0.122202,0.477792,1.04774,1.14167,0.295717,0.327608,0.432723,1.50238,1.12096,0,0,0,0
0.45,4,0.6,0.525,28.6228,0.447806,59.8305,0.933557,58.0977,0.881373,93.8778,1.2831,8.95553,0.330077,14.1551,0.630249,0.195026,1.87035,81.9925,1.31716,1.37908,0.667522,4.0194,132.512,1.29652,2.99018e-09,1.55206e-09,1.8722,3.60696,0.678842,0.978573,4.03611,7.35179,1.16244,2.51364,2.96776,3.88073,10.8124,1.14005,1.6468e-08,1.03518e-08,15.4266,24.5412
0.45,4,0.6,0.575,35.5215,0.498861,79.7686,1.07794,74.0215,0.994853,120.418,1.45319,11.2645,0.370191,18.5346,0.721187,0.362393,3.40989,154.373,1.33947,2.58236,1.13516,6.82092,261.768,1.31587,2.67789e-09,1.35186e-09,5.55185,10.9976,1.04096,1.45444,6.67403,10.5312,1.17851,3.73475,4.57854,6.30144,13.8484,1.15422,1.47223e-08,8.99231e-09,83.7217,137.07
0.45,4,0.6,0.625,25.0318,0.418774,51.339,0.864775,56.9662,0.872748,77.8296,1.16829,8.73842,0.326052,10.9377,0.554013,0.362409,3.30073,155.131,1.35914,2.26375,0.9079,5.22865,236.157,1.33225,2.56691e-09,1.26633e-09,1.97728,4.00803,0.938966,1.2568,6.57573,9.35348,1.18989,2.73595,3.43086,5.12152,8.83099,1.16345,1.36825e-08,8.101e-09,100.975,170.546
0.45,4,0.6,0.675,7.02792,0.221895,13.3398,0.440812,17.2466,0.480211,19.933,0.591241,2.26973,0.166172,2.66845,0.273643,0.138037,1.21543,59.1676,1.37617,0.776547,0.287045,1.54995,82.305,1.34568,2.66729e-09,1.30149e-09,0.175377,0.359418,0.326725,0.415356,2.50553,3.31659,1.19657,0.781173,0.992503,1.62976,2.20384,1.16774,1.33292e-08,7.74301e-09,63.8037,109.835
0.45,4,0.6,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39055,0,0,0,0,1.35614,0,0,0,0,0,0,0,0,1.19856,0,0,0,0,1.1671,1.38751e-08,8.00208e-09,17.0543,29.5709
0.45,4,0.6,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4023,0,0,0,0,1.36364,0,0,0,0,0,0,0,0,1.19585,0,0,0,0,1.16153,1.95527e-08,1.12528e-08,0.00768634,0.0133557
0.45,4,0.6,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4114,0,0,0,0,1.36818,0,0,0,0,0,0,0,0,1.18844,0,0,0,0,1.15102,0,0,0,0
0.45,4,0.6,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41786,0,0,0,0,1.36975,0,0,0,0,0,0,0,0,1.17634,0,0,0,0,1.13558,0,0,0,0
0.45,4,0.6,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42168,0,0,0,0,1.36836,0,0,0,0,0,0,0,0,1.15954,0,0,0,0,1.1152,0,0,0,0
0.45,4,0.6,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42286,0,0,0,0,1.36401,0,0,0,0,0,0,0,0,1.13805,0,0,0,0,1.08989,0,0,0,0
0.45,4,0.7,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948752,0,0,-0,0,0.940069,0,0,0,0,-0,-0,0,0,0.743465,-0,-0,0,0,0.727019,0,0,0,0
0.45,4,0.7,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99748,0,0,-0,0,0.989045,0,0,0,0,-0,-0,0,0,0.806493,-0,-0,0,0,0.790528,0,0,0,0
0.45,4,0.7,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04357,0,0,-0,0,1.03506,0,0,0,0,-0,-0,0,0,0.864825,-0,-0,0,0,0.849102,0,0,0,0
0.45,4,0.7,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.08701,0,0,-0,0,1.07811,0,0,0,0,-0,-0,0,0,0.918461,-0,-0,0,0,0.902741,0,0,0,0
0.45,4,0.7,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.12782,0,0,-0,0,1.1182,0,0,0,0,-0,-0,0,0,0.967402,-0,-0,0,0,0.951447,0,0,0,0
0.45,4,0.7,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16598,0,0,-0,0,1.15533,0,0,0,0,0,-0,0,0,1.01165,0,-0,0,0,0.995218,0,0,0,0
0.45,4,0.7,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.2015,0,0,-0,0,1.18949,0,0,0,0,0,0,0,0,1.0512,0,0,0,0,1.03405,0,0,0,0
0.45,4,0.7,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23438,0,0,0,0,1.22069,0,0,0,0,0,0,0,0,1.08605,0,0,0,0,1.06796,0,0,0,0
0.45,4,0.7,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26461,0,0,0,0,1.24893,0,0,0,0,0,0,0,0,1.11621,0,0,0,0,1.09692,0,0,0,0
0.45,4,0.7,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29221,0,0,0,0,1.2742,0,0,0,0,0,0,0,0,1.14167,0,0,0,0,1.12096,0,0,0,0
0.45,4,0.7,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31716,0,0,0,0,1.29652,0,0,0,0,0,0,0,0,1.16244,0,0,0,0,1.14005,0,0,0,0
0.45,4,0.7,0.575,11.3621,0.335781,20.8818,0.38006,21.9014,0.745696,32.1655,0.88844,3.75905,0.178627,4.70231,0.28112,0.115917,1.09071,49.3788,1.33947,0.676008,0.297163,1.78558,68.5256,1.31587,0,0,0,0,0.307997,0.430338,1.9747,3.11597,1.17851,0.997612,1.223,1.68321,3.69914,1.15422,0,0,0,0
0.45,4,0.7,0.625,29.2304,0.538572,52.33,0.60165,61.7193,1.25181,71.7448,1.32687,10.5886,0.299796,11.1564,0.433011,0.423196,3.85436,181.152,1.35914,2.30745,0.925426,5.32958,240.716,1.33225,2.49369e-09,1.22869e-09,1.13504,2.30362,1.01731,1.36166,7.12438,10.1339,1.18989,2.52205,3.16263,4.72112,8.14057,1.16345,1.35544e-08,8.07645e-09,31.7881,53.3486
0.45,4,0.7,0.675,14.824,0.383538,24.006,0.407501,34.4809,0.935655,35.8716,0.938228,5.64655,0.218927,5.3034,0.298548,0.291161,2.56372,124.802,1.37617,1.39746,0.516562,2.78926,148.115,1.34568,2.61438e-09,1.27798e-09,0.190244,0.389186,0.653217,0.830417,5.00927,6.63081,1.19657,1.40581,1.78612,2.93293,3.96605,1.16774,1.3082e-08,7.61361e-09,65.3111,112.22
0.45,4,0.7,0.725,0.783826,0.0881934,0.969006,0.0818714,1.23574,0.177129,1.60379,0.198384,0.282213,0.0489435,0.198708,0.0599402,0.0201379,0.171847,8.63043,1.39055,0.0724132,0.0249339,0.124558,7.7437,1.35614,0,0,0,0,0.0265032,0.0317739,0.222058,0.280023,1.19856,0.0691646,0.0884537,0.160703,0.170472,1.1671,1.35982e-08,7.85468e-09,31.87,55.1741
0.45,4,0.7,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4023,0,0,0,0,1.36364,0,0,0,0,0,0,0,0,1.19585,0,0,0,0,1.16153,1.52928e-08,8.90885e-09,1.91772,3.29194
0.45,4,0.7,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4114,0,0,0,0,1.36818,0,0,0,0,0,0,0,0,1.18844,0,0,0,0,1.15102,0,0,0,0
0.45,4,0.7,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41786,0,0,0,0,1.36975,0,0,0,0,0,0,0,0,1.17634,0,0,0,0,1.13558,0,0,0,0
0.45,4,0.7,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42168,0,0,0,0,1.36836,0,0,0,0,0,0,0,0,1.15954,0,0,0,0,1.1152,0,0,0,0
0.45,4,0.7,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42286,0,0,0,0,1.36401,0,0,0,0,0,0,0,0,1.13805,0,0,0,0,1.08989,0,0,0,0
0.45,4.75,0.4,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15265,0,0,0,0,0.842749,0,0,0,0,-0,-0,0,0,0.864476,0,-0,0,0,0.945105,0,0,0,0
0.45,4.75,0.4,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15623,0,0,0,0,0.90545,0,0,0,0,-0,-0,0,0,0.902216,0,-0,0,0,0.96204,0,0,0,0
0.45,4.75,0.4,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.16236,0,0,0,0,0.964452,0,0,0,0,-0,-0,0,0,0.938028,0,-0,0,0,0.979387,0,0,0,0
0.45,4.75,0.4,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.17105,0,0,0,0,1.01976,0,0,0,0,-0,-0,0,0,0.971911,0,-0,0,0,0.997147,0,0,0,0
0.45,4.75,0.4,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1823,0,0,0,0,1.07136,0,0,0,0,-0,-0,0,0,1.00387,0,-0,0,0,1.01532,0,0,0,0
0.45,4.75,0.4,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.1961,0,0,0,0,1.11927,0,0,0,0,0,-0,0,0,1.03389,0,-0,0,0,1.0339,0,0,0,0
0.45,4.75,0.4,0.325,4.18503,0.104544,7.51378,0.205547,8.40749,0.210476,12.7659,0.328454,1.44689,0.0980781,1.6645,0.111845,0.00725126,0.0310069,5.19701,1.21247,0.0322242,0.0242637,0.244549,5.247,1.16348,0,0,0,0,0.0206948,0.0149535,0.176675,1.08956,1.06199,0.0941134,0.0450293,0.179788,1.62721,1.0529,0,0,0,0
0.45,4.75,0.4,0.375,31.7345,0.287881,58.7191,0.574609,61.5904,0.569673,94.8768,0.895427,9.10427,0.246023,14.0841,0.325342,0.0605203,0.771998,24.2091,1.23139,0.335959,0.184581,1.21972,36.2727,1.20399,2.89813e-09,1.6257e-09,2.2312,3.97756,0.257045,0.295985,1.61637,7.97571,1.08816,0.885937,0.824864,1.60995,11.9999,1.07231,9.44248e-09,6.30091e-09,9.81594,14.7101
0.45,4.75,0.4,0.425,33.4149,0.295405,67.1806,0.614617,65.8395,0.588996,102.465,0.930548,10.5251,0.264525,14.5757,0.330971,0.0880209,1.21908,33.5346,1.25287,0.546071,0.253807,0.936257,57.4373,1.24081,1.99906e-09,1.08514e-09,13.2776,24.4601,0.388515,0.532289,2.26862,8.8223,1.1124,1.1958,1.4214,2.19691,12.8656,1.09213,7.96483e-09,5.20463e-09,76.8701,117.637
0.45,4.75,0.4,0.475,18.4414,0.219455,38.7016,0.466495,36.8963,0.44092,59.4007,0.70851,5.35564,0.188695,8.49529,0.252677,0.072179,0.809176,36.2182,1.27691,0.445437,0.198647,0.465946,54.5703,1.27392,1.50845e-09,7.85924e-10,10.4472,20.0515,0.282032,0.428567,1.68442,5.27976,1.13471,0.853582,1.13225,1.63343,7.40776,1.11237,6.86783e-09,4.36259e-09,83.9531,132.164
0.45,4.75,0.4,0.525,3.57402,0.0966109,8.30606,0.216113,6.9507,0.191374,11.8531,0.316495,1.00066,0.0815635,1.56769,0.108544,0.0205378,0.166234,13.0237,1.3035,0.131774,0.0598692,0.125266,18.962,1.30334,1.17126e-09,5.86271e-10,3.48337,6.95913,0.065353,0.107028,0.415874,1.08985,1.1551,0.206677,0.287575,0.41655,1.46888,1.13301,6.08453e-09,3.74521e-09,47.3417,76.912
0.45,4.75,0.4,0.575,-nan,-nan,0.0488942,0.016581,-nan,-nan,0.0353026,0.0188092,0.0205365,0.0204404,0.0165642,0.0164868,-nan,-nan,-nan,1.33265,0.00103628,0.000489102,0.00112759,0.16984,1.32906,9.80436e-10,4.72215e-10,0.0831947,0.172733,-nan,-nan,-nan,-nan,1.17356,0.000736774,0.00104048,0.00156648,0.00434951,1.15407,5.0099e-09,2.97515e-09,9.30013,15.6606
0.45,4.75,0.4,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36436,0,0,0,0,1.35108,0,0,0,0,0,0,0,0,1.19008,0,0,0,0,1.17555,4.92111e-09,2.84697e-09,0.0220576,0.0381276
0.45,4.75,0.4,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39863,0,0,0,0,1.36941,0,0,0,0,0,0,0,0,1.20468,0,0,0,0,1.19743,0,0,0,0
0.45,4.75,0.4,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43546,0,0,0,0,1.38403,0,0,0,0,0,0,0,0,1.21735,0,0,0,0,1.21973,0,0,0,0
0.45,4.75,0.4,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.47484,0,0,0,0,1.39496,0,0,0,0,0,0,0,0,1.2281,0,0,0,0,1.24244,0,0,0,0
0.45,4.75,0.4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.51678,0,0,0,0,1.40219,0,0,0,0,0,0,0,0,1.23691,0,0,0,0,1.26556,0,0,0,0
0.45,4.75,0.4,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.56128,0,0,0,0,1.40572,0,0,0,0,0,0,0,0,1.2438,0,0,0,0,1.28909,0,0,0,0
0.45,4.75,0.4,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.60834,0,0,0,0,1.40555,0,0,0,0,0,0,0,0,1.24875,0,0,0,0,1.31304,0,0,0,0
0.45,4.75,0.4,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.65795,0,0,0,0,1.40169,0,0,0,0,0,0,0,0,1.25178,0,0,0,0,1.3374,0,0,0,0
0.45,4.75,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15265,0,0,0,0,0.842749,0,0,0,0,-0,-0,0,0,0.864476,0,-0,0,0,0.945105,0,0,0,0
0.45,4.75,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,1.15623,0,0,0,0,0.90545,0,0,0,0,-0,-0,0,0,0.902216,0,-0,0,0,0.96204,0,0,0,0
