Q2,Q2_corr,Q2_corr_err,xbj_set,xbj,xbj_corr,xbj_corr_err,z_set,z,z_corr,z_corr_err,RunGroup,y_RD,error_RD,y_RD_rho,RY,RY_rho,RY_1p8rho,RY_noexc,RY_nodelta,error,yield_neg,yield_pos,yield_neg_data,error_neg,yield_pos_data,error_pos,charge_neg_all,charge_pos_all,yield_neg_exc,yield_neg_delta,yield_neg_rho,yield_pos_exc,yield_pos_delta,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp
4.75,4.75678,0.0118923,0.45,0.425000,0.420205,9.2414e-05,0.7,0.575000,0.592364,1.37031e-05,150,3.26688,1.74749,2.73324,0.587168,0.55445,0.524067,0.541206,0.543516,0.099275,0.898495,1.53022,0.929271,0.11348,1.6499,0.172002,185.963,109.477,0.0082344,0.0163483,0.0921351,0.0419532,0.0517039,0.0921351,1.23933,0.989944,2.1364,1.67184,7.44721,3.41565,0.407462,0.574429,3.57843,-8.90246
4.75,3.84488,0.0031099,0.45,0.325000,0.339463,2.83957e-05,0.7,0.625000,0.623979,0.000102592,150,3.54134,0.917524,2.91701,0.602193,0.566287,0.532743,0.562166,0.552661,0.0483996,3.00994,4.9983,3.15462,0.179223,5.40506,0.269827,185.963,109.477,0.060743,0.0655277,0.353809,0.139692,0.221047,0.353809,4.09001,3.56965,6.88071,6.10225,8.36639,3.54944,0.330935,0.60878,3.77259,-3.95967
4.75,4.17472,0.0128968,0.45,0.375000,0.375846,0.000100942,0.7,0.625000,0.626121,9.81776e-05,150,3.91119,0.581245,3.1952,0.62079,0.583056,0.547835,0.584046,0.573079,0.027861,10.3918,16.7396,10.9376,0.349558,17.9227,0.497338,185.963,109.477,0.299102,0.167318,1.20179,0.51841,0.551659,1.20179,13.5453,11.5746,23.2351,21.0148,7.81873,3.33526,0.364878,0.607594,3.71232,-5.49403
4.75,4.64427,0.0182267,0.45,0.425000,0.422678,0.000100038,0.7,0.625000,0.628707,9.49937e-05,150,7.13939,1.5101,6.10108,0.730686,0.703002,0.676682,0.681241,0.692111,0.0365094,9.16197,12.5389,9.37594,0.321175,13.3958,0.446449,185.963,109.477,0.0965074,0.0853616,0.95502,0.459919,0.281042,0.95502,10.4296,8.8648,18.2641,15.7921,7.22794,3.09198,0.408584,0.608092,3.68643,-6.153
4.75,5.06151,0.0112182,0.45,0.475000,0.468445,8.47057e-05,0.7,0.625000,0.631213,7.73587e-05,150,3.47838,0.972346,3.01517,0.598844,0.572355,0.548302,0.562413,0.555326,0.0521588,2.98986,4.99273,3.12496,0.192169,5.46051,0.293476,185.963,109.477,0.0337682,0.0803537,0.271296,0.126174,0.258316,0.271296,3.35168,2.83125,5.98251,4.91729,6.62872,2.83993,0.451178,0.608702,3.63991,-7.33738
4.75,3.84459,0.0030075,0.45,0.325000,0.339742,2.7652e-05,0.7,0.675000,0.673975,0.000104091,150,3.96932,1.15073,3.05488,0.623556,0.574762,0.526951,0.574875,0.560744,0.0543565,2.62722,4.21329,2.86006,0.169976,4.71517,0.246147,185.963,109.477,0.131211,0.0551381,0.362176,0.239776,0.183311,0.362176,3.57306,2.85973,6.08306,5.12805,8.35636,3.16287,0.331067,0.65718,4.07167,3.65413
4.75,4.1645,0.0114497,0.45,0.375000,0.377105,0.000100907,0.7,0.675000,0.674546,0.000105034,150,4.57926,0.659301,3.81363,0.650319,0.616055,0.583489,0.608302,0.601795,0.0268724,11.8387,18.2045,12.5019,0.353265,19.9037,0.520369,185.963,109.477,0.366778,0.179956,1.32726,0.781858,0.626956,1.32726,13.7496,11.3352,23.9162,19.8291,7.76661,2.97457,0.37329,0.591268,3.97797,1.26885
4.75,4.56515,0.021771,0.45,0.425000,0.422104,9.31704e-05,0.7,0.675000,0.671673,9.2393e-05,150,4.13651,0.629663,3.2921,0.631292,0.588596,0.546884,0.574081,0.571109,0.0285333,10.4709,16.5865,11.1353,0.344921,18.5804,0.513325,185.963,109.477,0.303443,0.243363,1.3914,0.84984,0.81241,1.3914,13.2713,10.923,23.5722,19.6517,7.13435,2.78609,0.407184,0.64924,3.87821,-1.27078
4.75,4.98665,0.0134952,0.45,0.475000,0.462978,4.95295e-05,0.7,0.675000,0.662308,4.67669e-05,150,9.01711,4.95933,6.93568,0.769534,0.725669,0.679766,0.683755,0.68951,0.0878041,1.99448,2.5918,2.09804,0.157828,2.99867,0.213048,185.963,109.477,0.0284383,0.0500092,0.272535,0.155109,0.171893,0.272535,2.29474,1.73835,4.13077,3.31991,6.66729,2.67636,0.417628,0.617149,3.80796,-3.05928
4.75,3.84191,0.00293779,0.45,0.325000,0.339215,2.76953e-05,0.7,0.725000,0.722301,9.30341e-05,150,2.43444,0.790011,1.45434,0.533759,0.449979,0.356068,0.458093,0.424986,0.0572444,1.56184,2.92612,1.85688,0.125317,3.69012,0.20823,185.963,109.477,0.1628,0.0977053,0.401375,0.309522,0.349349,0.401375,2.45744,2.16982,4.21727,3.63698,8.36871,2.79745,0.330653,0.703386,4.36752,11.1858
4.75,4.15176,0.0125043,0.45,0.375000,0.373522,9.57773e-05,0.7,0.725000,0.715183,5.59387e-05,150,4.80126,1.02207,3.90639,0.65914,0.62056,0.582772,0.625506,0.606965,0.0395833,5.38357,8.16757,5.87064,0.232092,9.05753,0.341458,185.963,109.477,0.320581,0.0845519,0.691279,0.464046,0.275845,0.691279,6.48051,5.39032,11.3475,9.43403,7.8493,2.71597,0.361092,0.694362,4.24485,8.06298
4.75,4.59196,0.0129765,0.45,0.425000,0.411645,4.81627e-05,0.7,0.725000,0.707672,1.80741e-05,150,3.04168,1.32199,2.6806,0.573965,0.550939,0.529854,0.540701,0.514491,0.0799831,0.895499,1.5602,0.983802,0.0887485,1.85859,0.152845,185.963,109.477,0.0354115,0.04944,0.092493,0.0807705,0.171277,0.092493,1.23407,1.18584,2.19723,1.85595,7.44443,2.65675,-nan,-nan,4.21462,7.29323
4.75,4.12421,0.00706971,0.5,0.375000,0.381309,7.06696e-05,0.4,0.325000,0.340646,1.6446e-05,300,7.97061,2.66488,7.71747,0.749386,0.743972,0.739457,0.737765,0.738755,0.0557913,2.86105,3.81786,2.87475,0.155237,3.89415,0.194625,284.343,183.995,0.00315288,0.0106955,0.0858506,0.0354206,0.0404401,0.0858506,3.69902,3.74043,5.49819,5.46743,7.5768,5.17146,0.369724,0.330596,1.96313,-7.56283
4.75,4.54856,0.0149227,0.5,0.425000,0.423518,0.000104366,0.4,0.325000,0.341995,1.53843e-05,300,9.43457,3.26877,9.16437,0.776696,0.772112,0.768345,0.771494,0.768753,0.0543323,3.66368,4.71701,3.69098,0.191745,4.77645,0.218939,284.343,183.995,0.0183338,0.00572447,0.0667578,0.0292237,0.0273855,0.0667578,4.18065,3.68488,6.27818,5.97943,7.07472,4.83115,0.409633,0.330627,1.95657,-7.87154
4.75,5.03819,0.0117496,0.5,0.475000,0.470925,9.09446e-05,0.4,0.325000,0.342615,1.39224e-05,300,6.03896,2.34453,5.87439,0.701164,0.696184,0.692071,0.689973,0.690591,0.069791,1.81354,2.58647,1.82416,0.135814,2.64531,0.169588,284.343,183.995,0.00325904,0.00647078,0.0403984,0.0252591,0.0277605,0.0403984,2.08872,1.91359,3.16054,2.84783,6.54429,4.47378,0.454609,0.329722,1.9527,-8.05378
4.75,4.12023,0.00625578,0.5,0.375000,0.382932,6.78702e-05,0.4,0.375000,0.373668,0.000103233,300,4.22048,0.61505,3.96915,0.635058,0.623548,0.6138,0.622723,0.618387,0.0273047,7.66208,12.0652,7.76126,0.251329,12.338,0.335376,284.343,183.995,0.0552646,0.038141,0.349089,0.103055,0.153156,0.349089,11.1265,10.4792,16.8512,15.825,7.52518,4.91493,0.371281,0.362239,2.14336,0.923683
4.75,4.46602,0.0142393,0.5,0.425000,0.425374,0.000101308,0.4,0.375000,0.374095,9.9282e-05,300,4.51345,0.474808,4.29307,0.647616,0.638252,0.630399,0.635915,0.633766,0.019653,16.4086,25.3369,16.5629,0.379473,25.8454,0.497847,284.343,183.995,0.0765288,0.0643796,0.594482,0.20414,0.262388,0.594482,21.0241,19.2052,32.1046,29.4574,6.91897,4.53678,0.410696,0.360628,2.09351,-1.42367
4.75,4.85911,0.0231859,0.5,0.475000,0.47363,0.000102007,0.4,0.375000,0.376856,9.33416e-05,300,5.01205,0.629775,4.79099,0.667113,0.658741,0.651765,0.653841,0.651683,0.0232627,13.968,20.938,14.1605,0.373818,21.6081,0.468066,284.343,183.995,0.0665541,0.1017,0.421643,0.244151,0.362095,0.421643,17.8679,15.6212,27.4526,24.8367,6.28599,4.12055,0.455311,0.361527,2.0599,-3.00627
4.75,5.20874,0.024082,0.5,0.525000,0.522017,9.88367e-05,0.4,0.375000,0.380212,8.90682e-05,300,4.962,0.861272,4.75055,0.665253,0.657165,0.650405,0.65371,0.647535,0.03217,7.69764,11.571,7.84336,0.285013,12.0228,0.359917,284.343,183.995,0.0552404,0.0708468,0.23699,0.135925,0.254342,0.23699,8.67544,7.50655,13.3633,11.5432,5.65483,3.69787,0.499385,0.363072,2.02065,-4.85422
4.75,5.54154,0.016968,0.5,0.575000,0.57035,9.40817e-05,0.4,0.375000,0.384472,6.03264e-05,300,4.01601,1.12173,3.83717,0.625749,0.617209,0.610102,0.613134,0.606636,0.0523713,2.70591,4.32428,2.77192,0.178382,4.53435,0.222976,284.343,183.995,0.0290013,0.0270057,0.0798968,0.0722695,0.108766,0.0798968,2.89713,2.45844,4.47117,3.8531,5.05951,3.28685,0.543063,0.366022,1.98972,-6.31083
4.75,4.12067,0.0060756,0.5,0.375000,0.383194,6.54575e-05,0.4,0.425000,0.422905,0.000101732,300,7.09641,1.34996,6.53569,0.729642,0.715254,0.702746,0.707504,0.708008,0.0328909,5.98089,8.19702,6.06552,0.194711,8.48259,0.255581,284.343,183.995,0.0495291,0.0336022,0.37066,0.160534,0.131316,0.37066,8.5513,8.3996,13.3169,13.6098,7.51865,4.57631,0.371807,0.410137,2.42558,14.2124
4.75,4.46268,0.0137728,0.5,0.425000,0.426246,0.000101153,0.4,0.425000,0.423298,0.000100971,300,4.64636,0.516393,4.32013,0.653033,0.639429,0.627782,0.631802,0.632744,0.0207221,12.4711,19.0973,12.6431,0.294813,19.7858,0.404257,284.343,183.995,0.0803912,0.0845303,0.675626,0.344766,0.324265,0.675626,17.0052,16.3106,26.7402,25.9839,6.89354,4.21958,0.411386,0.407885,2.36379,11.3029
4.75,4.81608,0.0235782,0.5,0.475000,0.474473,0.000104078,0.4,0.425000,0.423575,0.000103238,300,4.91795,0.571109,4.63887,0.6636,0.652732,0.643537,0.643095,0.64322,0.0215432,13.7209,20.6764,13.9583,0.333277,21.6425,0.445351,284.343,183.995,0.0862075,0.127561,0.570741,0.409146,0.470538,0.570741,18.1118,16.309,28.6518,26.089,6.22124,3.82579,0.456325,0.406885,2.29302,7.97041
4.75,5.08898,0.0290129,0.5,0.525000,0.524021,0.000102493,0.4,0.425000,0.423826,0.000102097,300,5.97195,0.904897,5.64957,0.699156,0.689105,0.680612,0.684556,0.675219,0.0272999,10.9891,15.7177,11.2941,0.321199,16.5813,0.406945,284.343,183.995,0.128884,0.132023,0.409501,0.28286,0.477181,0.409501,13.3496,11.4219,21.1501,18.6139,5.50948,3.39717,0.501112,0.404698,2.19482,3.34668
4.75,5.38812,0.0265014,0.5,0.575000,0.571985,0.000100126,0.4,0.425000,0.424029,0.000101552,300,6.77109,1.4888,6.35791,0.721477,0.710366,0.700923,0.695872,0.69824,0.0384981,6.53181,9.05339,6.73436,0.261997,9.67864,0.318599,284.343,183.995,0.109996,0.0566838,0.255372,0.323919,0.216879,0.255372,6.96099,5.72834,11.0405,9.54932,4.91658,3.0268,0.543475,0.402461,2.12913,0.253743
4.75,4.11695,0.00425591,0.5,0.375000,0.386124,5.15024e-05,0.4,0.475000,0.457752,1.92536e-05,300,3.58322,1.17012,3.38892,0.60439,0.593987,0.585259,0.598162,0.580879,0.0610443,0.952825,1.57651,1.01014,0.071391,1.6987,0.106778,284.343,183.995,0.00913114,0.054034,0.0446873,0.00344173,0.130866,0.0446873,1.55631,1.71506,2.47188,2.71687,7.43093,4.29317,0.373745,0.444021,2.60341,22.586
4.75,4.41746,0.0105177,0.5,0.425000,0.428279,9.85951e-05,0.4,0.475000,0.465132,6.54746e-05,300,5.35109,0.944972,4.85465,0.679182,0.661195,0.645582,0.654938,0.654677,0.0324202,5.2134,7.676,5.30547,0.184214,7.95985,0.246352,284.343,183.995,0.0486162,0.035537,0.328229,0.148603,0.130073,0.328229,6.58705,6.02049,10.6165,10.423,6.78424,3.9097,0.413219,0.448474,2.55894,20.4917
4.75,4.74419,0.018345,0.5,0.475000,0.475689,9.96877e-05,0.4,0.475000,0.469793,9.28509e-05,300,4.62327,0.682851,4.10448,0.652104,0.629834,0.610193,0.623306,0.617291,0.0275488,7.27169,11.1511,7.49952,0.231044,11.8441,0.310474,284.343,183.995,0.0983687,0.106503,0.549327,0.273199,0.388194,0.549327,10.0736,9.05876,16.4094,15.6605,6.11507,3.52104,0.456985,0.450901,2.49848,17.6449
4.75,5.05604,0.0267982,0.5,0.525000,0.52445,0.000102532,0.4,0.475000,0.471941,9.60962e-05,300,4.88463,0.756471,4.51386,0.662338,0.647633,0.634917,0.633751,0.631359,0.0287498,7.51892,11.3521,7.73755,0.242084,12.2167,0.330481,284.343,183.995,0.0710447,0.124005,0.421879,0.325025,0.447024,0.421879,9.39686,8.38304,15.4181,13.7681,5.47046,3.148,0.500807,0.450605,2.42629,14.2461
4.75,5.37821,0.0276237,0.5,0.575000,0.57062,9.42371e-05,0.4,0.475000,0.472663,9.71384e-05,300,9.82216,2.87493,9.09277,0.782957,0.770866,0.760264,0.749079,0.746626,0.0451436,4.94703,6.31839,5.16107,0.20211,6.97449,0.257066,284.343,183.995,0.107189,0.0762978,0.26874,0.298613,0.27468,0.26874,5.24667,4.49783,8.64417,7.55322,4.9301,2.83157,0.541576,0.447416,2.37557,11.8578
4.75,4.89886,0.0117543,0.5,0.525000,0.526744,9.40983e-05,0.4,0.525000,0.515695,6.69001e-05,300,4.72329,1.36756,4.17171,0.656093,0.63288,0.612152,0.612207,0.598383,0.0539145,2.14844,3.2746,2.29207,0.129878,3.79486,0.182272,284.343,183.995,0.0406424,0.0815171,0.166566,0.160333,0.297408,0.166566,2.83099,2.40795,4.78664,4.21145,5.28623,2.85007,0.50104,0.490628,2.55781,20.4389
4.75,5.29944,0.0202272,0.5,0.575000,0.565737,6.21424e-05,0.4,0.525000,0.509919,2.92972e-05,300,5.24154,2.65854,4.49193,0.675379,0.646723,0.619823,0.6242,0.615264,0.0933846,0.729441,1.08005,0.787056,0.0737429,1.25945,0.101882,284.343,183.995,0.0280391,0.0258625,0.0826113,0.07805,0.0890737,0.0826113,1.02076,0.954971,1.73097,1.61245,4.9492,2.69125,-nan,-nan,2.54771,19.9631
4.75,4.12592,0.00652652,0.5,0.375000,0.382273,6.6903e-05,0.5,0.425000,0.432521,5.48659e-05,290,4.38032,0.856112,4.23037,0.642018,0.635496,0.630095,0.628523,0.628669,0.0365705,5.1072,7.95492,5.19317,0.213891,8.26302,0.307135,287.998,164.403,0.0421588,0.0361197,0.134289,0.143059,0.131984,0.134289,7.02128,6.39325,10.9962,9.81619,7.55258,4.53408,0.370646,0.419521,2.48965,-6.28714
4.75,4.50778,0.0155874,0.5,0.425000,0.423203,0.000101454,0.5,0.425000,0.435418,4.87974e-05,290,4.37042,0.734025,4.21484,0.641595,0.634807,0.629201,0.627471,0.629857,0.0314295,7.06099,11.0054,7.22411,0.257638,11.4765,0.359716,287.998,164.403,0.112115,0.03326,0.174901,0.298638,0.131762,0.174901,8.86056,7.89699,14.0653,12.8488,7.02767,4.21812,0.409108,0.420714,2.47272,-6.92412
4.75,4.9994,0.0145114,0.5,0.475000,0.471497,9.20865e-05,0.5,0.425000,0.436295,4.73017e-05,290,5.73437,1.38101,5.59102,0.691814,0.687207,0.683442,0.670183,0.678538,0.0437224,4.62701,6.68823,4.74505,0.216997,7.11593,0.283346,287.998,164.403,0.0642443,0.0337612,0.0709958,0.252706,0.128762,0.0709958,5.10528,4.23882,8.18564,7.30087,6.48825,3.90407,0.454078,0.420114,2.46655,-7.15661
4.75,5.37899,0.00770991,0.5,0.525000,0.517578,8.31782e-05,0.5,0.425000,0.440584,2.40661e-05,290,4.74022,2.39395,4.60054,0.656759,0.651185,0.646596,0.648982,0.629317,0.0940139,0.989417,1.50651,1.0465,0.103735,1.65257,0.146829,287.998,164.403,0.0213936,0.0269866,0.0201808,0.0374511,0.0870648,0.0201808,1.10343,0.935146,1.78512,1.52187,5.8987,3.53771,0.495971,0.422344,2.44166,-8.09346
4.75,4.12162,0.00624055,0.5,0.375000,0.38294,6.57913e-05,0.5,0.475000,0.473987,0.00010157,290,3.39771,0.515972,3.07095,0.594469,0.575729,0.559437,0.570337,0.569333,0.0282848,6.36794,10.712,6.54675,0.224985,11.2374,0.341372,287.998,164.403,0.11481,0.0439993,0.420995,0.28689,0.179192,0.420995,9.47019,8.41127,15.1764,13.4618,7.52712,4.23542,0.37134,0.459376,2.72185,2.45337
4.75,4.45928,0.0137943,0.5,0.425000,0.425967,0.000100495,0.5,0.475000,0.473813,0.000102439,290,4.50227,0.529066,4.1993,0.647153,0.634115,0.623025,0.619905,0.624587,0.0219564,13.7836,21.2989,14.289,0.342661,22.8984,0.491754,287.998,164.403,0.30247,0.142802,0.638362,0.929342,0.519696,0.638362,17.7894,15.6736,28.8729,26.1558,6.89574,3.91156,0.411211,0.457234,2.64636,-0.388373
4.75,4.83858,0.0236185,0.5,0.475000,0.473762,0.00010119,0.5,0.475000,0.475527,9.79992e-05,290,3.98536,0.461091,3.75285,0.624313,0.613046,0.603532,0.600378,0.608164,0.0216929,14.0129,22.4453,14.3602,0.359148,23.6565,0.52661,287.998,164.403,0.213941,0.07733,0.549033,0.741164,0.273558,0.549033,16.8695,14.1485,27.6687,23.1817,6.26032,3.56183,0.45278,0.453979,2.59034,-2.49689
4.75,5.19024,0.0239842,0.5,0.525000,0.522083,0.000100437,0.5,0.475000,0.477604,9.69094e-05,290,3.03647,0.487313,2.82586,0.57365,0.560495,0.549335,0.554655,0.554985,0.029527,6.79473,11.8447,6.96645,0.267044,12.3889,0.393697,287.998,164.403,0.0886116,0.0568071,0.310032,0.255689,0.193989,0.310032,8.48519,7.18566,14.0371,11.5998,5.6363,3.20682,0.499446,0.456479,2.53155,-4.7097
4.75,5.54173,0.0173686,0.5,0.575000,0.569653,9.04823e-05,0.5,0.475000,0.480238,8.33979e-05,290,3.12138,0.75245,2.91131,0.578733,0.565929,0.555124,0.56472,0.562845,0.0445113,3.13859,5.42321,3.17357,0.185358,5.52539,0.267206,287.998,164.403,0.0147841,0.0127794,0.124567,0.0353886,0.0458639,0.124567,3.09565,2.43918,5.1601,4.10327,5.07085,2.87398,0.54241,0.456493,2.49069,-6.248
4.75,4.12281,0.00615733,0.5,0.375000,0.383236,6.67391e-05,0.5,0.525000,0.523706,0.000103472,290,3.94881,0.706497,3.2591,0.622585,0.586726,0.552954,0.578839,0.564671,0.033545,4.5213,7.26215,4.74577,0.175362,8.00631,0.271602,287.998,164.403,0.0828565,0.121535,0.561655,0.229188,0.45888,0.561655,6.85922,6.24581,11.2871,10.4363,7.5209,3.89187,0.37195,0.508007,3.00672,13.1761
4.75,4.46206,0.0140309,0.5,0.425000,0.426311,0.000102411,0.5,0.525000,0.523542,0.000103046,290,3.71605,0.449186,3.36631,0.6112,0.592741,0.576653,0.583582,0.580108,0.0226338,10.4108,17.0333,10.9253,0.280529,18.5257,0.432677,287.998,164.403,0.306487,0.140583,0.673239,0.745068,0.54862,0.673239,14.4911,12.5919,24.1874,20.9667,6.89103,3.60204,0.411661,0.505264,2.92436,10.0759
4.75,4.80745,0.0237832,0.5,0.475000,0.47459,0.000104722,0.5,0.525000,0.523618,0.000105288,290,3.91173,0.474607,3.56673,0.620816,0.603528,0.588602,0.589884,0.589873,0.0227464,11.3516,18.2849,12.0292,0.305018,20.2454,0.455458,287.998,164.403,0.298676,0.279856,0.653892,0.876287,0.843792,0.653892,14.7028,12.5524,24.843,21.7965,6.20867,3.27138,0.456205,0.503107,2.83032,6.53602
4.75,5.08778,0.0295027,0.5,0.525000,0.523685,0.000100597,0.5,0.525000,0.522977,0.00010308,290,4.32791,0.62798,3.93209,0.639766,0.621789,0.606137,0.607958,0.611293,0.0271641,9.4965,14.8437,9.81388,0.295518,15.9305,0.428785,287.998,164.403,0.15339,0.103444,0.55304,0.523552,0.373511,0.55304,10.9585,8.86795,18.6863,15.4249,5.5136,2.92184,0.500585,0.499522,2.71116,2.05079
4.75,5.44745,0.0254252,0.5,0.575000,0.564623,5.77481e-05,0.5,0.525000,0.518344,8.93985e-05,290,3.87984,1.10006,3.45481,0.619282,0.597575,0.578297,0.594195,0.563583,0.05315,2.50628,4.04707,2.70284,0.158026,4.64654,0.23565,287.998,164.403,0.0152178,0.145544,0.1809,0.0430234,0.442982,0.1809,2.96622,2.42598,5.07956,4.11816,5.08213,2.71698,0.527385,0.47436,2.66791,0.422759
4.75,4.1213,0.00510931,0.5,0.375000,0.385142,5.90444e-05,0.5,0.575000,0.564718,5.28119e-05,290,3.57805,0.932701,3.23078,0.60412,0.585107,0.56846,0.589102,0.566828,0.0487246,1.88276,3.11654,1.97591,0.109067,3.35293,0.174894,287.998,164.403,0.0476885,0.0367572,0.132958,0.0615675,0.14883,0.132958,2.90308,2.63187,4.87673,4.34058,7.46541,3.58965,0.373235,0.547402,3.22509,21.3955
4.75,4.43685,0.0119989,0.5,0.425000,0.427029,9.901e-05,0.5,0.575000,0.569922,8.85877e-05,290,4.23669,0.689221,3.59793,0.635776,0.605156,0.576728,0.575507,0.582546,0.0304771,5.95082,9.35994,6.41117,0.201673,10.9371,0.31733,287.998,164.403,0.271588,0.13496,0.637431,0.868248,0.529804,0.637431,8.43929,7.45308,14.4401,12.7999,6.83977,3.29654,0.412203,0.550694,3.16009,18.9489
4.75,4.78248,0.0221208,0.5,0.475000,0.474782,0.000102185,0.5,0.575000,0.572126,9.90415e-05,290,3.11198,0.421867,2.69828,0.578177,0.552124,0.528946,0.535872,0.540524,0.0250216,7.60985,13.1618,8.23084,0.243332,14.9618,0.383823,287.998,164.403,0.393185,0.121963,0.621957,1.06461,0.454651,0.621957,10.4492,8.66823,18.1615,15.3294,6.17617,2.99322,0.456047,0.549945,3.07522,15.7544
4.75,5.12113,0.0291277,0.5,0.525000,0.518832,8.5866e-05,0.5,0.575000,0.569639,8.9108e-05,290,4.8653,0.969186,4.35014,0.661602,0.640725,0.622364,0.609768,0.626788,0.0369949,4.9791,7.52583,5.27505,0.199853,8.52879,0.292989,287.998,164.403,0.161954,0.0759311,0.320797,0.588934,0.263032,0.320797,5.98049,4.80721,10.5032,8.92191,5.63277,2.75638,0.494281,0.542611,3.0006,12.9456
4.75,4.37447,0.00485721,0.5,0.425000,0.43594,5.91588e-05,0.5,0.625000,0.609686,3.09394e-05,290,3.71876,1.68062,2.96039,0.611337,0.56899,0.529706,0.569004,0.567759,0.0846241,0.724128,1.1845,0.811294,0.0750278,1.34004,0.10873,287.998,164.403,0.065273,0.00115627,0.077492,0.128793,0.00431598,0.077492,0.906852,0.691113,1.58564,1.35698,6.54532,2.95423,0.419729,0.587526,3.2648,22.8905
4.75,4.6642,0.0111536,0.5,0.475000,0.474581,8.82181e-05,0.5,0.625000,0.612019,3.66422e-05,290,3.79509,1.25032,3.0503,0.615142,0.574486,0.535454,0.530232,0.549753,0.0617308,1.57568,2.56149,1.85016,0.112963,3.37383,0.179867,287.998,164.403,0.174591,0.0466875,0.193836,0.492178,0.171496,0.193836,2.3908,1.92739,4.24256,3.46612,6.04809,2.73441,0.445169,0.584582,3.21007,20.8305
4.75,4.12372,0.00634541,0.5,0.375000,0.382609,6.59406e-05,0.6,0.525000,0.525279,9.77546e-05,280,3.1857,0.399194,2.83332,0.582504,0.560975,0.542007,0.568938,0.555314,0.0231935,5.47785,9.40397,5.67853,0.162503,9.72661,0.249754,460.266,270.746,0.10137,0.0812159,0.42941,0.0634021,0.224981,0.42941,7.79083,7.08841,12.8412,11.478,7.53959,3.89435,0.371244,0.509774,3.021,-5.25668
4.75,4.49827,0.0150473,0.5,0.425000,0.424312,0.000102912,0.6,0.525000,0.528969,9.00462e-05,280,3.95988,0.419838,3.63728,0.62311,0.60719,0.593443,0.60337,0.6005,0.0198788,9.34333,14.9947,9.5301,0.217861,15.5561,0.326485,460.266,270.746,0.0999553,0.062923,0.532839,0.24422,0.243674,0.532839,11.5393,10.0634,19.3287,16.7981,6.98776,3.61284,0.410007,0.511269,2.99158,-6.17911
4.75,4.96785,0.0172153,0.5,0.475000,0.471892,9.57168e-05,0.6,0.525000,0.530491,8.99713e-05,280,3.7149,0.480289,3.45005,0.611142,0.597318,0.585501,0.591138,0.590719,0.0242082,6.25862,10.2409,6.35977,0.181867,10.6256,0.27568,460.266,270.746,0.0397157,0.0454424,0.302654,0.15186,0.167334,0.302654,7.184,6.0483,12.2101,10.1293,6.44408,3.34088,0.454597,0.510555,2.97888,-6.57738
4.75,5.35267,0.0102343,0.5,0.525000,0.518966,8.84737e-05,0.6,0.525000,0.535527,5.50983e-05,280,2.68676,0.586906,2.48413,0.551352,0.537332,0.525517,0.532706,0.533983,0.0393785,1.97076,3.57441,2.00499,0.10859,3.69055,0.162427,460.266,270.746,0.0147591,0.0122427,0.0821544,0.0533411,0.0415462,0.0821544,2.00001,1.57766,3.44621,2.81544,5.84677,3.01925,0.497744,0.513742,2.94672,-7.58604
4.75,4.12019,0.00596108,0.5,0.375000,0.383107,6.539e-05,0.6,0.575000,0.573477,0.000101192,280,4.55182,0.635434,4.03049,0.649198,0.626424,0.606292,0.631697,0.620045,0.026066,5.34401,8.23171,5.5065,0.157841,8.50539,0.223886,460.266,270.746,0.0966667,0.0368399,0.377703,0.1053,0.132562,0.377703,7.24056,5.94909,12.2081,10.6104,7.5202,3.55527,0.3716,0.556256,3.29194,3.24062
4.75,4.46133,0.0137918,0.5,0.425000,0.426204,0.000101119,0.6,0.575000,0.573784,0.000103496,280,4.01962,0.377153,3.45955,0.625917,0.597831,0.572342,0.591917,0.591492,0.0175926,11.3899,18.1972,11.6934,0.235536,19.062,0.346401,460.266,270.746,0.165644,0.0842845,1.01073,0.430015,0.299697,1.01073,14.3746,11.8387,24.6476,20.7963,6.89265,3.29409,0.411601,0.554065,3.20588,0.541683
4.75,4.8281,0.0238125,0.5,0.475000,0.473863,0.000100764,0.6,0.575000,0.574613,0.000100085,280,4.1005,0.402896,3.65933,0.629652,0.608321,0.589469,0.5923,0.599308,0.01842,11.1121,17.6479,11.4019,0.237833,18.838,0.351951,460.266,270.746,0.121221,0.121532,0.788548,0.591355,0.419004,0.788548,13.6152,11.4033,23.7074,20.1265,6.24649,3.0068,0.455613,0.55215,3.12429,-2.01707
4.75,5.21104,0.023052,0.5,0.525000,0.519186,8.70583e-05,0.6,0.575000,0.573149,8.99674e-05,280,4.41346,0.676343,3.9501,0.643428,0.622646,0.604265,0.615049,0.612846,0.0286642,5.14335,7.99366,5.29838,0.166879,8.46066,0.244024,460.266,270.746,0.0719968,0.0543519,0.350673,0.196013,0.19,0.350673,5.75652,4.69149,10.14,8.38148,5.70884,2.76828,0.495772,0.547253,3.06922,-3.74437
