Q2,Q2_corr,Q2_corr_err,xbj_set,xbj,xbj_corr,xbj_corr_err,z_set,z,z_corr,z_corr_err,RunGroup,y_RD,error_RD,y_RD_rho,RY,RY_rho,RY_1p8rho,RY_noexc,RY_nodelta,error,yield_neg,yield_pos,yield_neg_data,error_neg,yield_pos_data,error_pos,charge_neg_all,charge_pos_all,yield_neg_exc,yield_neg_delta,yield_neg_rho,yield_pos_exc,yield_pos_delta,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp
4,3.67512,0.0195403,0.45,0.425000,0.425147,0.000100965,0.5,0.575000,0.571104,9.9334e-05,130,4.18132,0.659877,3.47024,0.633311,0.598406,0.565895,0.566042,0.581487,0.0295759,16.7683,26.4772,18.1003,0.532348,30.9174,0.906833,154.833,64.4966,0.775103,0.319144,1.77955,2.62535,1.18156,1.77955,23.5892,19.3784,40.256,34.5141,5.85476,2.88293,0.407357,0.547316,2.63369,14.5385
4,4.04467,0.0268157,0.45,0.475000,0.4677,8.36193e-05,0.5,0.575000,0.56684,7.34537e-05,130,4.72327,1.15733,3.99376,0.656092,0.624707,0.595169,0.591068,0.606438,0.0456266,8.013,12.2132,8.7143,0.367696,14.3671,0.6382,154.833,64.4966,0.436763,0.132538,0.827302,1.25784,0.492987,0.827302,10.2697,8.33678,17.7144,14.3993,5.48386,2.72993,0.443327,0.538737,2.61445,13.7018
4,3.32204,0.00304296,0.45,0.375000,0.385464,5.6174e-05,0.5,0.625000,0.610528,3.39646e-05,130,2.24832,1.10489,1.16721,0.519871,0.419416,0.302164,0.424291,0.408132,0.0849012,1.3519,2.60045,1.67573,0.156596,3.4023,0.299373,154.833,64.4966,0.229659,0.0346382,0.368792,0.51812,0.132517,0.368792,2.267,1.85027,3.90204,3.16622,6.18214,2.82751,0.368983,0.587765,2.80797,22.1179
4,3.16075,0.00673336,0.45,0.325000,0.32755,7.47347e-05,0.6,0.475000,0.491376,1.64743e-05,120,9.60772,5.49922,8.03023,0.779537,0.750628,0.722448,0.774959,0.731713,0.0890947,4.19205,5.37762,4.54704,0.351293,5.82603,0.417942,88.5775,67.6945,0.108977,0.1895,0.468845,0.013329,0.37908,0.468845,6.68457,5.62044,10.5024,9.19076,7.37285,4.04299,0.317999,0.478057,2.52875,-8.42743
4,3.60153,0.0108326,0.45,0.375000,0.37424,0.00011101,0.6,0.475000,0.492138,1.41183e-05,120,6.22359,2.93216,5.70732,0.706561,0.690955,0.677138,0.672827,0.684966,0.0841594,3.6392,5.15058,3.67163,0.318423,5.3723,0.41626,88.5775,67.6945,0.0125484,0.0139801,0.22165,0.12382,0.0542825,0.22165,5.53297,4.52474,8.87611,7.12985,6.90535,3.8064,0.362549,0.476425,2.52571,-8.53736
4,4.04212,0.00910079,0.45,0.425000,0.420843,9.71518e-05,0.6,0.475000,0.492374,1.36219e-05,120,2.57432,1.25239,2.27516,0.543679,0.521925,0.503105,0.515476,0.517643,0.0869278,1.78948,3.29143,1.81773,0.229476,3.41165,0.314323,88.5775,67.6945,0.010942,0.0118539,0.115713,0.0553184,0.045816,0.115713,2.38175,1.92195,3.87205,3.25732,6.4463,3.5695,0.404745,0.474585,2.52186,-8.67671
4,3.1503,0.0056068,0.45,0.325000,0.331627,7.30466e-05,0.6,0.525000,0.524865,9.75139e-05,120,6.01817,1.17073,5.35872,0.700544,0.679443,0.660625,0.669657,0.671895,0.0349947,18.0993,25.836,18.4537,0.679251,26.9942,0.851774,88.5775,67.6945,0.179672,0.11916,1.30617,0.595959,0.427835,1.30617,24.9625,21.0473,40.0707,35.4208,7.23544,3.76342,0.321353,0.509682,2.6602,-3.66729
4,3.48039,0.0135491,0.45,0.375000,0.373939,0.00010301,0.6,0.525000,0.527822,9.68326e-05,120,4.18747,0.622781,3.72163,0.633587,0.611481,0.591995,0.60736,0.601875,0.0278713,23.3987,36.9305,24.1291,0.797357,38.9348,1.02734,88.5775,67.6945,0.349867,0.268532,1.673,0.809868,0.95805,1.673,31.4843,26.6545,51.5119,45.4373,6.71098,3.50285,0.361137,0.510304,2.61973,-5.1327
4,3.91083,0.015427,0.45,0.425000,0.422471,9.90406e-05,0.6,0.525000,0.528708,9.60592e-05,120,4.30445,0.796063,3.90221,0.638748,0.620359,0.604228,0.616332,0.614981,0.0346296,15.7831,24.7095,16.1414,0.65229,25.6502,0.867024,88.5775,67.6945,0.2164,0.0828427,1.0058,0.477613,0.305233,1.0058,19.5927,16.3652,32.611,27.1386,6.23049,3.26682,0.406062,0.508578,2.60974,-5.49453
4,4.25624,0.00956374,0.45,0.475000,0.46892,9.42474e-05,0.6,0.525000,0.53149,8.1382e-05,120,4.79729,1.51481,4.50583,0.658986,0.647301,0.637408,0.6385,0.63726,0.0587195,6.11132,9.27382,6.22826,0.41233,9.72273,0.539772,88.5775,67.6945,0.0450171,0.0499127,0.237027,0.176102,0.198976,0.237027,6.02754,4.89291,10.1859,8.51063,5.70559,2.99516,0.448714,0.509291,2.5726,-6.83937
4,4.52468,0.00400774,0.45,0.525000,0.512233,3.55006e-05,0.6,0.525000,0.538647,3.09665e-05,120,0.160077,0.514396,0.0200897,0.27886,0.253748,0.232168,0.255648,0.25381,0.0891694,0.410821,1.47322,0.421458,0.117759,1.50396,0.208784,88.5775,67.6945,0.00924704,0.000341465,0.0462756,0.0242331,0.00093629,0.0462756,0.6092,0.549122,1.04117,0.85234,5.19193,2.70831,0.486718,0.513201,2.53601,-8.16424
4,3.14652,0.00527704,0.45,0.325000,0.331781,7.1711e-05,0.6,0.575000,0.573543,0.000106641,120,6.17312,1.29285,5.25785,0.705105,0.675951,0.648847,0.661673,0.654404,0.0374768,14.5992,20.705,15.1871,0.575681,22.6396,0.737884,88.5775,67.6945,0.244068,0.257192,1.43929,0.757889,0.977731,1.43929,20.6226,17.5831,33.9708,30.4761,7.22407,3.43851,0.321507,0.556966,2.90302,5.12604
4,3.43535,0.0130571,0.45,0.375000,0.375739,0.000101253,0.6,0.575000,0.573645,0.000102887,120,3.79991,0.480754,3.22551,0.61538,0.584804,0.556708,0.564057,0.57559,0.0237064,27.8344,45.2312,28.7225,0.816359,49.0091,1.12972,88.5775,67.6945,0.447431,0.306449,2.78808,2.12525,1.11399,2.78808,35.8014,30.3897,60.1734,51.5947,6.59412,3.1843,0.36253,0.553516,2.79887,1.35443
4,3.76986,0.0245268,0.45,0.425000,0.422995,9.97777e-05,0.6,0.575000,0.575138,0.000100851,120,3.3733,0.4478,2.94882,0.593126,0.568272,0.546131,0.562917,0.55799,0.0247105,25.1707,42.4373,26.0861,0.809549,45.1882,1.1238,88.5775,67.6945,0.436683,0.325115,2.01468,1.1004,1.20502,2.01468,32.0093,26.6388,54.7816,45.9108,6.0262,2.92954,0.406211,0.55236,2.73417,-0.988343
4,4.14125,0.0178224,0.45,0.475000,0.467891,8.28922e-05,0.6,0.575000,0.571308,8.98601e-05,120,5.14331,1.29715,4.55479,0.671891,0.649319,0.629099,0.636782,0.628666,0.0465484,9.72541,14.4747,10.124,0.50523,15.8206,0.663459,88.5775,67.6945,0.140458,0.186758,0.726655,0.453465,0.683597,0.726655,11.1065,9.11708,19.242,16.2561,5.59283,2.75138,0.446017,0.544643,2.69762,-2.31218
4,3.14973,0.00522055,0.45,0.325000,0.332284,7.26712e-05,0.6,0.625000,0.623952,0.000101242,120,4.4181,0.909713,3.23704,0.643625,0.585466,0.524759,0.581157,0.56069,0.0385121,10.4711,16.2689,11.4033,0.472791,18.6262,0.638782,88.5775,67.6945,0.487898,0.308926,1.86525,0.960526,1.12227,1.86525,15.4052,13.1678,25.9322,22.912,7.21621,3.10391,0.321885,0.606524,3.15714,14.3283
4,3.42782,0.0127059,0.45,0.375000,0.375427,9.84397e-05,0.6,0.625000,0.623726,0.000104678,120,3.41864,0.467586,2.64432,0.595613,0.548487,0.502977,0.53843,0.549148,0.0254879,20.7229,34.7925,23.0441,0.682355,39.5912,0.950914,88.5775,67.6945,0.509165,1.46723,2.94469,1.50831,2.75288,2.94469,28.1833,23.9961,48.5385,43.1017,6.58969,2.88892,0.362194,0.602147,3.03988,10.082
4,3.79147,0.0258522,0.45,0.425000,0.419874,8.82058e-05,0.6,0.625000,0.618982,8.67203e-05,120,3.99445,0.731242,3.11316,0.62474,0.578247,0.531706,0.555476,0.559739,0.0343246,13.307,21.3,14.0658,0.547657,24.0622,0.775292,88.5775,67.6945,0.311406,0.338245,2.02416,1.21863,1.13428,2.02416,18.0522,15.4549,31.6047,26.9223,6.11943,2.73568,0.402395,0.59395,2.98241,8.0011
4,3.14281,0.00431768,0.45,0.325000,0.333892,6.24067e-05,0.6,0.675000,0.665605,5.85097e-05,120,3.89471,1.08449,2.56925,0.619999,0.543327,0.456587,0.533324,0.537679,0.0522005,4.8663,7.84888,5.15851,0.312074,8.5877,0.428185,88.5775,67.6945,0.169744,0.0774119,1.09583,0.428687,0.205313,1.09583,6.50232,5.49964,11.13,9.55096,7.15672,2.81708,0.32353,0.645991,3.34424,21.1036
4,3.42417,0.0138742,0.45,0.375000,0.37057,8.5264e-05,0.6,0.675000,0.662439,3.55634e-05,120,3.92927,0.946764,2.71616,0.621655,0.553316,0.476439,0.544772,0.533224,0.0451749,6.97979,11.2278,7.50872,0.378748,12.7107,0.542688,88.5775,67.6945,0.252821,0.188484,1.47199,0.575199,0.63627,1.47199,9.10725,7.59853,15.8984,12.9882,6.69791,2.70004,0.353036,0.639137,3.26609,18.2738
4,3.15988,0.00652114,0.45,0.325000,0.329882,7.61719e-05,0.7,0.575000,0.583285,5.72425e-05,110,4.10784,1.27258,3.37898,0.629988,0.59344,0.558786,0.575429,0.582398,0.0580757,8.14176,12.9237,8.40246,0.58302,13.9678,0.750281,46.6482,49.077,0.139781,0.0840315,0.977169,0.568079,0.3412,0.977169,12.8545,11.0355,21.2254,18.4837,7.30373,3.40557,0.319975,0.566817,2.98113,-7.49131
4,3.55914,0.0118285,0.45,0.375000,0.373042,0.000104163,0.7,0.575000,0.584804,5.57925e-05,110,3.70403,1.16784,2.90552,0.610594,0.565565,0.52219,0.550653,0.553653,0.0590293,7.42612,12.1621,7.70529,0.561516,13.2031,0.732628,46.6482,49.077,0.116525,0.115815,0.994852,0.480031,0.424225,0.994852,11.6566,9.70119,19.6801,17.095,6.86466,3.21853,0.360111,0.565943,2.97646,-7.63627
4,4.00087,0.00926234,0.45,0.425000,0.420913,9.14678e-05,0.7,0.575000,0.58616,4.70144e-05,110,5.78588,2.86079,5.11436,0.693436,0.670849,0.650425,0.655374,0.665855,0.0896205,4.43815,6.40023,4.52033,0.435688,6.71142,0.538006,46.6482,49.077,0.0491604,0.0200865,0.353511,0.198768,0.0696262,0.353511,5.6761,4.78286,9.76614,8.42293,6.38867,3.01343,0.405308,0.565209,2.97248,-7.75989
4,3.1459,0.00535373,0.45,0.325000,0.33189,7.03345e-05,0.7,0.625000,0.624293,0.000101141,110,7.50051,2.26803,5.31964,0.739142,0.678099,0.607633,0.619939,0.661235,0.0514442,14.744,19.9475,15.1479,0.767293,22.5536,0.921885,46.6482,49.077,0.171397,0.157763,2.87267,1.59715,0.603496,2.87267,19.6661,16.0288,33.1037,27.9531,7.21978,3.1095,0.322166,0.605801,3.15887,-1.97594
4,3.46328,0.0134863,0.45,0.375000,0.374453,9.99496e-05,0.7,0.625000,0.626194,0.000101827,110,4.94637,1.01221,3.99605,0.664668,0.624815,0.585717,0.591635,0.603052,0.0379402,21.5207,32.3781,22.4426,0.938581,36.5981,1.19238,46.6482,49.077,0.338527,0.435373,2.82418,1.96658,1.624,2.82418,28.5151,23.9372,49.1289,41.8015,6.67014,2.90154,0.361626,0.605175,3.09028,-4.10413
4,3.90061,0.0161826,0.45,0.425000,0.420306,9.47112e-05,0.7,0.625000,0.623869,8.74658e-05,110,5.63929,1.64363,4.72675,0.688774,0.656229,0.625261,0.653554,0.632918,0.0530683,11.7759,17.0968,12.369,0.692167,18.6556,0.851659,46.6482,49.077,0.271442,0.223671,1.29312,0.479838,0.852496,1.29312,14.9776,12.5019,26.2733,22.4571,6.26219,2.76103,0.403714,0.600184,3.08896,-4.14527
4,3.14668,0.00555896,0.45,0.325000,0.331462,7.41623e-05,0.7,0.675000,0.672556,9.70238e-05,110,8.39013,2.96694,6.57278,0.757872,0.716253,0.673372,0.704219,0.682264,0.0579799,10.9527,14.4519,11.9526,0.639258,16.7324,0.714784,46.6482,49.077,0.598017,0.25739,1.61421,1.08736,0.963762,1.61421,14.7672,12.6327,25.294,22.7499,7.2336,2.79937,0.320923,0.653223,3.40897,5.78515
4,3.43844,0.0147262,0.45,0.375000,0.370128,9.2019e-05,0.7,0.675000,0.6649,5.886e-05,110,7.77048,2.5947,6.36362,0.745125,0.710526,0.676531,0.672054,0.673441,0.0561849,11.9293,16.0098,12.824,0.679589,18.9525,0.790881,46.6482,49.077,0.425682,0.317687,1.43574,1.37654,1.1803,1.43574,14.4115,11.9742,25.1772,21.8763,6.73473,2.70099,0.355334,0.641854,3.2969,2.30741
4,3.32397,0.00856719,0.5,0.375000,0.375053,9.95191e-05,0.4,0.325000,0.335748,4.25413e-05,350,6.94938,1.46573,6.44829,0.726012,0.712872,0.701513,0.710146,0.70401,0.0366773,13.4295,18.4976,13.5593,0.49495,18.9726,0.639129,167.857,90.7974,0.0581283,0.0650601,0.748919,0.150821,0.313326,0.748919,19.5988,18.5955,27.9166,27.2838,6.4235,4.43194,0.36166,0.323625,1.58311,-6.19287
4,3.72395,0.0132511,0.5,0.425000,0.42316,0.000102934,0.4,0.325000,0.337092,4.0504e-05,350,6.98906,1.75596,6.70533,0.727001,0.719766,0.713711,0.71685,0.714109,0.0436229,10.0554,13.8313,10.1295,0.43856,14.0967,0.569982,167.857,90.7974,0.041887,0.0248252,0.308801,0.109482,0.132944,0.308801,14.5883,13.1181,20.9829,19.1663,5.95914,4.11812,0.406182,0.323639,1.5777,-6.51323
4,3.07348,0.00154034,0.5,0.325000,0.341997,1.80181e-05,0.4,0.375000,0.373,0.000103514,350,5.8329,1.91764,5.06603,0.694902,0.669094,0.645087,0.672417,0.659069,0.0595012,3.75111,5.39804,3.85644,0.230879,5.60658,0.321324,167.857,90.7974,0.077944,0.0243917,0.408322,0.0920991,0.110676,0.408322,10.8759,10.5664,15.781,15.345,6.79708,4.44893,0.331116,0.360635,1.78506,5.77373
4,3.30006,0.00743015,0.5,0.375000,0.377401,9.84095e-05,0.4,0.375000,0.373328,0.000100906,350,5.14261,0.635378,4.8271,0.671866,0.660138,0.650201,0.657243,0.654741,0.0228041,25.2173,37.5331,25.525,0.629761,38.4619,0.862729,167.857,90.7974,0.196707,0.0886004,1.12,0.465156,0.429276,1.12,36.2283,33.592,52.9843,51.0286,6.33108,4.16459,0.363643,0.359194,1.73878,3.03148
4,3.58778,0.017292,0.5,0.425000,0.424565,0.00010202,0.4,0.375000,0.375023,9.86255e-05,350,5.88126,0.729344,5.55802,0.696395,0.686127,0.677433,0.679329,0.675616,0.0224093,30.7891,44.2122,31.2779,0.720193,46.0295,0.977028,167.857,90.7974,0.190877,0.257299,1.26951,0.688376,1.01301,1.26951,41.3005,37.874,60.8052,56.9252,5.74759,3.79777,0.406884,0.358697,1.68695,-0.0397305
4,3.91448,0.0272152,0.5,0.475000,0.472832,0.000101059,0.4,0.375000,0.377267,9.7153e-05,350,5.07016,0.709281,4.85474,0.669245,0.661198,0.654472,0.657584,0.64793,0.0258648,22.4871,33.6007,22.8461,0.638405,35.0032,0.881127,167.857,90.7974,0.1356,0.188017,0.722207,0.368037,0.894031,0.722207,29.2697,26.3895,43.3023,38.9668,5.24857,3.47014,0.450466,0.358674,1.66145,-1.55048
4,4.21277,0.0228713,0.5,0.525000,0.52208,0.000103712,0.4,0.375000,0.37881,9.60187e-05,350,8.51062,2.19069,7.99987,0.760204,0.749997,0.741227,0.740875,0.732287,0.0419898,12.3774,16.2817,12.5839,0.481768,17.1335,0.638089,167.857,90.7974,0.0851478,0.0965339,0.558391,0.289219,0.472654,0.558391,13.4648,11.8513,19.9293,17.825,4.74069,3.13558,0.495142,0.358716,1.62574,-3.66657
4,4.50267,0.0151245,0.5,0.575000,0.569258,8.20269e-05,0.4,0.375000,0.380556,7.71442e-05,350,9.42967,4.54316,8.87524,0.776614,0.766995,0.758774,0.743774,0.745661,0.0755698,4.62853,5.95988,4.7244,0.320202,6.43255,0.407837,167.857,90.7974,0.0405768,0.036509,0.176583,0.206389,0.188064,0.176583,4.55853,3.66518,6.73757,5.6227,4.29,2.83199,0.535803,0.356515,1.601,-5.13236
4,3.07334,0.00145205,0.5,0.325000,0.342431,1.65893e-05,0.4,0.425000,0.418712,7.02318e-05,350,4.61213,1.82446,3.70722,0.651654,0.610754,0.571641,0.601092,0.601128,0.0737963,1.91538,2.93925,1.97263,0.158206,3.12025,0.22771,167.857,90.7974,0.0393257,0.0152908,0.270187,0.112909,0.0703108,0.270187,6.00898,5.73218,8.97838,9.08845,6.78541,4.1613,0.331636,0.405735,2.00239,18.6518
4,3.29268,0.00721962,0.5,0.375000,0.377943,9.64828e-05,0.4,0.425000,0.421459,9.18131e-05,350,4.50608,0.595942,4.05083,0.647311,0.627368,0.609734,0.62581,0.619472,0.0247096,16.48,25.4591,16.7532,0.452961,26.2647,0.674404,167.857,90.7974,0.168898,0.0964751,1.31384,0.329579,0.456123,1.31384,24.2459,23.546,36.6689,35.7625,6.3064,3.88182,0.364712,0.406371,1.95687,15.9548
4,3.56097,0.016627,0.5,0.425000,0.425703,0.000102638,0.4,0.425000,0.422807,9.94292e-05,350,7.05605,0.98703,6.34106,0.728655,0.709894,0.693278,0.696631,0.69227,0.0242243,24.4573,33.565,24.8887,0.572811,35.6001,0.791958,167.857,90.7974,0.136839,0.270662,1.80507,0.812904,1.22282,1.80507,32.347,30.5584,49.3618,49.3771,5.68988,3.5273,0.407957,0.404853,1.88434,11.6571
4,3.81095,0.0294232,0.5,0.475000,0.474322,0.000104186,0.4,0.425000,0.423365,0.000102387,350,4.53209,0.570225,4.15272,0.648386,0.632025,0.617835,0.624975,0.616169,0.0234994,23.1109,35.6437,23.6169,0.612384,37.7226,0.881359,167.857,90.7974,0.184467,0.264798,1.3795,0.644274,1.22325,1.3795,31.8138,28.2459,48.7426,43.7867,5.10978,3.18555,0.451595,0.402062,1.81196,7.36794
4,4.43318,0.019756,0.5,0.575000,0.564019,5.816e-05,0.4,0.425000,0.418933,9.00562e-05,350,6.24462,2.43774,5.70206,0.707163,0.690787,0.676464,0.665503,0.671066,0.0696815,3.68141,5.20588,3.79674,0.260954,5.71278,0.356323,167.857,90.7974,0.0600177,0.0371985,0.215548,0.258025,0.184739,0.215548,4.27737,3.60545,6.55817,5.7284,4.30856,2.71035,0.489313,0.308886,1.75358,3.90882
4,3.2465,0.00303468,0.5,0.375000,0.386266,5.95379e-05,0.4,0.475000,0.460091,3.24448e-05,350,7.53627,3.67154,7.34254,0.739951,0.735509,0.731869,0.701282,0.732688,0.0827636,1.94624,2.63023,1.96737,0.151901,2.79683,0.210728,167.857,90.7974,0.0171103,0.00324647,0.0358355,0.157005,0.0150723,0.0358355,2.71326,2.6137,4.21765,4.35635,6.04397,3.54323,0.371264,0.442836,2.06123,22.1384
4,3.45713,0.00774635,0.5,0.425000,0.428026,9.77136e-05,0.4,0.475000,0.467441,8.15857e-05,350,5.95717,1.23495,5.47452,0.69871,0.683361,0.669934,0.674655,0.661356,0.0373679,8.12992,11.6356,8.33308,0.302126,12.4522,0.447513,167.857,90.7974,0.080886,0.127568,0.570791,0.268363,0.574945,0.570791,10.4014,10.6723,16.3886,16.9242,5.50585,3.22093,0.409082,0.446819,2.01179,19.2087
4,3.70085,0.0167592,0.5,0.475000,0.475451,0.000103014,0.4,0.475000,0.470948,9.4772e-05,350,5.12283,0.960934,4.35676,0.671155,0.641009,0.612635,0.622271,0.602763,0.0346382,11.1441,16.6043,11.7385,0.407507,19.0023,0.60473,167.857,90.7974,0.214609,0.32412,1.2578,0.762195,1.41655,1.2578,16.3923,14.8554,26.0683,23.685,4.96758,2.90888,0.451196,0.446904,1.95283,15.715
4,4.05102,0.0282696,0.5,0.525000,0.518463,8.63167e-05,0.4,0.475000,0.46694,7.18419e-05,350,8.34712,2.77927,7.43715,0.757028,0.737697,0.720325,0.716075,0.691475,0.0546915,5.9792,7.89826,6.2634,0.298016,9.02387,0.413066,167.857,90.7974,0.092773,0.163382,0.45779,0.349569,0.720564,0.45779,8.33854,7.51579,13.3092,12.6532,4.64198,2.7345,0.486115,0.436685,1.94323,15.1463
4,3.07733,0.0015582,0.5,0.325000,0.341976,1.79705e-05,0.5,0.425000,0.424639,9.74343e-05,340,4.08696,1.25498,3.6669,0.629032,0.608707,0.590505,0.605559,0.573096,0.0575686,4.13963,6.58096,4.28679,0.267791,7.25177,0.42604,163.336,72.9859,0.0278147,0.107234,0.340751,0.0718106,0.513922,0.340751,10.9155,10.0173,16.4078,14.3267,6.80492,4.14249,0.331079,0.411369,2.0363,-3.57366
4,3.31318,0.00814709,0.5,0.375000,0.375691,9.91869e-05,0.5,0.425000,0.42755,9.09896e-05,340,3.51266,0.472721,3.13718,0.600674,0.579666,0.561209,0.575858,0.571112,0.0251269,20.3697,33.9114,20.7852,0.63021,35.3312,0.954747,163.336,72.9859,0.220876,0.153968,1.52342,0.577289,0.706896,1.52342,29.5728,26.6774,45.0577,40.7529,6.3913,3.89598,0.362344,0.412111,2.00912,-4.86084
4,3.68403,0.0153555,0.5,0.425000,0.423527,0.000104779,0.5,0.425000,0.430244,9.02217e-05,340,4.96339,0.855108,4.64095,0.665305,0.652816,0.642229,0.638072,0.638954,0.0319299,17.4141,26.1747,17.9167,0.606039,28.0979,0.86502,163.336,72.9859,0.262291,0.163904,0.729974,0.955722,0.761078,0.729974,24.963,21.1705,38.5305,34.3946,5.89735,3.60343,0.406369,0.412706,1.99299,-5.62443
4,4.0876,0.0136949,0.5,0.475000,0.471407,9.73582e-05,0.5,0.425000,0.430895,8.43331e-05,340,6.04797,1.45861,5.75467,0.701432,0.692455,0.684868,0.685643,0.684567,0.0433413,10.7071,15.2646,10.9649,0.46033,15.9586,0.677439,163.336,72.9859,0.176039,0.0475428,0.390776,0.382444,0.216357,0.390776,13.0281,11.297,20.3096,17.5234,5.46762,3.34879,0.450692,0.411206,1.98996,-5.7679
4,4.38329,0.00795212,0.5,0.525000,0.518833,8.61365e-05,0.5,0.425000,0.435905,5.01842e-05,340,2.56196,0.913988,2.41671,0.54282,0.532471,0.523859,0.522026,0.527428,0.0636787,3.03327,5.58799,3.09626,0.273746,5.87007,0.418808,163.336,72.9859,0.0395061,0.011488,0.098554,0.166586,0.065019,0.098554,3.50454,2.83697,5.50761,4.52201,4.94965,3.0248,0.493739,0.414022,1.96165,-7.10859
4,3.07479,0.0015576,0.5,0.325000,0.342158,1.84323e-05,0.5,0.475000,0.473671,0.000107862,340,8.41121,4.14095,7.44305,0.758283,0.737832,0.719008,0.728584,0.671821,0.0806478,3.01229,3.97251,3.18545,0.208307,4.63008,0.321,163.336,72.9859,0.0730337,0.091806,0.280144,0.147532,0.490448,0.280144,8.3366,7.93592,12.9591,12.573,6.79544,3.83541,0.331437,0.458099,2.26975,7.48083
4,3.30004,0.00773239,0.5,0.375000,0.377728,9.92791e-05,0.5,0.475000,0.47332,0.000103522,340,4.31222,0.585012,3.75991,0.639086,0.613397,0.590113,0.606406,0.593786,0.0254011,21.2293,33.2182,22.0584,0.595483,35.9808,0.935396,163.336,72.9859,0.433201,0.295876,1.91904,1.03668,1.4103,1.91904,30.977,27.2403,48.7562,43.186,6.32346,3.60297,0.363823,0.456148,2.20531,4.42939
4,3.57902,0.0175185,0.5,0.425000,0.425051,0.000103401,0.5,0.475000,0.473861,0.000100881,340,4.27963,0.5349,3.90265,0.637665,0.62038,0.605355,0.609637,0.609653,0.0234084,26.1914,41.0739,27.0966,0.69,43.9412,1.05005,163.336,72.9859,0.560358,0.240209,1.62573,1.54753,1.01577,1.62573,36.2934,32.0996,57.8211,51.6906,5.72665,3.29458,0.40717,0.453698,2.12698,0.720478
4,3.88619,0.0270802,0.5,0.475000,0.472966,0.000100773,0.5,0.475000,0.47619,9.87503e-05,340,4.70458,0.7078,4.29799,0.655354,0.638467,0.623729,0.625818,0.629497,0.0280244,21.5899,32.9439,22.2116,0.658692,35.0181,0.987103,163.336,72.9859,0.355084,0.171008,1.29446,1.10845,0.652696,1.29446,27.7619,23.492,44.6582,37.9167,5.21509,3.00837,0.450733,0.45346,2.08475,-1.27918
4,4.23115,0.0204373,0.5,0.525000,0.519282,9.12251e-05,0.5,0.475000,0.473872,9.41398e-05,340,6.0459,1.70889,5.60277,0.701371,0.68759,0.675764,0.676992,0.663183,0.0507992,8.66976,12.3612,9.30207,0.447508,13.93,0.628059,163.336,72.9859,0.226055,0.285356,0.396586,0.510518,0.826446,0.396586,10.748,8.69305,17.3845,14.8148,4.79932,2.78838,0.491243,0.447234,2.05722,-2.58301
4,3.07261,0.00164859,0.5,0.325000,0.341913,1.93228e-05,0.5,0.525000,0.522306,9.1417e-05,340,3.05392,1.01888,2.1615,0.574705,0.513106,0.449683,0.511543,0.482112,0.0614303,2.19137,3.81303,2.31714,0.165374,4.29087,0.288643,163.336,72.9859,0.0631168,0.0554413,0.449902,0.134373,0.320713,0.449902,5.61242,5.2906,8.97976,8.55217,6.79757,3.53774,0.331354,0.505492,2.50325,18.5379
4,3.29489,0.00720689,0.5,0.375000,0.377706,9.81179e-05,0.5,0.525000,0.523109,9.85046e-05,340,6.87285,1.23426,5.73654,0.724083,0.691882,0.661256,0.679106,0.654743,0.0313215,16.0065,22.1059,16.7916,0.460386,24.8118,0.714217,163.336,72.9859,0.25851,0.453384,1.8695,0.765609,1.82724,1.8695,21.1883,19.2131,34.4493,33.0101,6.31571,3.31851,0.363412,0.504258,2.43447,15.2811
4,3.56025,0.0165707,0.5,0.425000,0.425174,0.000102285,0.5,0.525000,0.523089,9.96366e-05,340,3.93939,0.495749,3.47666,0.622137,0.598751,0.577945,0.582336,0.583542,0.0235944,21.0335,33.8085,21.9622,0.561042,37.1337,0.91145,163.336,72.9859,0.578663,0.249011,1.71509,1.8247,1.18706,1.71509,28.093,25.0368,46.357,41.9868,5.6995,3.0363,0.407408,0.501093,2.33617,10.6262
4,3.8556,0.0299625,0.5,0.475000,0.471399,9.35417e-05,0.5,0.525000,0.521574,9.63553e-05,340,4.67016,0.759237,4.15493,0.653986,0.632124,0.612616,0.614953,0.613802,0.0303001,16.5297,25.2754,17.3689,0.535286,28.0171,0.837503,163.336,72.9859,0.486649,0.22693,1.25105,1.37368,0.986367,1.25105,22.4336,19.076,37.3941,32.1889,5.20623,2.8027,0.448583,0.495909,2.27481,7.72077
4,4.275,0.0158332,0.5,0.525000,0.512953,5.39977e-05,0.5,0.525000,0.516216,7.90932e-05,340,4.79016,1.98703,4.1144,0.658709,0.630287,0.604341,0.600062,0.596058,0.0771495,2.78784,4.23227,3.03262,0.22893,5.06601,0.353448,163.336,72.9859,0.133473,0.0681104,0.249962,0.402923,0.313902,0.249962,3.95763,3.25912,6.6367,5.70603,4.94085,2.68754,0.468238,0.458411,2.29415,8.63662
4,3.25297,0.0043612,0.5,0.375000,0.382484,7.898e-05,0.5,0.575000,0.564801,6.06995e-05,340,4.15474,1.1134,2.85137,0.632116,0.562131,0.487092,0.547934,0.540634,0.0502285,4.37873,6.92709,4.66772,0.238537,7.84756,0.400717,163.336,72.9859,0.168873,0.0797518,0.889586,0.466534,0.371528,0.889586,5.26083,4.52598,8.7978,8.01022,6.1384,3.02256,0.367934,0.543936,2.56237,21.3378
