Q2,Q2_corr,Q2_corr_err,xbj_set,xbj,xbj_corr,xbj_corr_err,z_set,z,z_corr,z_corr_err,RunGroup,y_RD,error_RD,y_RD_rho,RY,RY_rho,RY_1p8rho,error,yield_neg,yield_pos,yield_neg_data,error_neg,yield_pos_data,error_pos,charge_neg_all,charge_pos_all,yield_neg_exc,yield_neg_delta,yield_neg_rho,yield_pos_exc,yield_pos_delta,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp
4,4.34012,0.0185135,0.45,0.525000,0.514443,6.178e-05,0.4,0.475000,0.466913,7.64007e-05,140,6.4411,2.36497,6.05839,0.712674,0.701742,0.692492,0.0650809,4.55605,6.39289,4.01806,0.295527,6.26612,0.410928,131.166,72.0861,0.0552157,0.0641925,0.175981,0.207367,0.243721,0.175981,4.85639,4.15566,7.81237,7.10621,4.97769,2.91306,0.480103,0.430377,2.09957,14.2116
4,3.51626,0.00537031,0.45,0.425000,0.430283,8.50481e-05,0.4,0.525000,0.512466,4.48985e-05,140,7.99713,4.00183,6.01392,0.74994,0.700417,0.644944,0.0834114,2.89845,3.86491,2.91838,0.219519,4.30873,0.314813,131.166,72.0861,0.0542752,0.117623,0.588654,0.147781,0.453574,0.588654,4.14406,3.92677,6.77747,6.50121,5.54082,3.03462,0.410154,0.490049,2.23292,21.4657
4,3.79496,0.0126326,0.45,0.475000,0.465313,6.89476e-05,0.4,0.525000,0.509637,2.78158e-05,140,4.30326,1.95111,3.83056,0.638696,0.616886,0.597422,0.0848995,2.02523,3.17089,1.89604,0.193114,3.12584,0.293662,131.166,72.0861,0.0532728,0.0668722,0.15931,0.106831,0.249496,0.15931,2.76588,2.42535,4.5541,3.97764,5.24165,2.88401,-nan,-nan,2.21506,20.494
4,3.15186,0.00597647,0.45,0.325000,0.330596,7.53029e-05,0.5,0.425000,0.428043,8.63167e-05,130,4.18276,0.700204,3.88745,0.633375,0.619649,0.607946,0.0313723,16.7455,26.4385,15.6528,0.600882,26.0982,0.902714,154.833,64.4966,0.300281,0.246782,0.833621,0.749633,1.01346,0.833621,26.3135,23.737,39.7897,36.6242,7.26783,4.40744,0.320652,0.415166,2.17541,-5.3918
4,3.50429,0.0135999,0.45,0.375000,0.373504,0.000102437,0.5,0.425000,0.431321,7.86537e-05,130,3.31893,0.506382,3.05616,0.590104,0.574839,0.561843,0.0283598,17.8195,30.1971,16.8454,0.640827,29.7729,0.96271,154.833,64.4966,0.484477,0.115792,0.951245,0.988231,0.436326,0.951245,27.9464,25.4774,43.0069,40.3738,6.76125,4.10286,0.360657,0.417024,2.15606,-6.23357
4,3.95312,0.0130765,0.45,0.425000,0.422248,9.62492e-05,0.5,0.425000,0.432028,7.48676e-05,130,3.92922,0.827226,3.68145,0.621653,0.609449,0.599128,0.0394716,11.386,18.3156,10.1762,0.523079,17.4961,0.802761,154.833,64.4966,0.298413,0.056088,0.481818,1.20466,0.238506,0.481818,16.5695,14.2931,25.8476,22.6545,6.29305,3.83029,0.406175,0.415792,2.15519,-6.27123
4,4.27961,0.00774084,0.45,0.475000,0.468717,8.87684e-05,0.5,0.425000,0.437437,3.93658e-05,130,5.44582,2.23747,5.19489,0.682399,0.673732,0.666457,0.0752315,3.86562,5.66475,3.53178,0.295214,5.49334,0.450406,154.833,64.4966,0.161063,0.01868,0.1288,0.470979,0.0787948,0.1288,4.05118,3.51294,6.38354,5.57084,5.73602,3.47804,0.448255,0.418759,2.12864,-7.42578
4,3.14897,0.00547283,0.45,0.325000,0.33209,7.43674e-05,0.5,0.475000,0.473946,0.000103856,130,4.72645,0.772223,4.32597,0.656217,0.639681,0.625177,0.0304221,17.7083,26.9854,16.4135,0.562066,25.3245,0.911847,154.833,64.4966,0.513555,0.208724,1.14273,1.09969,0.83616,1.14273,27.7014,24.5461,43.1093,37.3635,7.21999,4.08278,0.322037,0.45959,2.39722,4.25465
4,3.43627,0.0129131,0.45,0.375000,0.375678,0.000100464,0.5,0.475000,0.473926,0.000102413,130,4.12561,0.493695,3.70377,0.630797,0.61058,0.592779,0.022432,29.9121,47.4195,29.5148,0.756275,48.9332,1.18584,154.833,64.4966,1.21458,0.379285,2.26792,2.74148,1.55248,2.26792,43.9621,41.0357,69.5047,65.4294,6.59748,3.76744,0.362442,0.45708,2.31205,0.550546
4,3.76722,0.023295,0.45,0.425000,0.423505,0.000100999,0.5,0.475000,0.475873,9.98236e-05,130,3.62923,0.460288,3.28757,0.606776,0.58834,0.572257,0.0237241,28.2306,46.5255,25.3464,0.789299,42.4721,1.2716,154.833,64.4966,1.0511,0.224354,1.80752,2.40609,0.865505,1.80752,39.3152,33.5223,62.9789,53.0635,6.0132,3.44624,0.406479,0.456498,2.25636,-1.8716
4,4.11181,0.0210365,0.45,0.475000,0.471836,9.9298e-05,0.5,0.475000,0.477498,9.48335e-05,130,3.27751,0.556165,2.96562,0.587771,0.569314,0.553417,0.0315036,14.9214,25.3864,13.2167,0.591095,23.8784,0.91656,154.833,64.4966,0.523591,0.0906762,0.877956,1.3054,0.348306,0.877956,18.429,15.5649,29.8336,26.1181,5.48699,3.14891,0.45058,0.455854,2.21746,-3.56315
4,4.44861,0.00924819,0.45,0.525000,0.514859,6.22718e-05,0.5,0.475000,0.473284,8.63612e-05,130,5.42265,2.12185,5.03058,0.681618,0.667795,0.656012,0.0716951,4.10657,6.02474,3.4065,0.307921,5.42046,0.444413,154.833,64.4966,0.0485885,0.0171525,0.179698,0.0954546,0.0712477,0.179698,3.84746,3.12997,6.25865,5.45773,5.07469,2.93546,0.48747,0.445708,2.17956,-5.21131
4,3.14881,0.00539483,0.45,0.325000,0.332049,7.18771e-05,0.5,0.525000,0.523198,0.000100648,130,5.06025,0.930724,4.40721,0.668883,0.643163,0.61984,0.0340143,12.2588,18.3273,12.3479,0.416172,20.2979,0.693889,154.833,64.4966,0.409062,0.372549,1.17257,0.832458,1.54799,1.17257,19.3107,18.2197,30.9305,30.2388,7.2207,3.76154,0.322119,0.507606,2.64726,15.1289
4,3.43126,0.0126476,0.45,0.375000,0.376098,9.98347e-05,0.5,0.525000,0.52374,0.000103176,130,3.6335,0.444899,3.19742,0.606995,0.583184,0.562062,0.0229052,25.0141,41.2097,23.6469,0.659839,41.6109,1.112,154.833,64.4966,1.3426,0.558958,1.992,3.06285,2.00791,1.992,35.8945,31.204,58.5514,51.9169,6.57894,3.46753,0.362236,0.504651,2.54942,10.8737
4,3.72969,0.0254375,0.45,0.425000,0.424551,0.000102961,0.5,0.525000,0.52333,0.000101222,130,3.47005,0.420484,3.12397,0.598396,0.578887,0.561884,0.022606,26.8302,44.8368,24.5039,0.714415,43.2123,1.20154,154.833,64.4966,1.48209,0.303875,1.74206,3.80327,1.17586,1.74206,36.7919,31.1529,60.8762,51.9104,5.94165,3.1632,0.407078,0.501885,2.45261,6.66338
4,4.05887,0.0280688,0.45,0.475000,0.468285,8.48208e-05,0.5,0.525000,0.519761,9.34307e-05,130,3.02342,0.54221,2.67584,0.572857,0.550618,0.531075,0.0329756,11.7917,20.584,10.8835,0.485332,19.7852,0.828362,154.833,64.4966,0.712903,0.186026,0.86542,1.7516,0.651081,0.86542,15.1721,12.8469,25.3202,21.382,5.48984,2.95241,0.445446,0.494794,2.40262,4.48921
4,3.13762,0.00368059,0.45,0.325000,0.335401,5.72465e-05,0.5,0.575000,0.561932,4.86632e-05,130,4.79253,1.51159,4.4402,0.658801,0.644558,0.632101,0.058658,3.75465,5.69922,3.85247,0.214607,5.81858,0.389082,154.833,64.4966,0.157711,0.0916819,0.24496,0.277346,0.372323,0.24496,4.78962,4.59626,7.86234,7.13076,7.10379,3.46756,0.324977,0.545359,2.80476,21.9784
4,3.38489,0.00991903,0.45,0.375000,0.377362,0.000100286,0.5,0.575000,0.56981,9.46009e-05,130,5.05288,0.963841,4.36594,0.668614,0.641403,0.616734,0.035282,13.335,19.9442,12.796,0.468876,21.6307,0.784758,154.833,64.4966,1.34886,0.283391,1.15393,2.84963,1.11691,1.15393,18.1476,15.1927,30.4279,26.9493,6.47211,3.16084,0.363976,0.54955,2.72727,18.6083
4,3.71018,0.0215856,0.45,0.425000,0.421013,9.18913e-05,0.5,0.575000,0.566598,7.38934e-05,130,4.95085,1.09269,3.91799,0.664836,0.621116,0.578498,0.0409156,10.7949,16.2369,10.2182,0.439313,18.7806,0.749587,154.833,64.4966,1.05755,0.224599,1.41923,3.68035,0.852511,1.41923,16.3018,13.4946,27.7219,24.3257,5.9838,2.96221,0.402225,0.542771,2.663,15.8133
4,3.60129,0.0108457,0.45,0.375000,0.37423,0.000111041,0.6,0.475000,0.492164,1.39775e-05,120,6.08017,2.829,5.58767,0.702386,0.687098,0.67361,0.0835254,3.74185,5.32734,3.08653,0.328505,4.45735,0.427308,88.5775,67.6945,0.0125484,0.0139801,0.22165,0.12382,0.0542825,0.22165,5.53297,4.52474,8.87611,7.12985,6.9052,3.80625,0.362534,0.476449,2.52575,-8.53603
4,4.04245,0.00914405,0.45,0.425000,0.420886,9.80443e-05,0.6,0.475000,0.492373,1.37162e-05,120,2.65124,1.30539,2.35088,0.548957,0.527624,0.509183,0.0885232,1.82247,3.31988,1.49344,0.235453,2.89395,0.320377,88.5775,67.6945,0.010942,0.0118539,0.115713,0.0553184,0.045816,0.115713,2.38175,1.92195,3.87205,3.25732,6.44579,3.56924,0.404798,0.474574,2.52181,-8.67869
4,3.15028,0.00561524,0.45,0.325000,0.331613,7.31929e-05,0.6,0.525000,0.524839,9.78318e-05,120,5.9756,1.16607,5.33252,0.699266,0.678543,0.660105,0.0351533,18.4407,26.3715,15.8473,0.698819,24.3351,0.87113,88.5775,67.6945,0.179672,0.11916,1.30617,0.595959,0.427835,1.30617,24.9625,21.0473,40.0707,35.4208,7.23582,3.76378,0.321351,0.509655,2.66016,-3.66852
4,3.47991,0.0135908,0.45,0.375000,0.373891,0.000103035,0.6,0.525000,0.527834,9.67649e-05,120,4.07516,0.607678,3.62431,0.62849,0.606522,0.587191,0.0279571,23.6244,37.5891,20.6187,0.817876,34.9242,1.04993,88.5775,67.6945,0.349867,0.268532,1.673,0.809868,0.95805,1.673,31.4843,26.6545,51.5119,45.4373,6.71136,3.50297,0.361058,0.510328,2.61976,-5.13145
4,3.91033,0.0154721,0.45,0.425000,0.422457,9.84692e-05,0.6,0.525000,0.528731,9.57135e-05,120,4.42915,0.835495,4.02465,0.644092,0.626152,0.610428,0.0352775,16.0617,24.937,13.7151,0.670703,21.5351,0.883811,88.5775,67.6945,0.2164,0.0828427,1.0058,0.477613,0.305233,1.0058,19.5927,16.3652,32.611,27.1386,6.23001,3.26647,0.406033,0.508564,2.60957,-5.50058
4,4.2552,0.00959426,0.45,0.475000,0.467457,8.35664e-05,0.6,0.525000,0.530582,8.08121e-05,120,5.24374,1.74666,4.95119,0.675456,0.664849,0.655894,0.0613246,5.97841,8.85093,4.94528,0.408271,7.76088,0.529518,88.5775,67.6945,0.0313314,0.0499127,0.215795,0.151171,0.198976,0.215795,5.52638,4.49626,9.32881,7.81085,5.73196,3.01437,0.44682,0.507941,2.57548,-6.73498
4,3.14669,0.00526931,0.45,0.325000,0.33179,7.15019e-05,0.6,0.575000,0.573547,0.000106706,120,8.48022,2.1094,7.34353,0.75962,0.735532,0.713205,0.040629,16.0219,21.092,14.1617,0.636951,20.6578,0.754694,88.5775,67.6945,0.244068,0.257192,1.43929,0.757889,0.977731,1.43929,20.6226,17.5831,33.9708,30.4761,7.22414,3.43847,0.321531,0.55701,2.90311,5.12935
4,3.43553,0.0130718,0.45,0.375000,0.375678,0.000101123,0.6,0.575000,0.57361,0.000102684,120,4.19248,0.550332,3.5977,0.633811,0.605144,0.578861,0.0245988,29.1174,45.9403,25.466,0.861715,42.6218,1.15352,88.5775,67.6945,0.447431,0.306449,2.78808,2.12525,1.11399,2.78808,35.7534,30.344,60.0914,51.5136,6.59584,3.18531,0.362829,0.553781,2.7993,1.37014
4,3.80354,0.0244452,0.45,0.425000,0.420657,9.44155e-05,0.6,0.575000,0.572109,9.42096e-05,120,3.52077,0.523553,3.07821,0.601105,0.576164,0.553874,0.0277688,20.9836,34.9084,18.0347,0.751198,30.8681,1.01925,88.5775,67.6945,0.355957,0.225115,1.69856,0.883707,0.821145,1.69856,25.7844,21.4468,44.0274,36.7814,6.11973,2.98598,0.403692,0.549346,2.75946,-0.0727663
4,4.19897,0.0105033,0.45,0.475000,0.460959,3.70926e-05,0.6,0.575000,0.564275,6.24376e-05,120,5.79756,2.73359,5.20921,0.693801,0.674239,0.656613,0.0854318,3.13612,4.52019,2.74791,0.281026,4.1515,0.381752,88.5775,67.6945,0.0533401,0.0783456,0.232156,0.133915,0.291051,0.232156,3.43526,2.86578,5.90997,4.87229,5.79314,2.87962,0.402897,0.48023,2.7427,-0.679677
4,3.43613,0.0136668,0.45,0.375000,0.372224,9.25149e-05,0.6,0.625000,0.619609,8.66845e-05,120,7.66089,1.68702,6.34887,0.74273,0.710113,0.678251,0.0372201,19.5682,26.3463,18.3726,0.754654,26.6571,0.843071,88.5775,67.6945,0.386652,1.31217,2.33577,1.22229,2.214,2.33577,21.4106,18.2437,36.747,32.3877,6.6797,2.94668,0.358612,0.59793,3.05297,10.556
4,3.13557,0.00547618,0.45,0.325000,0.329654,6.75647e-05,0.6,0.675000,0.659579,2.10753e-05,120,9.90724,5.68145,6.91537,0.784285,0.725158,0.649747,0.0881249,3.66357,4.67123,3.48483,0.324698,4.50677,0.322635,88.5775,67.6945,0.165087,0.0610603,0.869623,0.168818,0.138622,0.869623,3.75357,3.33873,6.38949,5.74402,7.26184,2.89176,0.315959,0.6401,3.34912,21.2804
4,3.16071,0.0065114,0.45,0.325000,0.329913,7.57343e-05,0.7,0.575000,0.583228,5.73009e-05,110,7.15271,2.83021,6.15049,0.731007,0.704448,0.679325,0.0682622,9.57185,13.0941,8.44115,0.695907,12.3119,0.76734,46.6482,49.077,0.139781,0.0840315,0.977169,0.568079,0.3412,0.977169,12.8545,11.0355,21.2254,18.4837,7.30445,3.40595,0.320066,0.566817,2.98133,-7.48518
4,3.55978,0.0118139,0.45,0.375000,0.373064,0.000104696,0.7,0.575000,0.584742,5.55735e-05,110,5.75527,2.14623,4.74034,0.692474,0.656764,0.622506,0.067658,8.59422,12.4109,7.38486,0.658891,11.6849,0.751697,46.6482,49.077,0.116525,0.115815,0.994852,0.480031,0.424225,0.994852,11.6566,9.70119,19.6801,17.095,6.86523,3.21913,0.360158,0.565789,2.97651,-7.63469
4,3.32429,0.00857557,0.5,0.375000,0.375085,9.97116e-05,0.4,0.325000,0.335747,4.24795e-05,350,6.88815,1.4566,6.39596,0.724471,0.711426,0.700161,0.0368598,13.5605,18.7179,12.9895,0.504685,18.7577,0.649343,167.857,90.7974,0.0581283,0.0650601,0.748919,0.150821,0.313326,0.748919,19.5988,18.5955,27.9166,27.2838,6.42329,4.43176,0.361706,0.323615,1.58312,-6.19191
4,3.72382,0.0132366,0.5,0.425000,0.423148,0.000102743,0.4,0.325000,0.33709,4.04702e-05,350,6.91681,1.74328,6.63802,0.725194,0.717993,0.711969,0.0438831,10.1379,13.9795,9.18295,0.44705,13.0117,0.579298,167.857,90.7974,0.041887,0.0248252,0.308801,0.109482,0.132944,0.308801,14.5883,13.1181,20.9829,19.1663,5.95921,4.11821,0.406138,0.323645,1.57769,-6.51397
4,3.07322,0.00153103,0.5,0.325000,0.341987,1.79675e-05,0.4,0.375000,0.373002,0.000103785,350,5.80577,1.91003,5.05396,0.694058,0.668653,0.645086,0.0595935,3.8111,5.49104,3.80501,0.23552,5.54211,0.327319,167.857,90.7974,0.077944,0.0243917,0.408322,0.0920991,0.110676,0.408322,10.8759,10.5664,15.781,15.345,6.79688,4.44866,0.331109,0.360631,1.78497,5.76887
4,3.30016,0.00744688,0.5,0.375000,0.377394,9.85945e-05,0.4,0.375000,0.373351,0.000100667,350,5.19603,0.647939,4.88186,0.673772,0.662233,0.652462,0.0229855,25.561,37.9372,23.9862,0.64198,37.4313,0.875865,167.857,90.7974,0.196707,0.0886004,1.12,0.465156,0.429276,1.12,36.2283,33.592,52.9843,51.0286,6.33141,4.16452,0.363627,0.359214,1.73898,3.04333
4,3.58794,0.0173248,0.5,0.425000,0.424585,0.000101935,0.4,0.375000,0.375008,9.84095e-05,350,6.08158,0.770441,5.75348,0.702428,0.692418,0.683945,0.0227407,31.2561,44.4973,29.1111,0.734549,43.3593,0.990809,167.857,90.7974,0.190877,0.257299,1.26951,0.688376,1.01301,1.26951,41.3005,37.874,60.8052,56.9252,5.74739,3.79772,0.406899,0.358699,1.68688,-0.0438722
4,3.91483,0.0272179,0.5,0.475000,0.472848,0.000101135,0.4,0.375000,0.377266,9.71114e-05,350,5.07381,0.713438,4.86112,0.669378,0.661442,0.654812,0.0259955,22.7895,34.0457,20.8706,0.651352,31.8991,0.895141,167.857,90.7974,0.1356,0.188017,0.722207,0.368037,0.894031,0.722207,29.2697,26.3895,43.3023,38.9668,5.24869,3.47023,0.449916,0.357954,1.66153,-1.54614
4,4.21898,0.0226991,0.5,0.525000,0.521539,0.000100543,0.4,0.375000,0.378383,9.51027e-05,350,7.79128,1.95238,7.31187,0.745575,0.734792,0.725535,0.0421273,11.966,16.0494,10.7349,0.481617,15.1979,0.636464,167.857,90.7974,0.0766228,0.0947417,0.546733,0.289219,0.460732,0.546733,13.1943,11.6478,19.5296,17.5808,4.75408,3.14622,0.494347,0.357858,1.62803,-3.53065
4,3.0733,0.00145947,0.5,0.325000,0.342384,1.67074e-05,0.4,0.425000,0.418759,7.063e-05,350,4.58916,1.83049,3.69105,0.650723,0.609936,0.570966,0.0744367,1.92143,2.95277,1.88754,0.160396,3.17219,0.230937,167.857,90.7974,0.0393257,0.0152908,0.270187,0.112909,0.0703108,0.270187,6.00898,5.73218,8.97838,9.08845,6.78658,4.16165,0.331614,0.405853,2.00286,18.6795
4,3.29268,0.0072245,0.5,0.375000,0.377916,9.64897e-05,0.4,0.425000,0.421449,9.18205e-05,350,4.65526,0.626673,4.19464,0.65339,0.633907,0.61669,0.0250958,16.7322,25.6083,16.5146,0.462048,25.7611,0.683642,167.857,90.7974,0.168898,0.0964751,1.31384,0.329579,0.456123,1.31384,24.2459,23.546,36.6689,35.7625,6.30701,3.88211,0.364763,0.406409,1.95697,15.9602
4,3.56122,0.0166201,0.5,0.425000,0.425727,0.00010253,0.4,0.425000,0.422812,9.93302e-05,350,7.01737,0.989106,6.30965,0.727703,0.709011,0.692466,0.024446,24.5773,33.7738,23.6259,0.583197,35.82,0.803114,167.857,90.7974,0.136839,0.270662,1.80507,0.812904,1.22282,1.80507,32.347,30.5584,49.3618,49.3771,5.68975,3.52723,0.407952,0.404831,1.8844,11.6606
4,3.81405,0.0294222,0.5,0.475000,0.474106,0.000102916,0.4,0.425000,0.423133,0.000101288,350,4.44203,0.561995,4.06786,0.644635,0.628154,0.613862,0.023657,22.9196,35.5544,20.8783,0.616833,33.8905,0.887058,167.857,90.7974,0.184467,0.262978,1.3795,0.644274,1.20559,1.3795,31.3972,27.9878,48.1006,43.3469,5.11643,3.19033,0.451193,0.401615,1.81329,7.44652
4,3.24641,0.00304937,0.5,0.375000,0.386236,5.96574e-05,0.4,0.475000,0.46009,3.22708e-05,350,7.57899,3.7024,7.38846,0.74091,0.736575,0.733025,0.0828444,1.9905,2.68656,1.93782,0.155409,2.94698,0.215036,167.857,90.7974,0.0171103,0.00324647,0.0358355,0.157005,0.0150723,0.0358355,2.71326,2.6137,4.21765,4.35635,6.04444,3.54341,0.371236,0.442876,2.06134,22.145
4,3.45665,0.00777343,0.5,0.425000,0.427963,9.78172e-05,0.4,0.475000,0.46742,8.17419e-05,350,5.92383,1.23564,5.44716,0.697697,0.682444,0.669112,0.0376406,8.19203,11.7415,8.61386,0.30778,12.9685,0.4546,167.857,90.7974,0.080886,0.127568,0.570791,0.268363,0.574945,0.570791,10.4014,10.6723,16.3886,16.9242,5.50641,3.22137,0.408913,0.446683,2.01172,19.2047
4,3.7253,0.0187445,0.5,0.475000,0.471552,9.30119e-05,0.4,0.475000,0.467959,7.94635e-05,350,5.55491,1.22798,4.66566,0.686025,0.653806,0.623146,0.0403516,8.59352,12.5265,8.27678,0.357535,13.2357,0.520827,167.857,90.7974,0.188294,0.258626,1.02812,0.497433,1.12089,1.02812,12.5433,11.4287,19.9153,18.4699,5.05628,2.96977,0.446477,0.442974,1.96901,16.6739
4,4.21168,0.0147396,0.5,0.525000,0.513843,5.5191e-05,0.4,0.475000,0.460212,3.025e-05,350,6.21199,3.34932,5.71134,0.706228,0.691083,0.677913,0.0963512,1.51492,2.14508,1.51343,0.144953,2.36319,0.208614,167.857,90.7974,0.037513,0.0555372,0.0922451,0.0481829,0.239885,0.0922451,2.27417,2.13225,3.62548,3.50723,4.86633,2.88593,-nan,-nan,2.01045,19.1296
4,3.07732,0.00155907,0.5,0.325000,0.34197,1.79278e-05,0.5,0.425000,0.424633,9.75495e-05,340,4.24054,1.32284,3.81821,0.635946,0.61628,0.59869,0.058441,4.22983,6.65124,4.03536,0.273827,6.44123,0.433813,163.336,72.9859,0.0463578,0.107234,0.340751,0.119684,0.513922,0.340751,10.9155,10.0173,16.4078,14.3267,6.80503,4.14265,0.331073,0.411402,2.03631,-3.57337
4,3.31301,0.00814811,0.5,0.375000,0.37568,9.94448e-05,0.5,0.425000,0.42755,9.09996e-05,340,3.47333,0.476026,3.09914,0.598573,0.577414,0.558821,0.0255695,20.2608,33.8485,18.7992,0.641599,32.2837,0.970445,163.336,72.9859,0.368127,0.153968,1.52342,0.962149,0.706896,1.52342,29.5728,26.6774,45.0577,40.7529,6.3913,3.89606,0.36232,0.412136,2.00908,-4.8627
4,3.6841,0.0153689,0.5,0.425000,0.423536,0.000104519,0.5,0.425000,0.430232,9.0348e-05,340,5.52374,1.02402,5.16827,0.684998,0.672784,0.662413,0.0338698,17.4186,25.4287,15.3733,0.617708,25.0531,0.876172,163.336,72.9859,0.437152,0.163904,0.729974,1.59287,0.761078,0.729974,24.963,21.1705,38.5305,34.3946,5.89722,3.60339,0.406356,0.412706,1.99292,-5.62766
4,4.08738,0.0136077,0.5,0.475000,0.471409,9.7327e-05,0.5,0.425000,0.430895,8.42146e-05,340,5.92216,1.45285,5.63043,0.697646,0.688487,0.680744,0.0442722,10.5752,15.1584,9.51096,0.468452,13.9326,0.688803,163.336,72.9859,0.293398,0.0475428,0.390776,0.637407,0.216357,0.390776,13.0281,11.297,20.3096,17.5234,5.46738,3.34869,0.450617,0.411168,1.98987,-5.77213
4,4.38284,0.00796617,0.5,0.525000,0.51811,8.0288e-05,0.5,0.425000,0.435506,4.98582e-05,340,2.59332,0.961727,2.46044,0.544994,0.535635,0.527866,0.0663689,2.9609,5.4329,2.46821,0.275738,4.72722,0.426323,163.336,72.9859,0.0653864,0.011488,0.0885062,0.277644,0.065019,0.0885062,3.40339,2.74871,5.34777,4.31586,4.9607,3.03327,0.49245,0.413105,1.96237,-7.07468
4,3.07469,0.001559,0.5,0.325000,0.342154,1.84518e-05,0.5,0.475000,0.473678,0.000107899,340,7.96864,3.88977,7.04052,0.749345,0.728274,0.70889,0.0814622,2.98733,3.98659,3.05728,0.212337,4.60415,0.327917,163.336,72.9859,0.121723,0.091806,0.280144,0.245887,0.490448,0.280144,8.3366,7.93592,12.9591,12.573,6.79535,3.83542,0.331409,0.458062,2.26975,7.481
4,3.30003,0.00772318,0.5,0.375000,0.377715,9.90241e-05,0.5,0.475000,0.473364,0.000103213,340,4.50113,0.636139,3.92762,0.647106,0.621576,0.59839,0.026407,21.1801,32.7305,19.6431,0.607783,32.1293,0.949653,163.336,72.9859,0.722001,0.295876,1.91904,1.7278,1.4103,1.91904,30.977,27.2403,48.7562,43.186,6.32376,3.60286,0.363809,0.456162,2.20559,4.44302
4,3.57942,0.0175636,0.5,0.425000,0.425071,0.000103149,0.5,0.475000,0.473895,0.000100811,340,4.68885,0.62324,4.28221,0.65473,0.637778,0.623008,0.0247658,26.1982,40.0138,24.345,0.704745,39.3663,1.06407,163.336,72.9859,0.93393,0.240209,1.62573,2.57921,1.01577,1.62573,36.2934,32.0996,57.8211,51.6906,5.72679,3.29445,0.409328,0.455904,2.12726,0.733681
4,3.91229,0.0265804,0.5,0.475000,0.471221,9.51164e-05,0.5,0.475000,0.474347,9.43851e-05,340,4.79061,0.78846,4.36296,0.658727,0.641275,0.625988,0.03061,19.1739,29.1076,16.8092,0.632469,26.8824,0.952685,163.336,72.9859,0.565991,0.169583,1.18,1.75102,0.647985,1.18,25.2303,21.1508,40.5568,34.1138,5.27234,3.04651,0.448734,0.451459,2.09845,-0.630611
4,4.29973,0.0125092,0.5,0.525000,0.513396,5.55903e-05,0.5,0.475000,0.467581,8.25052e-05,340,7.79908,4.15874,7.12598,0.745743,0.730361,0.716883,0.0896163,3.71975,4.98797,3.40178,0.30715,5.39536,0.43549,163.336,72.9859,0.248294,0.259458,0.196603,0.630213,0.695009,0.196603,4.86883,3.78803,7.84511,6.40154,4.95775,2.9021,0.47571,0.420411,2.0875,-1.14914
4,3.07232,0.00165204,0.5,0.325000,0.341881,1.94415e-05,0.5,0.525000,0.522284,9.13728e-05,340,3.05454,1.0508,2.14992,0.574742,0.512189,0.447531,0.0633435,2.16207,3.7618,2.19873,0.168399,4.12735,0.293328,163.336,72.9859,0.105195,0.0554413,0.449902,0.223955,0.320713,0.449902,5.61242,5.2906,8.97976,8.55217,6.79785,3.53821,0.331313,0.505308,2.50311,18.5313
4,3.29471,0.00718164,0.5,0.375000,0.377676,9.81333e-05,0.5,0.525000,0.523136,9.86154e-05,340,7.49364,1.44059,6.26725,0.738986,0.707809,0.678087,0.0327149,16.1359,21.8352,15.5159,0.471493,24.0263,0.726171,163.336,72.9859,0.430849,0.453384,1.8695,1.27601,1.82724,1.8695,21.1883,19.2131,34.4493,33.0101,6.3161,3.31854,0.363337,0.504246,2.43466,15.2902
4,3.56594,0.0169316,0.5,0.425000,0.424227,9.81192e-05,0.5,0.525000,0.522238,9.60753e-05,340,3.8905,0.516765,3.42018,0.619796,0.595697,0.574182,0.0249004,19.6019,31.6264,18.6969,0.55294,32.7629,0.904717,163.336,72.9859,0.900799,0.229017,1.65784,3.007,1.0412,1.65784,26.7545,23.9772,44.1155,40.0539,5.72465,3.05209,0.406144,0.500053,2.34124,10.8661
4,3.96917,0.024262,0.5,0.475000,0.466454,7.39118e-05,0.5,0.525000,0.51791,8.01323e-05,340,4.35384,1.01766,3.79575,0.640884,0.615175,0.591984,0.0437473,7.47626,11.6655,6.98635,0.355324,12.2091,0.571581,163.336,72.9859,0.413686,0.12149,0.647998,1.36793,0.531491,0.647998,11.0502,9.53506,18.3789,16.2428,5.42057,2.92037,0.442967,0.491427,2.34989,11.2759
4,3.25331,0.00448444,0.5,0.375000,0.38207,7.85881e-05,0.5,0.575000,0.563963,4.99497e-05,340,4.3691,1.24814,2.96139,0.641539,0.569052,0.490074,0.0534596,4.24134,6.6112,3.98023,0.240958,7.05029,0.403031,163.336,72.9859,0.260325,0.0797518,0.887995,0.664017,0.371528,0.887995,5.08409,4.36346,8.49587,7.72938,6.14795,3.03057,0.367007,0.542907,2.56173,21.3071
4,3.50966,0.0135827,0.5,0.425000,0.417351,7.97469e-05,0.5,0.575000,0.560837,3.22052e-05,340,5.76369,1.99803,4.81625,0.692739,0.659719,0.628405,0.0628776,3.7764,5.4514,3.8905,0.225888,6.46281,0.372161,163.336,72.9859,0.315832,0.068799,0.45727,0.921491,0.279721,0.45727,5.19076,4.8189,8.77374,8.46825,5.78041,2.89306,0.379374,0.531095,2.51449,19.0703
