Q2,Q2_corr,Q2_corr_err,xbj_set,xbj,xbj_corr,xbj_corr_err,z_set,z,z_corr,z_corr_err,RunGroup,y_RD,error_RD,y_RD_rho,y_RD_1p5rho,y_RD_1p8rho,y_RD_2rho,RY,RY_rho,RY_1p5rho,RY_1p8rho,RY_noexc,RY_nodelta,error,yield_neg,yield_pos,radia_corr_neg,radia_corr_pos,yield_neg_data,yield_neg_D2_data,error_neg,yield_pos_data,yield_pos_D2_data,error_pos,charge_neg_all,charge_pos_all,yield_neg_exc,yield_neg_delta,yield_neg_norho,yield_neg_rho,yield_pos_exc,yield_pos_delta,yield_pos_norho,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp,Kpi_pos,Kpi_neg
4,4.41726,0.0140643,0.45,0.525000,0.519622,9.12766e-05,0.5,0.475000,0.478752,9.22928e-05,130,5.57547,1.76492,5.16911,4.96741,4.84686,4.76668,0.686699,0.672815,0.665455,0.660897,0.67147,0.670483,0.0577465,6.84318,9.96532,1.25826,1.20929,7.10339,5.86493,0.406648,10.4059,8.95404,0.592951,154.833,64.4966,0.0324809,0.174322,5.43859,0.311191,0.0662093,0.298101,8.24066,0.311191,6.4588,5.1331,10.5454,8.72037,4.96738,2.84912,0.493583,0.454365,2.1686,-5.68803,0.00576327,0.00592751
4,3.14912,0.00534916,0.45,0.325000,0.332056,7.09846e-05,0.5,0.525000,0.523198,0.000100525,130,4.90957,0.833384,4.08818,3.68295,3.44154,3.28131,0.663283,0.629088,0.609525,0.596858,0.622293,0.600447,0.0314958,13.1172,19.7762,1.05985,1.02296,13.6765,13.3759,0.416864,21.7549,21.88,0.697746,154.833,64.4966,0.236104,0.291606,12.3765,1.62436,0.586462,1.34784,19.3323,1.62436,19.3759,18.2818,31.034,30.3374,7.22108,3.76137,0.322129,0.507698,2.64745,15.1371,0.0275086,0.00793469
4,3.43097,0.0126419,0.45,0.375000,0.376118,0.000100035,0.5,0.525000,0.523708,0.000103178,130,3.81839,0.442434,3.31822,3.06931,2.92034,2.82119,0.616289,0.590064,0.575631,0.566496,0.579192,0.573224,0.0217137,27.0154,43.8355,1.1512,1.12877,28.5014,25.8118,0.660898,48.3931,44.478,1.11146,154.833,64.4966,0.809961,0.480924,23.4671,2.36954,2.11076,1.92695,38.8349,2.36954,35.9455,31.2243,58.6342,51.9454,6.57803,3.4673,0.362413,0.504658,2.54893,10.8522,0.0276129,0.00791993
4,3.72446,0.025299,0.45,0.425000,0.424853,0.00010427,0.5,0.525000,0.52361,0.000102466,130,3.47664,0.388868,3.0685,2.86483,2.74275,2.66142,0.59875,0.575582,0.56299,0.555078,0.56492,0.567424,0.0208694,29.4737,49.2253,1.18386,1.17243,31.0388,27.2112,0.725833,53.5401,47.1272,1.21419,154.833,64.4966,0.754084,0.568015,24.8961,2.24045,2.09799,1.58221,41.9856,2.24045,37.1789,31.4047,61.5285,52.4793,5.92912,3.15595,0.407552,0.502293,2.44883,6.49902,0.0275693,0.0079261
4,3.97059,0.030914,0.45,0.475000,0.47191,9.71279e-05,0.5,0.525000,0.523107,0.000100069,130,3.26799,0.440668,2.91818,2.74328,2.63834,2.56838,0.587231,0.56636,0.555113,0.54808,0.555778,0.550098,0.0250268,21.1511,36.0184,1.19243,1.19241,22.0334,19.1817,0.645524,39.2786,33.9777,1.07143,154.833,64.4966,0.452149,0.287778,17.7379,1.45378,1.36098,1.37312,30.2064,1.45378,23.9481,20.0835,40.036,33.5757,5.32704,2.85468,0.449462,0.498305,2.34715,2.07706,0.010475,0.00722709
4,4.36343,0.0172709,0.45,0.525000,0.513778,5.7058e-05,0.5,0.525000,0.517911,8.65618e-05,130,7.48914,3.09139,6.89502,6.59989,6.42343,6.30604,0.738884,0.724645,0.716978,0.712187,0.707316,0.662366,0.0702585,4.90788,6.64229,1.20884,1.18058,5.05317,4.37886,0.306159,7.60334,6.66515,0.476684,154.833,64.4966,0.0699841,0.0502057,4.05998,0.267675,0.232594,0.581456,5.62628,0.267675,4.91555,4.06633,8.26962,7.0047,5.01145,2.70956,0.479494,0.475803,2.34582,2.01895,0.00993413,0.00707791
4,3.13739,0.00373139,0.45,0.325000,0.335441,5.76859e-05,0.5,0.575000,0.561993,4.84654e-05,130,5.1975,1.65335,4.48641,4.12251,3.90142,3.75286,0.673824,0.646494,0.630656,0.620321,0.638667,0.613955,0.0586338,3.84087,5.70011,1.04201,1.10223,4.03714,4.02624,0.212535,6.35247,5.92747,0.382794,154.833,64.4966,0.0799244,0.108428,3.68603,0.472903,0.175885,0.415972,5.17146,0.472903,4.80329,4.60965,7.88464,7.15338,7.10236,3.46646,0.325072,0.545569,2.80465,21.9738,0.0326101,0.0072121
4,3.38558,0.00991364,0.45,0.375000,0.377455,0.000100312,0.5,0.575000,0.569747,9.48347e-05,130,5.01592,0.87249,4.14333,3.71644,3.46324,3.29565,0.667255,0.6316,0.61122,0.59803,0.615537,0.608531,0.0322004,14.5562,21.815,1.19464,1.12855,15.8402,13.7302,0.467868,25.1885,23.1802,0.785256,154.833,64.4966,0.723488,0.351279,12.1846,1.61425,1.70653,1.28265,19.3302,1.61425,18.2165,15.2485,30.5442,27.065,6.47112,3.16057,0.364273,0.549604,2.72681,18.5881,0.0336867,0.00705961
4,3.67501,0.0195565,0.45,0.425000,0.425051,0.000100664,0.5,0.575000,0.571094,9.84624e-05,130,3.88025,0.582961,3.1959,2.85828,2.65714,2.52364,0.619301,0.583096,0.562572,0.549356,0.565303,0.568875,0.0281631,17.4389,28.1589,1.21753,1.16673,19.2178,16.4293,0.545717,32.7633,29.173,0.929149,154.833,64.4966,0.89302,0.568061,14.3231,1.89776,2.34843,1.59795,24.1349,1.89776,23.4914,19.2943,40.0894,34.3604,5.85663,2.88378,0.407362,0.547293,2.63415,14.5584,0.0338814,0.00703203
4,4.0465,0.0264513,0.45,0.475000,0.467798,8.30867e-05,0.5,0.575000,0.566921,7.42539e-05,130,4.19498,0.952581,3.65666,3.38758,3.22616,3.11855,0.633922,0.608184,0.593913,0.584842,0.579443,0.594008,0.0425527,8.3705,13.2043,1.23321,1.23181,9.19066,7.67176,0.375966,15.513,13.0345,0.658694,154.833,64.4966,0.410732,0.25433,6.78757,0.702114,1.20652,0.667706,10.7194,0.702114,10.2382,8.30203,17.6599,14.3366,5.48418,2.72983,0.443225,0.538894,2.61541,13.7434,0.0150913,0.00850035
4,3.32253,0.00316962,0.45,0.375000,0.385384,5.87059e-05,0.5,0.625000,0.610364,3.30419e-05,130,2.43355,1.12888,1.661,1.2739,1.04137,0.886243,0.533695,0.470058,0.431161,0.404924,0.483655,0.459824,0.0818213,1.49767,2.80623,1.22708,1.23382,1.84491,1.5746,0.162642,3.51385,2.9423,0.303683,154.833,64.4966,0.251818,0.0311648,1.22052,0.275964,0.46163,0.111887,2.27442,0.275964,2.27524,1.8542,3.91617,3.17401,6.18464,2.82901,0.369105,0.587627,2.8082,22.1278,0.0390138,0.00630505
4,3.57264,0.011502,0.45,0.425000,0.419566,8.23195e-05,0.5,0.625000,0.609449,2.59226e-05,130,5.74247,2.66301,4.44892,3.82204,3.45205,3.20789,0.69207,0.644925,0.616469,0.597426,0.585138,0.613536,0.0841698,2.63022,3.80051,1.18286,1.11913,3.15636,2.77339,0.20528,5.20572,4.81276,0.354492,154.833,64.4966,0.337505,0.107295,2.22361,0.388576,0.916924,0.338697,3.39594,0.388576,3.4352,2.90414,5.98667,5.34938,5.82365,2.68356,0.319692,0.560914,2.768,20.3795,0.0389952,0.00630769
4,3.16051,0.00693867,0.45,0.325000,0.327552,7.68732e-05,0.6,0.475000,0.491491,1.62075e-05,120,8.66244,4.31845,7.25488,6.56812,6.16135,5.89234,0.763079,0.733449,0.716127,0.704764,0.724507,0.725311,0.0808006,4.57642,5.99732,1.18945,1.14306,4.70437,4.11438,0.357171,6.30156,5.70918,0.429177,88.5775,67.6945,0.0861553,0.0214149,3.84752,0.506169,0.182249,0.083914,5.2467,0.506169,6.71087,5.64201,10.5433,9.2237,7.37227,4.04205,0.3182,0.478162,2.52912,-8.41385,0.0232084,0.0085438
4,3.60143,0.0109797,0.45,0.375000,0.37418,0.000111306,0.6,0.475000,0.492109,1.42932e-05,120,6.84253,3.2446,6.35629,6.11207,5.96518,5.8671,0.723312,0.710321,0.703325,0.698952,0.697429,0.708304,0.0827982,3.92581,5.42755,1.22343,1.2452,3.98242,3.38578,0.327953,5.61816,4.71821,0.424775,88.5775,67.6945,0.0159915,0.0302734,3.20885,0.208023,0.0992546,0.0538148,4.35879,0.208023,5.52363,4.51486,8.86113,7.11624,6.90655,3.80761,0.362508,0.476385,2.52586,-8.53202,0.0233357,0.00852577
4,4.0419,0.00891068,0.45,0.425000,0.420743,9.62549e-05,0.6,0.475000,0.492382,1.36685e-05,120,3.27985,1.6788,2.96717,2.81178,2.71884,2.65701,0.587903,0.569409,0.559586,0.553494,0.562517,0.540888,0.0950333,1.87761,3.19374,1.23952,1.18875,1.96841,1.65432,0.237765,3.56006,3.15208,0.320877,88.5775,67.6945,0.0110248,0.0622276,1.51478,0.10498,0.0520689,0.256091,2.68664,0.10498,2.36372,1.90696,3.84272,3.23258,6.44834,3.56999,0.404853,0.474612,2.52237,-8.65824,0.0233949,0.00851737
4,3.15037,0.00560241,0.45,0.325000,0.331631,7.30676e-05,0.6,0.525000,0.524789,9.70853e-05,120,6.14902,1.18329,5.35318,4.96179,4.729,4.57465,0.704405,0.679253,0.665245,0.656318,0.672078,0.665638,0.0344638,18.9428,26.892,1.18552,1.131,19.4688,16.9625,0.694103,28.4587,26.1617,0.871867,88.5775,67.6945,0.206596,0.237043,15.9785,1.6209,0.558777,0.826469,23.7771,1.6209,25.0432,21.1242,40.1988,35.5426,7.23545,3.7637,0.321358,0.50954,2.65984,-3.68007,0.0276913,0.00790882
4,3.48073,0.0134905,0.45,0.375000,0.373874,0.000103372,0.6,0.525000,0.527803,9.72256e-05,120,4.22082,0.60202,3.63897,3.35122,3.17957,3.06556,0.635073,0.607277,0.591904,0.582148,0.602702,0.60137,0.026724,25.1173,39.5502,1.18173,1.13407,25.7603,22.6296,0.818456,41.2628,37.6908,1.05306,88.5775,67.6945,0.28485,0.259263,21.2546,2.22975,0.740274,0.769855,34.8745,2.22975,31.4969,26.6531,51.5325,45.4402,6.71325,3.50389,0.361079,0.510357,2.62038,-5.10921,0.0280559,0.00785718
4,3.91166,0.0153847,0.45,0.425000,0.422414,9.93426e-05,0.6,0.525000,0.528722,9.60914e-05,120,4.69057,0.867694,4.25538,4.03762,3.9069,3.81973,0.654798,0.636601,0.626755,0.620584,0.630692,0.616483,0.034466,16.8897,25.7937,1.19708,1.20149,17.2808,15.0549,0.670701,27.4493,23.7162,0.89114,88.5775,67.6945,0.169019,0.157739,14.1091,1.086,0.457943,0.92007,21.4681,1.086,19.4636,16.2592,32.3962,26.9634,6.23272,3.26773,0.405899,0.508677,2.61072,-5.45879,0.0282171,0.00783434
4,4.25625,0.00968056,0.45,0.475000,0.469073,9.47122e-05,0.6,0.525000,0.531547,8.13943e-05,120,5.43726,1.72888,5.04645,4.85207,4.73577,4.65837,0.682111,0.668378,0.661096,0.656584,0.661004,0.65517,0.0582365,6.66057,9.76464,1.23287,1.19778,6.75607,5.64161,0.42612,10.2038,8.87813,0.552044,88.5775,67.6945,0.0455052,0.0319567,5.40248,0.310188,0.158349,0.208307,8.1523,0.310188,6.00436,4.87022,10.1467,8.47125,5.70251,2.99365,0.448933,0.509265,2.57195,-6.86291,0.0113269,0.00746206
4,4.52014,0.0039956,0.45,0.525000,0.512089,3.42598e-05,0.6,0.525000,0.538702,3.02004e-05,120,0.675251,0.723925,0.535923,0.465735,0.423453,0.395195,0.358323,0.338613,0.328218,0.321797,0.339613,0.34163,0.0993584,0.533532,1.48897,1.11008,1.22277,0.553968,0.515726,0.127079,1.53206,1.30425,0.211394,88.5775,67.6945,0.0101337,0.0082758,0.480627,0.0421647,0.0236261,0.0116108,1.2177,0.0421647,0.605542,0.545496,1.03492,0.846373,5.18968,2.70659,0.486449,0.513111,2.53453,-8.21782,0.0120633,0.00766518
4,3.1461,0.00529372,0.45,0.325000,0.331788,7.21948e-05,0.6,0.575000,0.573372,0.000105691,120,6.0662,1.24499,5.07226,4.58614,4.29785,4.10705,0.701973,0.669322,0.6506,0.638461,0.655629,0.639862,0.0368602,14.9536,21.3023,1.17246,1.11453,15.6361,13.937,0.581769,23.6568,21.9932,0.751234,88.5775,67.6945,0.363171,0.218883,12.754,1.63089,0.947846,1.16475,19.1132,1.63089,20.6881,17.645,34.0775,30.5756,7.22303,3.43904,0.321421,0.556843,2.90172,5.0791,0.0341523,0.00699366
4,3.43451,0.0130926,0.45,0.375000,0.375827,0.000101364,0.6,0.575000,0.573648,0.000102917,120,3.68415,0.450971,3.14723,2.87946,2.71903,2.61216,0.609586,0.580257,0.563919,0.553507,0.568853,0.570574,0.0229128,29.072,47.6914,1.17875,1.16715,30.3229,26.657,0.835561,51.5319,45.9321,1.15524,88.5775,67.6945,0.514817,0.546391,24.6633,2.78909,1.67723,1.61323,40.8614,2.78909,35.8493,30.4129,60.2537,51.6246,6.59059,3.18263,0.362486,0.553515,2.79755,1.30675,0.0342327,0.00698226
4,3.76816,0.0244124,0.45,0.425000,0.422967,9.97101e-05,0.6,0.575000,0.575051,0.000101136,120,3.43228,0.441999,2.96587,2.73304,2.59346,2.50045,0.596356,0.569329,0.554436,0.545003,0.563439,0.560105,0.0240048,26.6758,44.7313,1.20155,1.1932,27.5562,23.7919,0.828334,47.4279,41.241,1.14572,88.5775,67.6945,0.404838,0.327886,22.2012,2.31499,1.09123,1.16873,37.4886,2.31499,31.841,26.5,54.4935,45.6702,6.02446,2.92948,0.406159,0.552337,2.73269,-1.04206,0.0343739,0.00696226
4,4.13925,0.0179105,0.45,0.475000,0.467919,8.31395e-05,0.6,0.575000,0.571279,8.89706e-05,120,4.93875,1.18274,4.3837,4.10824,3.94361,3.83413,0.664383,0.642163,0.630006,0.622338,0.630122,0.621411,0.0444077,10.2994,15.5022,1.21938,1.18488,10.6407,9.02732,0.517736,16.8145,14.7744,0.682931,88.5775,67.6945,0.152794,0.127119,8.44643,0.751274,0.4852,0.622358,13.0834,0.751274,11.0695,9.078,19.1779,16.1855,5.58994,2.75065,0.445966,0.544544,2.69597,-2.37171,0.0155556,0.00862841
4,3.15001,0.00517532,0.45,0.325000,0.33229,7.26359e-05,0.6,0.625000,0.623947,0.000100256,120,3.77955,0.720587,2.84639,2.38653,2.11272,1.93105,0.614373,0.561813,0.530261,0.50922,0.557523,0.54088,0.035719,10.7723,17.5338,1.16964,1.13155,11.6054,10.3339,0.475578,19.7685,17.9143,0.663292,88.5775,67.6945,0.441063,0.271227,9.20995,1.72606,0.923703,1.05124,15.4954,1.72606,15.4551,13.2136,26.0153,22.9909,7.21678,3.10374,0.321793,0.606612,3.15738,14.3369,0.0408122,0.00605032
4,3.42658,0.0125731,0.45,0.375000,0.375434,9.88325e-05,0.6,0.625000,0.623804,0.000104661,120,3.23647,0.40967,2.54086,2.19773,1.99333,1.85767,0.585433,0.541344,0.515952,0.499444,0.53524,0.531474,0.0234694,22.4446,38.3385,1.17508,1.12673,23.8725,20.9925,0.69297,42.0633,38.6037,0.980353,88.5775,67.6945,0.641637,0.573481,19.1005,2.991,1.60418,1.70171,34.0262,2.991,28.2227,24.0177,48.6063,43.1391,6.5877,2.88773,0.362302,0.602202,3.03926,10.0598,0.0409012,0.00603771
4,3.79164,0.0260378,0.45,0.425000,0.420043,8.83114e-05,0.6,0.625000,0.618758,8.63214e-05,120,3.65666,0.64144,2.96475,2.61817,2.41003,2.27119,0.608184,0.569259,0.546703,0.531984,0.559729,0.546447,0.0328246,13.6348,22.4189,1.16777,1.17375,14.5155,13.0001,0.554696,25.2083,22.4149,0.795117,88.5775,67.6945,0.38196,0.372193,11.676,1.74669,0.97441,1.4021,19.1003,1.74669,17.9479,15.3694,31.422,26.7707,6.11585,2.73544,0.402517,0.593687,2.98023,7.92191,0.0402315,0.00613257
4,3.14332,0.00438366,0.45,0.325000,0.333869,6.29348e-05,0.6,0.675000,0.665361,5.63175e-05,120,4.66739,1.39591,3.44944,2.84563,2.48499,2.24523,0.653875,0.597285,0.561764,0.537393,0.5774,0.54136,0.0557445,5.12666,7.84043,1.182,1.16505,5.45013,4.81503,0.318608,9.34697,8.27267,0.457555,88.5775,67.6945,0.179593,0.0940683,4.33726,0.91268,0.515895,0.77722,6.7297,0.91268,6.52204,5.51779,11.1634,9.58195,7.1581,2.81914,0.323443,0.645678,3.34365,21.0824,0.0464432,0.00525272
4,3.42199,0.013921,0.45,0.375000,0.370503,8.594e-05,0.6,0.675000,0.662491,3.6164e-05,120,4.06454,0.959754,2.96241,2.40459,2.0677,1.84218,0.628001,0.569115,0.531586,0.505578,0.555929,0.538278,0.0442713,7.53405,11.9969,1.19892,1.22454,8.06156,6.91573,0.389838,13.7903,11.6108,0.574379,88.5775,67.6945,0.266118,0.173866,6.28403,1.40723,0.667673,0.796886,9.79706,1.40723,9.12157,7.60815,15.9234,13.0036,6.69604,2.69936,0.353028,0.639311,3.26493,18.2319,0.0460379,0.00531013
4,3.1592,0.00651352,0.45,0.325000,0.329877,7.57412e-05,0.7,0.575000,0.583076,5.57422e-05,110,4.44254,1.40553,3.63986,3.24018,3.00091,2.84161,0.644657,0.607322,0.585646,0.571484,0.5939,0.593405,0.059158,8.25031,12.798,1.1591,1.14684,8.68938,7.89226,0.58451,14.0724,12.6396,0.746446,46.6482,49.077,0.24377,0.135033,7.11788,1.03288,0.643708,0.467485,11.1593,1.03288,12.619,10.8869,20.8335,18.1659,7.30257,3.40737,0.319744,0.566481,2.97947,-7.54294,0.0354844,0.00680498
4,3.5585,0.0118692,0.45,0.375000,0.372991,0.00010497,0.7,0.575000,0.584778,5.49653e-05,110,3.29938,1.00447,2.57942,2.22471,2.01353,1.87344,0.589006,0.544033,0.51805,0.501125,0.53674,0.53765,0.056557,7.39617,12.557,1.2086,1.1562,7.6899,6.74739,0.562448,13.3949,12.0641,0.736178,46.6482,49.077,0.138944,0.10409,6.11961,0.974362,0.404921,0.319744,10.8606,0.974362,11.4315,9.45844,19.2988,16.6915,6.86492,3.21963,0.360179,0.565892,2.97619,-7.64452,0.0356991,0.00677455
4,3.14149,0.0048493,0.45,0.325000,0.332689,6.59238e-05,0.7,0.625000,0.621638,0.000102199,110,9.97974,4.3378,6.58212,4.99405,4.07391,3.47353,0.785404,0.716503,0.666446,0.628433,0.660704,0.666908,0.0665875,10.487,13.3524,1.21502,1.15937,11.1519,9.64959,0.646959,16.0351,14.402,0.77651,46.6482,49.077,0.341524,0.205735,8.63113,2.39377,1.3122,1.00175,11.5169,2.39377,12.7478,10.4919,21.4527,18.5037,7.18859,3.11773,0.323073,0.60326,3.13335,-2.76771,0.0406206,0.00607746
4,3.44253,0.0127696,0.45,0.375000,0.374472,9.81076e-05,0.7,0.625000,0.624824,0.00010289,110,5.18468,1.21435,3.96071,3.35708,2.99752,2.75891,0.673369,0.623149,0.592229,0.571277,0.601513,0.603689,0.0431853,17.7128,26.3048,1.19967,1.17151,18.9267,16.8005,0.865074,29.8886,26.527,1.09341,46.6482,49.077,0.517295,0.494533,14.7647,2.81279,1.58716,1.47203,22.4538,2.81279,22.2838,18.5749,38.3836,32.7643,6.63511,2.89904,0.361684,0.603622,3.06471,-4.89764,0.0410282,0.00601972
4,3.87869,0.0160575,0.45,0.425000,0.420516,9.45259e-05,0.7,0.625000,0.622028,8.32419e-05,110,5.25781,1.74293,3.98038,3.35118,2.97665,2.72819,0.675949,0.624078,0.591902,0.569994,0.601939,0.605481,0.0610079,8.98265,13.2889,1.19886,1.16933,9.59227,8.45274,0.614904,15.0798,13.4114,0.781674,46.6482,49.077,0.258344,0.250158,7.49266,1.46942,0.803959,0.72752,11.3645,1.46942,11.8528,9.88675,20.7827,17.7731,6.2273,2.75915,0.403753,0.598092,3.06066,-5.02345,0.0406192,0.00607766
4,3.147,0.0058628,0.45,0.325000,0.330385,7.41344e-05,0.7,0.675000,0.674381,9.57441e-05,110,4.56566,1.27382,3.13999,2.44238,2.02855,1.75462,0.649764,0.579831,0.534333,0.502368,0.591724,0.547794,0.0520842,9.56164,14.7156,1.16547,1.12822,10.6202,9.54908,0.596546,17.0243,15.6317,0.74061,46.6482,49.077,0.641065,0.267168,8.20414,2.01276,0.897465,1.14893,13.0431,2.01276,12.6804,10.8801,21.7109,19.2435,7.26489,2.79532,0.319947,0.65497,3.42939,6.41886,0.0476392,0.00508331
4,3.45461,0.015376,0.45,0.375000,0.370224,9.2744e-05,0.7,0.675000,0.666021,6.23825e-05,110,4.2997,1.29229,2.97286,2.33014,1.95089,1.70066,0.638541,0.56976,0.526077,0.495874,0.573127,0.549987,0.0562801,8.3859,13.1329,1.19768,1.13552,9.51871,8.38813,0.580101,15.4899,14.0935,0.71729,46.6482,49.077,0.47411,0.471737,7.00181,1.64027,0.81421,1.26151,11.5655,1.64027,10.5646,8.82091,18.461,16.2577,6.76011,2.69932,0.355782,0.643175,3.3174,2.94345,0.0465283,0.00524066
4,3.32411,0.00857648,0.5,0.375000,0.375016,0.000100358,0.4,0.325000,0.335718,4.25533e-05,350,6.95162,1.41009,6.55506,6.35784,6.23984,6.16131,0.726068,0.715776,0.710364,0.707027,0.711626,0.707303,0.0352704,14.2322,19.6018,1.05568,1.02512,14.3358,14.1342,0.504305,20.0854,20.3812,0.651354,167.857,90.7974,0.048216,0.0498757,13.4815,0.626657,0.17763,0.294171,19.1214,0.626657,19.6643,18.6271,28.0097,27.3233,6.42461,4.43278,0.361711,0.323636,1.58319,-6.18803,0.00543303,0.00120407
4,3.72401,0.0133413,0.5,0.425000,0.423183,0.000103385,0.4,0.325000,0.337125,4.04833e-05,350,6.55746,1.55326,6.32168,6.204,6.13346,6.08646,0.715841,0.70935,0.705998,0.703951,0.705676,0.701844,0.0418069,10.437,14.5801,1.11286,1.0955,10.5273,9.8938,0.445745,14.9353,14.0521,0.580803,167.857,90.7974,0.0377448,0.0433589,9.37856,0.281865,0.122159,0.202075,13.309,0.281865,14.5161,13.044,20.8791,19.0589,5.95867,4.1176,0.406178,0.323644,1.57779,-6.50791,0.00550557,0.00122245
4,3.07353,0.00152927,0.5,0.325000,0.342005,1.78549e-05,0.4,0.375000,0.373077,0.000104971,350,7.01301,2.43549,5.98716,5.47434,5.16668,4.96159,0.727595,0.699614,0.683355,0.672728,0.690749,0.672203,0.0602413,4.0441,5.55817,1.02928,1.02886,4.10394,4.12117,0.235047,5.91605,5.91743,0.327742,167.857,90.7974,0.034096,0.0240408,3.92905,0.502533,0.112264,0.235583,5.40227,0.502533,10.9238,10.613,15.8504,15.4058,6.7969,4.4488,0.331133,0.360746,1.78541,5.79471,0.00777863,0.00179847
4,3.30059,0.00747203,0.5,0.375000,0.377435,9.82385e-05,0.4,0.375000,0.373338,0.000101067,350,5.19147,0.631373,4.8925,4.74378,4.65479,4.59557,0.67361,0.662637,0.656899,0.653371,0.657389,0.662849,0.0224201,26.2019,38.8977,1.08027,1.04035,26.7205,25.6238,0.641518,39.9714,39.7067,0.877002,167.857,90.7974,0.141383,0.338695,24.2549,1.09194,0.513089,0.518948,37.389,1.09194,36.3691,33.6665,53.1896,51.1266,6.33114,4.16452,0.363671,0.359236,1.73896,3.04205,0.00778379,0.00179978
4,3.58718,0.0172574,0.5,0.425000,0.424523,0.000101828,0.4,0.375000,0.37501,9.86293e-05,350,5.78382,0.688866,5.46085,5.29987,5.20344,5.13922,0.693371,0.682904,0.677415,0.674035,0.678652,0.673563,0.0215893,32.3225,46.6164,1.09154,1.06943,32.7403,31.2312,0.73326,48.144,46.7844,0.994201,167.857,90.7974,0.174391,0.208361,29.6118,1.35085,0.526914,0.901474,43.5901,1.35085,41.1548,37.7034,60.5901,56.6566,5.74764,3.79785,0.406853,0.358676,1.68677,-0.0500306,0.00787516,0.00182293
4,3.91497,0.0270665,0.5,0.475000,0.472882,0.000100706,0.4,0.375000,0.377218,9.68008e-05,350,5.35629,0.747075,5.07943,4.94096,4.85786,4.80246,0.67936,0.669583,0.664465,0.661318,0.663088,0.657974,0.0256023,23.6333,34.7877,1.11122,1.1135,23.9717,22.3919,0.651163,36.2264,33.5659,0.894437,167.857,90.7974,0.124438,0.180098,21.268,0.930243,0.484177,0.807942,31.2418,0.930243,29.1521,26.2344,43.1282,38.7322,5.24829,3.47019,0.450558,0.358644,1.66131,-1.55892,0.00801249,0.00185773
4,4.21386,0.0228266,0.5,0.525000,0.522204,0.000104643,0.4,0.375000,0.37885,9.556e-05,350,8.99436,2.33271,8.55042,8.32918,8.19667,8.10842,0.769131,0.760964,0.756675,0.754031,0.750544,0.744592,0.041445,12.9819,16.8787,1.13866,1.12084,13.1898,11.9468,0.491766,17.7429,16.4971,0.64685,167.857,90.7974,0.0839345,0.0986104,11.401,0.482389,0.315981,0.455047,15.059,0.482389,13.3757,11.7468,19.7975,17.6631,4.73982,3.13467,0.495298,0.358789,1.62598,-3.65253,0.0192677,0.00910084
4,4.50257,0.0151549,0.5,0.575000,0.569164,8.18626e-05,0.4,0.375000,0.38059,7.77166e-05,350,8.5173,3.69426,8.09662,7.88772,7.76283,7.67976,0.760332,0.751997,0.747639,0.744959,0.737502,0.736835,0.0707338,4.8929,6.43522,1.24672,1.2016,4.97959,4.12619,0.326833,6.80416,5.90436,0.416689,167.857,90.7974,0.0352318,0.034303,3.92461,0.156319,0.15175,0.155287,5.35552,0.156319,4.49982,3.60932,6.65081,5.53494,4.29123,2.83286,0.535737,0.356524,1.60136,-5.11147,0.0192804,0.00910065
4,3.07252,0.00147355,0.5,0.325000,0.342378,1.68037e-05,0.4,0.425000,0.418678,6.99455e-05,350,4.83005,1.92093,3.77738,3.26527,2.96241,2.76231,0.660251,0.614266,0.587077,0.569115,0.608452,0.599302,0.0739106,1.97976,2.9985,1.04816,0.987778,2.06216,2.046,0.160777,3.22771,3.4015,0.231025,167.857,90.7974,0.0440714,0.0345449,1.8888,0.312383,0.102882,0.129162,3.0356,0.312383,6.03442,5.75716,9.01632,9.12788,6.78515,4.1615,0.331568,0.405616,2.00199,18.628,0.0105837,0.0025093
4,3.29257,0.0072634,0.5,0.375000,0.377942,9.65429e-05,0.4,0.425000,0.421516,9.16369e-05,350,4.49426,0.580012,4.09736,3.89908,3.78017,3.70091,0.64682,0.629509,0.620209,0.614404,0.625553,0.627465,0.0241161,17.1366,26.4937,1.03146,1.02707,17.5265,17.6682,0.460671,27.3577,27.4981,0.684463,167.857,90.7974,0.135079,0.242878,16.6139,1.19154,0.372438,0.468865,25.7954,1.19154,24.3438,23.6013,36.8167,35.8463,6.30621,3.88138,0.364833,0.406478,1.95708,15.9667,0.0107869,0.00256079
4,3.56097,0.0166239,0.5,0.425000,0.425681,0.000103089,0.4,0.425000,0.422844,9.9448e-05,350,6.50168,0.847717,5.93714,5.65874,5.49292,5.38288,0.714331,0.698102,0.689401,0.683975,0.690212,0.681891,0.0230597,25.3465,35.4829,1.05947,1.00057,25.7942,25.1541,0.581281,37.3289,38.6656,0.806141,167.857,90.7974,0.190889,0.231694,23.9238,1.59531,0.680033,1.16494,35.4627,1.59531,32.2447,30.4348,49.2054,49.1774,5.69037,3.52741,0.407928,0.40486,1.88462,11.6733,0.0108594,0.00257918
