Q2,Q2_corr,Q2_corr_err,xbj_set,xbj,xbj_corr,xbj_corr_err,z_set,z,z_corr,z_corr_err,RunGroup,y_RD,error_RD,y_RD_rho,y_RD_1p5rho,y_RD_1p8rho,y_RD_2rho,RY,RY_rho,RY_1p5rho,RY_1p8rho,RY_noexc,RY_nodelta,error,yield_neg,yield_pos,radia_corr_neg,radia_corr_pos,yield_neg_data,yield_neg_D2_data,error_neg,yield_pos_data,yield_pos_D2_data,error_pos,charge_neg_all,charge_pos_all,yield_neg_exc,yield_neg_delta,yield_neg_norho,yield_neg_rho,yield_pos_exc,yield_pos_delta,yield_pos_norho,yield_pos_rho,yield_neg_incnorad,yield_neg_incrad,yield_pos_incnorad,yield_pos_incrad,W2_corr,Wp2_corr,xprime_corr,zprime_corr,shms_p,shms_dp,Kpi_pos,Kpi_neg
4.75,4.5268,0.0190187,0.45,0.425000,0.42516,0.000103838,0.5,0.575000,0.571645,9.41614e-05,170,3.67877,0.457653,3.1851,2.93896,2.79151,2.6933,0.609312,0.582469,0.567659,0.558272,0.569769,0.570765,0.0232849,11.0259,18.0957,1.20313,1.1889,12.0617,10.4595,0.305613,20.6386,18.0182,0.476066,261.768,150.52,0.588459,0.272451,9.16439,0.951276,1.36323,0.775664,15.2205,0.951276,15.126,12.5722,25.9035,21.7878,7.00752,3.37208,0.411074,0.552605,3.2485,15.8368,0.0496454,0.00456859
4.75,4.84206,0.0245742,0.45,0.475000,0.4736,0.000100972,0.5,0.575000,0.573444,0.000103481,170,4.63016,0.664085,4.08881,3.81986,3.65905,3.55207,0.652382,0.629117,0.616362,0.608307,0.60942,0.606052,0.026749,10.2997,15.7878,1.22028,1.18996,10.9739,9.30946,0.302936,17.9427,15.6147,0.451016,261.768,150.52,0.311959,0.240525,8.44041,0.77874,0.928579,0.882283,13.2675,0.77874,12.0741,9.89449,20.999,17.6468,6.26854,3.02495,0.455269,0.551136,3.12923,11.5836,0.0682224,0.0112364
4.75,5.21739,0.0223531,0.45,0.525000,0.518911,8.59896e-05,0.5,0.575000,0.57099,9.65435e-05,170,2.81815,0.515132,2.48881,2.3227,2.22256,2.15561,0.559998,0.537666,0.525519,0.517883,0.527369,0.530888,0.0332435,4.55537,8.13462,1.18313,1.24213,4.79319,4.19953,0.200046,8.83232,7.36547,0.324935,261.768,150.52,0.0799152,0.121098,3.85028,0.352552,0.26532,0.29638,6.54894,0.352552,4.97527,4.20519,8.75196,7.04594,5.72057,2.77471,0.495276,0.545279,3.06372,9.24765,0.0682595,0.0112623
4.75,4.41981,0.00868923,0.45,0.425000,0.428895,9.60441e-05,0.5,0.625000,0.616809,7.585e-05,170,2.9889,0.663683,2.50272,2.26129,2.11696,2.02096,0.570748,0.538655,0.520865,0.50956,0.524917,0.526087,0.0407629,3.14214,5.5053,1.22589,1.19005,3.64145,3.08463,0.164839,6.71359,5.83165,0.266805,261.768,150.52,0.303426,0.103885,2.56314,0.302091,0.708616,0.306712,4.62609,0.302091,4.59238,3.74615,8.03571,6.75239,6.77252,3.00542,0.413562,0.595933,3.39282,20.9831,0.0630211,0.00353278
4.75,4.76919,0.0189966,0.45,0.475000,0.471937,8.69614e-05,0.5,0.625000,0.616519,7.04098e-05,170,3.02704,0.597173,2.55826,2.3229,2.18138,2.08689,0.573078,0.542562,0.525534,0.514671,0.530647,0.515522,0.0362808,4.08801,7.13343,1.22772,1.24887,4.53354,3.86457,0.188805,8.47856,7.00803,0.308881,261.768,150.52,0.242038,0.12086,3.32976,0.395694,0.567762,0.509315,5.71192,0.395694,5.40764,4.40463,9.61082,7.69562,6.22011,2.7736,0.45176,0.591177,3.32471,18.5543,0.0676539,0.0108396
4.75,5.25892,0.0149044,0.45,0.525000,0.511274,3.75918e-05,0.5,0.625000,0.610194,2.89586e-05,170,4.71373,2.41716,4.092,3.7786,3.58975,3.46351,0.655716,0.629263,0.614327,0.60473,0.599028,0.604539,0.0955035,0.762945,1.16353,1.21515,1.24538,0.832919,0.707675,0.0766537,1.3783,1.13111,0.12269,261.768,150.52,0.044851,0.0127342,0.62786,0.0713311,0.116612,0.0558451,0.934277,0.0713311,0.800451,0.658725,1.43435,1.15174,5.90824,2.66861,-nan,-nan,3.34935,19.4329,0.0677345,0.0108958
4.75,3.84532,0.00301297,0.45,0.325000,0.339364,2.65197e-05,0.6,0.525000,0.52363,9.10664e-05,160,5.02428,1.58428,4.44537,4.15577,3.98196,3.86606,0.667563,0.644776,0.632162,0.624152,0.638902,0.626257,0.0583617,3.09151,4.63103,1.07704,1.07901,3.16392,3.03693,0.194263,4.91299,4.71862,0.281487,197.632,109.779,0.0474489,0.0197809,2.87038,0.276748,0.111046,0.150264,4.29194,0.276748,4.43499,4.11777,7.1906,6.66409,8.37023,4.3197,0.330633,0.509482,3.16612,-5.94543,0.0355992,0.00565631
4.75,4.178,0.0128743,0.45,0.375000,0.375106,0.0001015,0.6,0.525000,0.528292,8.44244e-05,160,4.08077,0.655917,3.70502,3.51751,3.40512,3.33023,0.628748,0.610644,0.600932,0.594875,0.605579,0.602151,0.0301345,11.1098,17.6698,1.19375,1.18144,11.338,9.89903,0.391798,18.4263,16.2516,0.573492,197.632,109.779,0.122089,0.0690442,9.30666,0.677309,0.323127,0.317255,14.9562,0.677309,13.3258,11.163,21.9913,18.614,7.84607,4.04086,0.364351,0.5132,3.13963,-6.73233,0.0367018,0.00557092
4.75,4.66672,0.0165966,0.45,0.425000,0.422401,9.55166e-05,0.6,0.525000,0.531098,8.02678e-05,160,3.25063,0.558462,2.98914,2.85838,2.77992,2.72761,0.586243,0.570763,0.562579,0.557517,0.566485,0.565294,0.0318686,8.10615,13.8273,1.16674,1.16756,8.26027,7.37333,0.33039,14.3292,12.685,0.497376,197.632,109.779,0.0700374,0.062056,6.94768,0.427811,0.209752,0.220127,11.8429,0.427811,9.32644,7.99358,15.6579,13.4108,7.26566,3.74316,0.408446,0.513876,3.13006,-7.01657,0.0375817,0.00550278
4.75,5.0893,0.010174,0.45,0.475000,0.469376,9.34713e-05,0.6,0.525000,0.536633,4.91873e-05,160,4.14967,1.47916,3.85113,3.7023,3.61315,3.55378,0.631887,0.617889,0.610506,0.605945,0.610113,0.614853,0.0668121,2.43382,3.85167,1.22155,1.1961,2.48055,2.11221,0.189577,3.99374,3.47603,0.275399,197.632,109.779,0.0211777,0.0170725,1.99241,0.111742,0.0750705,0.0437064,3.22019,0.111742,2.54046,2.0797,4.33491,3.6242,6.63916,3.40319,0.451405,0.51721,3.10439,-7.77898,0.0687075,0.0115751
4.75,3.84492,0.00308121,0.45,0.325000,0.339451,2.9916e-05,0.6,0.575000,0.57815,0.000107122,160,4.83409,1.6204,3.8565,3.38094,3.09969,2.91387,0.660406,0.618151,0.593548,0.577447,0.618376,0.598258,0.0622902,2.38624,3.61329,1.18166,1.1076,2.49394,2.19209,0.16132,3.89713,3.63027,0.237658,197.632,109.779,0.0593767,0.0317627,2.0194,0.30721,0.101362,0.1549,3.26227,0.30721,3.01683,2.55304,5.00014,4.51438,8.3669,3.89353,0.330537,0.563179,3.49536,3.83538,0.0518119,0.00440081
4.75,4.16752,0.0116048,0.45,0.375000,0.377507,0.000100804,0.6,0.575000,0.57463,0.000116869,160,3.53979,0.550617,2.90436,2.58944,2.40138,2.27637,0.602111,0.565492,0.544726,0.531351,0.557113,0.554292,0.0290571,9.15551,15.2057,1.14351,1.11031,9.55962,8.7256,0.324944,16.4263,15.3099,0.497216,197.632,109.779,0.200163,0.153233,8.00651,1.07986,0.559752,0.539623,13.695,1.07986,10.8479,9.4865,18.277,16.4612,7.75977,3.67223,0.366402,0.557631,3.38716,0.620974,0.0506953,0.00448728
4.75,4.53505,0.0204509,0.45,0.425000,0.42433,0.000101691,0.6,0.575000,0.573923,0.000105927,160,3.08871,0.443155,2.55306,2.2864,2.12678,2.02051,0.576792,0.542199,0.522779,0.510346,0.538934,0.533584,0.0264572,11.4835,19.9092,1.20849,1.1884,11.9572,10.3244,0.395847,21.2014,18.5113,0.602484,197.632,109.779,0.245187,0.146823,9.50237,1.22083,0.556737,0.530591,16.753,1.22083,14.0821,11.6527,24.147,20.319,7.03951,3.36896,0.41252,0.556912,3.27424,-2.73347,0.0503797,0.00451172
4.75,4.90064,0.0211136,0.45,0.475000,0.472611,0.000100119,0.6,0.575000,0.576407,0.00010102,160,3.86962,0.694415,3.37794,3.13478,2.98972,2.89337,0.618787,0.593382,0.579524,0.570799,0.587871,0.582936,0.0336382,8.7477,14.1369,1.24294,1.18335,9.02449,7.55701,0.354233,14.9739,13.1475,0.512718,197.632,109.779,0.123065,0.0996186,7.03791,0.664143,0.325665,0.381676,11.9465,0.664143,9.0479,7.27944,15.7646,13.3221,6.35398,3.04231,0.454904,0.554447,3.18869,-5.2749,0.0681836,0.0112093
4.75,5.29805,0.0172084,0.45,0.525000,0.517494,8.27322e-05,0.6,0.575000,0.576383,8.55516e-05,160,3.89402,1.21861,3.43108,3.20088,3.06317,2.97152,0.619966,0.59629,0.583384,0.575261,0.586497,0.588048,0.0586662,3.18127,5.13137,1.30067,1.26849,3.28568,2.6226,0.223914,5.45808,4.46869,0.324554,197.632,109.779,0.0409971,0.0392795,2.44587,0.223205,0.135495,0.122063,4.04526,0.223205,3.10634,2.38826,5.48383,4.32313,5.82168,2.79187,0.495629,0.550584,3.14698,-6.51397,0.0681761,0.0112041
4.75,3.8463,0.0031746,0.45,0.325000,0.339604,2.91791e-05,0.6,0.625000,0.62403,0.000107293,160,6.05765,2.12018,4.86841,4.29617,3.95965,3.73809,0.70172,0.661721,0.638387,0.623099,0.65157,0.619365,0.0628784,2.57172,3.66489,1.15982,1.07231,2.69901,2.41491,0.160088,4.14243,4.03094,0.236215,197.632,109.779,0.0688817,0.0408643,2.21734,0.325577,0.162517,0.282822,3.41775,0.325577,3.3542,2.892,5.64148,5.26106,8.36429,3.54247,0.330625,0.608191,3.77273,12.0751,0.0654869,0.00334183
4.75,4.16523,0.0117994,0.45,0.375000,0.376461,0.000101009,0.6,0.625000,0.624156,0.00010009,160,3.29757,0.463464,2.73478,2.45277,2.28337,2.17035,0.588904,0.554551,0.535084,0.522549,0.547235,0.558876,0.0261084,10.3676,17.6049,1.17784,1.18694,11.1071,9.78629,0.332361,19.0316,16.7071,0.539123,197.632,109.779,0.270968,0.356863,8.80219,1.16387,0.674104,0.527887,14.8322,1.16387,13.0969,11.1194,22.4545,18.918,7.78651,3.33409,0.365363,0.606559,3.68702,9.52895,0.065349,0.00335251
4.75,4.57207,0.0208472,0.45,0.425000,0.424139,0.0001023,0.6,0.625000,0.625557,0.00010355,160,2.855,0.384826,2.25624,1.95986,1.78298,1.66545,0.562363,0.520479,0.496632,0.481236,0.514575,0.520677,0.0245681,11.0133,19.584,1.2199,1.1771,11.7402,9.98799,0.358809,21.1865,18.6564,0.570004,197.632,109.779,0.248199,0.34766,9.02803,1.3508,0.675269,0.686164,16.6375,1.3508,13.7853,11.3003,24.1338,20.5028,7.09416,3.0627,0.410324,0.605027,3.59999,6.94363,0.0658682,0.0033123
4.75,4.88841,0.0273376,0.45,0.475000,0.47082,9.03515e-05,0.6,0.625000,0.622371,9.97208e-05,160,3.09324,0.554979,2.50394,2.20729,2.02866,1.90931,0.577062,0.538741,0.516698,0.502377,0.533405,0.52656,0.0330909,7.05695,12.2291,1.22548,1.25273,7.42792,6.2748,0.296881,13.2984,11.0114,0.47654,197.632,109.779,0.170323,0.132387,5.75854,0.851159,0.401513,0.452078,9.76198,0.851159,7.97045,6.50396,14.1882,11.3259,6.38019,2.79471,0.451747,0.597941,3.4508,2.51156,0.0675708,0.0107815
4.75,5.26575,0.0147534,0.45,0.525000,0.509262,2.74445e-05,0.6,0.625000,0.614792,6.64345e-05,160,1.56178,0.912856,1.12932,0.911096,0.779522,0.691537,0.460605,0.415127,0.389138,0.372322,0.401926,0.40769,0.088531,0.568407,1.23404,1.1496,1.19656,0.606521,0.54929,0.0854208,1.38606,1.18766,0.147873,197.632,109.779,0.0182485,0.0149059,0.494438,0.0859612,0.0746686,0.0523709,1.03132,0.0859612,0.684355,0.595298,1.22903,1.02713,5.95729,2.66092,-nan,-nan,3.39317,0.799574,0.0676583,0.0108426
4.75,3.84315,0.0026975,0.45,0.325000,0.339628,2.56314e-05,0.6,0.675000,0.670006,8.5975e-05,160,1.45716,0.493724,0.975176,0.732277,0.585921,0.488092,0.450264,0.397006,0.366056,0.345824,0.394949,0.410619,0.0497361,1.38034,3.06563,1.12616,1.16208,1.58555,1.4521,0.116415,3.49489,3.08788,0.218684,197.632,109.779,0.0661194,0.1161,1.2257,0.245585,0.174702,0.194688,2.63804,0.245585,2.2539,2.0014,3.83405,3.29929,8.35735,3.18791,0.330605,0.653213,4.04729,20.2312,0.0791715,0.00228211
4.75,4.15332,0.0111385,0.45,0.375000,0.376889,0.000103134,0.6,0.675000,0.672945,9.89894e-05,160,2.95329,0.443702,2.33082,2.01895,1.83164,1.70667,0.56855,0.526127,0.501575,0.485565,0.514638,0.532915,0.0275316,7.97364,14.0245,1.15811,1.16551,8.73287,7.86159,0.279046,15.5895,13.86,0.46939,197.632,109.779,0.233989,0.421582,6.88505,1.09185,0.696054,0.64672,12.033,1.09185,10.0919,8.7141,17.5497,15.0575,7.75466,2.98062,0.365193,0.653753,3.95981,17.6326,0.0800542,0.00221375
4.75,4.54909,0.0213273,0.45,0.425000,0.422693,9.59903e-05,0.6,0.675000,0.670975,8.82878e-05,160,3.58085,0.552019,2.8983,2.55637,2.351,2.214,0.604266,0.56511,0.54243,0.527634,0.557307,0.544391,0.0288164,8.93072,14.7794,1.20367,1.21036,9.45987,8.14726,0.301115,16.4383,14.1296,0.49843,197.632,109.779,0.242116,0.197497,7.41958,1.11357,0.587414,0.783127,12.2108,1.11357,10.8839,9.04223,19.326,15.9671,7.09786,2.77851,0.407885,0.64825,3.85523,14.5259,0.0795511,0.00225271
4.75,4.95785,0.0165786,0.45,0.475000,0.462597,5.04166e-05,0.6,0.675000,0.66264,4.92831e-05,160,3.31424,1.24517,2.79636,2.53362,2.37473,2.26828,0.589841,0.558587,0.540836,0.529392,0.548779,0.547759,0.0698249,1.47725,2.50448,1.15785,1.21838,1.57002,1.41321,0.123253,2.76043,2.39825,0.210322,197.632,109.779,0.0443192,0.0358041,1.27585,0.164,0.110557,0.0995118,2.05559,0.164,1.97458,1.70538,3.55463,2.91751,6.64185,2.67,0.423666,0.618342,3.79111,12.6211,0.0670457,0.010415
4.75,4.10973,0.00763534,0.45,0.375000,0.378118,7.92608e-05,0.6,0.725000,0.708341,1.68472e-05,160,1.61972,0.611973,1.08037,0.81352,0.654299,0.548521,0.466166,0.409492,0.376755,0.355435,0.400269,0.440966,0.0581331,1.24817,2.67752,1.32786,1.27435,1.41609,1.12552,0.120442,2.95346,2.409,0.211507,197.632,109.779,0.0422843,0.0841804,0.939984,0.188263,0.154151,0.0623886,2.10108,0.188263,1.87838,1.41459,3.29886,2.58866,7.64519,2.71329,0.354204,0.686293,4.11051,22.1092,0.0907359,0.00138657
4.75,3.84766,0.00376853,0.45,0.325000,0.338194,3.16262e-05,0.7,0.575000,0.590797,1.56538e-05,150,2.70675,1.15101,2.27212,2.04818,1.91161,1.81963,0.55269,0.521693,0.503983,0.492524,0.515494,0.516613,0.0767675,1.06459,1.9262,1.09402,1.22383,1.08573,1.01595,0.106285,2.00577,1.68707,0.186008,185.963,109.477,0.0119381,0.00738316,0.973098,0.13106,0.0380538,0.0269633,1.57391,0.13106,1.40668,1.28579,2.33888,1.91111,8.41364,3.81994,0.329503,0.576345,3.58758,-8.66951,0.0554223,0.00412122
4.75,4.23484,0.0136358,0.45,0.375000,0.373752,0.000102254,0.7,0.575000,0.592422,1.43466e-05,150,3.5471,1.28418,3.10855,2.88937,2.7579,2.67027,0.602496,0.577973,0.564547,0.556075,0.572794,0.56736,0.0676373,1.79128,2.9731,1.15088,1.14839,1.84535,1.67681,0.146111,3.14546,2.84632,0.229322,185.963,109.477,0.0343941,0.0125868,1.55644,0.14967,0.0822285,0.067859,2.58893,0.14967,2.25906,1.9629,3.82395,3.32984,7.97961,3.63409,0.363043,0.576519,3.58256,-8.79728,0.0558472,0.00408832
4.75,4.75452,0.011878,0.45,0.425000,0.420157,9.15122e-05,0.7,0.575000,0.592378,1.39993e-05,150,2.685,1.34935,2.3181,2.13388,2.0231,1.94915,0.551234,0.525173,0.510913,0.501918,0.511568,0.516544,0.0905824,0.933067,1.69269,1.24938,1.27697,0.95475,0.807038,0.11417,1.80398,1.4879,0.185665,185.963,109.477,0.00969455,0.00766078,0.746822,0.0762196,0.0517689,0.035381,1.32555,0.0762196,1.22342,0.979218,2.10896,1.65154,7.44538,3.41456,0.407809,0.574379,3.57743,-8.92793,0.0558188,0.00409052
4.75,3.84411,0.00286995,0.45,0.325000,0.339746,2.72029e-05,0.7,0.625000,0.621113,9.4866e-05,150,2.50718,0.668856,1.93997,1.65705,1.48751,1.37457,0.538971,0.494947,0.469688,0.453304,0.496379,0.487284,0.047388,2.49588,4.63082,1.14324,1.13354,2.59512,2.34219,0.163532,4.88696,4.44423,0.271506,185.963,109.477,0.0438651,0.0429408,2.18316,0.350164,0.0783507,0.147615,4.08529,0.350164,3.29666,2.88361,5.54404,4.89093,8.35562,3.56865,0.331106,0.60611,3.75144,-4.49814,0.0643335,0.00343115
4.75,4.17102,0.0126957,0.45,0.375000,0.376232,0.000100823,0.7,0.625000,0.624786,9.5244e-05,150,3.34108,0.489515,2.74716,2.45468,2.28059,2.16512,0.591341,0.555369,0.535221,0.522338,0.552878,0.546391,0.02725,9.86943,16.6899,1.16393,1.09979,10.2508,9.12087,0.335836,17.7068,16.7246,0.518631,185.963,109.477,0.219544,0.10809,8.47943,1.08541,0.483728,0.440883,15.1755,1.08541,12.0058,10.3149,20.5917,18.7232,7.80126,3.3398,0.364863,0.606268,3.69721,-5.87846,0.0657809,0.00331907
4.75,4.63418,0.0186213,0.45,0.425000,0.422679,0.00010171,0.7,0.625000,0.628038,9.523e-05,150,5.27959,1.01435,4.46262,4.05754,3.81557,3.6547,0.67671,0.6455,0.627678,0.616151,0.64149,0.633117,0.0353388,8.6078,12.7201,1.18162,1.15637,8.96665,7.87081,0.315422,13.5837,12.2773,0.473268,185.963,109.477,0.176439,0.127259,7.28473,0.912244,0.344116,0.402694,11,0.912244,9.54139,8.07483,16.7071,14.4479,7.21406,3.09238,0.408498,0.607546,3.67424,-6.46328,0.0666734,0.00324995
4.75,5.05948,0.0111956,0.45,0.475000,0.468741,8.26107e-05,0.7,0.625000,0.631037,7.62566e-05,150,2.41931,0.632888,2.06444,1.88611,1.77883,1.70718,0.53266,0.505313,0.490326,0.480864,0.500619,0.493284,0.0460756,2.95817,5.55357,1.1853,1.21778,3.08237,2.70766,0.190507,5.97969,5.08915,0.320717,185.963,109.477,0.0627899,0.0419983,2.4957,0.266474,0.162338,0.18758,4.5604,0.266474,3.25166,2.74331,5.80385,4.76593,6.61938,2.83797,0.451476,0.608266,3.635,-7.46221,0.0674644,0.0107073
4.75,3.84648,0.00318394,0.45,0.325000,0.339587,2.86579e-05,0.7,0.675000,0.678676,9.59046e-05,150,2.54042,0.794314,1.46392,0.934382,0.619393,0.410528,0.541314,0.450944,0.392021,0.350564,0.46263,0.442067,0.055706,1.89207,3.49533,1.26718,1.22744,2.07536,1.70673,0.144713,3.88195,3.25113,0.240657,185.963,109.477,0.0997954,0.0448476,1.49313,0.442603,0.161945,0.153029,2.84765,0.442603,2.42301,1.91212,4.12763,3.36279,8.36507,3.1247,0.330899,0.662488,4.10416,4.48128,0.0815891,0.00209489
4.75,4.16876,0.01112,0.45,0.375000,0.37743,0.000102338,0.7,0.675000,0.67537,0.000112774,150,3.86182,0.680577,2.65111,2.03992,1.67132,1.4248,0.618409,0.548947,0.503305,0.471023,0.538884,0.519497,0.0330334,7.59892,12.2879,1.19335,1.2118,8.25584,7.16049,0.283823,14.3029,12.2405,0.469243,185.963,109.477,0.338401,0.212081,6.36773,1.61613,0.777587,0.885252,10.1402,1.61613,8.32929,6.97976,14.4927,11.9597,7.76479,2.96324,0.366292,0.655106,3.98421,1.4277,0.0810701,0.00213508
4.75,4.54452,0.0216012,0.45,0.425000,0.422465,9.09796e-05,0.7,0.675000,0.671107,9.46859e-05,150,3.29633,0.578412,2.34381,1.86912,1.58479,1.39545,0.588834,0.527098,0.48885,0.462827,0.516284,0.503947,0.0325949,7.59754,12.9027,1.23903,1.23043,8.28871,6.95156,0.30183,15.0063,12.7444,0.497367,185.963,109.477,0.339101,0.21873,6.13185,1.34902,0.8528,0.856842,10.4863,1.34902,9.34993,7.54617,16.6119,13.5009,7.09717,2.77648,0.407316,0.648485,3.85466,-1.87022,0.0795764,0.00225075
4.75,4.95954,0.0140691,0.45,0.475000,0.463344,4.74604e-05,0.7,0.675000,0.660556,4.11682e-05,150,6.4223,3.53766,4.68092,3.84682,3.35748,3.03576,0.712156,0.654414,0.617679,0.592252,0.653522,0.621297,0.0977035,1.50431,2.11233,1.36099,1.28519,1.64813,1.25338,0.143086,2.43599,1.99768,0.208842,185.963,109.477,0.0632472,0.0424275,1.1053,0.234579,0.104412,0.147422,1.64359,0.234579,1.73018,1.27126,3.11464,2.42349,6.62691,2.67226,-nan,-nan,3.77393,-3.92551,0.0670738,0.0104346
4.75,3.84243,0.00298679,0.45,0.325000,0.339284,2.78861e-05,0.7,0.725000,0.722753,9.17494e-05,150,1.63637,0.477595,0.989568,0.663631,0.46725,0.335987,0.467743,0.398746,0.356724,0.328446,0.417161,0.38743,0.0451005,1.74399,3.72853,1.13201,1.1588,1.90925,1.74973,0.126957,4.08024,3.61875,0.235746,185.963,109.477,0.123805,0.0221786,1.54061,0.383999,0.16483,0.138685,3.21757,0.383999,2.43123,2.14771,4.17221,3.60045,8.36734,2.79316,0.330557,0.703899,4.36981,11.244,0.0952588,0.00103632
4.75,4.1548,0.0128261,0.45,0.375000,0.372879,9.40281e-05,0.7,0.725000,0.715758,5.45889e-05,150,3.57067,0.696215,2.74278,2.32906,2.0809,1.91549,0.603734,0.55508,0.525996,0.506652,0.548113,0.539677,0.0364415,5.36532,8.88689,1.19678,1.19522,5.74195,4.97421,0.227775,9.9043,8.64196,0.381317,185.963,109.477,0.208643,0.106068,4.48314,0.810716,0.46536,0.385872,7.43537,0.810716,5.95875,4.97901,10.4276,8.72444,7.87283,2.7179,0.360582,0.695154,4.25828,8.40475,0.0929707,0.00121351
4.75,4.61209,0.0111994,0.45,0.425000,0.411831,5.04289e-05,0.7,0.725000,0.70808,1.76298e-05,150,1.86219,0.805123,1.40331,1.16408,1.01724,0.917939,0.488246,0.444785,0.419064,0.402062,0.431559,0.471185,0.0702851,0.784755,1.60729,0.999963,1.15603,0.88787,0.915622,0.0821239,1.79628,1.61574,0.158881,185.963,109.477,0.0345338,0.0685847,0.784784,0.143801,0.10742,0.0560624,1.39035,0.143801,1.04788,1.04792,1.86532,1.61355,7.47028,2.66005,-nan,-nan,4.23436,7.79594,0.0906992,0.00138941
4.75,4.12454,0.00710521,0.5,0.375000,0.381329,7.05962e-05,0.4,0.325000,0.340676,1.62644e-05,300,9.36351,3.33307,9.0234,8.85283,8.75031,8.6819,0.775508,0.769645,0.766588,0.764712,0.768713,0.767893,0.0559917,3.0523,3.93588,0.988945,1.00563,3.08126,3.21529,0.159202,3.98695,4.14018,0.196493,284.343,183.995,0.0178805,0.011404,3.08643,0.107342,0.0274921,0.0232933,3.91384,0.107342,3.67103,3.71207,5.4566,5.42606,7.57673,5.17132,0.369945,0.330601,1.96334,-7.55283,-0.0230143,0.00515569
4.75,5.03985,0.0116824,0.5,0.475000,0.470946,9.12789e-05,0.4,0.325000,0.342607,1.40154e-05,300,5.5378,2.05831,5.38024,5.30135,5.25398,5.22238,0.685462,0.680179,0.677466,0.675815,0.676606,0.673663,0.0678791,1.83038,2.67028,1.09229,1.11079,1.84186,1.77206,0.137462,2.72654,2.55637,0.172357,284.343,183.995,0.00381131,0.00670472,1.67573,0.041895,0.0180104,0.0326331,2.40395,0.041895,2.07407,1.89883,3.13837,2.82535,6.54577,4.47462,0.454571,0.329774,1.95326,-8.02754,-0.0222624,0.00520946
4.75,4.12074,0.00622567,0.5,0.375000,0.382993,6.73565e-05,0.4,0.375000,0.373738,0.000103535,300,4.51288,0.642951,4.26283,4.13776,4.06271,4.01267,0.647593,0.636928,0.631348,0.627917,0.634604,0.632578,0.0266162,8.28289,12.7903,1.0618,1.06479,8.35815,8.19186,0.258227,13.0398,12.6629,0.342553,284.343,183.995,0.0454446,0.0254318,7.80079,0.355576,0.114107,0.120258,12.012,0.355576,11.0452,10.4023,16.7282,15.7103,7.52424,4.91386,0.371322,0.362222,2.14367,0.938223,-0.0116246,0.00597025
4.75,4.46656,0.0142429,0.5,0.425000,0.425466,0.00010145,0.4,0.375000,0.374118,9.93738e-05,300,4.7994,0.498394,4.58159,4.47274,4.40744,4.36392,0.659068,0.650414,0.645923,0.643173,0.648044,0.645286,0.0193102,17.4781,26.5194,1.09439,1.08951,17.6264,16.7471,0.388422,27.049,25.7692,0.506355,284.343,183.995,0.0713104,0.0642126,15.9706,0.594877,0.197398,0.288661,24.3407,0.594877,20.8074,19.0127,31.7736,29.1633,6.91742,4.53574,0.410756,0.360657,2.09344,-1.42711,-0.0114362,0.00598373
4.75,4.85927,0.0232391,0.5,0.475000,0.473543,0.000101784,0.4,0.375000,0.376821,9.31964e-05,300,5.00702,0.606833,4.77307,4.65652,4.58673,4.54027,0.666926,0.658044,0.653441,0.650624,0.654255,0.650793,0.0224403,14.8046,22.1983,1.14481,1.1062,14.9982,13.7081,0.38263,22.8622,21.4969,0.47825,284.343,183.995,0.0687423,0.100392,12.9319,0.472954,0.222224,0.377961,20.0671,0.472954,17.7571,15.5109,27.2823,24.663,6.28803,4.12204,0.455288,0.361492,2.06017,-2.9935,-0.0104992,0.00605074
4.75,5.20936,0.0240676,0.5,0.525000,0.522035,9.92009e-05,0.4,0.375000,0.3802,8.87983e-05,300,4.89185,0.813684,4.70382,4.60979,4.55337,4.51575,0.662612,0.655324,0.651559,0.649261,0.650992,0.647325,0.030874,8.1644,12.3215,1.15733,1.15935,8.29801,7.42319,0.291783,12.7567,11.4672,0.368369,284.343,183.995,0.0446774,0.0707723,7.05448,0.225881,0.137723,0.23767,10.6279,0.225881,8.61261,7.44176,13.2665,11.443,5.65506,3.69804,0.499425,0.36307,2.02074,-4.8503,2.25052e-05,0.00886398
4.75,5.54169,0.0169217,0.5,0.575000,0.57038,9.43596e-05,0.4,0.375000,0.384392,6.015e-05,300,4.14922,1.11288,3.97912,3.89418,3.84325,3.80931,0.631867,0.624019,0.619973,0.617506,0.6199,0.619142,0.0502734,2.93303,4.64184,1.18126,1.16333,3.00066,2.67309,0.183459,4.81707,4.29225,0.228249,284.343,183.995,0.0278949,0.0293584,2.48297,0.0800048,0.071675,0.0789457,3.99015,0.0800048,2.8658,2.42606,4.42281,3.80187,5.05922,3.28699,0.543023,0.365861,1.98931,-6.33013,0.000763866,0.00883687
4.75,4.12184,0.00606528,0.5,0.375000,0.383331,6.51899e-05,0.4,0.425000,0.422893,0.000100948,300,6.97134,1.27605,6.41362,6.13749,5.97268,5.86316,0.72656,0.711916,0.704069,0.699178,0.706429,0.703656,0.0318032,6.25449,8.60836,1.018,0.978463,6.33977,6.42812,0.198212,8.88969,9.42856,0.259922,284.343,183.995,0.0516025,0.032167,6.14393,0.392219,0.141286,0.146234,8.79784,0.392219,8.48927,8.33919,13.2204,13.5114,7.51662,4.57525,0.371904,0.410127,2.42531,14.1996,0.00524151,0.00717647
